Source_Name,AGN_BDT_MEAN_O,AGN_BDT_STD_O,PSR_BDT_MEAN_O,PSR_BDT_STD_O,AGN_NN_MEAN_O,AGN_NN_STD_O,PSR_NN_MEAN_O,PSR_NN_STD_O,AGN_RF_MEAN_O,AGN_RF_STD_O,PSR_RF_MEAN_O,PSR_RF_STD_O,AGN_LR_MEAN_O,AGN_LR_STD_O,PSR_LR_MEAN_O,PSR_LR_STD_O
4FGL J0001.2+4741,0.999576962195776,0.0003581750421403338,0.00042303780422406974,0.00035817504214033594,0.9977399298228294,0.00367196343394165,0.002260070177170555,0.0036719634339416516,0.9936317448340584,0.007508786658119408,0.006368255165941581,0.00750878665811941,0.9983486004020083,0.0009180769262697383,0.0016513995979917625,0.0009180769262697414
4FGL J0001.2-0747,0.9998125532698117,0.00011486972939672827,0.00018744673018836623,0.00011486972939672599,0.9986357224977013,0.0027109667762126592,0.0013642775022987125,0.0027109667762126584,0.9989964035990949,0.0018882553550381134,0.0010035964009051505,0.0018882553550381104,0.99665767078936,0.0014755865339153983,0.0033423292106400026,0.0014755865339153983
4FGL J0001.5+2113,0.9933319310671038,0.006995613917033483,0.006668068932896162,0.006995613917033483,0.9975697876430506,0.007215363326126125,0.0024302123569492073,0.007215363326126123,0.9443767159188678,0.034135823668377675,0.05562328408113201,0.034135823668377675,0.9994942787037743,0.00033921865945434,0.0005057212962257841,0.00033921865945433913
4FGL J0001.6-4156,0.9999362703766539,3.459404133688434e-05,6.372962334605652e-05,3.4594041336885955e-05,0.9985828586838015,0.0019202131347813086,0.0014171413161984836,0.0019202131347813053,0.9996140113681324,0.0005626496914591689,0.00038598863186746214,0.000562649691459176,0.9993795649027108,0.00035104160726830445,0.0006204350972892406,0.0003510416072683051
4FGL J0002.1-6728,0.999374504245851,0.00036131346092130453,0.0006254957541491801,0.00036131346092130366,0.9971813292720035,0.0037446409957629673,0.0028186707279964835,0.0037446409957629686,0.995086887342958,0.006661774931055428,0.004913112657041903,0.006661774931055423,0.9966896824941461,0.0016488756363402795,0.003310317505853818,0.0016488756363402803
4FGL J0002.3-0815,0.9958420173135846,0.0038961206079891446,0.004157982686415345,0.0038961206079891446,0.9898366671213138,0.01873726965211747,0.010163332878686196,0.018737269652117472,0.9777137244883177,0.02008326515786657,0.02228627551168239,0.020083265157866566,0.9910588171493894,0.006806970257323954,0.008941182850610591,0.006806970257323952
4FGL J0002.4-5156,0.9999164242460709,8.593036934536522e-05,8.357575392914199e-05,8.593036934536835e-05,0.9987089052763916,0.002195283840526379,0.0012910947236085832,0.0021952838405263795,0.9925316029071379,0.009641771446397294,0.007468397092862106,0.009641771446397294,0.9987015124032353,0.0009198617702589472,0.0012984875967646235,0.0009198617702589479
4FGL J0003.1-5248,0.9994938670327576,0.0003656294917532087,0.0005061329672425323,0.00036562949175321195,0.9935551228994074,0.008381824793235468,0.006444877100592614,0.008381824793235465,0.9984227852077593,0.0017332278653221058,0.001577214792240632,0.0017332278653221002,0.9911889998001799,0.005042627318834968,0.008811000199819964,0.005042627318834969
4FGL J0003.2+2207,0.9704019146021429,0.034561018528975,0.029598085397857143,0.034561018528975,0.8161695958099693,0.21894012022482373,0.18383040419003072,0.21894012022482373,0.9082492926948417,0.04554219479271824,0.09175070730515832,0.045542194792718226,0.613542056910869,0.1647096112671357,0.386457943089131,0.1647096112671357
4FGL J0003.3-1928,0.9874869758162148,0.015161429014194958,0.012513024183785188,0.015161429014194957,0.9942517459103833,0.00910170709954582,0.005748254089616764,0.009101707099545818,0.8507956901292665,0.060959981747698344,0.1492043098707335,0.060959981747698344,0.9888379840156558,0.005330310659170313,0.011162015984344343,0.005330310659170318
4FGL J0003.3-5905,0.9964056272753452,0.002471355367021079,0.003594372724654697,0.0024713553670210786,0.9871519100804835,0.014608711996195128,0.01284808991951647,0.014608711996195132,0.9790895401239926,0.014736926289411234,0.020910459876007377,0.014736926289411232,0.9752665767651097,0.011105284357029106,0.024733423234890344,0.011105284357029104
4FGL J0003.9-1149,0.9390094430085711,0.0733618560776506,0.06099055699142868,0.0733618560776506,0.567601176718906,0.2940367436951826,0.43239882328109397,0.2940367436951826,0.847081310199349,0.06371263598782548,0.1529186898006511,0.06371263598782548,0.38734160114819544,0.1379924751435862,0.6126583988518046,0.1379924751435862
4FGL J0004.0+0840,0.9988256655265328,0.0012619379475144806,0.0011743344734670793,0.001261937947514482,0.9935217569355242,0.012235529162755011,0.006478243064475661,0.01223552916275501,0.9638871576180708,0.025230616088300486,0.036112842381929196,0.025230616088300486,0.973995784781739,0.012981512041875589,0.026004215218261042,0.012981512041875583
4FGL J0004.3+4614,0.9991747370280447,0.0016789068626666365,0.0008252629719553442,0.001678906862666637,0.9971860402246397,0.004408730925891929,0.0028139597753601914,0.00440873092589193,0.9855174503505351,0.013848171276634083,0.014482549649464977,0.01384817127663408,0.9923151127620341,0.00411466693323654,0.007684887237965815,0.004114666933236543
4FGL J0004.4-4737,0.9997643395563018,0.00014180571406726558,0.00023566044369823265,0.00014180571406726482,0.9991129268032338,0.0014668149138907923,0.0008870731967659867,0.001466814913890795,0.9937934937286942,0.007475832406209041,0.006206506271305872,0.007475832406209041,0.9998933336889515,7.221465798871874e-05,0.00010666631104837618,7.221465798871839e-05
4FGL J0005.9+3824,0.9922514396413455,0.009025493053039159,0.007748560358654395,0.009025493053039159,0.9914274260255082,0.013628458035918696,0.008572573974491831,0.013628458035918696,0.9421427619201663,0.032667428689365376,0.057857238079833756,0.03266742868936538,0.9537788871975367,0.0177773506273098,0.0462211128024634,0.017777350627309802
4FGL J0006.3-0620,0.9995528138499437,0.00046040827177312835,0.0004471861500563225,0.0004604082717731263,0.9982103009589095,0.003635900362007784,0.001789699041090535,0.0036359003620077836,0.9936716580229396,0.007906816026403458,0.006328341977060353,0.007906816026403448,0.9984631990726426,0.0007375853692455441,0.0015368009273574136,0.0007375853692455412
4FGL J0006.4+0135,0.9984606469915615,0.001358697270619354,0.0015393530084385802,0.0013586972706193532,0.9663645669952209,0.05048087355809055,0.0336354330047791,0.05048087355809055,0.9843427751713503,0.013481486085391013,0.015657224828649608,0.013481486085391018,0.9248369872036972,0.029036724434352523,0.07516301279630279,0.02903672443435252
4FGL J0007.7+4008,0.992166808222662,0.00803662456706056,0.007833191777338013,0.008036624567060559,0.9982649318602658,0.0025837390097631324,0.001735068139734285,0.0025837390097631307,0.9120293386006227,0.050995370139909034,0.0879706613993773,0.050995370139909034,0.9820251699449675,0.0064215256955771315,0.017974830055032694,0.006421525695577136
4FGL J0008.0+4711,0.9557989172203308,0.035677856006249835,0.04420108277966933,0.035677856006249835,0.7755493321832222,0.18221686008281315,0.22445066781677783,0.18221686008281315,0.9205701560654064,0.04309610957897525,0.07942984393459364,0.04309610957897524,0.5593689764787264,0.07747396833418095,0.4406310235212737,0.07747396833418095
4FGL J0008.0-3937,0.996172559620614,0.0040873261659829865,0.003827440379385867,0.004087326165982987,0.9701278717105685,0.04262474639356908,0.029872128289431605,0.04262474639356907,0.9236076010184461,0.0371290366919348,0.076392398981554,0.037129036691934805,0.9111942058433954,0.03603166179239014,0.08880579415660442,0.03603166179239014
4FGL J0008.4-2339,0.9991228889565912,0.0007432625526370619,0.0008771110434089854,0.0007432625526370631,0.9965015656999638,0.006923854237076808,0.0034984343000362167,0.006923854237076809,0.9905136765256836,0.010387872029375467,0.009486323474316438,0.010387872029375465,0.9964695859066153,0.002310942228396007,0.003530414093384689,0.0023109422283960055
4FGL J0008.4+1455,0.9928105660686899,0.004873723388538383,0.007189433931310102,0.004873723388538384,0.9619638718280854,0.04702586255376316,0.038036128171914665,0.04702586255376316,0.9766815649171429,0.017554670615381494,0.023318435082857046,0.01755467061538149,0.892890362227055,0.037438999888908926,0.10710963777294498,0.037438999888908926
4FGL J0009.1+0628,0.999048635708916,0.0005510205652254219,0.000951364291083926,0.0005510205652254233,0.9979499998306002,0.003577173127746084,0.002050000169399996,0.003577173127746083,0.9961635371989639,0.00668859721096818,0.0038364628010360237,0.006688597210968182,0.9889771336586958,0.004554854403071677,0.011022866341304264,0.004554854403071677
4FGL J0009.3+5030,0.9997249525623539,0.00019636412181171328,0.00027504743764612615,0.00019636412181171358,0.998976462387017,0.0014490404236523102,0.0010235376129830445,0.0014490404236523048,0.9978703264546153,0.005525062380464787,0.0021296735453845347,0.005525062380464788,0.9985421084960248,0.0006226516375784856,0.001457891503975244,0.0006226516375784852
