Source_Name,AGN_BDT,AGN_BDT_STD,PSR_BDT,PSR_BDT_STD,OTHER_BDT,OTHER_BDT_STD,AGN_NN,AGN_NN_STD,PSR_NN,PSR_NN_STD,OTHER_NN,OTHER_NN_STD,AGN_RF,AGN_RF_STD,PSR_RF,PSR_RF_STD,OTHER_RF,OTHER_RF_STD,AGN_LR,AGN_LR_STD,PSR_LR,PSR_LR_STD,OTHER_LR,OTHER_LR_STD
4FGL J1103.9-5357,0.9799236480012982,0.009620890322713719,0.0009741846722425066,0.0006292814665845398,0.019102167326459342,0.009454492664218295,0.9465707066829814,0.07029008460382088,0.002694196969056578,0.005732272342072635,0.050735096347962,0.06910232018888768,0.9658101939010135,0.02233773784272354,0.007566233047862195,0.009703059620021045,0.026623573051124404,0.01931212655493553,0.9829581967597723,0.00646523301388085,0.0015399102447206225,0.0007926326009816649,0.015501892995507126,0.006094375462880061
4FGL J1104.0+2611,0.9650513561846122,0.028946030933444764,0.004748381045405758,0.003554530587385473,0.030200262769982195,0.02702449736516973,0.9663154388727313,0.035246790061585,0.004109854598865633,0.007221863729456446,0.02957470652840298,0.031425807664473566,0.9280768510455943,0.03609391239872733,0.0055807481448639585,0.005007228131833168,0.06634240080954176,0.03504184863138139,0.9508854415962883,0.018238839791291518,0.004777375878077466,0.004036900368208854,0.044337182525634275,0.017168001891044605
4FGL J1104.0+0020,0.9833707437882431,0.016581147307203777,0.002470136723084419,0.002804916224786289,0.01415911948867254,0.015263872101440588,0.9694045586392381,0.03937376492183673,0.0026986352513062436,0.00521228058444211,0.027896806109455666,0.037367353463421564,0.9253830390607584,0.025676325001226373,0.011841246934113538,0.009918017910832739,0.062775714005128,0.02222960467855919,0.9654050266301277,0.013144421282038767,0.001247301384019345,0.0011991420970791044,0.03334767198585281,0.012831409368175636
4FGL J1104.4+0730,0.9964810239127944,0.0020707620995768705,0.0005363747123313972,0.0002621172888697144,0.002982601374874066,0.0019285859984967781,0.9868646532732253,0.015496869714371014,0.001038277361187319,0.0017489671291595929,0.012097069365587418,0.014918620326152368,0.9860444018362414,0.006666774254361379,0.0017410836260164638,0.0016231726240454392,0.012214514537742008,0.0061556643101794584,0.9929541239493915,0.0023051653739610267,0.002234395768785957,0.0009373774538977427,0.004811480281822388,0.0017574601167268708
4FGL J1104.4+3812,0.6944864300421548,0.18892604887671263,0.0010133209788506861,0.0010455793951342563,0.3045002489789946,0.18882125482254733,0.9644423585610751,0.061754723039664054,0.002869017569763379,0.006484129472356863,0.03268862386916166,0.05933807903702285,0.7194987231318241,0.07546206317424659,0.014949685554079582,0.016760286079307792,0.26555159131409634,0.0749261054380592,0.9934817841204225,0.0053438262647774425,0.000179350464534234,0.0001620489262005171,0.006338865415043154,0.00532960335895057
4FGL J1104.9+5748,0.9989653162400045,0.0014061698129058653,0.0004237516882349697,0.000774967842739208,0.0006109320717603515,0.0008118965026799339,0.9870294097484336,0.013032557087616572,0.0009794192566521945,0.0015633363492658376,0.011991170994914185,0.012444000847162648,0.9506633468389821,0.02682499736527136,0.00549993684524011,0.007874761100622428,0.04383671631577795,0.025441082075782877,0.9954328524498681,0.0018599198536783082,0.0018820350049970312,0.0011459070026598993,0.002685112545134903,0.0011809505165916283
4FGL J1105.8+3944,0.9820341835443044,0.014659230141316114,0.002358826756498656,0.001609210116401567,0.015606989699196784,0.013974787939766399,0.9771706779457581,0.027193735063051123,0.0024522156331107225,0.005692334961574643,0.020377106421131105,0.02301747108981037,0.9478731549220691,0.021550716432256742,0.0032879590044291693,0.002582677339349343,0.048838886073501654,0.0212445089028091,0.9555198486849306,0.014595758770616462,0.005996830513618817,0.003934218897332067,0.03848332080145067,0.014138896949697844
4FGL J1105.8-0731,0.983911512363385,0.008982250207366054,0.002399441602449345,0.0011973950704160918,0.013689046034165717,0.00840375636503881,0.9726941976890312,0.01615338155240202,0.0027904727234322716,0.0034780360518570615,0.02451532958753641,0.014857182911093461,0.9656848807743759,0.011415594075679197,0.004202571189099729,0.0017862006304315736,0.030112548036524293,0.0108445035793811,0.9317556741994165,0.011832579723521485,0.01924114479026748,0.005538853657575112,0.04900318101031616,0.010133553883420241
4FGL J1106.0+2813,0.9939865277038742,0.00447222664335851,0.0009445043359534034,0.0004804376069438567,0.005068967960172292,0.00436394903325506,0.9840667933075197,0.013287587164070894,0.001753104300847518,0.0034821251946044645,0.014180102391632863,0.01197352348589027,0.9789698927460155,0.01215558424441923,0.0035391110319551522,0.0041507617211255085,0.01749099622202917,0.010625906369618294,0.9907763929912339,0.0033724952374513156,0.0042356142934109765,0.001862499763040335,0.004987992715355274,0.0022576054411099908
4FGL J1106.2-1048,0.9823316878085422,0.008936593573535554,0.0023678018190940618,0.0012109778229540563,0.015300510372363709,0.008505239812039255,0.9839878997511646,0.012682331143423292,0.00126644877408667,0.0019490263163000718,0.01474565147474869,0.01174936440630146,0.9614001196572692,0.01365644747837589,0.0048807526013179385,0.0036274441287775902,0.03371912774141286,0.012409885276725595,0.9626824416695013,0.009297637146918687,0.005456031306784018,0.002849361562548015,0.03186152702371486,0.009039690570680057
4FGL J1106.5-3646,0.993702855385704,0.0032736111147064115,0.001083777544168691,0.0006233134812282889,0.005213367070127191,0.002952454084596329,0.9816713400950157,0.016183421935528738,0.003078246402545806,0.005071978884002858,0.015250413502438652,0.012994856902561486,0.9751684868278239,0.01416152585540361,0.005316672160785941,0.007001648605476713,0.01951484101139028,0.011268835221497771,0.949510329076071,0.010163372273564772,0.016957241556559418,0.00564265788147305,0.03353242936736966,0.007377541483525248
4FGL J1107.0-4449,0.9313170599344567,0.05010849140663412,0.05713060825216053,0.04788426337354288,0.011552331813382704,0.008337871662611818,0.9497609239948762,0.0686232899911917,0.014280802319058556,0.04259693586091645,0.03595827368606507,0.04325035169120518,0.8557324507656312,0.056581187070288065,0.08350917510199397,0.044116092674538726,0.06075837413237481,0.0318480700792826,0.94351658783753,0.016085040000058982,0.027045876294385204,0.01039601191733733,0.029437535868084837,0.009088009533735123
