GLON,GLAT,Flux1000,PL_Index,Unc_LP_Index,LP_beta,LP_SigCurv,hr12,h23,Unc_PLEC_Expfactor,hr34,hr45,hr56,hr67,Variability_Index,Pivot_Energy,CLASS1,Source_Name,SpectrumType,Unc_LP_beta,Unc_PLEC_Index,ASSOC_FGL,ASSOC1,ASSOC_PROB_BAY,ASSOC_PROB_LR,Flags,AGN_BDT,PSR_BDT,AGN_NN,PSR_NN,AGN_LR,PSR_LR,AGN_RF,PSR_RF,BDT_P,NN_P,LR_P,RF_P
209.02463,-16.977465,-21.950279760828373,2.5486996,0.21916938,0.19309977,2.0183399,0.9920882,-0.40123656,0.01057254,-0.79843855,-0.6998042,-0.9999936,0.9999053,2.2346671078953952,6.934396528331442,,4FGL J0543.9-0418,PowerLaw,0.13520025,0.683157,,,0.0,0.0,2,0.9987336410672453,0.0012663589327640834,0.9874911571125787,0.012508842887421009,0.988621795861756,0.011378204138243704,0.9793215292536538,0.020678470746345705,0.0,0.0,0.0,0.0
185.2363,-3.5079103,-21.933292394985656,2.2918766,0.16368966,-0.06828788,0.81779104,-0.8443597,-0.90219784,0.0010530201,-0.5879969,-0.6357997,-0.8072394,-0.26094252,1.8848482441445606,8.02766137017351,,4FGL J0544.4+2238,PowerLaw,0.062014177,0.16895369,3FGL J0544.7+2239,,0.0,0.0,0,0.9949379314426775,0.005062068557325802,0.9972303022028818,0.002769697797119095,0.9926889809453038,0.007311019054695039,0.9847007796947036,0.015299220305296225,0.0,0.0,0.0,0.0
159.82693,11.75569,-22.663986673802984,2.6356697,0.18840466,0.034948014,0.28458583,-0.54295695,-0.5834785,0.0019309868,-0.69327587,-0.8741461,-0.98166686,0.93294,2.1532211384957063,6.559343302505277,,4FGL J0544.8+5209c,PowerLaw,0.13277633,0.15194236,,,0.47,0.0,4392,0.9987273793677728,0.0012726206322404344,0.9977817976492688,0.0022182023507326645,0.9990939208758617,0.0009060791241387927,0.9907836776664978,0.009216322333501678,0.0,0.0,0.0,0.0
152.54977,15.737077,-20.69763717478229,2.0462391,0.08432801,0.3054057,6.976491,0.9979395,-0.12661394,0.0011581983,-0.19496739,-0.51972306,-0.7396292,-0.99932057,2.097285450468181,7.571233455228513,,4FGL J0545.7+6016,LogParabola,0.058920544,0.16897044,3FGL J0545.6+6019,,0.0,0.0,0,0.155853746394232,0.8441462536057733,0.09747566656592023,0.9025243334340799,0.33313508527409225,0.6668649147259065,0.3982632117766507,0.6017367882233493,1.0,0.999,1.0,0.928
213.75029,-18.678402,-21.375138933194094,2.241336,0.13245147,0.034416985,0.59555954,-0.50298977,-0.71750396,4.2548397E-4,-0.53885597,-0.63967454,-0.6210342,-0.5919396,2.5839550609634436,7.911979815611922,,4FGL J0545.8-0905,PowerLaw,0.06068652,0.16235928,,,0.0,0.0,17,0.9984054177790759,0.0015945822209173304,0.9984394475768608,0.0015605524231412343,0.9972972630831016,0.00270273691689831,0.995274273239176,0.004725726760825084,0.0,0.0,0.0,0.0
215.66595,-19.334515,-21.789054929154887,2.706552,0.27201632,0.59339947,3.060682,-0.4061345,-0.09706908,0.01764623,-0.8209974,-0.8961293,-0.5605982,-0.99918365,1.529173830259037,6.527495383769674,,4FGL J0546.5-1100,LogParabola,0.2689505,1.1052445,,,0.0,0.0,1,0.9984065573364425,0.0015934426635746395,0.9462246284053921,0.053775371594609093,0.8552301578230435,0.14476984217695665,0.9339163943884331,0.06608360561156638,0.0,0.0,0.0,0.0
194.94328,-8.0886965,-22.313545005803558,2.7375417,0.24885428,0.18133725,0.8679776,-0.52976763,-0.3737346,0.00798237,-0.82307506,-0.8119399,-0.9905797,0.43405795,2.3723925526139786,6.302097227936574,,4FGL J0548.6+1200,PowerLaw,0.17911123,0.54425657,,,0.0,0.0,0,0.9983993687255571,0.001600631274468813,0.9964143950683199,0.003585604931681173,0.9982194874106509,0.0017805125893488073,0.9797076966285246,0.020292303371475657,0.0,0.0,0.0,0.0
250.34694,-28.998217,-22.201938504016198,1.9638723,0.30174595,0.24572696,1.3595233,-0.80212426,-0.72231495,0.0014499839,-0.6950175,-0.14468798,-0.58489794,-0.638111,2.0612335527717653,8.24456436815115,,4FGL J0550.5-4356,PowerLaw,0.16982976,0.4478109,1FGL J0550.8-4400,,0.0,0.0,0,0.9990593546931231,0.0009406453068846704,0.9977124420114087,0.0022875579885909183,0.9976001000786525,0.0023998999213469267,0.9957279128218665,0.004272087178133764,0.0,0.0,0.0,0.0
201.70981,-10.96619,-21.67308026085971,2.6866875,0.2133658,0.55088735,4.3663425,-0.13815588,-0.45673513,0.018198123,-0.85200024,-0.84169745,-1.0,0.9999835,2.2048119425661974,6.370247155780168,,4FGL J0551.7+0446,LogParabola,0.18885121,0.89800423,1FGL J0551.6+0449c,,0.0,0.0,0,0.9617972963395446,0.03820270366046846,0.9245169053814352,0.07548309461856371,0.9433128946774432,0.056687105322556615,0.8448061558281472,0.15519384417185225,0.0,0.0,0.0,0.0
226.51892,-22.349306,-22.968639051974186,2.2451804,0.28119314,0.21778722,1.382222,0.943824,0.9563462,0.0042532403,-0.5094807,-0.8404707,-0.18896292,-0.99993837,2.5101982699293917,7.536347778273937,,4FGL J0551.8-2130,PowerLaw,0.20367035,0.5399379,,,0.0,0.0,0,0.9990499304168511,0.0009500695831355659,0.9957677732590389,0.004232226740960551,0.9971424105324315,0.002857589467567731,0.9882192787320718,0.011780721267928125,0.0,0.0,0.0,0.0
182.44698,0.18286605,-21.685991892803802,2.7254648,0.23738083,0.4068287,1.541998,-0.37898597,-0.4873665,0.0035489316,-0.7311181,-0.7746808,-0.97441745,-0.975959,1.140594026426124,6.5025475277548495,,4FGL J0552.0+2656c,PowerLaw,0.084142566,0.30980015,,,0.96,0.0,40,0.8701848798826041,0.12981512011738147,0.9139583579377638,0.0860416420622355,0.8268839084135419,0.17311609158645885,0.9191113287856131,0.08088867121438685,0.0,0.0,0.0,0.0
164.07498,11.043522,-22.790532830110816,2.7908266,0.1856234,6.973794E-4,0.0,-0.6758745,-0.69538605,0.002352421,-0.8983795,-0.23937188,-0.9999987,0.9999713,1.9724208292131806,6.209112987919803,,4FGL J0553.5+4810,PowerLaw,0.11253549,0.17598042,,,0.0,0.0,4096,0.9900761375219252,0.009923862478051639,0.9981396527856762,0.0018603472143238994,0.9996559953968156,0.00034400460318320295,0.9727832135946504,0.027216786405348126,0.0,0.0,0.0,0.0
205.31055,-12.360212,-21.91818243940633,2.5352483,0.38075534,0.8207209,4.0710325,-0.26069492,-0.40699074,0.021764528,-0.755924,-0.99175453,0.6271105,-0.99884796,1.813850163176666,6.642429694130411,,4FGL J0553.6+0100,LogParabola,0.2553611,0.09462563,,,0.0,0.0,16,0.5941766031072224,0.40582339689277414,0.9659466139675636,0.03405338603243621,0.9798780399041134,0.02012196009588676,0.8530410893108538,0.1469589106891454,0.675,0.0,0.0,0.0
258.22327,-29.532024,-22.42475056475549,2.1884344,0.2147006,0.09935284,0.90753853,-0.6480647,-0.61226004,0.0027388514,-0.7104191,-0.14374225,-0.9387511,-0.98657614,2.5408169609977267,7.612467871587798,,4FGL J0553.9-5048,PowerLaw,0.12514003,0.5177639,,,0.0,0.0,0,0.9995523966077536,0.0004476033922721809,0.998280260167917,0.0017197398320807176,0.9990452286359126,0.0009547713640880709,0.9953445565567156,0.0046554434432849725,0.0,0.0,0.0,0.0
214.26372,-16.652565,-22.055923397834924,2.291469,0.20953508,0.12958586,1.2675657,0.99989814,-0.46273232,0.0027118532,-0.61844206,-0.56283826,-0.7050214,-0.9983388,1.5151857587227207,7.625845138424248,,4FGL J0554.0-0839,PowerLaw,0.12590274,0.4293633,,,0.0,0.0,0,0.99914458842366,0.0008554115763230647,0.9863082747697859,0.013691725230214186,0.959285121124532,0.04071487887546768,0.9902184094423097,0.009781590557690633,0.0,0.0,0.0,0.0
209.02574,-14.076961,-21.960759851493908,2.4423108,0.13614546,-0.014045562,0.2209421,0.19728193,-0.5139117,0.0013177881,-0.92660964,-0.59106785,-0.017297005,-0.62235,1.8940977725995527,7.287045322877978,,4FGL J0554.2-0259,PowerLaw,0.054971904,0.1340225,,,0.0,0.0,0,0.9955544576507414,0.004445542349277579,0.9977808757898632,0.0022191242101365274,0.9987480148781123,0.0012519851218880291,0.9838266280295135,0.016173371970486308,0.0,0.0,0.0,0.0
204.73898,-11.639255,-21.15323948058817,2.4670792,0.23498607,0.53907216,4.7693176,-0.8531074,0.9910909,0.0056477017,-0.5176063,-0.8199573,-0.999999,-0.81580704,1.5488212905856658,6.995051890288591,,4FGL J0555.1+0150c,LogParabola,0.19297588,0.52706283,,,0.0,0.0,32,0.5769826852780373,0.42301731472196347,0.23170862047141624,0.7682913795285851,0.3086484256067062,0.6913515743932948,0.6426628026214113,0.35733719737858854,0.0,0.965,1.0,0.004
251.65219,-27.952835,-23.024026495234043,3.0346463,0.14318344,-0.031438995,0.36798662,-0.36329612,-0.7874241,0.0033093586,-0.8369713,-0.5800468,-0.9997624,-0.088655755,2.82540973968896,5.729399310427226,,4FGL J0557.5-4452,PowerLaw,0.07341984,0.22217262,,,0.0,0.0,20,0.9997891918341398,0.0002108081658361294,0.9983296473150012,0.0016703526849990676,0.999876660142862,0.00012333985713798386,0.9958036843750645,0.00419631562493505,0.0,0.0,0.0,0.0
226.81735,-20.877516,-21.903333786035812,2.2733107,0.18483068,0.258037,2.6207151,0.88466007,-0.1751125,0.0028862404,-0.6748,-0.46237108,-0.91873866,-0.99998456,1.84410394426492,7.186615351775621,,4FGL J0558.1-2113,PowerLaw,0.12423927,0.3578546,,,0.0,0.0,0,0.9889130502254818,0.01108694977453533,0.9734385008391169,0.02656149916088306,0.9450834359731312,0.05491656402686947,0.9717658985194321,0.02823410148056815,0.0,0.0,0.0,0.0
205.38744,-11.0930395,-21.641457749920598,2.4715776,0.32657084,0.41432473,3.2789075,0.9284153,-0.49239504,0.018000793,-0.7369894,-0.7985938,-0.99999964,0.98084456,1.9405579372029844,6.905099595775019,,4FGL J0558.2+0132c,LogParabola,0.19513646,1.1669376,,,0.29,0.0,49,0.9748669716673528,0.025133028332632267,0.9386949628776872,0.06130503712231215,0.9293244972407675,0.07067550275923322,0.9407898883192921,0.05921011168070694,0.0,0.0,0.0,0.0
203.4336,-9.758871,-22.680577891379617,2.7584085,0.3323673,0.9999519,4.2267284,0.979963,-0.098684356,0.0028616865,-0.9461384,-0.8994017,-0.9953094,-0.77943623,2.714997016012831,6.177677024443438,,4FGL J0559.3+0352,LogParabola,,0.2833849,,,0.0,0.0,2049,0.908041470409021,0.09195852959095421,0.8170391468922239,0.1829608531077757,0.8692777920947682,0.13072220790523065,0.8586207696309297,0.14137923036906952,0.0,0.021,0.0,0.0
163.12778,12.809767,-22.55787673360132,2.3550005,0.1912637,0.041654136,0.47006753,-0.8487515,0.8801888,0.001569073,-0.9399473,0.17822629,-0.7993411,-0.46885076,2.162340359093812,7.406614550689153,,4FGL J0600.4+4949,PowerLaw,0.0946588,0.28677443,,,0.0,0.0,0,0.9938826829406939,0.006117317059300585,0.9982147053935129,0.0017852946064887587,0.9981516518924314,0.001848348107568581,0.9812289405660495,0.01877105943395075,0.0,0.0,0.0,0.0
216.56119,-15.808719,-21.70910867700836,2.6278088,0.24828951,0.4481409,2.998407,-0.17725092,-0.38142788,0.020396054,-0.7074499,-0.87129796,-0.9990145,-0.7978662,2.4775183399876015,6.5230765788051395,,4FGL J0601.0-1016c,LogParabola,0.2698732,1.49849,,,0.0,0.0,33,0.9942963573433931,0.005703642656593518,0.9842389366636288,0.015761063336370014,0.9602449606238108,0.03975503937618955,0.961730900647601,0.03826909935239845,0.0,0.0,0.0,0.0
269.95184,-29.485565,-22.596607513269355,2.374584,0.30090904,0.28583562,1.8970084,0.99043006,-0.75889695,0.005810793,-0.607986,-0.55861735,-0.9943917,0.8262145,2.2058303302820814,7.183677600817704,,4FGL J0601.4-6057,PowerLaw,0.21608545,0.6658514,,,0.0,0.0,0,0.9989939672417172,0.0010060327583033472,0.9883383683484926,0.011661631651507194,0.9962269231326281,0.003773076867370976,0.9821310614515217,0.017868938548478847,0.0,0.0,0.0,0.0
225.64543,-17.923943,-22.67939194163003,2.0447195,0.29510126,0.12070955,0.8384913,0.73886204,-0.9185198,0.0030569003,-0.56938666,-0.37238494,-0.4600078,-0.999897,2.178078341234864,8.192815183874977,,4FGL J0607.9-1904,PowerLaw,0.1832795,0.7229847,,,0.0,0.0,0,0.9997448802755298,0.000255119724486221,0.9974699190502421,0.002530080949757856,0.9977648178539306,0.002235182146068468,0.9973171270111797,0.00268287298882038,0.0,0.0,0.0,0.0
229.6288,-19.327394,-22.60458268511459,2.315097,0.27416176,0.33253747,2.1336176,-0.75686926,0.22637199,0.005266123,-0.72625566,-0.48399487,-0.9999753,0.99953294,1.2711539556385543,7.268438130518402,,4FGL J0608.6-2305,PowerLaw,0.22252205,0.58339983,3FGL J0608.2-2306,,0.0,0.0,0,0.998285108188844,0.0017148918111439845,0.972449222218807,0.02755077778119213,0.9835083926183261,0.01649160738167482,0.9650270092111706,0.034972990788829754,0.0,0.0,0.0,0.0
188.98703,0.89292365,-20.8165459487339,2.5485597,0.19192998,0.37966695,3.9705398,-0.30356044,-0.58433664,0.003718189,-0.50904083,-0.77658415,-0.99978733,-0.998531,0.8529186342001636,7.102985328205896,,4FGL J0609.0+2136c,LogParabola,0.14094423,0.37954167,3FGL J0609.3+2131,,0.92,0.0,36,0.3585320309731471,0.6414679690268511,0.21774752658450086,0.7822524734155005,0.17713411211637947,0.822865887883622,0.6838143192780297,0.31618568072197123,1.0,0.963,1.0,0.0
190.30644,0.16713028,-20.959494070565256,2.698135,0.31615496,0.6051257,5.175047,-0.33111972,-0.42004567,0.012056814,-0.78952,-0.8489413,-0.9999876,-0.9879818,2.3356731939083484,6.921334068514959,,4FGL J0609.0+2006,LogParabola,0.2578733,0.69870126,,,0.0,0.0,20,0.7624978473835801,0.2375021526164041,0.3629170171177094,0.6370829828822909,0.3940773098509196,0.6059226901490803,0.7679529111785937,0.23204708882140787,0.0,0.812,1.0,0.0
256.91864,-26.58731,-23.12336177944303,1.9254227,0.21954034,0.0043062884,0.054277543,0.99727136,-0.8299404,5.489947E-4,-0.63383204,-0.22289805,-0.8256052,-0.10742573,2.7798068587002476,8.627255960133027,,4FGL J0610.8-4911,PowerLaw,0.09128445,0.31058523,,,0.0,0.0,0,0.9997287145829145,0.0002712854171094996,0.9984943645642174,0.001505635435782549,0.9996457866383103,0.0003542133616889552,0.9969854094388377,0.0030145905611636244,0.0,0.0,0.0,0.0
254.97485,-26.120237,-23.080539729906306,2.207818,0.3073662,0.16354778,0.96834487,0.96511656,-0.6201186,0.0031671023,-0.4511406,-0.75840217,-0.25334394,-0.9999126,2.695938010446521,7.7473135515933365,,4FGL J0611.4-4722,PowerLaw,0.21886462,0.5330671,,,0.0,0.0,4096,0.9995119810087016,0.0004880189913178366,0.9979584444143207,0.002041555585680402,0.9993447770283203,0.000655222971680095,0.9967822531744094,0.0032177468255913146,0.0,0.0,0.0,0.0
236.06233,-20.94384,-22.75722958955719,2.1977572,0.17218508,-0.019023402,0.25497463,-0.99992347,0.9983082,7.5750134E-4,-0.75930756,-0.5507398,-0.59284747,-0.37254336,2.8912722412282146,7.577298361804403,,4FGL J0611.5-2918,PowerLaw,0.06811389,0.24539316,,,0.0,0.0,0,0.9997446986303881,0.00025530136959933653,0.998576008705059,0.0014239912949424302,0.9997694152931981,0.00023058470680125661,0.9980353624291364,0.001964637570863067,0.0,0.0,0.0,0.0
194.89326,-1.3739172,-21.813809425304434,2.657817,0.4209396,0.46144652,2.941494,0.98160166,0.3241855,0.0066989823,-0.826511,-0.926563,-0.99956685,-6.8643066E-4,2.070087983222594,7.104478712427586,,4FGL J0612.6+1520c,PowerLaw,0.26752514,0.50843555,,,0.4,0.0,4128,0.9965835634610362,0.003416436538975689,0.8506457330065402,0.1493542669934601,0.7106677600872596,0.28933223991274026,0.950529559208142,0.04947044079185902,0.0,0.002,0.0,0.0
192.77275,-0.082485184,-21.28711818644891,2.634469,0.149943,0.07920173,1.1142578,0.9646681,-0.63420236,0.0013464541,-0.8035193,-0.8072092,-0.43394935,-0.7651259,2.199303193294242,6.883261951533163,,4FGL J0613.1+1749c,PowerLaw,0.08647856,0.17090328,,,0.82,0.0,292,0.9960443651414372,0.003955634858556208,0.9879093417073562,0.012090658292644246,0.9861798243535845,0.013820175646414697,0.980704788159339,0.019295211840662393,0.0,0.0,0.0,0.0
196.20555,-1.1821765,-21.368544687619426,2.588458,0.2859787,0.5058036,3.6531255,-0.54094964,-0.6003025,0.008674596,-0.5925696,-0.9315831,-0.9998235,0.9992018,2.047223275070802,6.9157048968719295,,4FGL J0615.9+1416,LogParabola,0.21247058,0.68540704,,,0.0,0.0,0,0.738730804774416,0.26126919522556763,0.9076042679024204,0.09239573209758048,0.9120782838215092,0.08792171617848989,0.8565147360143963,0.1434852639856046,0.0,0.0,0.0,0.0
188.9625,2.9052534,-19.288674052081333,1.9982429,0.09603928,0.056581516,2.0948691,-0.99639845,0.44554588,1.9568159E-5,0.9802898,-0.40855825,-0.56678,-0.5805971,2.792261377854714,9.405499095301225,,4FGL J0616.5+2235,PowerLaw,0.02972115,0.0096599385,,,0.0,0.0,20,0.9988641455846636,0.0011358544153239581,0.9943867574828287,0.005613242517170844,0.86744503249915,0.13255496750084914,0.9081432213403815,0.09185677865961878,0.0,0.0,0.0,0.0
247.93144,-23.295969,-22.617014378207397,2.8339086,0.13190298,-0.007379178,0.08027014,0.7599028,-0.5957751,0.0032140424,-0.8006953,-0.9118258,-0.5501552,-0.999675,4.436530752596178,6.129644085968915,,4FGL J0617.6-4028,PowerLaw,0.0729929,0.2384788,,,0.0,0.0,0,0.9999620010528362,3.799894716340694e-05,0.9987866310712935,0.00121336892870862,0.9999772001797521,2.2799820248105382e-05,0.996619960715611,0.0033800392843881177,0.0,0.0,0.0,0.0
198.38252,-1.5643221,-21.957096071098672,2.9103572,0.23461142,0.38231993,2.8793547,-0.29308292,-0.5728184,0.0094894,-0.81319505,-0.9998201,-0.9525687,0.47254845,1.8190451397002485,6.19778624101414,,4FGL J0618.7+1211,PowerLaw,0.1847893,0.54390085,,,0.0,0.0,0,0.9990641621702929,0.0009358378296961953,0.9326090063278729,0.06739099367212684,0.9509570410599025,0.04904295894009813,0.9547200525488416,0.04527994745115835,0.0,0.0,0.0,0.0
189.14917,3.424281,-19.685816794293377,2.3164506,0.24626283,0.36359242,4.8521557,-0.8919511,-0.39644626,0.004682481,-0.28922987,-0.69718915,-0.871278,-0.8300309,2.105910867662718,7.776261081269237,,4FGL J0618.9+2240c,LogParabola,0.122318596,0.49826542,,,0.0,0.0,52,0.3407480056293763,0.6592519943706154,0.4854804155249566,0.5145195844750434,0.33322271188723235,0.6667772881127682,0.4018033954915626,0.5981966045084376,1.0,0.531,1.0,0.95
189.18173,3.7160628,-20.853040238764653,2.1518397,0.15855907,0.06579846,1.2076778,-0.9981459,0.9999379,5.5778935E-4,-0.7510558,-0.5120971,-0.90128154,-0.06913568,1.4328792382875923,8.687973908167606,,4FGL J0620.1+2246,PowerLaw,0.06542435,0.24799572,,,0.0,0.0,0,0.8029193624735532,0.19708063752642657,0.9631847852200403,0.036815214779959506,0.7415167415663925,0.25848325843360803,0.9018774223601789,0.09812257763981899,0.0,0.0,0.0,0.0
196.30472,0.0034195795,-21.523205891833587,2.5604317,0.17024669,0.11071949,1.4649398,0.9937581,-0.613452,0.002736228,-0.7575435,-0.73042,-0.6186082,-0.9998939,2.7132601391085127,7.027071893660409,,4FGL J0620.4+1445,PowerLaw,0.09185027,0.2976845,,,0.0,0.0,0,0.9988093040740297,0.0011906959259679038,0.9914577516799505,0.008542248320048048,0.9903935036448663,0.009606496355133281,0.994366626720413,0.005633373279588017,0.0,0.0,0.0,0.0
258.80237,-25.318722,-23.138175639399915,1.8794717,0.5928145,0.99895537,1.507387,-0.99925554,0.984034,0.0014052131,-0.84732425,-0.24545638,-0.30340928,-0.7863041,3.036249933769259,8.725092334949059,,4FGL J0620.7-5034,PowerLaw,0.06132673,0.7587729,,,0.0,0.0,0,0.9982540363424715,0.001745963657539222,0.9974438131726765,0.002556186827323659,0.9972220059921572,0.002777994007841125,0.9895728128456807,0.010427187154319267,0.0,0.0,0.0,0.0
189.94624,3.5230105,-22.803423394904733,1.5476886,0.18545409,-0.031084072,0.3331192,-0.9940543,-0.26271376,1.9381999E-4,0.99969053,-0.77362084,-0.21979702,0.06664487,2.917458899685826,10.195674886041317,,4FGL J0620.9+2201,PowerLaw,0.08060356,0.2826517,,,0.0,0.0,4,0.9998330248836556,0.00016697511632871037,0.998024057464105,0.001975942535894443,0.9996034518060165,0.00039654819398110444,0.9971594709061334,0.002840529093865358,0.0,0.0,0.0,0.0
181.80165,8.147565,-21.90190899585812,2.5907922,0.27152124,0.67652446,2.6105244,0.99557084,0.6842478,0.0061865835,-0.6162898,-0.9313366,-0.954961,-0.9996959,2.202045272425022,6.912674360438397,,4FGL J0622.5+3120,PowerLaw,0.37216264,0.54215544,,,0.52,0.0,16,0.9863351134828166,0.01366488651719957,0.8140969058381201,0.18590309416188025,0.6562036988790928,0.3437963011209081,0.943122732961004,0.05687726703899628,0.0,0.014,0.0,0.0
257.34122,-24.33489,-22.797601237183283,2.6381907,0.25177273,0.3178987,1.9356377,-0.5707491,-0.448721,0.0061492138,-0.7377634,-0.7471334,-1.0,0.999837,1.985190297255484,6.487182979743652,,4FGL J0624.7-4903,PowerLaw,0.19394611,0.4299713,,,0.0,0.0,0,0.9985357355708333,0.00146426442918291,0.9889186408981903,0.011081359101810793,0.9975996321929712,0.0024003678070288856,0.9682071453301716,0.03179285466982901,0.0,0.0,0.0,0.0
144.11327,23.350372,-23.221696789222445,1.8769172,0.31275827,0.20537218,1.317272,-0.9999861,0.99999714,0.0012696122,-0.77711993,-0.0061091743,-0.51135623,-0.67704576,2.317987859002508,8.708527230179621,,4FGL J0625.5+7029,PowerLaw,0.18530051,0.51286894,,,0.0,0.0,0,0.9989763178861317,0.0010236821138478527,0.9983452854737087,0.0016547145262910856,0.9970728527191199,0.0029271472808810825,0.9920796616404582,0.007920338359540842,0.0,0.0,0.0,0.0
158.7006,19.648283,-22.687293654239046,2.1430192,0.27160046,0.30609515,2.469413,-0.99620724,0.97159106,0.0035039058,0.22274972,-0.47257063,-0.7878541,-0.99999714,1.918653025916974,7.726325304064834,,4FGL J0631.0+5626,PowerLaw,0.17955984,0.57411426,,,0.0,0.0,0,0.9903533303512124,0.009646669648809164,0.9809276574456846,0.01907234255431627,0.9709266522286034,0.029073347771397064,0.9790592936541892,0.020940706345810352,0.0,0.0,0.0,0.0
199.90976,1.4780467,-21.50580377570694,2.6333833,0.21397932,0.31332898,3.189739,-0.10676574,-0.2458613,0.0054622074,-0.70099723,-0.66891,-0.9999993,-0.22058336,2.0639924415172137,6.783763202062558,,4FGL J0632.7+1215,LogParabola,0.13397112,0.49390262,,,0.0,0.0,8,0.9230692206851911,0.0769307793148168,0.9191069112181274,0.08089308878187308,0.9143026241179472,0.0856973758820526,0.9247006422169944,0.07529935778300571,0.0,0.0,0.0,0.0
156.58951,20.744526,-22.897251140204066,2.1042426,0.16917044,0.008668288,0.14311561,0.99320585,-0.5106509,6.368504E-4,-0.6289619,-0.5351914,-0.4927694,-0.32349873,2.1177606465834473,8.019133403194873,,4FGL J0633.9+5840,PowerLaw,0.067007236,0.23680574,,,0.0,0.0,0,0.9996324091610863,0.00036759083892577314,0.9984539193846764,0.0015460806153247365,0.998177527688997,0.0018224723110019155,0.9979601476678823,0.0020398523321162633,0.0,0.0,0.0,0.0
239.40158,-16.809458,-22.41509340481598,2.7886474,0.15213999,0.15306273,1.3144872,-0.11991472,-0.67715263,0.006499678,-0.89521295,-0.52864206,-0.83737093,-0.9999966,2.3055216770074933,6.004600837003546,,4FGL J0634.6-3046c,PowerLaw,0.15651308,0.31618425,,,0.91,0.0,32,0.9975604870581097,0.0024395129418670527,0.9956202316030927,0.004379768396907024,0.9981882980846184,0.0018117019153803871,0.9780629656701938,0.021937034329804945,0.0,0.0,0.0,0.0
261.23352,-22.621716,-23.298647411249522,2.0294085,0.43519163,0.07371237,0.41814065,-0.9995363,0.9998247,0.0025620293,-0.72872186,-0.5702372,-0.0013511004,-1.0,3.1952180536447528,8.392707256438472,,4FGL J0640.9-5204,PowerLaw,0.21645081,0.8759728,,,1.0,0.0,4096,0.9998079946748231,0.00019200532518748095,0.9986709290797584,0.0013290709202420606,0.9998963228748939,0.00010367712510382037,0.9967525406084836,0.0032474593915171658,0.0,0.0,0.0,0.0
202.28185,2.935228,-21.501636321324778,2.6884234,0.1997239,0.3482621,3.0303519,0.99666274,-0.4963972,0.0062127607,-0.7837812,-0.7483987,-0.9999967,0.99904054,3.04120302981784,6.632712460242111,,4FGL J0642.4+1048,LogParabola,0.15090317,0.45602304,,,0.0,0.0,4,0.9895942403515797,0.010405759648437204,0.977809254864733,0.02219074513526736,0.9875978005225136,0.012402199477487105,0.9745599146483407,0.02544008535166002,0.0,0.0,0.0,0.0
275.11096,-25.298267,-22.363468673694943,2.5292425,0.19273129,0.07114853,0.6022401,-0.53069484,-0.58527917,0.0036415677,-0.73321193,-0.6114985,-0.9999686,0.13388507,2.481266365318488,6.860625672822784,,4FGL J0642.9-6501,PowerLaw,0.12759396,0.40076172,,,0.0,0.0,0,0.999800511067604,0.00019948893242282252,0.9976409267791296,0.0023590732208697974,0.9992871442680465,0.0007128557319529051,0.9957246589733899,0.004275341026609336,0.0,0.0,0.0,0.0
245.9736,-16.216476,-22.39324791193388,2.5822458,0.33248693,0.35144144,2.358861,0.98135686,-0.6098962,0.005647721,-0.6737286,-0.8282756,-0.54977304,-0.9999995,2.3932962589824887,6.495699072227144,,4FGL J0648.6-3623,PowerLaw,0.22997665,0.44141823,,,0.0,0.0,0,0.9992085686110608,0.0007914313889291928,0.9887824680540394,0.01121753194595969,0.992656272516465,0.007343727483536112,0.9830988477893166,0.016901152210682578,0.0,0.0,0.0,0.0
261.33643,-21.152489,-22.46719251442551,1.8307426,0.28976706,0.22819005,1.7308946,0.9993851,-0.9082607,8.869651E-4,-0.37164575,-0.37275597,-0.45675743,-0.3871257,2.1905134412891534,8.652425062407548,,4FGL J0650.2-5144,PowerLaw,0.15613528,0.3608899,,,0.0,0.0,0,0.998858853867439,0.0011411461325445485,0.9958646400351343,0.004135359964865465,0.995953127995839,0.004046872004160346,0.9961716605184933,0.0038283394815066714,0.0,0.0,0.0,0.0
253.15192,-18.204216,-22.72548755616208,2.594486,0.3557563,0.58437705,1.8292108,-0.6401374,-0.26769382,0.0023548307,-0.7545886,-0.9988662,0.9566421,-0.21408476,2.504927635595166,6.678610003297267,,4FGL J0651.9-4330,PowerLaw,0.3518843,0.16135366,,,0.0,0.0,0,0.997936716760819,0.0020632832391794215,0.9978463025382887,0.0021536974617107946,0.999870646899828,0.00012935310017208782,0.968717756491116,0.03128224350888352,0.0,0.0,0.0,0.0
230.0473,-8.208632,-22.082222501431293,2.6697018,0.23594226,0.18183292,1.4615808,0.99549085,-0.6506451,0.006165714,-0.65103686,-0.8403334,-0.998474,0.020594211,2.2108836986832108,6.6498671914702685,,4FGL J0652.8-1855,PowerLaw,0.14333123,0.54218024,,,0.63,0.0,0,0.9989307250167544,0.001069274983231087,0.9862010296739397,0.013798970326060993,0.9876890071129608,0.01231099288703997,0.9861287648742519,0.013871235125748319,0.0,0.0,0.0,0.0
