Source_Name_3FGL,Ln_Flux_Density,Ln_Unc_Energy_Flux100,Spectral_Index,Ln_Signif_Curve,Ln_Variability_Index,HR12,HR23,HR34,HR45,GLAT,Category_3FGL,CLASS_3FGL,Pivot_Energy,Spectrum_Type,ASSOC1,AGN_BDT,PSR_BDT,AGN_NN,PSR_NN,AGN_LR,PSR_LR,AGN_RF,PSR_RF,Times_in_Testing,Category_Prob,AGN_BDT_O,PSR_BDT_O,AGN_NN_O,PSR_NN_O,AGN_LR_O,PSR_LR_O,AGN_RF_O,PSR_RF_O,Times in Testing_O,GLON,Flags
3FGL J0529.1+0933,-28.4961072,-27.2659952,2.3168018,-0.690434802,4.09194185,-0.547006778,-0.73789168,-0.885879791,0.362332324,-13.454439,AGN,bcu,1451.7008,PowerLaw,GB6 J0529+0934,0.997350412,0.002649588,0.989820776,0.010179224,0.999950058,4.99E-5,0.986555346,0.013444654,311,AGN,0.904185096973125,0.09581490302687502,0.8494195772817431,0.15058042271825653,0.8226896270073435,0.17731037299265637,0.8854805121035189,0.11451948789648185,218,194.608276,0
3FGL J0529.2-5917,-29.2011825,-27.8530323,2.3749325,-0.42696063,3.69884983,-0.750242677,-0.67058353,-0.542506547,-0.376606809,-33.479774,AGN,bll,1289.3419,PowerLaw,1RXS J052846.9-592000,0.999944035,5.6E-5,0.991033859,0.008966141,0.999251271,7.49E-4,0.993915128,0.006084872,284,AGN,0.8982592319338185,0.10174076806618197,0.8526721043281227,0.14732789567187735,0.8261700480293822,0.17382995197061743,0.8760892674504989,0.12391073254950105,195,267.963501,0
3FGL J0529.8-7242,-27.6083109,-27.6643956,2.4750051,-1.65060413,4.54638882,-0.688888042,-0.859451465,-0.323009678,-0.753172015,-31.842892,AGN,bcu,873.61554,PowerLaw,PKS 0530-727,0.999995337,4.66E-6,0.992469959,0.007530041,0.999995307,4.69E-6,0.997491767,0.002508233,317,AGN,0.9352511457581664,0.06474885424183362,0.881016110588631,0.1189838894113692,0.8635133606026856,0.13648663939731442,0.9120344197159431,0.08796558028405702,225,283.796661,0
3FGL J0533.0-3939,-27.7345596,-27.745769,2.487667,-2.45024427,4.01489658,-0.369544445,-0.776403087,-0.692659984,-0.542859619,-31.391539,AGN,bcu,826.60834,PowerLaw,PKS 0531-397,0.999884502,1.15E-4,0.992598534,0.007401466,0.999996678,3.32E-6,0.983721925,0.016278075,315,AGN,0.9130180132323159,0.08698198676768419,0.8509741228376576,0.14902587716234186,0.8366521365438621,0.1633478634561378,0.8874158670145078,0.11258413298549272,226,244.771011,0
3FGL J0533.2+4822,-24.9310237,-27.2354328,2.385924,0.864298499,5.60032478,-0.590536253,-0.677875482,-0.674511509,-0.732221131,8.223187,AGN,fsrq,576.37305,PowerLaw,TXS 0529+483,0.999840479,1.6E-4,0.97726086,0.02273914,0.99835522,0.00164478,0.993111129,0.006888871,317,AGN,0.889972015376522,0.11002798462347775,0.8503710848063888,0.14962891519361124,0.8248121604818489,0.17518783951815123,0.8668802695911381,0.13311973040886216,222,162.160645,0
3FGL J0533.6-8323,-27.4516672,-27.6041976,2.2959795,-0.212297211,4.97528828,-0.38109935,-0.667550991,-0.746714243,-0.305078178,-29.149279,AGN,fsrq,946.08844,PowerLaw,PKS 0541-834,0.999898617,1.01E-4,0.99111476,0.00888524,0.999915678,8.43E-5,0.991463377,0.008536623,302,AGN,0.9278366604547734,0.07216333954522704,0.886915862987297,0.11308413701270258,0.865690860322934,0.13430913967706545,0.9032293633993125,0.0967706366006869,207,295.787201,0
3FGL J0535.6-2749,-29.3466512,-27.7789658,2.414992,-0.708779897,3.6971385,-0.819973981,-0.688226418,-0.650312646,-0.357482022,-27.920958,AGN,bcu,1316.5565,PowerLaw,PMN J0535-2751,0.999536138,4.64E-4,0.991044152,0.008955848,0.999598036,4.02E-4,0.990433273,0.009566727,296,AGN,0.9094168283145839,0.09058317168541626,0.8699723522493021,0.1300276477506979,0.8394583875441741,0.160541612455826,0.890755026110961,0.10924497388903942,209,231.709335,0
3FGL J0537.4-5717,-30.039743,-27.8582363,2.0546618,0.362500473,4.03420683,-0.989800034,0.661575675,-0.404856481,-0.486563382,-32.42884,AGN,bll,2230.3325,PowerLaw,SUMSS J053748-571828,0.999939208,6.08E-5,0.98640767,0.01359233,0.996570526,0.003429474,0.996679332,0.003320668,290,AGN,0.9141782100152138,0.08582178998478587,0.8654386470458822,0.13456135295411772,0.8346996548299297,0.16530034517006978,0.8925102978237489,0.10748970217625173,210,265.551849,512
3FGL J0538.4-3909,-30.7606017,-27.8690848,2.0408134,-2.55012726,3.96540831,-0.782453553,-0.334177291,-0.529385874,-0.456125925,-30.269903,AGN,bcu,2761.1833,PowerLaw,NVSS J053810-390844,0.999905145,9.49E-5,0.991635317,0.008364683,0.999997244,2.76E-6,0.998369855,0.001630145,301,AGN,0.9325399468544056,0.06746005314559429,0.8745170645649446,0.12548293543505637,0.8484305940853187,0.15156940591468093,0.9048167049728706,0.09518329502712933,212,244.441071,0
3FGL J0539.8+1434,-27.8392435,-27.2624944,2.3213658,1.13873023,5.69968298,0.228033355,-0.694907682,-0.771167035,-0.677245157,-8.630076,AGN,fsrq,1120.7017,PowerLaw,TXS 0536+145,0.999434858,5.65E-4,0.962867914,0.037132086,0.997053796,0.002946204,0.963377478,0.036622522,260,AGN,0.9274612554512138,0.07253874454878585,0.8810288934306554,0.11897110656934484,0.8531951379210198,0.1468048620789805,0.9002984688461466,0.09970153115385402,194,191.606277,0
3FGL J0540.0-2837,-24.5546671,-27.5666262,2.7786882,0.922512934,5.19183155,-0.691396469,-0.868091422,-0.744683576,-0.648693915,-27.250954,AGN,fsrq,373.64697,PowerLaw,PKS 0537-286,0.999986054,1.39E-5,0.987107515,0.012892485,0.997877419,0.002122581,0.992219293,0.007780707,302,AGN,0.9125583626170342,0.08744163738296534,0.8701622963289688,0.1298377036710313,0.8456955541590916,0.1543044458409082,0.8871382029329906,0.11286179706700923,212,232.909378,0
3FGL J0540.4+5823,-29.861753,-27.5031396,2.004103,0.937577551,3.93661036,-0.828013628,-0.452584847,-0.406213829,-0.460756054,14.254968,AGN,bll,2922.5398,PowerLaw,GB6 J0540+5823,0.999116408,8.84E-4,0.956825556,0.043174444,0.949114152,0.050885848,0.993866197,0.006133803,288,AGN,0.9353767105163447,0.06462328948365482,0.9017333106070965,0.09826668939290314,0.8743472829388004,0.12565271706119915,0.9126649599951956,0.0873350400048042,201,153.934784,0
3FGL J0540.5-5416,-25.3314091,-27.6971082,2.6283643,0.780726326,5.53185618,-0.704900709,-0.683791467,-0.819852296,-0.999986094,-31.88816,AGN,fsrq,435.6417,PowerLaw,PKS 0539-543,0.999979615,2.04E-5,0.98679778,0.01320222,0.997245947,0.002754053,0.989198528,0.010801472,303,AGN,0.923244202693729,0.07675579730627145,0.8725774742756741,0.12742252572432658,0.8434813307364587,0.15651866926354147,0.9026229153685221,0.09737708463147801,218,261.997711,0
3FGL J0542.2-8737,-30.3274454,-27.7174407,2.0389495,-1.17772725,3.91232376,-0.890182442,-0.164692305,-0.207605972,-0.736078332,-27.81301,AGN,bcu,2499.957,PowerLaw,SUMSS J054923-874001,0.999836778,1.63E-4,0.99156632,0.00843368,0.999879558,1.2E-4,0.997335483,0.002664517,334,AGN,0.9476888268958459,0.05231117310415464,0.9016392778720609,0.09836072212793924,0.8698017680797834,0.13019823192021662,0.9214280516678882,0.07857194833211104,249,300.361359,256
3FGL J0542.5-0907c,-25.1523466,-27.0401843,2.5674772,1.03263444,4.15974139,-0.688208071,-0.701961748,-0.792906629,-0.999725577,-19.417597,AGN,bcu,426.1331,PowerLaw,PMN J0542-0913,0.980316253,0.019683747,0.864469648,0.135530352,0.801882562,0.198117438,0.945677985,0.054322015,275,AGN,0.9253289854371323,0.07467101456286707,0.889196415454023,0.11080358454597694,0.852931239862886,0.14706876013711384,0.9023018579841153,0.09769814201588463,194,213.405594,41
3FGL J0543.9-5531,-29.4687482,-27.0483782,1.7672648,0.175637602,4.26558509,0.833610233,-0.336476389,-0.434417609,-0.232073898,-31.48002,AGN,bll,3241.1973,PowerLaw,1RXS J054357.3-553206,0.999830944,1.69E-4,0.989956455,0.010043545,0.998956322,0.001043678,0.997249781,0.002750219,320,AGN,0.9117387314075962,0.08826126859240319,0.8828043089051315,0.11719569109486859,0.8555545748262552,0.14444542517374506,0.8892519838665391,0.11074801613346084,226,263.510712,0
3FGL J0550.6-3217,-32.462371,-27.6087162,1.6148446,-0.647315101,3.88029536,-0.759137025,-0.341061222,0.143531073,-0.50451646,-26.154074,AGN,bll,6764.737,PowerLaw,PKS 0548-322,0.999819316,1.81E-4,0.990090148,0.009909852,0.99975703,2.43E-4,0.998032435,0.001967565,316,AGN,0.8933476485284514,0.10665235147154821,0.8541847257605208,0.1458152742394792,0.8304540132812183,0.16954598671878185,0.8768516440296606,0.12314835597033963,234,237.578247,0
3FGL J0553.5-2036,-29.3946289,-27.5452143,1.9851698,1.16104008,4.13759597,0.996067944,-0.28659621,-0.569585887,-0.748187799,-21.635277,AGN,bcu,1955.145,PowerLaw,NVSS J055333-203417,0.993757887,0.006242113,0.880998963,0.119001037,0.908016576,0.091983424,0.970058652,0.029941348,314,AGN,0.9027250758907339,0.09727492410926615,0.8477360426080307,0.15226395739196913,0.8166750302053192,0.1833249697946806,0.8687816097313809,0.1312183902686197,238,225.763992,0
3FGL J0556.0-4353,-29.223972,-27.78978,2.2015233,-0.318466419,4.02249339,-0.161967486,-0.518806411,-0.768216575,-0.320117784,-28.010475,AGN,bll,1578.648,PowerLaw,SUMSS J055618-435146,0.999285605,7.14E-4,0.989861259,0.010138741,0.999256058,7.44E-4,0.988118578,0.011881422,298,AGN,0.8698026699874242,0.13019733001257594,0.8215774737664583,0.17842252623354252,0.7922189934919052,0.2077810065080951,0.8507553813869646,0.14924461861303534,215,250.503708,0
3FGL J0558.1-3838,-30.0454953,-27.5889564,1.9603971,-1.34026668,3.62688888,0.352280138,-0.718820589,-0.233849736,-0.416963994,-26.417288,AGN,bll,2770.7761,PowerLaw,EXO 0556.4-3838,0.999771092,2.29E-4,0.990788727,0.009211273,0.999944679,5.53E-5,0.996901571,0.003098429,285,AGN,0.9080060302588738,0.09199396974112592,0.8686942646513632,0.13130573534863685,0.8498800986656396,0.15011990133436035,0.883684514004568,0.11631548599543162,207,244.868881,0
3FGL J0558.6-7459,-29.5877274,-27.6522957,2.0544698,0.582854913,3.9068531,0.919029499,-0.506170266,-0.574753304,-0.513625898,-29.538883,AGN,bll,2113.328,PowerLaw,PKS 0600-749,0.999772972,2.27E-4,0.979838558,0.020161442,0.985571604,0.014428396,0.997561462,0.002438538,298,AGN,0.9131975221665026,0.08680247783349782,0.8630036782187962,0.13699632178120363,0.828830092748742,0.17116990725125836,0.8823315773429584,0.11766842265704199,195,286.092041,0
3FGL J0600.9-3943,-25.6742236,-27.4802681,2.8105955,0.202880026,3.80031215,-0.758893956,-0.866622187,-0.869907223,-0.999890777,-26.164331,AGN,fsrq,395.30252,PowerLaw,PKS 0558-396,0.99657629,0.00342371,0.976209486,0.023790514,0.962934836,0.037065164,0.962980876,0.037019124,296,AGN,0.8995582837039108,0.10044171629608857,0.843664629896844,0.15633537010315576,0.8289433957767118,0.17105660422328786,0.8851486979367325,0.11485130206326727,203,246.178986,0
3FGL J0601.0+3837,-31.6934727,-27.4727013,1.8898512,-0.465812903,3.50450339,0.074149384,-0.63851163,-0.177933319,-0.527066582,7.6455064,AGN,bll,5506.6855,PowerLaw,B2 0557+38,0.998281526,0.001718474,0.983597319,0.016402681,0.998305512,0.001694488,0.996386693,0.003613307,280,AGN,0.8806476792069853,0.11935232079301514,0.8400089547660887,0.15999104523391136,0.8328070970359507,0.1671929029640494,0.8616094037226267,0.13839059627737405,196,173.223038,0
3FGL J0602.2+5314,-30.4985103,-27.6396214,2.033428,-2.20777113,3.95885552,-0.922148812,-0.148671725,-0.384813545,-0.538591697,14.586056,AGN,bcu,3115.6838,PowerLaw,GB6 J0601+5315,0.999841606,1.58E-4,0.991522136,0.008477864,0.999993902,6.1E-6,0.997675251,0.002324749,294,AGN,0.8992193321875585,0.10078066781244181,0.841685245346163,0.15831475465383635,0.8342510472439154,0.16574895275608417,0.8757031501896078,0.12429684981039228,212,160.109177,0
3FGL J0602.8-4016,-29.8002037,-27.338802,1.9229039,0.625456871,3.90481126,-0.078331157,-0.460528248,-0.208970987,-0.594689366,-25.951681,AGN,bcu,3068.7917,PowerLaw,SUMSS J060251-401845,0.999399313,6.01E-4,0.979418702,0.020581298,0.984149059,0.015850941,0.996148422,0.003851578,306,AGN,0.9021808286371054,0.0978191713628945,0.8457901005740749,0.15420989942592467,0.83042097739009,0.16957902260990987,0.8782530368853543,0.12174696311464542,230,246.879272,0
3FGL J0603.8+2155,-30.5047105,-26.9952986,2.1009274,-1.90636324,4.69692286,-0.463980027,-0.686309129,-0.552030974,-0.421253997,0.004727002,AGN,bcu,3801.993,PowerLaw,4C +22.12,0.999961467,3.85E-5,0.986047492,0.013952508,0.999996581,3.42E-6,0.994004835,0.005995165,309,AGN,0.8923914608494238,0.10760853915057605,0.8508084480698765,0.1491915519301234,0.8344564169287927,0.16554358307120773,0.8789788855071681,0.12102111449283187,221,188.126099,0
3FGL J0604.1-4817,-33.5220734,-27.6419664,1.4375709,-0.00807814,3.7761209,-0.991927622,0.976986584,0.540765639,0.024009981,-27.502537,AGN,bll,12209.607,PowerLaw,1ES 0602-482,0.999858867,1.41E-4,0.989836947,0.010163053,0.999884934,1.15E-4,0.985653015,0.014346985,303,AGN,0.9150384998201396,0.08496150017986072,0.8651214794020515,0.134878520597948,0.8364090926339235,0.16359090736607657,0.89167677470138,0.1083232252986199,213,255.694687,0
3FGL J0604.7-4849,-29.1346462,-27.7733679,2.3986256,0.086018601,3.60500408,-0.538059375,-0.921437529,-0.00745849,-0.783796565,-27.502825,AGN,bcu,1264.2731,PowerLaw,1RXS J060432.7-485007,0.999680745,3.19E-4,0.987432715,0.012567285,0.995836422,0.004163578,0.986725122,0.013274878,295,AGN,0.8966990406696509,0.10330095933034925,0.8529581710386186,0.14704182896138038,0.8220619623639619,0.17793803763603866,0.8682404807855965,0.13175951921440296,212,256.305511,17
3FGL J0606.4-4729,-29.1139248,-27.7756401,2.3274436,0.18737029,3.59935901,-0.894125807,-0.099680084,-0.748815374,-0.413160373,-26.968685,AGN,bcu,1384.5354,PowerLaw,ESO 254- G 017,0.998298421,0.001701579,0.985297155,0.014702845,0.989575705,0.010424295,0.971772473,0.028227527,299,AGN,0.9245191436606801,0.07548085633932006,0.8792417257052263,0.12075827429477308,0.8581999912210329,0.14180000877896684,0.903738119672832,0.09626188032716801,200,254.896713,0
3FGL J0607.4+4739,-26.6439641,-27.247884,2.14758,-2.5809472,4.08930865,-0.653050146,-0.511312737,-0.491425669,-0.64583574,12.863453,AGN,bll,1046.3114,PowerLaw,TXS 0603+476,0.99898699,0.00101301,0.991603414,0.008396586,0.999990303,9.7E-6,0.991108314,0.008891686,323,AGN,0.9109637251473864,0.08903627485261437,0.8694575499371671,0.13054245006283244,0.846946016363604,0.15305398363639602,0.8941888141944633,0.10581118580553703,232,165.63974,0
3FGL J0608.0-0835,-25.8450787,-27.1157731,2.3726776,0.634974965,5.35321371,-0.480980795,-0.716179365,-0.642093632,-0.738243444,-13.516102,AGN,fsrq,734.81946,PowerLaw,PKS 0605-08,0.999823098,1.77E-4,0.984530218,0.015469782,0.998622429,0.001377571,0.993286331,0.006713669,317,AGN,0.8926446357833687,0.10735536421663086,0.8420418441944628,0.15795815580553696,0.8063979079421577,0.19360209205784162,0.8720985476510127,0.12790145234898712,231,215.765732,0
3FGL J0609.4-0248,-30.3598318,-27.2270138,1.8982692,0.272615007,4.07543371,-0.510682703,-0.463632883,-0.466410527,-0.371130717,-10.628022,AGN,bll,3942.6016,PowerLaw,NVSS J060915-024754,0.999619839,3.8E-4,0.978135453,0.021864547,0.995092675,0.004907325,0.997637949,0.002362051,300,AGN,0.8914037689629837,0.10859623103701681,0.8463577365538243,0.15364226344617538,0.8241188129149637,0.17588118708503622,0.8696220210149924,0.1303779789850077,209,210.629745,0
3FGL J0611.1-6100,-25.7656233,-27.825626,2.704762,-1.92900406,4.38330644,-0.792569308,-0.710053273,-0.793006636,-0.41537946,-28.308992,AGN,fsrq,440.74872,PowerLaw,PKS 0609-609,0.999986197,1.38E-5,0.99164224,0.00835776,0.999997349,2.65E-6,0.995155723,0.004844277,309,AGN,0.9300081706344432,0.06999182936555663,0.8804538849324072,0.11954611506759279,0.8625558405442528,0.13744415945574678,0.9038090528413266,0.0961909471586741,223,270.106567,0
3FGL J0611.2+4323,-29.8911828,-27.6437878,2.1679258,0.332805451,3.76108592,-0.862200905,-0.607248637,-0.367343059,-0.376834482,11.562526,AGN,bcu,2246.1619,PowerLaw,NVSS J061107+432404,0.999771036,2.29E-4,0.983091784,0.016908216,0.99300859,0.00699141,0.997132934,0.002867066,301,AGN,0.888259856322422,0.11174014367757827,0.8400154858463894,0.1599845141536094,0.820428728361825,0.17957127163817482,0.8653326434296594,0.13466735657034146,227,169.853806,0
3FGL J0611.7+2759,-28.9473915,-27.2659286,2.2772093,0.010961602,4.00408464,-0.682064391,-0.422787963,-0.527211451,-0.954852849,4.506941,AGN,bcu,1581.546,PowerLaw,GB6 J0611+2803,0.833185043,0.166814957,0.96909661,0.03090339,0.988475569,0.011524431,0.814095394,0.185904606,320,AGN,0.9064207319636666,0.09357926803633418,0.8736172895889025,0.12638271041109683,0.850304817292368,0.1496951827076317,0.8820873985822012,0.11791260141779898,228,183.676117,1
3FGL J0612.8+4122,-26.5337319,-26.8755241,2.0253396,0.729549406,4.65738344,-0.405141301,-0.529229483,-0.506647249,-0.471987102,10.918007,AGN,bll,1255.9515,PowerLaw,B3 0609+413,0.999880945,1.19E-4,0.979422602,0.020577398,0.994078067,0.005921933,0.996150804,0.003849196,292,AGN,0.9003322735271923,0.0996677264728072,0.8680685859494641,0.13193141405053657,0.845504051448973,0.15449594855102688,0.8837469143060166,0.11625308569398297,214,171.823227,0
3FGL J0615.4-3116,-28.2142006,-27.7791915,2.3306127,-2.14436952,4.05737607,-0.792955625,-0.672498111,-0.549387061,-0.553755694,-20.834377,AGN,bll,1070.3914,PowerLaw,PKS 0613-312,0.999636329,3.64E-4,0.991504072,0.008495928,0.999993947,6.05E-6,0.99602857,0.00397143,330,AGN,0.8535076210253112,0.14649237897468873,0.8140814509357494,0.1859185490642507,0.7876609091436508,0.21233909085634906,0.8261291020901913,0.17387089790980848,234,238.342117,0
3FGL J0617.2+5701,-28.4153334,-27.5162725,2.0410295,-1.64536928,4.07749134,-0.444537969,-0.644188561,-0.432208746,-0.404040215,18.085638,AGN,bll,1657.3315,PowerLaw,87GB 061258.1+570222,0.999821563,1.78E-4,0.991913145,0.008086855,0.999982585,1.74E-5,0.996814128,0.003185872,283,AGN,0.9082244659544896,0.0917755340455106,0.8567923873188905,0.14320761268110954,0.8226613165974922,0.17733868340250764,0.8783761374583405,0.12162386254165973,185,157.416733,0
3FGL J0617.6-1717,-29.6073548,-27.3161916,1.9361923,-0.730573156,4.1696799,-0.631683593,-0.511969397,-0.412908938,-0.247237662,-15.09729,AGN,bll,2699.8774,PowerLaw,CRATES J061733.67-171522.8,0.996457533,0.003542467,0.990003097,0.009996903,0.999888634,1.11E-4,0.99790534,0.00209466,295,AGN,0.898503943307408,0.10149605669259164,0.8610905549577182,0.13890944504228192,0.8371807678291883,0.16281923217081176,0.8809873882052849,0.11901261179471492,206,224.926834,0
3FGL J0618.0+7819,-28.8948887,-28.0237361,2.371977,0.67682962,3.97020331,-0.744986824,-0.790696429,-0.416522753,-0.579978676,24.861248,AGN,fsrq,1136.3136,PowerLaw,1REX J061757+7816.1,0.999924572,7.54E-5,0.981369661,0.018630339,0.982377759,0.017622241,0.995970729,0.004029271,286,AGN,0.8868802929459854,0.1131197070540148,0.8491756658601507,0.15082433413984925,0.8248364879850708,0.17516351201492888,0.8722598403965549,0.12774015960344567,199,135.68248,8
3FGL J0618.2-2429,-27.8220521,-27.7764393,2.4167824,0.78769416,3.47471949,-0.495687712,-0.748889591,-0.628100907,-0.999964214,-17.810516,AGN,bcu,817.40283,PowerLaw,PMN J0618-2426,0.976380036,0.023619964,0.809375088,0.190624912,0.693220478,0.306779522,0.912346195,0.087653805,309,AGN,0.9322650532375364,0.06773494676246461,0.8968457561276436,0.10315424387235668,0.8750046447930753,0.12499535520692459,0.9155579026736995,0.08444209732630045,201,231.880997,1
3FGL J0618.9-1138,-27.3341353,-27.2998447,2.46949,-2.639963,3.23312869,-0.725666349,-0.669197348,-0.728269446,-0.724909727,-12.423253,AGN,bcu,810.6918,PowerLaw,TXS 0616-116,0.983491645,0.016508355,0.990957024,0.009042976,0.999922324,7.77E-5,0.941236475,0.058763525,293,AGN,0.916021565719955,0.08397843428004487,0.86866764079104,0.13133235920895958,0.8468822124735552,0.1531177875264447,0.8907130204945085,0.1092869795054915,208,219.784134,8
3FGL J0620.4+2644,-32.9143234,-27.5150879,1.6500192,0.287668697,3.46357397,-0.999998495,0.999952255,-0.365415525,-0.529172171,5.6323915,AGN,bcu,8858.444,PowerLaw,RX J0620.6+2644,0.999752705,2.47E-4,0.936801586,0.063198414,0.969170092,0.030829908,0.995369148,0.004630852,271,AGN,0.8861412548337597,0.11385874516623976,0.8498977214991734,0.15010227850082622,0.8409408283610106,0.15905917163899022,0.8728127627857263,0.1271872372142735,194,185.707916,0
3FGL J0622.4-2606,-29.1610101,-27.3190526,1.9393938,-0.456274625,4.52063117,-0.599321924,-0.530372798,-0.625203195,-0.019711881,-17.551538,AGN,bll,2300.4863,PowerLaw,PMN J0622-2605,0.99996963,3.04E-5,0.988710638,0.011289362,0.999912431,8.76E-5,0.998245973,0.001754027,319,AGN,0.9246993744945098,0.0753006255054906,0.8720591090057985,0.12794089099420147,0.8465369116277227,0.15346308837227735,0.9061528818842829,0.09384711811571665,230,233.828918,0
3FGL J0623.3+3043,-31.4846857,-27.560786,1.8931121,0.723029959,3.7948524,-0.999995532,0.999836283,0.137754153,-0.717759633,8.007792,AGN,bcu,4295.587,PowerLaw,GB6 J0623+3045,0.999739544,2.6E-4,0.933552182,0.066447818,0.984675217,0.015324783,0.994805108,0.005194892,300,AGN,0.9247250130132383,0.0752749869867621,0.8712972238855099,0.12870277611449074,0.8535244872411042,0.1464755127588956,0.9014420751094883,0.09855792489051181,193,182.42511,0
3FGL J0625.2+4440,-29.3198228,-27.5732096,2.046281,0.021760024,3.96630094,-0.638214981,-0.610597316,-0.340936927,-0.463880244,14.391164,AGN,bll,2174.22,PowerLaw,GB6 J0625+4440,0.999892189,1.08E-4,0.987735142,0.012264858,0.997778903,0.002221097,0.998587365,0.001412635,299,AGN,0.9303554226713654,0.0696445773286342,0.886350137791491,0.11364986220850942,0.8702048839319536,0.12979511606804656,0.90226973298358,0.09773026701641926,221,169.759644,0
3FGL J0626.0-5436,-24.9474121,-27.7557256,2.9208062,0.277821491,4.22182561,-0.833586423,-0.779443148,-0.670093715,-0.999876653,-25.380417,AGN,fsrq,314.62082,PowerLaw,PMN J0625-5438,0.999844428,1.56E-4,0.983065593,0.016934407,0.993343176,0.006656824,0.986994034,0.013005966,295,AGN,0.9297374690951579,0.07026253090484182,0.8845243593894031,0.11547564061059681,0.8601181639255232,0.13988183607447638,0.8992671238457429,0.10073287615425709,210,263.353638,0
3FGL J0626.6-4259,-31.7262495,-27.6482056,1.739764,1.29713386,3.87677841,-0.716691178,-0.340570646,-0.176669046,-0.308936059,-22.406641,AGN,bcu,4885.394,PowerLaw,1RXS J062635.9-425810,0.977730986,0.022269014,0.928116046,0.071883954,0.91760305,0.08239695,0.917479292,0.082520708,299,AGN,0.9011333212005805,0.09886667879941988,0.8664460283062527,0.13355397169374675,0.8358958734344926,0.16410412656550696,0.8789134418435967,0.12108655815640391,201,251.073395,0
3FGL J0627.0-3529,-29.0168459,-27.1669553,1.8684875,-0.262898537,4.05982477,-0.723558143,-0.301952535,-0.472983697,-0.376968388,-19.971743,AGN,rdg,2381.8425,PowerLaw,PKS 0625-35,0.981456862,0.018543138,0.98950551,0.01049449,0.998855322,0.001144678,0.995226455,0.004773545,300,AGN,0.9034881964573183,0.09651180354268137,0.8416882298033721,0.15831177019662832,0.8278596868117678,0.1721403131882326,0.8864079923166542,0.11359200768334626,217,243.453568,0
3FGL J0627.9-1517,-26.9031911,-27.4400905,2.723457,0.619013977,3.9638571,-0.606457838,-0.976044872,-0.391572736,0.404107845,-12.014472,AGN,bcu,576.22656,PowerLaw,NVSS J062753-152003,0.999894981,1.05E-4,0.986057397,0.013942603,0.999591507,4.08E-4,0.992965628,0.007034372,299,AGN,0.8971696472849646,0.10283035271503523,0.8479434019310687,0.15205659806893188,0.8255640132753613,0.17443598672463884,0.8779451650232906,0.122054834976709,212,224.12146,0
3FGL J0629.0-6248,-28.5514089,-27.809011,2.229073,0.226925351,3.88269903,-0.640339574,-0.611359393,-0.587954453,-0.313483346,-26.435104,AGN,bll,1261.5033,PowerLaw,PKS 0628-627,0.999797806,2.02E-4,0.988040283,0.011959717,0.996337014,0.003662986,0.995270045,0.004729955,314,AGN,0.8985112261722805,0.1014887738277194,0.8612061580234779,0.13879384197652245,0.8312261216127833,0.16877387838721628,0.8711588477975497,0.12884115220245096,211,272.405121,0
3FGL J0629.4-1959,-25.986001,-27.0713072,2.1824293,0.907796034,5.82658342,-0.501705359,-0.639348161,-0.516611243,-0.643006464,-13.652313,AGN,bll,886.78955,PowerLaw,PKS 0627-199,0.999881996,1.18E-4,0.985450576,0.014549424,0.999314929,6.85E-4,0.993572629,0.006427371,277,AGN,0.9090776056026407,0.09092239439735947,0.8667534715229926,0.13324652847700763,0.8437093142339367,0.15629068576606303,0.8896222709368489,0.11037772906315113,181,228.641403,0
3FGL J0630.3+6906,-29.0395173,-27.9796815,2.3929586,-1.30453603,3.34768454,-0.615323923,-0.553332119,-0.666289112,-0.824978925,23.382828,AGN,bcu,1108.9446,PowerLaw,GB6 J0629+6900,0.98871745,0.01128255,0.990789312,0.009210688,0.999144532,8.55E-4,0.952708636,0.047291364,321,AGN,0.8886547004010282,0.11134529959897148,0.8221184584079283,0.1778815415920719,0.8120413676465792,0.18795863235342142,0.8696308362579445,0.13036916374205593,225,145.687668,0
3FGL J0630.9-2406,-28.2888144,-26.6882841,1.8093637,0.750714427,4.14791184,-0.213439295,-0.476443842,-0.370979618,-0.301687595,-14.99012,AGN,bll,2590.183,PowerLaw,TXS 0628-240,0.995000653,0.004999347,0.978982034,0.021017966,0.986951381,0.013048619,0.981564524,0.018435476,297,AGN,0.9154616700862914,0.08453832991370853,0.8689961222280823,0.13100387777191738,0.8455848328999941,0.15441516710000566,0.8949763143842415,0.10502368561575834,206,232.685226,0
3FGL J0631.2+2019,-28.2676969,-27.0218552,2.4604046,-0.645946183,4.11274806,-0.675103103,-0.804016215,-0.554589923,-0.552662369,4.867735,AGN,bcu,1276.8217,PowerLaw,TXS 0628+203,0.99982774,1.72E-4,0.987840562,0.012159438,0.999635527,3.64E-4,0.992528193,0.007471807,307,AGN,0.9265692891473725,0.07343071085262717,0.8825037325368681,0.11749626746313155,0.8433481537020449,0.15665184629795548,0.9009820865318361,0.09901791346816444,203,192.559921,0
