Source_Name,AGN_BDT_SMOTE,AGN_BDT_STD_SMOTE,AGN_NN_SMOTE,AGN_NN_STD_SMOTE,AGN_RF_SMOTE,AGN_RF_STD_SMOTE,AGN_LR_SMOTE,AGN_LR_STD_SMOTE,Source_Name_3FGL,AGN_BDT_O,AGN_BDT_STD_O,AGN_NN_O,AGN_NN_STD_O,AGN_RF_O,AGN_RF_STD_O,AGN_LR_O,AGN_LR_STD_O,diffBDT,diffNN,diffRF,diffLR
3FGL J0001.0+6314,0.5718440842925187,0.23513649020700073,0.22619267378514563,0.2938243373824021,0.3701445026869878,0.11190289333026755,0.7503222095445332,0.10866299828616914,3FGL J0001.0+6314,0.837229543,0.134148782,0.347561482,0.355194331,0.646176246,0.0879333632,0.866065234,0.0713880573,1.128644297079756,0.3416969180593548,2.466707831211644,1.0651558145915694
3FGL J0001.2-0748,0.5889861977837589,0.194101551913732,0.7171109543881922,0.16837555331083068,0.5161076239857798,0.08490445659426187,0.49823775070203663,0.09040920859303224,3FGL J0001.2-0748,0.940970159,0.0515088539,0.843240879,0.113507078,0.76020319,0.0627525407,0.759230002,0.0626087113,1.813401066327793,0.7490987980836206,2.874944093696927,2.886788363260574
3FGL J0001.4+2120,0.9981520372998924,0.002592256286995938,0.9717514598170107,0.02559215072225084,0.8705033150195657,0.05249270947161062,0.925891049275997,0.0623713832097775,3FGL J0001.4+2120,0.998519176,0.00167231454,0.983716505,0.0207750653,0.917940776,0.0347229276,0.982780587,0.0214952535,0.14162901328439978,0.4675279273260279,0.903696179106352,0.9121096053403689
3FGL J0002.2-4152,0.9998963739872698,9.319830188320695E-5,0.9843458185857772,0.015543125390948367,0.9654357048968442,0.015999707659249903,0.9887792328153383,0.009641679957636078,3FGL J0002.2-4152,0.999639997,2.2395371E-4,0.989144165,0.00947763839,0.973537649,0.00913175965,0.995407706,0.00389853589,-1.1447766918881566,0.30871181268454395,0.5063807586804135,0.6874811457947204
3FGL J0003.2-5246,0.999111631248054,7.940783664880292E-4,0.9422176661417092,0.05784542999276021,0.9580848097030065,0.016137164588614555,0.9615133573209137,0.03426902622419121,3FGL J0003.2-5246,0.998932536,7.42344871E-4,0.982364282,0.0163955634,0.970858271,0.00913438624,0.974496732,0.0186217371,-0.225538505533307,0.6940326290826341,0.791555494575902,0.37886616894649455
3FGL J0003.8-1151,0.9878898623103396,0.016027737778874025,0.9235448255460188,0.07047950716632753,0.8767629324321812,0.045014561627489326,0.746857123874224,0.1194608030000586,3FGL J0003.8-1151,0.998545732,0.00105987832,0.98006921,0.0193918437,0.959502764,0.0143792328,0.908852692,0.0498193586,0.6648392827904726,0.8019974419030339,1.8380681400947283,1.356056246547217
3FGL J0004.7-4740,0.998131556629449,0.0023272025681633644,0.9109204528519274,0.08078293691119279,0.9137037893070639,0.02758455991953509,0.8044959118593815,0.09579091710066419,3FGL J0004.7-4740,0.991400105,0.00886438324,0.961887838,0.0305330805,0.922615735,0.0305623314,0.930779012,0.039042787,-0.7593818370886446,0.6309177048626331,0.29159901371058966,1.3183201911295084
3FGL J0006.4+3825,0.9969863992979042,0.0030420728473935514,0.8799236048695291,0.12329281694732977,0.9165635121991649,0.02750866554502806,0.6789182197490345,0.10972720059622014,3FGL J0006.4+3825,0.998843915,9.2849745E-4,0.951670832,0.0614080459,0.959596337,0.0166205431,0.891648413,0.0466979866,0.6106085538639622,0.5819254430784968,1.5643370533694585,1.9387188600006398
3FGL J0007.0+7302,0.0020784332669791434,0.002501613233057587,2.71459867735132E-4,0.0010567583282736846,0.07917699214923964,0.04856307863671189,1.4072750282865273E-4,3.3014448060632247E-4,3FGL J0007.0+7302,0.00205225809,0.0031877898,8.28682809E-4,0.00312728694,0.0576542362,0.0446717327,5.52701816E-4,0.00103047858,-0.008211073697250486,0.17818094468327486,-0.4431917529414873,0.3997893029191808
3FGL J0008.0+4713,0.5986562049958356,0.17190029276015725,0.1753501653617432,0.1435150388073766,0.6217168299741296,0.06913850878743763,0.15458074944897474,0.06830416879536863,3FGL J0008.0+4713,0.882571387,0.0799211381,0.429775278,0.236891598,0.824809634,0.0495760958,0.340039721,0.0885408472,1.6516270999043337,1.0740149282890852,2.937477356508621,2.0946148293804137
