Source_Name,AGN_BDT,AGN_BDT_STD,PSR_BDT,PSR_BDT_STD,OTHER_BDT,OTHER_BDT_STD,AGN_NN,AGN_NN_STD,PSR_NN,PSR_NN_STD,OTHER_NN,OTHER_NN_STD,AGN_RF,AGN_RF_STD,PSR_RF,PSR_RF_STD,OTHER_RF,OTHER_RF_STD,AGN_LR,AGN_LR_STD,PSR_LR,PSR_LR_STD,OTHER_LR,OTHER_LR_STD
4FGL J0429.0-0006,0.9965259398963563,0.003192103278671254,0.0030644860832398945,0.003009736716742306,0.0030644860832398945,0.003009736716742306,0.9880051242015867,0.010759794714783593,0.009899417332715824,0.0077787870327068265,0.009899417332715824,0.0077787870327068265,0.9679198268551146,0.011741282460571845,0.024792345108432118,0.010209375282731135,0.024792345108432118,0.010209375282731135,0.9725204030541689,0.007350006766607375,0.025966998279987243,0.007085044603357425,0.025966998279987243,0.007085044603357425
4FGL J0534.5+2201i,0.9752297260309651,0.02688561880219557,0.024597596041265334,0.026805118622514237,0.024597596041265334,0.026805118622514237,0.788965629556779,0.2696788467218014,0.16536041630503223,0.2219274101534853,0.16536041630503223,0.2219274101534853,0.7684081800611363,0.05524064709883786,0.21005591761266518,0.0529675456533436,0.21005591761266518,0.0529675456533436,0.9694294405274726,0.03279181186689464,0.006142744236134368,0.0068862167528604456,0.006142744236134368,0.0068862167528604456
4FGL J0850.4-2558,0.8724739388961255,0.0944176217041849,0.11079473167426625,0.08806050342197139,0.11079473167426625,0.08806050342197139,0.8489934950928809,0.12607601276724809,0.11953411838469523,0.11355170901396078,0.11953411838469523,0.11355170901396078,0.9060627045268786,0.026838842371376376,0.06626559324648822,0.019353956052807618,0.06626559324648822,0.019353956052807618,0.8133788978030442,0.03533508143961661,0.15318256798448218,0.03125868857113231,0.15318256798448218,0.03125868857113231
4FGL J1039.7-1540,0.9854155471384008,0.035084923901326816,0.013785505015822694,0.03501815943272182,0.013785505015822694,0.03501815943272182,0.9776115493645996,0.022000903909842478,0.01610953906677834,0.014997321094718854,0.01610953906677834,0.014997321094718854,0.9664553018286648,0.009911869711347566,0.026603688858895375,0.00847317128289102,0.026603688858895375,0.00847317128289102,0.9893667841405761,0.0029254670318023777,0.00899069079991861,0.0026128833011608956,0.00899069079991861,0.0026128833011608956
4FGL J1202.9-5717,0.6622615553433779,0.16401259784053854,0.2853048806824927,0.14679207129485403,0.2853048806824927,0.14679207129485403,0.5994717459557618,0.16726228416895805,0.35738339203310715,0.14993592624309407,0.35738339203310715,0.14993592624309407,0.8063471098935092,0.03979032160825537,0.14528266153744585,0.03161511026020564,0.14528266153744585,0.03161511026020564,0.7432775302537296,0.04671168010090796,0.22623590572891022,0.04275169947563119,0.22623590572891022,0.04275169947563119
4FGL J1209.9-5923,0.22666083917409396,0.14395686517896364,0.7650806075497821,0.14594111657070186,0.7650806075497821,0.14594111657070186,0.2895682651290585,0.19327149306252217,0.5942489791310837,0.18724797875306579,0.5942489791310837,0.18724797875306579,0.5764207684556095,0.05681745836267156,0.35741652159010573,0.052691104628561435,0.35741652159010573,0.052691104628561435,0.1839476920915156,0.044543122750507494,0.7496174784626521,0.0534951478161435,0.7496174784626521,0.0534951478161435
4FGL J1320.5-6256c,0.26655289859210574,0.19063238128363735,0.7124121808845627,0.19976056037243584,0.7124121808845627,0.19976056037243584,0.18059137733257152,0.21818364979633117,0.8005801822257571,0.21558182966405035,0.8005801822257571,0.21558182966405035,0.4141353326605955,0.061610744860183954,0.46326378046764866,0.06367091326263287,0.46326378046764866,0.06367091326263287,0.2910525115108731,0.0764067728912394,0.7027732468772092,0.07706617287119145,0.7027732468772092,0.07706617287119145
4FGL J1622.8-4454,0.1622899217974437,0.10244698134469232,0.8232058137083952,0.10795498558757984,0.8232058137083952,0.10795498558757984,0.5403323457823362,0.17666610209022546,0.40579345921983573,0.16010671335342425,0.40579345921983573,0.16010671335342425,0.5663906229062546,0.05970719059263909,0.3737296692562109,0.056159213187831236,0.3737296692562109,0.056159213187831236,0.544492926736793,0.05972439923778805,0.4173724456261707,0.0593266290937186,0.4173724456261707,0.0593266290937186
4FGL J1758.3-1920,0.3422950210845611,0.1705315701804918,0.5172069345574345,0.20701083959153466,0.5172069345574345,0.20701083959153466,0.22897193104405386,0.19603442224613302,0.677278206156754,0.20310034319686193,0.677278206156754,0.20310034319686193,0.3807236216886869,0.06035056798605105,0.5065454037234391,0.06018061996953997,0.5065454037234391,0.06018061996953997,0.11585787828118237,0.030858546288950885,0.8227532949731355,0.045338876899432834,0.8227532949731355,0.045338876899432834
4FGL J1838.0-0516,0.17610752615008402,0.15339906327402225,0.627060358192381,0.24615461795497426,0.627060358192381,0.24615461795497426,0.08154726788470144,0.10663640301665127,0.8114270667495883,0.15075816746943513,0.8114270667495883,0.15075816746943513,0.1528433185251214,0.039498800710402085,0.6782722383685553,0.057255736040120894,0.6782722383685553,0.057255736040120894,0.06234551999535786,0.028473093814424484,0.91951856013527,0.042037712012469974,0.91951856013527,0.042037712012469974
4FGL J1841.3-4442,0.9881777325772458,0.058599051655065834,0.011341157069439174,0.058587522442594596,0.011341157069439174,0.058587522442594596,0.9903246601177443,0.008246580006590459,0.008198794179484194,0.006740433027615825,0.008198794179484194,0.006740433027615825,0.9667154082139404,0.0077810796230478076,0.02766729890952828,0.006806411648119676,0.02766729890952828,0.006806411648119676,0.9742988139588895,0.005022537495540207,0.02176078609491806,0.004641102520411565,0.02176078609491806,0.004641102520411565
4FGL J2048.4-2517,0.9736507954865097,0.018259011688015456,0.02334615794245589,0.016957010679558307,0.02334615794245589,0.016957010679558307,0.9690754225161077,0.03147011908212713,0.022543620984075426,0.0213418416394599,0.022543620984075426,0.0213418416394599,0.9411485109562234,0.018047931842051244,0.04426856295955882,0.01370224862536912,0.04426856295955882,0.01370224862536912,0.8806553547620439,0.026789896066440253,0.1125721420257049,0.026193128041307325,0.1125721420257049,0.026193128041307325
4FGL J2106.9+2455,0.9949853269114136,0.004842582847124651,0.004638877459100492,0.004699960484402393,0.004638877459100492,0.004699960484402393,0.9860695892354943,0.015999290858546338,0.010863477824886043,0.0131947407870857,0.010863477824886043,0.0131947407870857,0.9609319044664784,0.01692360892087047,0.031040485946104906,0.015195076200387011,0.031040485946104906,0.015195076200387011,0.971844943874585,0.007622404207120261,0.02614764665046031,0.007309046984839152,0.02614764665046031,0.007309046984839152
4FGL J2325.9+6206c,0.6798706190227982,0.18219866560856246,0.28091767831397635,0.17320002359068107,0.28091767831397635,0.17320002359068107,0.5857197531133084,0.245935321297063,0.37679186559300704,0.23044470202806658,0.37679186559300704,0.23044470202806658,0.48830464398614404,0.06811625123709396,0.4257772313158097,0.06209403552626211,0.4257772313158097,0.06209403552626211,0.6045909348620284,0.05843185870934472,0.32480507467320524,0.05695037881513025,0.32480507467320524,0.05695037881513025
