GLON_1,GLAT_1,Flux1000_1,PL_Index_1,Unc_LP_Index_1,LP_beta_1,LP_SigCurv_1,hr12_1,h23_1,Unc_PLEC_Expfactor_1,hr34_1,hr45_1,hr56_1,hr67_1,Variability_Index_1,Pivot_Energy_1,CLASS2_1,CLASS1_1,Source_Name_1,SpectrumType_1,Unc_LP_beta_1,Unc_PLEC_Index_1,ASSOC_FGL_1,ASSOC1_1,ASSOC_PROB_BAY_1,ASSOC_PROB_LR_1,AGN_BDT_1,PSR_BDT_1,AGN_NN_1,PSR_NN_1,AGN_LR_1,PSR_LR_1,AGN_RF_1,PSR_RF_1,Times in Testing_1,AGN_BDT_O,PSR_BDT_O,AGN_NN_O,PSR_NN_O,AGN_LR_O,PSR_LR_O,AGN_RF_O,PSR_RF_O,Times in Testing_O,Flags
314.23904,-56.965885,-22.7611352783057,2.4606173,0.13562056,-0.045128092,0.68722254,0.9977469,-0.7594614,9.4946264E-4,-0.6808105,-0.5068701,-0.8270633,-0.99723655,1.5028373838334625,6.947616748345767,AGN,bcu,4FGL J0003.3-5905,PowerLaw,0.05502868,0.20476533,,PMN J0003-5905,0.97976094,0.9494421,0.9971343484552025,0.0028656515447978512,0.9907662630451854,0.009233736954814485,0.9964138987644178,0.00358610123558275,0.9874231345324069,0.01257686546759351,279,0.9961514643760576,0.0038485356239428272,0.9876475833688697,0.012352416631130823,0.9755048786561161,0.024495121343884048,0.9770251109084699,0.0229748890915307,279,4
84.59542,-71.0751,-21.771609911442216,2.0871086,0.1586458,0.27118722,3.3432026,0.833287,0.99420655,0.002860975,-0.3809477,-0.603182,-0.6146128,-0.9999936,1.4721449396435924,7.425022550712862,AGN,bll,4FGL J0003.9-1149,LogParabola,0.11264896,0.3703427,3FGL J0003.8-1151,PMN J0004-1148,0.9983225,0.97085786,0.9710596467468595,0.028940353253140167,0.7057990045619048,0.2942009954380958,0.8113879850654405,0.18861201493455973,0.9494010802482972,0.05059891975170336,329,0.9304104077820233,0.06958959221797671,0.5272608741008031,0.47273912589919664,0.37827833869611516,0.6217216613038842,0.8350383012305346,0.1649616987694657,329,0
103.49598,-52.397846,-22.374270239719014,2.035315,0.2954434,0.46910653,2.8967838,-0.6549203,-0.87394583,0.0049865237,0.053723566,-0.40610647,-0.9265024,-0.6266245,2.4294432691554784,7.845544102001783,AGN,bll,4FGL J0004.0+0840,PowerLaw,0.24483436,0.82216865,3FGL J0004.2+0843,SDSS J000359.23+084138.1,0.9922678,0.0,0.9992667599075247,7.332400924756746E-4,0.9927714395328312,0.0072285604671687605,0.9912277621156604,0.008772237884339017,0.97849006673505,0.02150993326494949,300,0.9987274164235884,0.0012725835764113827,0.991955672731036,0.008044327268963692,0.9763054983339227,0.023694501666077644,0.9620408788766087,0.037959121123391344,300,0
114.48897,-15.854909,-22.146486582006876,2.584969,0.15878025,0.06729238,0.8891839,0.78436494,0.28394482,0.0028312765,-0.71331286,-0.69412714,-0.99994564,-0.8453689,3.803552993627565,6.821241312808688,AGN,fsrq,4FGL J0004.3+4614,PowerLaw,0.081770286,0.32934788,,MG4 J000421+4615,0.9988646,0.87434393,0.9508591267573041,0.04914087324269674,0.9976990924639868,0.002300907536013465,0.998617159947974,0.0013828400520264326,0.9923667504185124,0.007633249581487367,295,0.9993200832161101,6.799167838902662E-4,0.9972453386343973,0.002754661365602009,0.99174444194676,0.00825555805323969,0.9848453788280577,0.015154621171941959,295,0
323.986,-67.53783,-21.553466491096803,2.36556,0.07818232,0.09203692,2.147012,-0.35318813,-0.6425631,0.0014095416,-0.68792325,-0.5983481,-0.79795176,-0.9999849,4.9353587933249745,6.819560758718091,AGN,fsrq,4FGL J0004.4-4737,PowerLaw,0.047545202,0.14479707,3FGL J0004.7-4740,PKS 0002-478,0.9971799,0.97325,0.999828925205679,1.7107479432051508E-4,0.9979693140331746,0.0020306859668251897,0.9999651895234071,3.4810476593250285E-5,0.9967994641455744,0.0032005358544251127,282,0.9997562230055947,2.4377699440513857E-4,0.9992962901153069,7.037098846928823E-4,0.9998980198419816,1.0198015801871825E-4,0.9940125867495616,0.005987413250437676,282,0
113.23228,-23.613338,-21.578585183604098,2.6721156,0.08891583,0.18990411,3.11948,-0.21210183,-0.5759856,0.0039724554,-0.8141681,-0.85213053,-0.8250857,-0.99999815,3.2872637774285853,6.109386906391712,AGN,fsrq,4FGL J0005.9+3824,LogParabola,0.06959758,0.21417004,3FGL J0006.4+3825,S4 0003+38,0.9926908,0.9090593,0.9981188544309373,0.0018811455690620948,0.9964081995233472,0.0035918004766536575,0.9959214371579608,0.0040785628420391936,0.9861790637796346,0.013820936220365052,290,0.9928546344786653,0.007145365521334502,0.991092023914361,0.008907976085639433,0.9540352077830913,0.04596479221690946,0.942051522969052,0.057948477030947826,290,0
93.64702,-66.62518,-22.6910338480467,2.127844,0.22726855,0.16953455,1.3159934,-0.7247152,-0.09081931,0.0025130922,-0.6298404,-0.46428668,-0.7571772,-0.19542092,3.0161513284666817,7.678885339534126,AGN,bll,4FGL J0006.3-0620,PowerLaw,0.17283614,0.3847199,,PKS 0003-066,0.9901411,0.9994688,0.9998144536013036,1.8554639869699285E-4,0.9969882762400538,0.0030117237599472627,0.9995410211871797,4.589788128195874E-4,0.9966383631715396,0.00336163682846028,305,0.9995726108340015,4.273891659983208E-4,0.9980029683650695,0.0019970316349307207,0.9984910596692143,0.0015089403307855952,0.9935836956759261,0.006416304324074537,305,0
100.47745,-59.29749,-22.607720565864394,2.0524669,0.33404583,0.32114387,1.7532287,0.7859185,0.014901766,0.003991583,-0.33946154,-0.45800528,-0.67855245,-0.9975516,1.8349259772274589,7.864101721456002,AGN,bll,4FGL J0006.4+0135,PowerLaw,0.24654034,0.7428972,3FGL J0006.2+0135,NVSS J000626+013611,0.99729097,0.8214364,0.9995829702252761,4.1702977472298403E-4,0.982363514671153,0.017636485328846926,0.978408109492259,0.021591890507741202,0.9922351499427163,0.007764850057284105,323,0.9986207917691712,0.0013792082308280277,0.9582078893455951,0.041792110654404635,0.9250182407159195,0.07498175928408135,0.9837116298862816,0.016288370113718687,323,0
113.93701,-21.972776,-21.631346117016143,2.1588902,0.1552492,0.17945859,2.3599446,0.9754525,-0.45553756,0.0014919636,-0.6128516,-0.38939533,-0.82312024,-0.71462035,3.248953521586931,7.53346453920602,AGN,bcu,4FGL J0007.7+4008,PowerLaw,0.09027822,0.2628168,3FGL J0007.9+4006,NVSS J000741+400830,0.9971315,0.0,0.9981692610514261,0.00183073894857359,0.9971075517918526,0.00289244820814743,0.9950175147203182,0.004982485279681903,0.9940129377292792,0.005987062270720333,288,0.9921946294802648,0.007805370519735307,0.9982900293780759,0.00170997062192388,0.9814616597798521,0.018538340220148268,0.9127496763176788,0.08725032368232123,288,0
115.31625,-15.033559,-20.00382074760791,2.0470488,0.04325207,0.07913111,3.960164,-0.49768177,-0.36878565,3.4965607E-4,-0.5170913,-0.42894265,-0.6222457,-0.6937647,1.8615970971411373,7.217121076003773,AGN,bll,4FGL J0008.0+4711,LogParabola,0.020301295,0.064725034,3FGL J0008.0+4713,MG4 J000800+4712,0.99995524,0.9736737,0.9919945708484235,0.008005429151575962,0.9530677970981337,0.04693220290186667,0.9238993429919644,0.076100657008036,0.9166958942042225,0.08330410579577792,293,0.9561932872661245,0.043806712733875375,0.7694556599154235,0.23054434008457683,0.5723326667770422,0.42766733322295714,0.9217863803764849,0.07821361962351493,293,0
335.9962,-74.58333,-22.62595811827918,2.5832374,0.2322572,0.4068936,2.4667616,0.96521664,-0.5599435,0.008537701,-0.81050414,-0.84634143,-0.949194,-0.9996388,2.5269071495980167,6.704233946534623,AGN,bcu,4FGL J0008.0-3937,PowerLaw,0.23803687,0.5882011,,PMN J0008-3945,0.9207396,0.8798844,0.9987576697501039,0.0012423302498960167,0.9841663939138099,0.015833606086189427,0.9909907589216855,0.009009241078313768,0.9795549065384194,0.020445093461580882,310,0.9950799405244979,0.004920059475502447,0.9663855108839786,0.033614489116021884,0.9119825304343872,0.08801746956561242,0.9232948852288051,0.0767051147711948,310,16
50.26514,-79.690834,-22.528385477130318,1.6560616,0.26736003,0.27816898,2.683634,-0.997901,0.99924535,0.0012630847,-0.17414077,-0.18504943,-0.035520542,-0.78427786,2.6271684359628336,8.789054066151818,AGN,bll,4FGL J0008.4-2339,PowerLaw,0.1497709,0.4924482,3FGL J0008.6-2340,RBS 0016,0.9926684,0.91516817,0.999431494139391,5.68505860608765E-4,0.994091513112269,0.00590848688773091,0.9982778620953956,0.0017221379046039459,0.9932021039012718,0.006797896098728932,305,0.9990560683388583,9.439316611418102E-4,0.9953587541095451,0.004641245890455054,0.9962774487980913,0.0037225512019095947,0.99036039316405,0.009639606835949468,305,0
107.72407,-46.6767,-21.79247857877189,2.091194,0.15499178,0.1600625,2.1714606,0.9982614,0.12763087,0.0015910317,-0.42588946,-0.52930766,-0.5766764,-0.9999996,2.10204991057181,7.658058295600931,AGN,bcu,4FGL J0008.4+1455,PowerLaw,0.08949724,0.29107356,3FGL J0008.3+1456,NVSS J000825+145635,0.9917855,0.0,0.9990025414579515,9.974585420483917E-4,0.9832605628081548,0.016739437191845594,0.9753673198607249,0.024632680139275318,0.9947219722722459,0.005278027727753423,292,0.9933617226111437,0.006638277388855821,0.9610463021580556,0.03895369784194479,0.8927674062392617,0.10723259376073835,0.976288179336553,0.02371182066344712,292,0
104.480736,-54.868298,-21.463501480391063,2.0990546,0.08882379,0.046000473,1.111143,0.98877126,-0.22092612,5.892951E-4,-0.62225765,-0.48536688,-0.55182934,-0.49851298,2.568481611699827,7.539831891431378,AGN,bll,4FGL J0009.1+0628,PowerLaw,0.04379162,0.12933274,3FGL J0009.1+0630,TXS 0006+061,0.9931449,0.86640173,0.9997220035359244,2.779964640757581E-4,0.9968211912085596,0.0031788087914404162,0.9971115318873177,0.0028884681126823495,0.9985672029187777,0.0014327970812219898,279,0.9990718838265984,9.281161734024465E-4,0.9977065159453385,0.002293484054660941,0.989123376618224,0.010876623381775872,0.9956267418168178,0.004373258183181847,279,0
116.12437,-11.803588,-19.755347294641435,1.9939121,0.03283008,0.06228566,4.1640167,0.08271766,-0.46098366,2.1954163E-4,-0.51481646,-0.4436469,-0.6030336,-0.55101514,5.000582197296182,7.182792136640716,AGN,bll,4FGL J0009.3+5030,LogParabola,0.014364999,0.04375342,3FGL J0009.3+5030,NVSS J000922+503028,0.9999694,0.92810774,0.9998191133947809,1.808866052190315E-4,0.9975561369200343,0.002443863079965472,0.9994484584340673,5.515415659328563E-4,0.9974064118022467,0.0025935881977537873,305,0.9997318961586872,2.681038413124349E-4,0.9988594560761717,0.0011405439238286444,0.998535696403341,0.001464303596658242,0.9981797108247641,0.0018202891752355274,305,0
0.6727207,-79.58928,-22.564974956287998,2.1454287,0.18395445,0.12845568,1.4798275,-0.8800698,0.9998189,0.0019220422,-0.4720295,-0.72473025,-0.3973133,-0.99999607,2.7269205639095015,7.571433122798381,AGN,rdg,4FGL J0009.7-3217,PowerLaw,0.10433852,0.3153031,3FGL J0009.6-3211,IC 1531,0.99067837,0.94048434,0.9996670646736248,3.3293532637573804E-4,0.9912378575904746,0.008762142409524627,0.9983878679631908,0.0016121320368090936,0.9808149252644907,0.019185074735509525,287,0.9973064891577075,0.0026935108422926598,0.9878869466177561,0.01211305338224445,0.9930905292002737,0.006909470799726995,0.9693711799330751,0.030628820066925407,287,0
327.77505,-71.76617,-22.298670699684408,2.0651708,0.1232077,0.022229282,0.39822197,0.9996603,-0.6025286,8.290876E-4,-0.512441,-0.6109618,-0.20934854,-0.9995643,2.828636947131304,7.661072389766667,AGN,bll,4FGL J0009.8-4317,PowerLaw,0.05756117,0.1961333,,SUMSS J000949-431654,0.99851024,0.9318478,0.9999088823022457,9.111769775459286E-5,0.9975947569023941,0.0024052430976047425,0.9998302336523445,1.6976634765538567E-4,0.9985524744081611,0.0014475255918394226,304,0.9998374694506914,1.6253054930858335E-4,0.9988247589360311,0.0011752410639687524,0.9995961078806308,4.038921193689874E-4,0.9980948770999352,0.001905122900064543,304,0
107.75219,-47.971355,-22.85705273635066,2.1652951,0.45761642,0.21887067,1.0791031,0.9963938,-0.86354387,0.004411801,-0.582831,-0.37203237,-0.7122069,-0.9998007,2.373876667105219,7.802369892070401,AGN,bcu,4FGL J0009.8+1340,PowerLaw,0.29830992,0.83797175,,RX J0009.9+1341,0.9967774,0.8974321,0.9995599349859159,4.4006501408403E-4,0.9958112323255557,0.004188767674444619,0.9964503621247724,0.0035496378752274205,0.9893833722494252,0.010616627750574623,317,0.9993741750304466,6.25824969553195E-4,0.9976837891708231,0.0023162108291765785,0.9881572080976077,0.011842791902392354,0.985376122428873,0.014623877571127025,317,0
110.21874,-41.12827,-22.47997145465133,2.31787,0.20487434,0.08393108,0.8106672,0.9937699,-0.51681966,0.0022688326,-0.6943825,-0.6397762,-0.999752,0.9967195,3.2943288406165165,7.234349531418813,AGN,fsrq,4FGL J0010.6+2043,PowerLaw,0.11588864,0.34786206,,TXS 0007+205,0.96985173,0.0,0.999645640358284,3.54359641715948E-4,0.9975184471633071,0.0024815528366934087,0.9995948490294104,4.051509705892378E-4,0.9968705269064606,0.003129473093539586,321,0.9993735397457134,6.264602542867171E-4,0.9981818080210983,0.0018181919789020818,0.9982760340502952,0.0017239659497055209,0.9957219838353847,0.004278016164615053,321,0
10.263708,-80.482315,-21.77526842263802,2.4560356,0.09198754,0.106107526,2.040114,0.014605773,-0.57178926,0.002172687,-0.6632103,-0.846694,-0.5830918,-0.9999959,4.5173698724152755,6.600833708647041,AGN,fsrq,4FGL J0010.6-3025,PowerLaw,0.05973913,0.18206634,,PKS 0008-307,0.99674195,0.9643442,0.9998543178352709,1.4568216472806426E-4,0.9971803533920648,0.0028196466079353933,0.999861954855558,1.3804514444306943E-4,0.9935702756022917,0.006429724397707868,313,0.9998629699129883,1.370300870113852E-4,0.9992470963609067,7.529036390936591E-4,0.9995428907987326,4.571092012669927E-4,0.990417063605412,0.00958293639458859,313,0
60.28118,-79.400505,-22.855405701709763,2.3778617,0.15470818,-0.05275942,0.6962736,0.99603367,-0.4782088,9.5457083E-4,-0.68945205,-0.6409936,-0.52018094,-0.624447,2.5774638770266742,7.104038171190666,AGN,bcu,4FGL J0010.8-2154,PowerLaw,0.06161661,0.24080807,,PKS 0008-222,0.9900694,0.95401853,0.9997132939405362,2.8670605946422143E-4,0.9967233052528001,0.003276694747199997,0.9994190680435067,5.809319564928983E-4,0.9979160390720209,0.0020839609279791637,311,0.9995023185020457,4.976814979542995E-4,0.9963977471645031,0.0036022528354964795,0.9974269274021668,0.002573072597833206,0.9921077099885468,0.007892290011453557,311,0
330.75208,-73.720406,-23.152104527223734,2.5804715,0.26279616,0.15830652,1.0063382,0.7368393,-0.73915875,0.006002936,-0.79110783,-0.64824104,-0.99964046,0.6274354,1.603923093736875,6.615596480930652,AGN,bcu,4FGL J0011.4-4110,PowerLaw,0.18671627,0.4797227,,PMN J0011-4105,0.93391144,0.88084537,0.9988725888720136,0.0011274111279861224,0.9869367423453983,0.013063257654602395,0.9983825015351778,0.001617498464821793,0.9834746881066876,0.016525311893312813,303,0.9939920748783806,0.006007925121618512,0.9636343456200278,0.03636565437997307,0.9806417312447606,0.01935826875523986,0.9235505858834472,0.07644941411655276,303,0
102.407234,-60.302692,-21.5699823030427,2.3342156,0.108864665,0.047320575,0.84353405,-0.46836224,-0.6844149,0.0017334975,-0.6825522,-0.4243361,-0.8740306,-0.999994,4.2763298124713485,7.074708681653965,AGN,fsrq,4FGL J0011.4+0057,PowerLaw,0.058017768,0.22730602,2FGL J0011.3+0054,RX J0011.5+0058,0.99867564,0.9197632,0.9997015187116516,2.984812883484693E-4,0.9979222579618621,0.002077742038137678,0.9998916592970077,1.0834070299239506E-4,0.9962761588784027,0.003723841121596938,279,0.999496042202491,5.039577975103633E-4,0.9995320060946634,4.6799390533650763E-4,0.9997256914339407,2.743085660598508E-4,0.9954208075836765,0.004579192416323436,279,0
2.5585456,-80.23526,-22.81978428248402,1.9735353,0.22159815,0.06783949,0.66387033,0.40856227,-0.8704807,0.0013531348,-0.5781315,-0.31427428,-0.41365862,-0.57473737,3.0149031817498266,8.113245281780179,AGN,bcu,4FGL J0011.8-3142,PowerLaw,0.1150808,0.37481338,,SUMSS J001141-314220,0.0,0.85099846,0.9999443787542623,5.562124573660428E-5,0.9965275160654584,0.003472483934541894,0.9997881213234973,2.1187867650303204E-4,0.992513645218511,0.007486354781489791,302,0.9999299114695634,7.008853043662443E-5,0.9987658682213731,0.0012341317786271164,0.9996641763251012,3.358236748984392E-4,0.9949749084532584,0.005025091546741567,302,0
119.6611,8.111637,-21.70235378025159,2.4091682,0.120379955,0.012992526,0.24992618,0.9802247,-0.72021985,0.0011679517,-0.7204695,-0.64089274,-0.5467862,-0.9996062,2.882058856833942,7.513300981204167,AGN,bcu,4FGL J0012.0+7043,PowerLaw,0.054403182,0.12384678,3FGL J0012.4+7040,TXS 0008+704,0.97765577,0.9222099,0.999627579895072,3.724201049281502E-4,0.9971145452290753,0.0028854547709250273,0.9969734151785979,0.0030265848214018295,0.9975140253810008,0.0024859746189993784,305,0.9991494696644005,8.505303355995025E-4,0.9988092383687283,0.0011907616312718718,0.9833908602652864,0.016609139734713636,0.9903733905087739,0.009626609491225615,305,0
332.33987,-74.936165,-21.594383055904622,2.0022683,0.09594044,0.11524172,2.4875875,-0.93991286,0.44254082,0.0010895025,-0.5231515,-0.4966849,-0.44742048,-0.9962501,2.4963189889437625,7.684876996664471,AGN,bll,4FGL J0013.1-3955,PowerLaw,0.05390513,0.19458953,3FGL J0013.2-3954,PKS 0010-401,0.99866146,0.9994357,0.9997020067701317,2.9799322986775404E-4,0.9951968571672538,0.004803142832745991,0.9982013615837654,0.0017986384162344167,0.9968119378065683,0.003188062193431823,294,0.9988549982854186,0.0011450017145817973,0.9918161598154236,0.00818384018457628,0.9903951807933995,0.009604819206600682,0.9861850563620751,0.013814943637926128,294,0
107.64184,-51.902443,-22.50538341892474,2.1515617,0.14281824,-0.06723811,0.7470528,-0.70172024,-0.79003656,9.973472E-4,-0.5812402,-0.33014557,-0.6775567,-0.18903436,2.5922454074342167,8.078232311361626,AGN,bcu,4FGL J0013.4+0950,PowerLaw,0.056608345,0.3741911,,1RXS J001328.4+094942,0.9979317,0.95954365,0.9998852098598415,1.1479014015831736E-4,0.9976717697745044,0.0023282302254959662,0.9995479863773983,4.520136226012742E-4,0.9992888476320221,7.111523679780934E-4,307,0.9998465213388438,1.534786611562807E-4,0.9993331076321041,6.668923678956123E-4,0.9984456578998079,0.0015543421001919515,0.9987891555941322,0.0012108444058679642,307,0
99.6602,-65.55318,-22.526679837152102,2.3075821,0.15297037,-0.06943933,0.897069,-0.882761,-0.60712713,3.2557902E-4,-0.81394285,-0.43385383,-0.40011236,-0.9999999,2.305702429049135,7.6010542480216285,AGN,fsrq,4FGL J0013.6-0424,PowerLaw,0.05404018,0.211341,,PKS 0011-046,0.9918854,0.95783323,0.9996016792386151,3.983207613854814E-4,0.9971294115064668,0.0028705884935333534,0.9993617483345618,6.382516654371604E-4,0.9961565471026794,0.0038434528973198207,298,0.9974741972700719,0.002525802729927789,0.998051869958281,0.0019481300417182226,0.9963949202001257,0.0036050797998738856,0.9865683273536459,0.013431672646353938,298,0
74.58781,-78.09192,-21.935143872102213,1.9975508,0.11752892,0.037264645,0.6974277,-0.8395637,-0.15334669,6.610725E-4,-0.45917833,-0.45926666,-0.5496858,-0.44182596,1.478248917110853,7.823359375175959,AGN,bll,4FGL J0013.9-1854,PowerLaw,0.055545326,0.18017687,3FGL J0013.9-1853,RBS 0030,0.99950737,0.98459005,0.9996797830323376,3.2021696766303196E-4,0.9954647543674534,0.004535245632546203,0.9963534945066612,0.0036465054933390107,0.9970555331968083,0.0029444668031926823,337,0.9992669802289104,7.330197710900665E-4,0.9886612147311682,0.011338785268831062,0.9854643687902019,0.014535631209797895,0.9969608386922187,0.0030391613077809057,337,0
