Source_Name_4FGL,GLON_4FGL,GLAT_4FGL,Flux1000,PL_Index,Unc_LP_Index,LP_beta,LP_SigCurv,HR12,HR23,Unc_PLEC_Expfactor,HR34,HR45,HR56,HR67,Ln_Variability_Index,Ln_Pivot_Energy,Category_4FGL,CLASS_4FGL,SpectrumType,ASSOC_FGL,ASSOC1,AGN_BDT,PSR_BDT,AGN_NN,PSR_NN,AGN_LR,PSR_LR,AGN_RF,PSR_RF,Times in Testing,Flags
4FGL J0001.2+4741,114.2502,-14.338059,-22.671495960842364,2.1983633,0.22415973,0.02462352,0.20407747,-0.9792905,0.9973279,8.183531E-4,-0.6361753,-0.6589638,-0.7605767,-0.124010414,2.8500491432488757,7.76890642369608,AGN,bcu,PowerLaw,,B3 2358+474,0.9997494602405167,2.505397594832462E-4,0.9927201235484366,0.007279876451563663,0.997241371984444,0.0027586280155564805,0.9908433795178703,0.009156620482129675,289,0
4FGL J0001.2-0747,89.03272,-67.30501,-20.89792734178824,2.1483262,0.06558173,0.04727811,1.417618,-0.10349428,-0.44158757,8.33099E-4,-0.6502833,-0.43597096,-0.78199154,-0.5599956,2.8254891201209116,7.148627072248065,AGN,bll,PowerLaw,3FGL J0001.2-0748,PMN J0001-0746,0.9994302709476637,5.697290523368029E-4,0.995148747452527,0.004851252547473062,0.9899998441706704,0.010000155829329237,0.9968412361914456,0.0031587638085543686,289,0
4FGL J0001.5+2113,107.64935,-40.167652,-20.755864370512228,2.6801705,0.04493158,0.14800178,5.0912256,-0.24777053,-0.6425761,0.0019107913,-0.78641707,-0.87753016,-0.9997511,-0.89316,6.825109735166782,5.930641116467883,AGN,fsrq,LogParabola,3FGL J0001.4+2120,TXS 2358+209,0.997277800869807,0.0027221991301927487,0.9959764155966905,0.004023584403310268,0.9992536029196729,7.46397080327594E-4,0.9714161338439,0.028583866156100618,311,0
4FGL J0001.6-4156,334.22635,-72.02855,-21.99304659859212,1.8335938,0.13819773,0.025063045,0.40303585,-0.5563565,-0.81565475,3.6177432E-4,-0.31606382,-0.27268785,-0.55835617,-0.14999126,2.6210777332677186,8.153609580357248,AGN,bcu,PowerLaw,3FGL J0002.2-4152,2MASS J00013275-4155252,0.9999569477692055,4.305223079540609E-5,0.9978164414353943,0.0021835585646056946,0.9999285353546711,7.146464532891356E-5,0.9996083058335228,3.916941664774951E-4,334,0
4FGL J0002.1-6728,310.08493,-48.963467,-22.19899230399184,1.8019888,0.14996767,0.1313003,2.0598197,-0.92863077,-0.5799706,8.5268216E-4,-0.12173295,-0.43336454,-0.26409936,-0.6256855,2.3044162820122613,8.384995081004408,AGN,bcu,PowerLaw,3FGL J0002.0-6722,SUMSS J000215-672653,0.9998520495805792,1.4795041942076146E-4,0.9975052530421875,0.002494746957813328,0.9997870220404934,2.1297795950646158E-4,0.9982514888191953,0.0017485111808039988,287,0
4FGL J0002.8+6217,117.32041,-0.051036116,-19.779812600414136,2.4731266,0.07613683,0.42859668,9.461157,0.99266785,0.0018570549,0.0018857798,-0.56998783,-0.7318594,-0.98968166,-0.9980955,1.5479485302616522,7.190361817676675,PSR,PSR,PLSuperExpCutoff,3FGL J0002.6+6218,PSR J0002+6216,0.0025526644375849215,0.9974473355624149,9.026405055243657E-4,0.9990973594944763,5.9068557196254886E-5,0.9999409314428042,0.007668976784117253,0.9923310232158823,303,0
4FGL J0003.1-5248,318.9899,-62.788944,-21.92455883588808,1.845431,0.12932381,0.07142608,1.2588248,0.98467094,-0.7529764,5.297295E-4,-0.41107345,-0.37620062,-0.43967292,-0.4608528,1.7170075473930666,8.274123935232113,AGN,bcu,PowerLaw,3FGL J0003.2-5246,RBS 0006,0.9998265010511199,1.7349894887929237E-4,0.9968952395749909,0.0031047604250107096,0.9980785402550599,0.001921459744939641,0.9995962570400597,4.0374295994008463E-4,324,0
4FGL J0003.2+2207,108.438545,-39.380795,-22.653153783278874,2.275706,0.5404578,0.99964654,1.7167195,-0.38511583,-0.81497735,0.0024197397,-0.94270766,0.5786159,-0.900051,-0.9999937,1.5550065279050014,7.757497150339951,AGN,bll,PowerLaw,,2MASX J00032450+2204559,0.9562220758556715,0.04377792414432843,0.915706227670156,0.08429377232984431,0.5842506862290126,0.4157493137709873,0.9439159116547581,0.05608408834524212,299,0
4FGL J0003.3-1928,65.197784,-76.580986,-21.66414729120602,2.2405226,0.16471803,0.3160174,3.3564024,0.9891295,0.009595376,0.0064438046,-0.54012406,-0.62971777,-0.8879328,-0.99895203,3.7410309778727138,6.970080195654137,AGN,bcu,LogParabola,,PKS 0000-197,0.9903334469720839,0.00966655302791594,0.967528541709525,0.032471458290475076,0.9803296273143657,0.019670372685634274,0.7582394193185282,0.2417605806814719,313,0
4FGL J0003.3-5905,314.23904,-56.965885,-22.75402615097728,2.3632457,0.21061169,0.025621843,0.2801407,0.8072822,-0.820896,0.003027135,-0.5377211,-0.48551217,-0.9999003,-0.38655543,1.2357475718822193,7.123532968823178,AGN,bcu,PowerLaw,,PMN J0003-5905,0.9965618405782877,0.003438159421712551,0.9896464908707077,0.010353509129291652,0.9885621088409177,0.011437891159082933,0.9892846437046678,0.010715356295331454,310,4
4FGL J0003.9-1149,84.59542,-71.0751,-21.97127392701843,2.1277146,0.17358784,0.26229075,2.7669737,0.99950075,-0.29548064,0.0033132231,-0.45793995,-0.6076023,-0.6580359,-1.0,1.5524747920231485,7.426558358068478,AGN,bll,PowerLaw,3FGL J0003.8-1151,PMN J0004-1148,0.9913507322479337,0.008649267752066987,0.8074546583965534,0.1925453416034463,0.8631860714840771,0.13681392851592247,0.9294292024451103,0.0705707975548896,286,0
4FGL J0004.0+0840,103.49598,-52.397846,-22.222525699318215,2.1019166,0.3493307,0.35344642,1.9199413,-0.7333959,-0.82922935,0.0046211286,-0.263176,-0.34118363,-0.9277368,-0.38397604,2.2013589920112535,7.711431694327143,AGN,bcu,PowerLaw,3FGL J0004.2+0843,SDSS J000359.23+084138.1,0.9964882364464339,0.0035117635535663236,0.9942837434169168,0.005716256583083263,0.9745434314393117,0.02545656856068774,0.9746704934683023,0.025329506531698045,300,0
4FGL J0004.4-4737,323.986,-67.53783,-21.445507270992135,2.4149895,0.08525738,0.07762944,1.6479106,-0.5088327,-0.6246758,0.00165742,-0.68644005,-0.6296224,-0.8792685,-0.9996954,4.815536717983364,6.739808977320824,AGN,fsrq,PowerLaw,3FGL J0004.7-4740,PKS 0002-478,0.9998556916050356,1.4430839496428282E-4,0.997870561460608,0.002129438539391864,0.9998904910474391,1.0950895256128225E-4,0.9964382834825575,0.0035617165174430363,307,0
4FGL J0005.9+3824,113.23228,-23.613338,-21.51279290343917,2.6667964,0.088459425,0.15494637,2.5308628,-0.33966902,-0.6492034,0.003964011,-0.7973692,-0.8310779,-0.9756107,-0.9979963,3.1472511395315137,6.3003217053390745,AGN,fsrq,PowerLaw,3FGL J0006.4+3825,S4 0003+38,0.9987937588885347,0.0012062411114649675,0.9872681899371821,0.012731810062817936,0.9330838031811398,0.06691619681886099,0.9675861288095519,0.03241387119044722,312,0
4FGL J0006.3-0620,93.64702,-66.62518,-22.795607922552346,2.1706007,0.32504353,0.2742178,1.4384562,-0.7402131,-0.47549298,0.005508119,-0.6603258,-0.24981126,-0.7283422,-0.9998477,2.9017499185413453,7.615092995925076,AGN,bll,PowerLaw,,PKS 0003-066,0.9999448351707239,5.516482927661646E-5,0.996533812446379,0.003466187553621078,0.9981149638849569,0.001885036115043218,0.9905070038897019,0.009492996110298217,271,0
4FGL J0006.4+0135,100.47745,-59.29749,-22.455238164858724,2.0946035,0.32759845,0.16732785,1.0555145,0.9482971,-0.510186,0.003174407,-0.48057696,-0.46150512,-0.63044417,-0.9993743,0.8819517755489519,7.8077893037477315,AGN,bcu,PowerLaw,3FGL J0006.2+0135,NVSS J000626+013611,0.9976140059263708,0.0023859940736288424,0.9513735876920142,0.04862641230798549,0.9200186389376792,0.07998136106232048,0.9788721701258423,0.021127829874158167,298,0
4FGL J0007.0+7303,119.66263,10.46168,-16.51948192873269,2.027981,0.008471716,0.27321246,62.408077,-0.036784146,-0.18357185,0.007791253,-0.3906637,-0.5268494,-0.82772505,-0.9291842,1.4167521249790607,7.280903372475891,PSR,PSR,PLSuperExpCutoff,3FGL J0007.0+7302,PSR J0007+7303,0.23168462757112407,0.7683153724288757,3.394723718900428E-4,0.9996605276281112,1.4852481934784703E-18,1.0,0.14643289818897143,0.853567101811028,299,0
4FGL J0007.7+4008,113.93701,-21.972776,-21.73536038592122,2.1567848,0.1894369,0.22259808,2.5580692,-0.6870005,-0.357196,0.002382811,-0.6449736,-0.35720858,-0.8215037,-0.99979246,2.8828733722903617,7.535923308007861,AGN,bcu,PowerLaw,3FGL J0007.9+4006,NVSS J000741+400830,0.9905551022266613,0.00944489777333868,0.992283880137292,0.007716119862708551,0.9693769451268957,0.030623054873103444,0.8702752111649817,0.1297247888350192,340,0
4FGL J0008.0+4711,115.31625,-15.033559,-20.00387653262499,2.0525768,0.050815575,0.079398826,3.5582082,-0.6842743,-0.22422804,3.880337E-4,-0.5103293,-0.44690558,-0.6171973,-0.70254654,2.005695249286218,7.247026095921789,AGN,bll,LogParabola,3FGL J0008.0+4713,MG4 J000800+4712,0.9773591184730291,0.02264088152697027,0.9200173484394936,0.07998265156050627,0.7693859767157736,0.23061402328422606,0.9511563121982503,0.04884368780175027,289,0
4FGL J0008.0-3937,335.9962,-74.58333,-22.55065775087046,2.5685303,0.33063605,0.72450393,3.0652084,-0.88668066,0.7115299,0.02036135,-0.773522,-0.9073874,-0.995771,-0.9979873,0.9000284818799061,6.721935932046319,AGN,bcu,LogParabola,,PMN J0008-3945,0.9891174926982436,0.010882507301756843,0.8012853324856348,0.1987146675143651,0.3028392507090622,0.6971607492909371,0.8356471503989881,0.16435284960101218,294,16
4FGL J0008.4+1455,107.72407,-46.6767,-21.839752589066723,2.1995182,0.14485562,0.042718746,0.6488417,0.11470551,-0.77437603,0.0014510113,-0.44943303,-0.58016366,-0.50578916,-0.9999596,2.0654238615385623,7.448501464789423,AGN,bcu,PowerLaw,3FGL J0008.3+1456,NVSS J000825+145635,0.9997753579809363,2.2464201906410213E-4,0.9966243470480194,0.0033756529519807722,0.9957739352263898,0.004226064773610875,0.9975006291450024,0.002499370854997836,301,0
4FGL J0008.4-2339,50.26514,-79.690834,-22.355711251969847,1.6839513,0.2182928,0.16281697,1.8402169,0.97582525,-0.7381555,8.03355E-4,-0.276594,-0.3899644,0.14149071,-0.75949216,2.3594171857188355,8.713436505929941,AGN,bll,PowerLaw,3FGL J0008.6-2340,RBS 0016,0.9985263160128741,0.001473683987126618,0.9970927700166653,0.0029072299833347638,0.9997639895038128,2.3601049618730615E-4,0.9921737894302398,0.007826210569760236,303,0
4FGL J0009.1+0628,104.480736,-54.868298,-21.500536073392464,2.1171386,0.09896444,0.04512154,0.9813813,0.99918073,0.16351931,7.112969E-4,-0.6908289,-0.42011616,-0.6028625,-0.49038437,2.4239561460871673,7.534822003567095,AGN,bll,PowerLaw,3FGL J0009.1+0630,TXS 0006+061,0.9991017184227861,8.982815772143901E-4,0.9962806439406436,0.0037193560593570558,0.9892847414040902,0.010715258595910295,0.9975617493619184,0.0024382506380811854,281,0
4FGL J0009.3+5030,116.12437,-11.803588,-19.689923955558285,1.987031,0.035371866,0.06981315,4.3845778,0.21764593,-0.44758025,2.4473228E-4,-0.49609715,-0.4564068,-0.6103414,-0.5451608,4.883537310710062,7.178182641437901,AGN,bll,LogParabola,3FGL J0009.3+5030,NVSS J000922+503028,0.9998058146375863,1.941853624131927E-4,0.9938430002183878,0.006156999781612267,0.9971326795913182,0.002867320408682597,0.9985350910563372,0.001464908943662815,291,0
4FGL J0009.7-3217,0.6727207,-79.58928,-22.41924878301737,2.1981528,0.1775985,0.075799,0.8613283,-0.99999344,0.99998164,0.0016643126,-0.5080589,-0.7994823,-0.15733007,-0.9999585,2.7771410800746823,7.441626618484626,AGN,rdg,PowerLaw,3FGL J0009.6-3211,IC 1531,0.9992169564166891,7.830435833111881E-4,0.9930764937940124,0.006923506205987546,0.9995848050169214,4.1519498307878306E-4,0.970739912083827,0.029260087916173287,321,0
4FGL J0009.8-4317,327.77505,-71.76617,-22.255112001886403,2.145199,0.11915045,-0.040844724,0.7269835,0.9976258,-0.7498374,7.1471167E-4,-0.57202005,-0.5466139,-0.20197983,-0.99989754,2.4608318233118722,7.580493608529432,AGN,bll,PowerLaw,,SUMSS J000949-431654,0.9998644059987809,1.355940012197003E-4,0.9975168805983727,0.0024831194016268635,0.9999096428465387,9.035715346224858E-5,0.9991988886935724,8.01111306427475E-4,295,0
4FGL J0010.6+2043,110.21874,-41.12827,-22.56390599422617,2.316534,0.3254802,0.21123806,1.5020043,0.99960864,-0.5378855,0.005072495,-0.702886,-0.521426,-0.99986005,-0.99290526,2.952934460973768,7.169899519246078,AGN,fsrq,PowerLaw,,TXS 0007+205,0.9997564543552377,2.4354564476216503E-4,0.9948651308145786,0.00513486918542188,0.9840926338526672,0.015907366147332857,0.9821671429555787,0.017832857044422022,317,0
4FGL J0010.6-3025,10.263708,-80.482315,-21.824723731359644,2.4291213,0.109506525,0.10359336,1.7034289,0.90000385,-0.50310785,0.0022344782,-0.6358786,-0.8608819,-0.6418626,-0.9999945,4.362206219286145,6.682492483655819,AGN,fsrq,PowerLaw,,PKS 0008-307,0.9998653039588665,1.3469604113366756E-4,0.9960545433155769,0.003945456684423247,0.9994045467431446,5.954532568544144E-4,0.9829130758037344,0.01708692419626555,302,0
4FGL J0010.8-2154,60.28118,-79.400505,-22.976641199276262,2.4946294,0.19624367,-0.034287505,0.3283757,0.98301333,-0.41385394,0.001863804,-0.6621985,-0.7733015,-0.55652726,-0.19732912,2.3399712907956634,6.794007465853339,AGN,bcu,PowerLaw,,PKS 0008-222,0.9995588498683585,4.4115013164174835E-4,0.9964301323501523,0.003569867649847498,0.9991977796474838,8.022203525163676E-4,0.9934938942657795,0.006506105734220289,307,0
4FGL J0011.4+0057,102.407234,-60.302692,-21.466768121906085,2.3197815,0.11698573,0.055365816,0.9152117,-0.40855178,-0.6915806,0.0018534434,-0.6581666,-0.46316186,-0.8582718,-0.92524153,4.373405172451942,7.096469359985797,AGN,fsrq,PowerLaw,2FGL J0011.3+0054,RX J0011.5+0058,0.9998856141067402,1.143858932601808E-4,0.9987465408438236,0.0012534591561765016,0.9994893805645185,5.106194354814178E-4,0.9957965223046272,0.004203477695373307,296,0
4FGL J0011.8-3142,2.5585456,-80.23526,-22.910085764371335,1.9738964,0.28676894,0.14012496,1.0242977,-0.4804183,-0.8730768,0.0019068412,-0.6048648,-0.19277471,-0.5248339,-0.53191084,3.028635115778387,8.182836531383936,AGN,bcu,PowerLaw,,SUMSS J001141-314220,0.9996351567447959,3.6484325520354726E-4,0.9967102457970963,0.0032897542029039547,0.9996276429163462,3.7235708365361683E-4,0.9671137175505333,0.03288628244946723,278,0
4FGL J0012.0+7043,119.6611,8.111637,-21.563623867838043,2.4747853,0.1142351,0.008237447,0.16537851,0.91432005,-0.719811,0.0012182813,-0.7224102,-0.63522357,-0.6704733,-0.99433124,2.587452156608613,7.457723016658723,AGN,bcu,PowerLaw,3FGL J0012.4+7040,TXS 0008+704,0.9971925582049068,0.002807441795093451,0.9922734298327712,0.007726570167228502,0.9606620088719962,0.039337991128003964,0.989590205700322,0.010409794299677092,316,0
4FGL J0013.1-3955,332.33987,-74.936165,-21.5247310745655,2.0500717,0.10833041,0.07450506,1.4529521,0.75587547,-0.32381836,0.0010678782,-0.5099509,-0.58401316,-0.36393547,-0.97305566,2.412750825174892,7.578488073571536,AGN,bll,PowerLaw,3FGL J0013.2-3954,PKS 0010-401,0.999161950915281,8.380490847182626E-4,0.996450713458714,0.003549286541285034,0.9992008760515808,7.991239484194208E-4,0.9965715871027845,0.003428412897215237,312,0
4FGL J0013.6+4051,115.2578,-21.451033,-22.433930449933037,2.21155,0.14623235,-0.0017525448,0.012294384,-0.3695242,-0.49439335,4.4292756E-4,-0.5855026,-0.64891684,-0.83440757,0.40872505,2.0312456975942204,7.6209909773402265,AGN,agn,PowerLaw,,4C +40.01,0.9979533413555302,0.002046658644470218,0.9958843180418332,0.004115681958166972,0.9935179301343149,0.006482069865684371,0.99382999043292,0.006170009567079294,307,0
4FGL J0013.6-0424,99.6602,-65.55318,-22.471827157127017,2.3586702,0.14496373,-0.08897229,1.0614702,-0.99938726,0.96326756,3.1992182E-4,-0.74510133,-0.6099102,-0.4173698,-0.99768794,1.8192207396060662,7.52099908799415,AGN,fsrq,PowerLaw,,PKS 0011-046,0.9989805025806078,0.00101949741939228,0.9870410644992412,0.01295893550075943,0.9908838163216778,0.009116183678322476,0.9891168092414006,0.010883190758600093,293,16
4FGL J0013.9-1854,74.58781,-78.09192,-21.998806991689566,1.9660697,0.15060115,0.08232986,1.2266417,-0.7748842,-0.45901757,0.0011011278,-0.45060542,-0.3900339,-0.6016834,-0.4578393,0.958624979579743,7.866833164386101,AGN,bll,PowerLaw,3FGL J0013.9-1853,RBS 0030,0.9996393382204679,3.6066177953185136E-4,0.9828545122113477,0.017145487788652637,0.971485047152571,0.028514952847429505,0.9984837809090571,0.0015162190909424435,269,0
4FGL J0014.1+1910,110.88994,-42.826824,-22.364103815704183,2.2641912,0.2772186,0.34991562,2.659895,0.9428984,-0.069656536,0.005486404,-0.67514765,-0.5906292,-0.9999873,-0.99807376,2.791847144310268,7.2955814652941875,AGN,bll,PowerLaw,2FGL J0013.8+1907,MG3 J001356+1910,0.999189027122334,8.109728776665448E-4,0.9212134710526473,0.07878652894735229,0.8983035574838557,0.10169644251614451,0.9729003350952544,0.027099664904745094,314,0
4FGL J0014.1-5022,317.45294,-65.69481,-22.07956238631954,1.9924736,0.17179203,0.13571842,1.7620411,0.9285301,-0.67540383,0.0014156428,-0.35404137,-0.55790603,-0.41514832,-0.9998084,0.520232533671265,7.841942116011211,AGN,bll,PowerLaw,3FGL J0014.0-5025,RBS 0032,0.9989375212218126,0.0010624787781870178,0.9758002609653936,0.024199739034606215,0.9762094251348187,0.023790574865181255,0.9927421499260756,0.007257850073924353,308,0
4FGL J0014.2+0854,107.61855,-52.85195,-22.424699680650445,2.4980073,0.1484973,-0.047722973,0.58525515,0.23263466,-0.31530988,5.2796456E-4,-0.6204872,-0.7033512,-0.99999976,0.99999887,2.387314658540282,6.924241137366739,AGN,bll,PowerLaw,,MS 0011.7+0837,0.9990015153309328,9.984846690665467E-4,0.996803527165256,0.0031964728347441368,0.9921271590699912,0.007872840930008895,0.9908276252984642,0.009172374701535865,299,0
4FGL J0014.3-0500,99.509476,-66.18239,-21.627569309338778,2.3452647,0.13339931,0.023047293,0.33971137,0.9634183,-0.6393423,0.0012148909,-0.8068283,-0.35485289,-0.65790325,-0.9999446,2.992550432346494,7.537787724340103,AGN,bcu,PowerLaw,3FGL J0014.3-0455,GALEXASC J001420.46-045929.1,0.9997495744707168,2.504255292833621E-4,0.9975736539518404,0.002426346048159764,0.9932146616097113,0.0067853383902887355,0.9974830093729805,0.0025169906270193195,285,0
4FGL J0014.7+5801,118.074745,-4.4981065,-22.110617384225183,1.7403266,0.1795938,0.15785687,1.92132,-0.99629235,0.9950866,5.047747E-4,-0.67607266,0.14505653,-0.3875114,-0.44803885,2.559685993275709,9.191121364340912,AGN,bll,PowerLaw,3FGL J0014.7+5802,1RXS J001442.2+580201,0.9995377630292281,4.622369707718676E-4,0.9877155514276026,0.012284448572397466,0.988542378672279,0.011457621327720515,0.99109806839424,0.008901931605760638,308,0
4FGL J0014.8+6118,118.5573,-1.257189,-21.09530344658214,2.0077274,0.18973738,0.27680916,3.4934657,-0.8956941,-0.46390438,0.0017327766,-0.31436062,-0.30697995,-0.4602657,-0.790448,1.264870521172747,8.227684571842442,AGN,bcu,LogParabola,3FGL J0014.6+6119,4C +60.01,0.930465173473496,0.06953482652650401,0.6314140776413656,0.36858592235863463,0.5714631083625252,0.4285368916374748,0.8485950669168563,0.15140493308314448,303,0
4FGL J0014.9+3212,114.00973,-30.021877,-22.221125882620303,2.676878,0.16861759,0.3146403,3.0807612,0.39478225,-0.4767924,0.008130112,-0.8399325,-0.8573707,-0.99986684,0.5720467,1.5681335404076433,6.000598282261381,AGN,bcu,LogParabola,,3C 6,0.9794104757265577,0.020589524273442506,0.7057309590385226,0.2942690409614769,0.6928149244434624,0.3071850755565378,0.8257753362919763,0.174224663708023,303,0
4FGL J0015.2+3537,114.71823,-26.677507,-22.763008980684912,2.0663972,0.1527464,-0.056847345,0.7804479,-0.005956009,-0.723641,5.4327585E-4,-0.70328504,-0.45947632,-0.32762265,-0.6395126,1.6802240663858852,8.196279963212858,AGN,bll,PowerLaw,,RX J0015.4+3536,0.9997688658772599,2.3113412274017935E-4,0.9964837920656056,0.0035162079343946484,0.997226592986621,0.002773407013378766,0.999353673074869,6.463269251314545E-4,302,0
4FGL J0015.6+5551,117.8881,-6.6570644,-21.776968410941144,1.9079775,0.10031315,-0.029441735,0.5630203,0.7700385,-0.5396964,2.7144866E-4,-0.64019966,-0.46400204,-0.4649574,-0.1825569,2.18353895278982,8.67776196259078,AGN,bll,PowerLaw,3FGL J0015.7+5552,GB6 J0015+5551,0.9995037658987905,4.962341012093494E-4,0.9944616112136955,0.0055383887863046585,0.9866848436789839,0.013315156321015828,0.9993389171273589,6.610828726412895E-4,294,0
4FGL J0015.9+2440,112.76397,-37.48992,-22.25345012637192,2.1628017,0.1299406,-0.04911716,0.8798769,-0.44532767,-0.78545296,7.4017985E-4,-0.7733137,-0.13857353,-0.82285243,-0.054959245,2.530566851096853,7.746251460848136,AGN,bcu,PowerLaw,,GB6 J0016+2440,0.9996687818653732,3.3121813462691106E-4,0.9973585937983175,0.002641406201682778,0.9960971772058617,0.00390282279413827,0.9988876430464749,0.001112356953524579,283,0
4FGL J0016.2-0016,104.012276,-61.85269,-21.466874842576157,2.726546,0.07921617,0.18653215,4.009281,-0.10060008,-0.6679757,0.0039052467,-0.7716553,-1.0,0.9999915,-0.9991738,4.23984610328865,5.8955867062145835,AGN,fsrq,LogParabola,3FGL J0016.3-0013,S3 0013-00,0.9998870940622537,1.1290593774664657E-4,0.9985496710538466,0.0014503289461533825,0.9999974685994465,2.53140055380311E-6,0.9713790408694726,0.02862095913052738,304,0
4FGL J0016.5+1702,111.096794,-45.029816,-22.457996422643173,2.6308897,0.3034599,0.44820043,2.5804365,-0.6509662,-0.592994,0.011370583,-0.70416987,-0.9023887,-0.99999887,0.99999595,2.049778966539842,6.433861468784963,AGN,fsrq,PowerLaw,3FGL J0016.5+1713,GB6 J0015+1700,0.9994360774494435,5.639225505564195E-4,0.9700190903406554,0.02998090965934481,0.8963942958300661,0.10360570416993359,0.93582046215187,0.0641795378481297,294,4
4FGL J0017.0-0649,99.46171,-68.12262,-21.80398224435915,2.3924778,0.10895304,0.0364026,0.66064906,0.9948694,-0.47349125,0.0013043818,-0.7328528,-0.5602087,-0.77242404,-0.44174528,3.1644975895940948,6.916361836088514,AGN,bcu,PowerLaw,3FGL J0017.2-0643,PMN J0017-0650,0.999718116807363,2.818831926378915E-4,0.9978455948035331,0.0021544051964670716,0.9974319593595113,0.0025680406404885326,0.9977441204872842,0.0022558795127163266,288,0
4FGL J0017.5-0514,101.209854,-66.667816,-20.86433669532134,2.5345943,0.05932179,0.110736616,3.1191134,0.103086345,-0.6072476,0.0016582585,-0.75492203,-0.7826226,-0.57943034,-0.9998269,5.415196673652261,6.695500566004944,AGN,FSRQ,LogParabola,3FGL J0017.6-0512,PMN J0017-0512,0.9998897159643169,1.1028403568290946E-4,0.9983801944826063,0.0016198055173941943,0.9993844472374105,6.155527625897601E-4,0.9946253691825898,0.005374630817410184,289,0
4FGL J0017.8+1455,110.96526,-47.16783,-22.1297825349592,2.1791823,0.23200671,0.20386355,1.6166002,0.99283016,-0.517261,0.008264866,-0.56388575,-0.47534934,-0.7199061,-0.6534468,2.1774361978328267,7.457905783552694,AGN,bll,PowerLaw,,GB6 J0017+1450,0.9997551583835708,2.448416164295808E-4,0.9939235876058757,0.006076412394124591,0.9782410097439647,0.02175899025603451,0.9793413477175366,0.020658652282464208,302,0
4FGL J0018.4+2946,114.44117,-32.54827,-22.065598051989213,1.7145041,0.15376137,0.13607325,1.9924904,0.99322087,-0.8344493,5.347227E-4,0.04749239,-0.25345275,-0.61591023,0.007773072,1.6885730146609756,8.590395138967883,AGN,bll,PowerLaw,3FGL J0018.4+2947,RBS 0042,0.9993819458313928,6.180541686082588E-4,0.9942732443538042,0.005726755646196259,0.9864014307886936,0.013598569211307277,0.9945122650064244,0.005487734993575752,316,0
4FGL J0019.2-5640,311.75082,-59.890987,-22.31846983512734,2.2656467,0.13900854,0.02424963,0.3739991,0.83203155,-0.3783391,0.0017218034,-0.68477905,-0.49247536,-0.6508962,-0.9998907,3.132866170995276,7.270136670136371,AGN,bcu,PowerLaw,3FGL J0019.1-5645,PMN J0019-5641,0.9999283720651679,7.162793483199451E-5,0.997295923363789,0.0027040766362119543,0.9997785833985718,2.2141660142786058E-4,0.9993249368181769,6.750631818228809E-4,302,0
4FGL J0019.3-8152,304.31436,-35.16209,-21.356144483641852,2.1021957,0.094057135,0.018712848,0.4083841,-0.6985619,-0.5307329,6.076632E-4,-0.58834225,-0.47926122,-0.44888213,-0.8558036,2.6686438475498706,7.729502205312181,AGN,bll,PowerLaw,3FGL J0018.9-8152,PMN J0019-8152,0.9996436244995358,3.5637550046427725E-4,0.9970389702285047,0.002961029771495679,0.9993558438173096,6.441561826899408E-4,0.9992639920421083,7.360079578918564E-4,310,0
4FGL J0019.6+2022,112.90082,-41.875835,-22.001860211871836,2.152031,0.1550773,0.15015662,1.8228939,-0.52900416,0.9942902,0.0029878737,-0.5989148,-0.6102986,-0.81159765,-0.47472712,2.4237118364229473,7.49201545534865,AGN,bll,PowerLaw,3FGL J0019.4+2021,PKS 0017+200,0.9947472392714066,0.005252760728593434,0.9846800620955101,0.015319937904489482,0.9679360720219056,0.032063927978094556,0.9655325145782055,0.03446748542179462,295,0
4FGL J0019.6+7327,120.63282,10.72648,-20.483224389395968,2.5941908,0.05952287,0.07975241,2.5625913,0.9611499,-0.5693957,0.0011963206,-0.7626359,-0.66688186,-0.95585066,-0.99934983,5.663795550069146,7.00352980550629,AGN,fsrq,PowerLaw,,S5 0016+73,0.9979706789123804,0.0020293210876202996,0.99795422406196,0.0020457759380395294,0.9870763922560283,0.01292360774397123,0.9806413900407668,0.01935860995923339,297,0
4FGL J0021.0+0322,108.237045,-58.623074,-22.50540405639897,1.8668073,0.24928713,0.1320154,1.2610363,0.9938401,-0.46303213,0.0013680798,-0.64612556,-0.2727355,-0.459989,-0.6137886,2.7797151112200806,8.336322038278187,AGN,bcu,PowerLaw,3FGL J0020.9+0323,2MASS J00205023+0323578,0.9999114514014733,8.854859852530394E-5,0.9980714813018601,0.0019285186981397554,0.998866629783206,0.0011333702167934216,0.9980325759217267,0.001967424078273681,319,0
4FGL J0021.5-2552,41.9261,-83.19968,-21.18645413095718,2.09977,0.07069952,0.038864486,1.133172,-0.4363683,-0.3609441,5.918262E-4,-0.5567458,-0.48181877,-0.74655634,-0.32177502,3.1927593895222874,7.236959596721366,AGN,bll,PowerLaw,3FGL J0021.6-2553,CRATES J002132.55-255049.3,0.9995879170127978,4.120829872024133E-4,0.997288709934674,0.002711290065326276,0.9979380729415958,0.002061927058403793,0.9980305059201217,0.001969494079878095,304,0
