0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Source_Name,AGN_BDT,AGN_BDT_STD,PSR_BDT,PSR_BDT_STD,OTHER_BDT,OTHER_BDT_STD,AGN_NN,AGN_NN_STD,PSR_NN,PSR_NN_STD,OTHER_NN,OTHER_NN_STD,AGN_RF,AGN_RF_STD,PSR_RF,PSR_RF_STD,OTHER_RF,OTHER_RF_STD,AGN_LR,AGN_LR_STD,PSR_LR,PSR_LR_STD,OTHER_LR,OTHER_LR_STD
3FGL J0001.0+6314,0.954004995093125,0.04960106478943077,0.011338958763052354,0.009570190598520292,0.03465604614382271,0.04755010246260106,0.9426665183998217,0.0698296939210021,0.013196780239296393,0.02855366676493888,0.044136701360881936,0.057874768763175134,0.8094662060107533,0.05041101077937271,0.08960275840305183,0.02856382081503544,0.10093103558619482,0.03753401240111977,0.9949140715208435,0.0028312501404207167,6.0272020072884905e-05,4.22512162739043e-05,0.005025656459083236,0.002818086890045906
3FGL J0001.2-0748,0.9703738750579408,0.025557519048048295,0.024095382394557864,0.023476425891509053,0.005530742547501204,0.0037022059994144146,0.9248851029159371,0.07155337475362895,0.039345308075879326,0.051796591365572915,0.03576958900818361,0.025738188855097124,0.8306248884808718,0.04496313373413658,0.13967994292778013,0.045814556921588964,0.029695168591348006,0.010878179297039797,0.8453495327621272,0.0206594553535755,0.04552305986447329,0.009723750322758478,0.10912740737339953,0.017868261421505376
3FGL J0001.4+2120,0.9992894954547349,0.0008414192796659602,0.00019662785061423267,0.00018559674903504797,0.0005138766946510054,0.0007981497666871354,0.9812553531626697,0.019125359204270154,0.005814702110962858,0.009500250110018104,0.012929944726367605,0.013496840492266137,0.9547513342020877,0.02227492365547107,0.023292760717802327,0.014237124030590517,0.02195590508011007,0.01369787332992702,0.9404328404075928,0.031039663813041362,0.00796659352162728,0.006970712977209256,0.05160056607078008,0.025802778781875205
3FGL J0002.2-4152,0.9996661632448032,0.0001967814987766445,4.628462411304681e-05,2.6694829701229324e-05,0.0002875521310837604,0.00018744885594956464,0.9807137434133115,0.015874658670608326,0.003378792935653954,0.0027383961244348905,0.01590746365103456,0.01350041596347267,0.9825985989030853,0.007418657057851181,0.0058196288245206855,0.0034128652900570666,0.011581772272393818,0.006046574400843441,0.9991072468937895,0.0005251660236109036,3.0507480761662177e-06,3.1260180120111075e-06,0.000889702358134367,0.0005234852466234697
3FGL J0003.2-5246,0.9993464782538175,0.0003898696343666618,0.00012297207650985143,0.00010879304607846683,0.0005305496696725368,0.0003340989277157749,0.9840495682127484,0.01799743891462074,0.004431585716256457,0.007914057334262153,0.011518846070995193,0.013106095237990533,0.9854572917725867,0.004098923307694623,0.005535990089957277,0.002020027152616008,0.009006718137455943,0.0028919882561938065,0.9939984893014026,0.0023198047522746384,0.001570810784715785,0.0008574791525739495,0.00443069991388179,0.0018482312528883419
3FGL J0003.8-1151,0.9993977433714624,0.00035540478357529024,0.00023761227989051482,0.00016980876896219679,0.0003646443486470031,0.00023406694401034546,0.9671187169067808,0.03833122199483113,0.014375337430633966,0.029602580128321076,0.01850594566258528,0.01566731530982416,0.9807391037217137,0.005045973839347263,0.010413362932865709,0.004724256139448947,0.008847533345420667,0.0022566342241458048,0.9298535803366736,0.01828823438219864,0.013973631378609684,0.006661282719576764,0.05617278828471668,0.014166168493830674
3FGL J0004.7-4740,0.9897150314976999,0.014413234970774475,0.006461408943659641,0.013750641465635864,0.0038235595586405286,0.004718242197111305,0.9770446561743067,0.018523423876139818,0.006248201685874491,0.006273728067557997,0.016707142139818703,0.015087093214819719,0.9306542454769345,0.03322965326427301,0.040250716691739574,0.025295999472608757,0.02909503783132594,0.018271107164373326,0.916426483957391,0.014470586250947891,0.0055615684351489605,0.0027354049641589422,0.07801194760746,0.01349835882332966
3FGL J0006.4+3825,0.9993632309892815,0.00047156593898064065,0.00033427016578861814,0.0003708728391726748,0.00030249884493017737,0.00020263517212139998,0.9587782775169987,0.04246579460403362,0.013414734055659645,0.027217130084709374,0.0278069884273416,0.023619705321175233,0.9772630907837221,0.0117642486667615,0.010485164718150265,0.008047441901530318,0.012251744498127824,0.00828294780587104,0.8923699281677199,0.02351457405856153,0.020278951357322706,0.006654389362330626,0.08735112047495741,0.020472141025862974
3FGL J0007.0+7302,0.0035416188693820926,0.006304794888280053,0.8575140913089999,0.17093040845484256,0.1389442898216179,0.16833745320998467,0.04097192516196486,0.1527267324193469,0.8792611340782469,0.14607946817934192,0.07976694075978831,0.054974493508314445,0.09883638136548929,0.04164392496966162,0.624205162994293,0.09495251103938791,0.27695845564021776,0.07814636644585882,0.0006578775572385588,0.0004837194304571177,0.9381321066204157,0.025209750113396157,0.061210015822345955,0.025176372298292473
3FGL J0008.0+4713,0.9474429603921132,0.027869572587687897,0.020229653034515075,0.01411774536316208,0.0323273865733718,0.018967351769274093,0.633804864071741,0.2170139794753746,0.1981747698503803,0.12751387561452868,0.16802036607787885,0.11735492698351768,0.9279657407780654,0.025603050759642237,0.03388563275245606,0.014369922901189044,0.038148626469478655,0.017504068136407255,0.5152619375217872,0.0473678278961998,0.2138642621396612,0.030462182519142962,0.2708738003385517,0.04151857891764981
3FGL J0008.6-2340,0.9988008349621583,0.0011679736629506344,0.0003359693158250143,0.00032056836751501893,0.0008631957220166003,0.0009236012916245533,0.9872448906378508,0.01441736853457506,0.002787111222136219,0.002747165661632072,0.009967998140013,0.013083628858553431,0.9658019778354484,0.01965688136175793,0.018530025988717468,0.01356559734526334,0.015667996175834184,0.011034210225209909,0.9972709569064131,0.0011714954007113073,0.00017387825621935533,9.923503869390182e-05,0.002555164837367441,0.001110791232958426
3FGL J0009.1+0630,0.9987654443772594,0.0008863219671362576,0.00015088505020061045,8.411878406853775e-05,0.0010836705725401482,0.0008423211055911922,0.9697884828720155,0.04595425781602912,0.01525695069687993,0.03534842171228461,0.014954566431104637,0.01617207010499179,0.9868543096446623,0.005056094110207524,0.0056912417238630195,0.004833581981486041,0.007454448631474772,0.0013307438370235864,0.9951635014395822,0.001980743858504074,5.282650846305338e-05,3.457428253054956e-05,0.004783672051954698,0.0019670828304498914
3FGL J0009.3+5030,0.9994994219360918,0.00041329569852741527,7.296289634450645e-05,6.337784693842113e-05,0.0004276151675636916,0.0003853236051951137,0.9729348996152576,0.025979568920504684,0.00672023320556568,0.007605523475645884,0.02034486717917663,0.02192145438239849,0.9836837425218696,0.010071095707837254,0.006422627396820662,0.004844743984057422,0.009893630081309704,0.0065289455514159055,0.9401926539870128,0.010658108553671062,0.004129018168635252,0.0022192980336170395,0.05567832784435216,0.010484233952547908
3FGL J0009.6-3211,0.9810433756104742,0.033149235604580246,0.0004520897269406812,0.0008110060009633572,0.01850453466258513,0.03316833130183003,0.9844327090369851,0.0214405682000203,0.006181517953346869,0.017068074466045934,0.009385773009668094,0.013120541862278005,0.953821674163394,0.02142733906774667,0.024980871295846314,0.017576575188012825,0.02119745454075971,0.012773606577935612,0.9661128662528571,0.010674089320873827,0.005642636350465366,0.002396501479723969,0.028244497396677663,0.009682335301993647
3FGL J0012.4+7040,0.9986166847298,0.0009383685394579273,0.00023723997106281914,0.00014557592468611888,0.001146075299137289,0.0009181735365786886,0.9872795704979792,0.01157126754343366,0.004154090590325072,0.007002545871802173,0.008566338911695772,0.008786860150875887,0.9760596748863375,0.009486114381322503,0.006446839713504342,0.00206891564728051,0.017493485400158153,0.008782671617127537,0.9980417650993232,0.0009634014602457985,1.1997972934721882e-05,1.009777370443488e-05,0.0019462369277421215,0.0009582393556299283
3FGL J0013.2-3954,0.9971520857377734,0.0030942693965291816,0.000529161422149895,0.0005096019859889621,0.002318752840076684,0.0026742501318364562,0.9786656589553258,0.022309573159831408,0.004813064661367935,0.005652504828167235,0.016521276383306333,0.017888537519392785,0.9822002526814819,0.004383065461633229,0.006583948233429827,0.002008908914808186,0.011215799085088386,0.003087219655849635,0.9968466429931252,0.0017859072040344386,6.6110803617957005e-06,7.250129082255072e-06,0.0031467459265130315,0.0017831257394190902
3FGL J0013.9-1853,0.929444174689585,0.11771756603196036,0.054533171821412395,0.08613743148064278,0.016022653489002732,0.034012939001821396,0.8571736413907705,0.20305653337962978,0.08861709544335715,0.15505543452677978,0.05420926316587237,0.06325410197463961,0.8948545002848001,0.04207058101733515,0.07895219091726498,0.03701379726404084,0.02619330879793512,0.01610624203409152,0.8476714909793767,0.046776247946478104,0.05735700787878884,0.023974608833365482,0.09497150114183456,0.03924062201499262
3FGL J0014.0-5025,0.9988318135271622,0.0008992230223502858,0.00041895944461694065,0.0007292707049839038,0.0007492270282204782,0.00040227534918374567,0.9792101947001961,0.016947172567003475,0.005226658735624286,0.00787869281946149,0.015563146564179602,0.013277520426576723,0.9846559575115569,0.003437024257000857,0.006561858995701129,0.002061841649634079,0.008782183492741853,0.0021942550217902454,0.9726569234374902,0.007383370669627458,0.006667301239759185,0.0022464491283088928,0.020675775322750518,0.0063259631006249185
3FGL J0014.6+6119,0.9847323917700199,0.00965206935200481,0.006872326534839176,0.0049603764101822725,0.008395281695140675,0.00551068665646176,0.7186210580870931,0.25357655404524765,0.05808896016991758,0.08438716885543796,0.22328998174298942,0.22405783649210437,0.9522735873159534,0.0205201432755427,0.014588855688258458,0.005801540249687354,0.03313755699578832,0.019605822310351913,0.8785453830486025,0.02448944260067161,0.03193641895885096,0.007891401074508794,0.08951819799254664,0.020333772637040844
3FGL J0014.7+5802,0.9917689191884161,0.007804752208151993,0.0008563724122221452,0.0008054911180162759,0.007374708399361738,0.007229749003790103,0.9219019065767164,0.12300048902720868,0.02419344785352326,0.07585386596675336,0.05390464556976036,0.05926667071427262,0.9694254181942786,0.015658242687729407,0.01150885755229939,0.008152512103793553,0.019065724253421797,0.00964526081426304,0.9812924808327977,0.009966183178188693,0.002067090504129741,0.001262913202400783,0.016640428663072655,0.008986548796130483
