Source_Name_3FGL,GLON,GLAT,ln(Energy_Flux100),ln(Unc_Energy_Flux100),ln(Signif_Curve),ln(Variability_Index),500MeV_Index,HR12,HR23,HR34,HR45,Category_3FGL,CLASS_3FGL,Flags_3FGL,AGN_BDT_O,AGN_BDT_STD_O,PSR_BDT_O,PSR_BDT_STD_O,OTHER_BDT_O,OTHER_BDT_STD_O,AGN_NN_O,AGN_NN_STD_O,PSR_NN_O,PSR_NN_STD_O,OTHER_NN_O,OTHER_NN_STD_O,AGN_RF_O,AGN_RF_STD_O,PSR_RF_O,PSR_RF_STD_O,OTHER_RF_O,OTHER_RF_STD_O,AGN_LR_O,AGN_LR_STD_O,PSR_LR_O,PSR_LR_STD_O,OTHER_LR_O,OTHER_LR_STD_O,AGN_BDT,AGN_BDT_STD,PSR_BDT,PSR_BDT_STD,OTHER_BDT,OTHER_BDT_STD,AGN_NN,AGN_NN_STD,PSR_NN,PSR_NN_STD,OTHER_NN,OTHER_NN_STD,AGN_RF,AGN_RF_STD,PSR_RF,PSR_RF_STD,OTHER_RF,OTHER_RF_STD,AGN_LR,AGN_LR_STD,PSR_LR,PSR_LR_STD,OTHER_LR,OTHER_LR_STD,Missing_val_flag,Category_Prob,AGN_BDT_S,AGN_BDT_STD_S,PSR_BDT_S,PSR_BDT_STD_S,OTHER_BDT_S,OTHER_BDT_STD_S,AGN_NN_S,AGN_NN_STD_S,PSR_NN_S,PSR_NN_STD_S,OTHER_NN_S,OTHER_NN_STD_S,AGN_RF_S,AGN_RF_STD_S,PSR_RF_S,PSR_RF_STD_S,OTHER_RF_S,OTHER_RF_STD_S,AGN_LR_S,AGN_LR_STD_S,PSR_LR_S,PSR_LR_STD_S,OTHER_LR_S,OTHER_LR_STD_S,diffPSR_LR,diffPSR_NN,diffPSR_RF,diffPSR_BDT
3FGL J0248.5+6022,136.928482,0.723943412,-23.8183664,-26.4468976,1.95912041,4.19802925,2.6007695,-0.621445726,-0.629150449,-0.834627615,-0.999951385,PSR,PSR,0,0.0636679047,0.0724805622,0.651768604,0.222123801,0.284563492,0.200124109,0.00343164626,0.00974648841,0.595699227,0.149990003,0.400869127,0.150041896,0.160992849,0.058448769,0.509073584,0.0847920833,0.329933567,0.0751043445,0.0331476963,0.0160026053,0.741015786,0.0783524171,0.225836517,0.0704567664,0.0934177204,0.10579144,0.711661719,0.222791204,0.19492056,0.173712025,0.008241993,0.01482903,0.665488507,0.102825595,0.3262695,0.101743135,0.259383215,0.0727441654,0.500014935,0.0798689099,0.240601849,0.0645729957,0.0568617298,0.0203501907,0.742469002,0.0581762474,0.200669268,0.0488680747,0,PSR,0.12068052610951001,0.11664473996217233,0.5827371385836073,0.23119338062962785,0.2965823353068828,0.20081799975454445,0.006738320298618685,0.027273183509261882,0.6407373948890387,0.19759494637311065,0.3525242848123426,0.20023273387660737,0.1526575379397713,0.05605118211690602,0.4774368284353555,0.08101046536314746,0.3699056336248731,0.07671217936992139,0.02276465353555744,0.012346549936831817,0.7718569206411596,0.08070700223284279,0.20537842582328286,0.07442314621421404,-0.38213703629062845,-0.22793178021868493,0.37310978022218866,0.29858755137536236
3FGL J0249.1+8438,125.779663,22.4276352,-26.0392385,-27.9128363,-2.76786146,3.97782163,2.14670801,-0.499585974,-0.777175917,-0.280560106,-0.598443465,AGN,bcu,0,0.999118204,9.23289422E-4,2.50198552E-4,3.11164458E-4,6.31597527E-4,8.39915748E-4,0.990391396,0.0106867165,0.00336897778,0.00376949515,0.00623962632,0.00933365586,0.973317143,0.00991336368,0.00856466902,0.00438800955,0.0181181881,0.00810770347,0.996440702,0.00321642442,1.30648759E-5,2.95856587E-5,0.00354623303,0.00320963954,0.999617614,3.03108762E-4,1.49669955E-4,2.0391752E-4,2.32716297E-4,1.92488749E-4,0.996364491,0.0040847566,0.00136892872,0.00133397867,0.00226657999,0.00325518978,0.987781111,0.00458942274,0.0049231529,0.00300753245,0.00729573642,0.00300016155,0.999480574,4.7386138E-4,1.46353801E-6,1.77460369E-6,5.17962333E-4,4.73642474E-4,0,AGN,0.9989041741270075,0.001231636082915648,2.6271847162392806E-4,4.999899626821362E-4,8.331074013685805E-4,9.14852174045033E-4,0.9881506174226311,0.023527906656806985,0.002188818646529322,0.003437159392169055,0.009660563930839574,0.022664873210936395,0.9776752582614991,0.009160754442959603,0.006420138191381548,0.003960831007207314,0.01590460354711928,0.007254481844965132,0.9978820766368717,0.002227980915691594,2.8708589336479572E-6,9.390554168342522E-6,0.0021150525041946583,0.0022267697196573927,0.3445594052753689,0.3130814834635555,0.488725196283689,-0.025040341923598747
3FGL J0250.6+1713,159.421936,-37.057766,-25.930276,-27.6214962,0.867153527,3.88108516,1.98381197,-0.819240498,-0.759444586,-0.14216009,-0.357344285,AGN,fsrq,0,0.997052819,0.0025150323,7.10871081E-4,7.07551502E-4,0.00223630987,0.00219626098,0.978355604,0.0200287967,0.00446722437,0.0079478351,0.0171771718,0.0157961562,0.952851928,0.0207445018,0.0193967565,0.0117784562,0.0277513155,0.0126646638,0.930258687,0.0393106146,0.00475098745,0.00891353479,0.064990326,0.0375048643,0.998014798,0.00173869823,5.84689225E-4,4.63637231E-4,0.00140051302,0.00147397101,0.993089707,0.00599723885,0.0017558673,0.00157038968,0.00515442528,0.00494051551,0.979457013,0.00926930239,0.0097124184,0.00639608168,0.0108305685,0.00551300049,0.980510282,0.0100178728,0.00535007691,0.00452795266,0.0141396412,0.00768110768,0,AGN,0.9967891001158047,0.0027812156328955967,4.473504947781739E-4,4.274662515386344E-4,0.0027635493894170304,0.002610028798874781,0.9828526171988143,0.01661263563483825,0.002300451316154211,0.00429346671245954,0.014846931485031384,0.01436843570321692,0.9564217340644589,0.021096241308322185,0.01562055097532635,0.010418298752323241,0.0279577149602148,0.013988386055465688,0.9337842416815669,0.03611488213081404,0.0020594942558909077,0.003979228103190789,0.0641562640625422,0.03555716022532604,0.3019557625027335,0.2726243092091567,0.32060275646936237,0.37244014814037674
3FGL J0250.6+5630,138.864044,-2.62435198,-25.5479396,-27.2767633,-2.6855017,3.80968526,1.99043894,-0.474367029,-0.760531521,-0.231319085,-0.453385674,AGN,bcu,0,0.981737064,0.0123096336,0.00134882638,0.00120209737,0.0169141091,0.0117649475,0.637229366,0.389322848,0.0267954601,0.0416154991,0.335975174,0.372874004,0.916763096,0.0274836588,0.0216597073,0.00850408352,0.061577197,0.0236396242,0.979641562,0.0164314621,1.53097293E-5,3.08125515E-5,0.0203431284,0.0164271004,0.99257867,0.00586894679,9.47147026E-4,7.8965876E-4,0.00647418328,0.00546971213,0.78096218,0.325374144,0.022217113,0.0366342113,0.196820707,0.297341683,0.970601778,0.0129889959,0.00984225042,0.00449061605,0.0195559714,0.0105795983,0.995271074,0.00291224959,3.32986044E-6,3.77230835E-6,0.00472559583,0.00291186796,0,AGN,0.9630909218771686,0.03479407837769688,0.001167096763033053,0.001077736807507653,0.03574198135979843,0.0344873647826759,0.6586402837298148,0.38467632637442134,0.013231409347221779,0.04690927463353815,0.3281283069229634,0.37835984331373324,0.9033180577762162,0.03324852059295038,0.021400969320001316,0.009215770742523846,0.0752809729037823,0.029318843318221217,0.9864883933525562,0.010727695825601326,2.3350750289153533E-6,5.677583636292514E-6,0.013509271572414928,0.0107266987586487,0.421083410475911,0.28915498819247354,0.028075566029958164,0.15117711884433035
3FGL J0251.1+2603,153.917023,-29.5117798,-25.7034837,-27.6380751,1.23121039,3.59581641,2.28613472,-0.327554162,-0.47277252,-0.733827747,-0.999940635,PSR,psr,0,0.146349457,0.145940885,0.760290734,0.194052764,0.0933598088,0.10863642,0.0526427042,0.0836408719,0.734223837,0.180063901,0.213133459,0.149988148,0.311794899,0.0685960266,0.479419283,0.0781559956,0.208785819,0.0607898557,0.115380323,0.0465023488,0.768390638,0.0846073902,0.116229038,0.0519040666,0.233391659,0.194862501,0.672211295,0.222186883,0.0943970466,0.100709819,0.140423164,0.105572135,0.671774982,0.167616288,0.187801854,0.103907068,0.566183301,0.0726796784,0.30881628,0.061551346,0.125000419,0.0398624435,0.326530204,0.0548917077,0.584427255,0.0655762495,0.0890425402,0.0300800995,0,MIXED,0.17786032690595555,0.15233377865022177,0.7225666168015371,0.20326541800203063,0.09957305629250739,0.1203908503677207,0.04325993726629633,0.04543884699229931,0.7669389287318061,0.15502822450381948,0.1898011340018976,0.13762031480628706,0.27081335173154597,0.07361500085623703,0.52863015823192,0.08904062290139102,0.20055649003653384,0.06447846713162547,0.0906497284181536,0.04362958266147336,0.8043020858106195,0.08426122425056622,0.10504818577122697,0.052922541251637215,-0.4244481212070232,-0.18168601007820046,-0.5526789192211647,0.18559043426701363
3FGL J0251.5-5959,279.343811,-51.2864037,-26.4390879,-28.0284163,0.233811562,3.97690848,2.28993201,-0.196861881,-0.650122812,-0.559299301,-0.999956258,AGN,fsrq,0,0.990137629,0.00859526577,0.00629987604,0.00704453193,0.00356249491,0.00297649628,0.918911066,0.0557676331,0.023460156,0.0221715781,0.0576287775,0.046043321,0.848121025,0.0453685599,0.101892227,0.0354067633,0.0499867477,0.0211170942,0.884475166,0.0470245545,0.0379189067,0.0212531774,0.0776059275,0.037042057,0.995877191,0.00338360068,0.00243521048,0.00278652461,0.00168759875,0.00114961389,0.976806396,0.014834888,0.00778822732,0.00575592571,0.0154053763,0.0111643069,0.912432311,0.0309008596,0.0660299121,0.0270082414,0.0215377773,0.0107755544,0.972806731,0.00974802087,0.0119528653,0.00450102499,0.0152404036,0.00840957589,0,AGN,0.9860322879522033,0.018904473268442048,0.008860020615430203,0.014734908241942131,0.005107691432366382,0.007411674417106082,0.9305808424543583,0.05090396981011576,0.01482508651839338,0.015626224779099314,0.05459407102724826,0.04385307436433786,0.8617930205606505,0.04131077342665279,0.08971581721060515,0.03500804614709912,0.04849116222874444,0.019249409612649926,0.9116625039835323,0.03976437833909002,0.02048347873882611,0.014599147161379505,0.06785401727764154,0.0328127793633547,0.8203680622914241,0.3894657133858514,0.343900674744671,-0.1737468963765168
3FGL J0252.3+3830,147.480667,-18.5330734,-26.3589009,-27.8227826,-1.02883889,4.03878155,2.49618077,-0.642700922,-0.864108331,-0.70723497,-0.259202566,AGN,fsrq,0,0.997689656,0.00213750228,2.93191641E-4,2.83735524E-4,0.00201715255,0.0020311413,0.983077796,0.0156123272,0.00387813466,0.00542781793,0.0130440693,0.0126403464,0.943691843,0.0183115674,0.0165775622,0.00682449309,0.039730595,0.0152762215,0.988206996,0.00750029731,1.16989177E-4,1.43598822E-4,0.0116760147,0.00747839274,0.999061948,0.00157129612,1.41804223E-4,4.00690142E-4,7.9624757E-4,0.00119890963,0.994534903,0.0041879244,0.00139248962,0.00121939709,0.00407260702,0.00341487634,0.979563835,0.00671494472,0.00746463234,0.00295383758,0.0129715324,0.00532419195,0.998166158,0.00113870767,3.06122776E-5,2.61169339E-5,0.00180322949,0.00113107299,0,AGN,0.9978931342063533,0.002627298935010305,4.8250412925206833E-4,5.783397357077535E-4,0.0016243616643947145,0.0023308946593776237,0.9915115896286609,0.008662243834016049,0.0014404699891538263,0.002011875294757378,0.007047940382185365,0.00756148241029034,0.9585645732180929,0.015112152515989782,0.01070428429780261,0.0053217410746857615,0.03073114248410456,0.012995120091721142,0.9922032017739324,0.005660376571577433,3.5042351444692644E-5,6.0691445248915806E-5,0.007761755874622835,0.005654407271547844,0.5706650264534019,0.4491058289507094,0.8606174590173685,-0.3273378544885799
3FGL J0252.8-2218,209.722656,-62.0908203,-23.5868963,-27.1332031,1.54104564,7.20522874,2.20804504,-0.523924366,-0.644984745,-0.714863931,-0.721116994,AGN,fsrq,0,0.998330419,0.00115772476,4.96871022E-4,5.5082512E-4,0.00117270992,8.5575251E-4,0.988828759,0.0134342153,0.0025060219,0.00707182396,0.00866521915,0.00853809047,0.959340479,0.0223015329,0.0228150698,0.0175500406,0.0178444512,0.0120650099,0.996789025,0.00413287105,1.04503893E-4,5.13423145E-4,0.00310647151,0.00407210776,0.999070555,7.35422497E-4,4.49017494E-4,4.83672041E-4,4.80427279E-4,3.96678937E-4,0.996120707,0.00324072193,9.65437542E-4,0.00101549665,0.00291385513,0.0024598053,0.97653126,0.0125673028,0.0133130198,0.0103948043,0.0101557206,0.00705789196,0.999383223,0.0010939156,4.82575422E-5,6.35114502E-5,5.68519397E-4,0.00107912533,0,AGN,0.9953847936313254,0.003575865654781342,0.001597296016012369,0.0014002059252351047,0.003017910352662226,0.0029966198802574627,0.9947369256234677,0.005473419227077617,5.906216511145288E-4,9.437375070890248E-4,0.004672452725417729,0.0048667718146851524,0.9553812669554986,0.023105089840974962,0.019209722615386948,0.014243818353299218,0.025409010429114323,0.014971243532177908,0.9977840566068673,0.003810289367182573,2.1742826572181302E-5,4.70345721367446E-5,0.002194200566560526,0.003803935790096642,0.16119465441671643,0.2708495375053809,0.20543241276678598,-0.7859022549326804
3FGL J0253.0-0125,176.665771,-51.1420708,-26.3188785,-27.7694828,1.09636322,3.40500564,1.94892693,0.997674837,-0.019384192,-0.559819692,-0.711566129,AGN,bll,0,0.923663804,0.0677988414,0.0248241405,0.0306105021,0.0515120555,0.0524012524,0.514486241,0.225297254,0.274199822,0.18260098,0.211313937,0.123993478,0.760451282,0.0791484789,0.130750046,0.0598147795,0.108798671,0.0428934874,0.322801191,0.105768568,0.51328701,0.130070313,0.163911799,0.077825982,0.958253415,0.0442498333,0.0148800417,0.0193688135,0.0268665436,0.0312554428,0.720469744,0.186196517,0.171882132,0.15031252,0.107648124,0.0687040718,0.882778919,0.0445748638,0.0692571002,0.0335887918,0.0479639808,0.0219166355,0.595819559,0.0754190795,0.323123578,0.0734104828,0.0810568634,0.0365495799,0,MIXED,0.8833114871609693,0.10643659944620934,0.032660526770549377,0.04306679606886319,0.08402798606848137,0.08721033942856678,0.5081655283838417,0.24331144770608606,0.2992855768603217,0.20745986766584748,0.1925488947558366,0.12599999330688577,0.7191957580473998,0.08353714415040309,0.15889160823156345,0.06483271581371237,0.1219126337210368,0.04693891192841822,0.3156255721713443,0.12739960490135765,0.5309722787977711,0.15594819769486662,0.1534021490308846,0.0834473540733362,-0.11340476555153707,-0.1209185908704375,-0.43406422017587903,-0.18195888679573716
3FGL J0253.1-5438,272.474518,-54.6741753,-26.0939699,-28.0422519,-0.218564775,4.68506628,2.44760251,-0.576226819,-0.696356092,-0.705669279,-0.885422588,AGN,fsrq,0,0.999232102,6.4779373E-4,2.79428082E-4,4.54035321E-4,4.88470053E-4,3.62226526E-4,0.985324034,0.0114043718,0.00271237135,0.00278906036,0.0119635949,0.00982207038,0.974165302,0.00842060829,0.0127094457,0.00558380857,0.0131252526,0.00498494918,0.985946764,0.00992327389,0.00141210729,0.00120203774,0.0126411292,0.00949818257,0.999562713,3.23988352E-4,2.03988257E-4,2.26667503E-4,2.33298285E-4,1.78992984E-4,0.995187706,0.0034914983,0.00125530618,0.00117153365,0.00355698791,0.00263902363,0.983795583,0.00539229461,0.00946769675,0.00413172291,0.00673672067,0.00286545974,0.9976075,0.00216705103,3.46832057E-4,3.01399236E-4,0.00204566827,0.00206625204,0,AGN,0.9982818531012434,0.0014283004072021277,4.3792212090899244E-4,6.484366177241769E-4,0.0012802247778476348,0.0011803186612182924,0.9915267227946839,0.007349608758249248,0.0010506336475384988,0.001434674798171948,0.007422643557777716,0.006500785571683448,0.9753482952958092,0.010602374670947304,0.010459752755776855,0.005850572808349812,0.01419195194841388,0.007235849933739847,0.9902804249175325,0.00797371153465641,4.911147316178445E-4,5.289173922540538E-4,0.009228460350849522,0.0077890635326443615,0.7661927140342162,0.5958055717594801,0.3845252452909281,-0.24442487450085745
3FGL J0253.5+3216,150.945175,-23.8778343,-25.6933609,-27.6139248,-1.51281878,5.2205686,2.05227709,-0.661708238,-0.565435981,-0.654256802,-0.010133806,AGN,bcu,0,0.999637965,2.27084239E-4,6.47543919E-5,5.51455512E-5,2.97280776E-4,2.07051304E-4,0.987802788,0.0116227547,0.00289152926,0.00502636383,0.0093056828,0.00796120241,0.977531255,0.0076077788,0.00806659958,0.00389539323,0.0144021454,0.00564926579,0.999379093,6.86134544E-4,5.45022948E-7,1.48127056E-6,6.2036229E-4,6.85789085E-4,0.999752495,1.93188389E-4,5.40875651E-5,4.98451484E-5,1.93417751E-4,1.60399032E-4,0.995682989,0.00343299145,0.00108372259,9.72153707E-4,0.00323328863,0.00274480642,0.989603316,0.00385983764,0.00428472286,0.0020192613,0.00611196067,0.0030013747,0.999919122,8.57414965E-5,1.09612947E-7,1.59582677E-7,8.07679836E-5,8.56980438E-5,0,AGN,0.9996908564803266,2.5439297930162285E-4,5.5769120469475196E-5,5.107476324999623E-5,2.533743992037324E-4,2.3892988341341726E-4,0.9936489506655165,0.006117592237445024,9.416362018622993E-4,0.001215096255714203,0.005409413132621385,0.005422843387842491,0.9801589163295127,0.009047179245223415,0.0065865295507946285,0.004309962733269314,0.013254554119692667,0.006553271609380559,0.9997263070133124,3.2487492231245255E-4,9.348806050286725E-8,2.687282961660282E-7,2.735994986270609E-4,3.2483740361946746E-4,0.30482944823876923,0.38793313100410814,0.34340668836425586,0.162937376361283
3FGL J0253.8+5104,141.752335,-7.27381849,-24.7049543,-27.2182314,0.422014718,4.56620645,2.54405499,-0.727233578,-0.721026295,-0.730288556,-0.71275641,AGN,fsrq,0,0.997051263,0.00189344701,0.00119854126,0.00112252545,0.00175019547,0.00130067827,0.889224199,0.128552883,0.0201988517,0.0251929658,0.0905769494,0.112125279,0.952639625,0.0173526858,0.0168310241,0.00791890586,0.0305293507,0.013444986,0.878343245,0.0408750093,0.0173012517,0.0103502541,0.104355504,0.0391466437,0.998927374,6.83982346E-4,4.95957809E-4,4.62716759E-4,5.76668211E-4,3.94299195E-4,0.966168332,0.0441625037,0.00725740967,0.00862579774,0.0265742585,0.0364110349,0.982603341,0.00620871461,0.00690027503,0.00311141308,0.010496384,0.00483565298,0.965628661,0.010253381,0.00632212384,0.00241984261,0.0280492149,0.00976858605,0,AGN,0.9972519006069233,0.002354255209388803,9.789158832026435E-4,0.0012775342836230537,0.0017691835098739505,0.0018203084275155176,0.9241958728536759,0.08395257949704897,0.009908629567255498,0.012904761526894496,0.06589549757906868,0.07550389347632523,0.9558433691868663,0.017248546299177558,0.013649897910001003,0.007312108473847661,0.030506732903132546,0.012926821647176833,0.9021041525998784,0.03639292193508399,0.008945539141449577,0.006141658791116919,0.08895030825867184,0.035468964892524595,0.8072954033612009,0.408456162503285,0.4017128434456472,0.1719134896125877
3FGL J0255.8+0532,170.216812,-45.6009521,-26.298976,-27.6394671,0.277310582,3.68792284,2.06968927,-0.412806296,-0.648616423,-0.408046528,-0.717723006,AGN,bcu,0,0.991131189,0.00758216256,4.15330424E-4,5.25573356E-4,0.0084534808,0.00728391453,0.967916393,0.0222581453,0.00645748394,0.00794135905,0.0256261235,0.0186490982,0.946255875,0.0161948029,0.015937348,0.0059479422,0.0378067766,0.0128908272,0.874272336,0.0389980805,0.0121958942,0.00861798939,0.11353177,0.0360337708,0.9976496,0.00177430892,1.81148438E-4,1.26253334E-4,0.00216925182,0.0017028398,0.990199035,0.00705204322,0.00260965742,0.00206859677,0.00719130759,0.00580586738,0.978708609,0.00650024495,0.00782134782,0.00298370072,0.0134700431,0.00505220697,0.960376396,0.0108665244,0.00961084031,0.00329510851,0.0300127637,0.00917119845,0,AGN,0.9736807453750421,0.025997962381169363,6.25892848750967E-4,6.358634317935047E-4,0.025693361776206874,0.025775650013600132,0.973911053304087,0.021856002622395444,0.0038749654861632856,0.005297891321589714,0.022213981209749836,0.018855799222705586,0.9454862326554395,0.019345227986047785,0.016408731047079926,0.007840176332362296,0.038105036297480625,0.014729409292030458,0.8882792572788498,0.036630349317923167,0.006066419069162247,0.005311295073273567,0.10565432365198799,0.03533172296975857,0.7112418980174391,0.32519855072372206,-0.06012403638604067,-0.3311441014260854
3FGL J0256.3+0335,172.233612,-46.9681854,-26.2340679,-27.6636263,-1.45932526,3.68555496,1.89606225,-0.402952009,-0.671993453,-0.490332659,-0.424177304,AGN,bcu,0,0.989164739,0.00835041989,3.88431539E-4,3.3304883E-4,0.0104468292,0.00821288574,0.985411133,0.0114099456,0.00242547913,0.00268041763,0.0121633879,0.00984541236,0.950866774,0.0134142345,0.0154919059,0.00656442342,0.0336413204,0.0109270328,0.964660727,0.0200509804,1.88411242E-4,2.15042347E-4,0.0351508619,0.0199831496,0.9972934,0.00237600843,1.85438475E-4,1.4914739E-4,0.0025211616,0.00230149691,0.995214352,0.00341271775,0.00119825324,0.00111255051,0.00358739518,0.00259022,0.979460872,0.00634240056,0.00811367252,0.00403537645,0.0124254554,0.00427519279,0.992103825,0.00394965431,5.47209926E-5,3.83226747E-5,0.00784145406,0.00393445163,0,AGN,0.9803135193969899,0.02616142485411011,3.4531050892096417E-4,3.757783895668163E-4,0.019341170094089245,0.026039319407607838,0.9915620024981474,0.008146629133517398,8.842076091877389E-4,0.001214593911478899,0.007553789892664984,0.0074333781895317905,0.9529225319948,0.0152180584629457,0.014633929831009357,0.006774162914766558,0.03244353817419066,0.01184430712583463,0.9745868872121652,0.01783348358708759,5.264325348860641E-5,7.338119280925591E-5,0.025360469534346265,0.017821971253002392,0.6313546629557274,0.5750117084598719,0.1266541829279595,0.11475122379640887
3FGL J0257.8-1216,192.54541,-56.8954201,-26.0770046,-27.8732719,0.497227605,4.83587759,2.47802329,-0.469689874,-0.726062033,-0.761251002,-0.756737578,AGN,fsrq,0,0.999715067,1.80999166E-4,9.54202462E-5,9.71622646E-5,1.89512264E-4,1.23869514E-4,0.985585324,0.0157075163,0.00328347432,0.00772567242,0.0111312013,0.0108515364,0.971023118,0.0089045886,0.0113025793,0.00555313357,0.0176743027,0.00589786471,0.980770694,0.0129370805,0.00213803563,0.0017136116,0.0170912703,0.0124692278,0.99985481,9.31985076E-5,4.64529443E-5,4.01284082E-5,9.8737106E-5,6.79570688E-5,0.995681573,0.00370833509,0.00107028864,0.00111907062,0.00324813793,0.00295839862,0.987452535,0.00357542564,0.0055082436,0.00239290046,0.00703922102,0.00189134973,0.996639186,0.0021095007,8.02887477E-4,4.08625086E-4,0.00255792608,0.00190669841,0,AGN,0.9992348089284417,9.178416481437493E-4,2.7454437577450184E-4,3.7938359797637296E-4,4.906466957837595E-4,6.45500291702766E-4,0.9930635903635423,0.007067138118041419,8.723523744740727E-4,0.0012688412465830063,0.006064057261983703,0.0063186955179455745,0.9704451773207885,0.010577871995403157,0.01085337575108961,0.0062909645175726345,0.01870144692812183,0.007234457832857648,0.9853959045073264,0.010518577674334527,8.381440536849315E-4,7.759350548872958E-4,0.013765951438988656,0.010315269258387208,0.7585683805566376,0.3120921797414143,0.07140455929382905,-0.4721451600173217
3FGL J0258.0+2030,158.981049,-33.348011,-25.9799992,-27.4815222,-1.34013268,3.93889844,2.01627755,-0.948662803,0.432986951,-0.628584619,-0.227984285,AGN,bll,1,0.998688968,0.00133430352,2.90238575E-4,3.20898656E-4,0.00102079373,0.00109027371,0.985123387,0.0138341971,0.00334613478,0.00771233779,0.0115304781,0.0090535832,0.96994571,0.010090951,0.011230395,0.00532524823,0.018823895,0.00724307582,0.986736416,0.0102333027,3.84056755E-4,5.14146728E-4,0.0128795272,0.0102276484,0.999103026,0.00146987425,1.8728254E-4,2.81136528E-4,7.09691192E-4,0.00122842821,0.995210012,0.00349980695,0.00114616409,0.00106101418,0.00364382345,0.00281868783,0.986113225,0.00542913463,0.0063605085,0.00446145174,0.00752626688,0.002519141,0.99669023,0.0018726257,5.10808204E-5,5.10021046E-5,0.00325868891,0.00186014271,0,AGN,0.9980104715633814,0.001896050050728529,3.502821549938115E-4,5.301590081559964E-4,0.0016392462816246821,0.0015483320722445015,0.9930222097858176,0.0062770863361372164,7.717152007922074E-4,0.0012380117619712919,0.006206075013390139,0.005761245482097967,0.9704159349631086,0.01178332046683316,0.010463782747865724,0.005944435691550943,0.01912028228902569,0.008005998228477177,0.9935230608434084,0.005513514984936243,1.1977008180426475E-4,2.0998973138802314E-4,0.006357169074787406,0.005500547803156992,0.5140296705257555,0.33380534531900896,0.12896299866173885,-0.1132557950918454
3FGL J0259.5+0746,169.147842,-43.3111229,-25.2704485,-27.4430433,0.398086955,4.94520173,2.21213937,-0.569530576,-0.663981421,-0.488982331,-0.876025631,AGN,fsrq,0,0.998478733,9.8142049E-4,4.48501852E-4,4.44682859E-4,0.00107276492,7.37092689E-4,0.982174012,0.0149251036,0.00374983408,0.00702422465,0.0140761541,0.0106737775,0.952073676,0.018984777,0.0271732913,0.0145298814,0.0207530329,0.00933166977,0.970312035,0.017771495,0.0018092893,0.00152769125,0.0278786755,0.0172793812,0.999298645,4.009021E-4,3.03135283E-4,2.12366849E-4,3.98220129E-4,2.63294458E-4,0.993833143,0.00462505202,0.00156495713,0.00141993704,0.00460190011,0.00365545073,0.974468039,0.0129447955,0.0162451082,0.0109973876,0.00928685314,0.00535915165,0.993021013,0.0034776521,0.00110772584,5.98636098E-4,0.00587126124,0.00332121305,0,AGN,0.9956200317160797,0.003921439736410653,5.99578148996131E-4,0.0011559794613938224,0.0037803901349242547,0.0036364071263532746,0.9909867747716784,0.00806614447607543,0.001080869785165972,0.0017162836417785245,0.00793235544315568,0.007042516137168366,0.938811926809645,0.02657154582936432,0.028309825563121956,0.01675851355546209,0.03287824762723301,0.017644006008726298,0.9786497898576679,0.011495519074110354,5.507657875944828E-4,5.479090840859475E-4,0.020799444354737726,0.011362395943730176,0.8238075019448579,0.37996567988952745,-0.06781832167635933,-0.1306911602166104
3FGL J0301.4-1652,200.890488,-58.2695503,-26.3494978,-27.8749987,0.967595523,4.04169955,2.15045047,0.962240141,-0.5842406,-0.647983114,-0.754503846,AGN,bcu,0,0.99148953,0.00649264452,0.0050973169,0.00474118891,0.00341315308,0.00277817751,0.960318587,0.0341519901,0.0112379954,0.0129607392,0.0284434175,0.026825125,0.911400256,0.0321526969,0.0485225937,0.023590065,0.0400771502,0.0169996632,0.813323952,0.0858030767,0.0673810487,0.0355640766,0.119294999,0.0735775489,0.996316537,0.0026915288,0.00211503693,0.00185432964,0.00156842603,0.00124106257,0.984577024,0.0127219208,0.00500874143,0.00485304612,0.0104142341,0.00954498739,0.960485055,0.0157402145,0.0231724577,0.0126650359,0.0163424874,0.00759688843,0.9423356,0.0257802425,0.0331132797,0.0125473715,0.0245511205,0.0186541373,0,AGN,0.9857431417469951,0.015602362922826575,0.0096188139970089,0.013784714571939508,0.004638044255995952,0.004505933542503622,0.9720851652084964,0.029037658456157155,0.005617300003321908,0.00877308359915982,0.022297534788181576,0.023726182177921263,0.9089377010460528,0.03317723647933106,0.046545009807992636,0.022024053310147545,0.04451728914595458,0.018221609137757735,0.8391787871495766,0.08641775980446104,0.04820541961964256,0.034046018477435144,0.11261579323078076,0.07222538542542771,0.5391853497570479,0.43367089715670637,0.08383121843909128,-0.32800803189737177
