Source_Name_4FGL,GLAT,Ln_Flux1000,PL_Index,Unc_LP_Index,LP_beta,LP_SigCurv,HR12,HR23,Unc_PLEC_Expfactor,HR34,HR45,HR56,HR67,Ln_Variability_Index,Ln_Pivot_Energy,Category_4FGL,CLASS_4FGL,SpectrumType,ASSOC_FGL,ASSOC1,GLON,Flags,AGN_BDT_O,AGN_BDT_O_STD,PSR_BDT_O,PSR_BDT_O_STD,AGN_NN_O,AGN_NN_O_STD,PSR_NN_O,PSR_NN_O_STD,AGN_RF_O,AGN_RF_O_STD,PSR_RF_O,PSR_RF_O_STD,AGN_LR_O,AGN_LR_O_STD,PSR_LR_O,PSR_LR_O_STD,AGN_BDT,AGN_BDT_STD,PSR_BDT,PSR_BDT_STD,AGN_NN,AGN_NN_STD,PSR_NN,PSR_NN_STD,AGN_RF,AGN_RF_STD,PSR_RF,PSR_RF_STD,AGN_LR,AGN_LR_STD,PSR_LR,PSR_LR_STD,Category_Prob
4FGL J0912.5+1556,38.274803,-22.2519675,1.7910595,0.10065857,-0.064947255,1.2443618,0.331199,-0.887107,0.000174,-0.111469045,-0.4018959,-0.7325436,0.3159668,2.1646,8.63263856,AGN,bll,PowerLaw,3FGL J0912.7+1556,RX J0912.5+1555,213.581573,0,0.999613009,0.000367,0.000387,0.000367,0.999208237,0.002014487,0.000792,0.002014487,0.999218706,0.002313839,0.000781,0.002313839,0.99564478,0.002400267,0.00435522,0.002400267,0.999910167,4.57e-05,8.98e-05,4.57e-05,0.997080242,0.002194797,0.002919758,0.002194797,0.999377876,0.000763,0.000622,0.000763,0.997340109,0.000876,0.002659891,0.000876,AGN
4FGL J0912.9-2102,18.484377,-20.794668,1.8570323,0.06515869,0.016936071,0.57517904,0.9646367,-0.64897835,0.000196,-0.4020526,-0.47293583,-0.5287693,-0.094698064,2.32530515,8.15610022,AGN,bll,PowerLaw,3FGL J0912.9-2104,MRC 0910-208,249.566147,0,0.998765146,0.000798,0.001234854,0.000798,0.999225081,0.001596238,0.000775,0.001596238,0.99906671,0.003478308,0.000933,0.003478308,0.993315586,0.002525285,0.006684414,0.002525285,0.999573125,0.000352,0.000427,0.000352,0.996196499,0.003828673,0.003803501,0.003828673,0.99835078,0.003656885,0.00164922,0.003656885,0.997179769,0.00095,0.002820231,0.00095,AGN
4FGL J0913.3+8133,31.791462,-22.9890244,1.6496859,0.25075036,0.18956965,1.962185,-0.99515986,0.997022,0.00072,-0.32907882,-0.41885194,0.0766909,-0.2873357,2.45475385,8.91346586,AGN,bll,PowerLaw,,1RXS J091324.6+813318,131.008942,0,0.99920774,0.000616,0.000792,0.000616,0.999357302,0.001199925,0.000643,0.001199925,0.992197559,0.009446436,0.007802441,0.009446436,0.999753897,0.000195,0.000246,0.000195,0.99973961,0.000189,0.00026,0.000189,0.997402466,0.001662249,0.002597534,0.001662249,0.997227271,0.003831262,0.002772729,0.003831262,0.999867506,6.02e-05,0.000132,6.02e-05,AGN
4FGL J0914.1-0202,30.17739,-22.4494931,2.4728181,0.12937672,-0.07919978,1.2223734,0.9368692,-0.6062202,0.000481,-0.67745006,-0.92462647,0.47778398,-0.99983865,1.52223554,7.21273803,AGN,bcu,PowerLaw,,1RXS J091407.9-015949,233.058121,0,0.999236192,0.000572,0.000764,0.000572,0.998888799,0.002714885,0.001111201,0.002714885,0.995080703,0.006266036,0.004919297,0.006266036,0.999616754,0.000482,0.000383,0.000482,0.999848907,0.000119,0.000151,0.000119,0.996336721,0.002843346,0.003663279,0.002843346,0.9957715,0.005318754,0.0042285,0.005318754,0.999877428,6.69e-05,0.000123,6.69e-05,AGN
4FGL J0914.4+0249,32.813686,-22.6292566,2.4489737,0.13667229,-0.09779818,1.5105172,0.63215375,-0.7280326,0.000354,-0.8642435,-0.5570233,-0.17785862,-0.546403,2.49052372,7.23033532,AGN,fsrq,PowerLaw,,PKS 0912+029,228.256989,0,0.999457457,0.000908,0.000543,0.000908,0.999351117,0.001738846,0.000649,0.001738846,0.98928827,0.013853815,0.01071173,0.013853815,0.999403045,0.000332,0.000597,0.000332,0.994138374,0.071217104,0.005861626,0.071217104,0.997134388,0.002516788,0.002865612,0.002516788,0.992773487,0.012501846,0.007226513,0.012501846,0.999834425,5.04e-05,0.000166,5.04e-05,AGN
4FGL J0914.8+5846,41.30825,-22.7233514,1.9978389,0.29472664,0.2751849,2.0343885,-0.51605684,0.99248457,0.003234069,-0.502841,-0.40692428,-0.42223454,-0.9999761,1.93890861,7.86677395,AGN,bll,PowerLaw,3FGL J0915.0+5844,SDSS J091451.54+584438.1,156.953888,0,0.998959348,0.000888,0.001040652,0.000888,0.992928226,0.009434465,0.007071774,0.009434465,0.991428809,0.007898689,0.008571191,0.007898689,0.989000613,0.005958813,0.010999387,0.005958813,0.999629412,0.000258,0.000371,0.000258,0.995398419,0.003025901,0.004601581,0.003025901,0.995547568,0.003173496,0.004452432,0.003173496,0.997530288,0.000703,0.002469712,0.000703,AGN
4FGL J0915.4-3027,12.702408,-21.6765954,2.2316866,0.15163346,0.17501047,2.450538,0.83904827,-0.37196022,0.002057665,-0.58676875,-0.5130597,-0.766797,-0.99987704,2.98416499,7.29107927,AGN,bcu,PowerLaw,,PMN J0915-3030,257.314667,0,0.994381035,0.005412449,0.005618965,0.005412449,0.995102094,0.00750729,0.004897906,0.00750729,0.959591771,0.032095503,0.040408229,0.032095503,0.985171051,0.00461369,0.014828949,0.00461369,0.999196252,0.000742,0.000804,0.000742,0.991537572,0.005830413,0.008462428,0.005830413,0.994786811,0.005008981,0.005213189,0.005008981,0.996693732,0.000841,0.003306268,0.000841,AGN
4FGL J0915.9+2933,42.94938,-19.9141793,1.8866079,0.04549396,0.08312805,4.480275,-0.3731624,-0.3608471,0.000288,-0.39324865,-0.41327682,-0.5631182,-0.5519215,2.57315854,7.20456199,AGN,bll,LogParabola,3FGL J0915.8+2933,Ton 0396,196.658707,0,0.983763188,0.014844896,0.016236812,0.014844896,0.93281879,0.095144637,0.06718121,0.095144637,0.981987914,0.019854405,0.018012086,0.019854405,0.93844002,0.020551073,0.06155998,0.020551073,0.998290954,0.002041179,0.001709046,0.002041179,0.983041433,0.013344912,0.016958567,0.013344912,0.991130079,0.012656956,0.008869921,0.012656956,0.985037678,0.004204068,0.014962322,0.004204068,AGN
4FGL J0916.7+3856,44.162865,-21.4347193,2.4201286,0.09795345,0.09826795,1.6934255,0.99876136,-0.49185157,0.001655226,-0.6318996,-0.71626025,-0.8390721,-0.3076002,3.90641435,6.92302195,AGN,fsrq,PowerLaw,3FGL J0916.3+3857,4C +38.28,183.787582,0,0.999362455,0.000597,0.000638,0.000597,0.999502569,0.00105351,0.000497,0.00105351,0.9885952,0.012991923,0.0114048,0.012991923,0.99398804,0.002372622,0.00601196,0.002372622,0.999644984,0.000243,0.000355,0.000243,0.997700138,0.001498364,0.002299862,0.001498364,0.994369854,0.007804256,0.005630146,0.007804256,0.998891156,0.000384,0.001108844,0.000384,AGN
4FGL J0916.7+5238,43.02999,-22.6588907,1.8526627,0.26456642,0.13787866,1.4155952,-0.9424981,0.99771714,0.001054912,-0.3890997,-0.25332424,-0.47028315,-0.76759684,2.17680199,8.30473609,AGN,bll,PowerLaw,,RX J0916.8+5238,164.896759,0,0.999519435,0.000393,0.000481,0.000393,0.997547481,0.004008877,0.002452519,0.004008877,0.996982799,0.005059709,0.003017201,0.005059709,0.996767809,0.001786819,0.003232191,0.001786819,0.999885039,8.01e-05,0.000115,8.01e-05,0.997289075,0.001857495,0.002710925,0.001857495,0.998536587,0.002177865,0.001463413,0.002177865,0.998986987,0.000294,0.001013013,0.000294,AGN
4FGL J0917.1-2131,18.921064,-22.7088197,2.6451378,0.14356057,-0.080489695,1.050573,-0.96297145,0.09700036,0.001264916,-0.6612516,-0.91653264,0.007839172,-0.33661613,2.55918527,6.65267959,AGN,fsrq,PowerLaw,,PKS 0915-213,250.62558,0,0.999815388,0.000178,0.000185,0.000178,0.999182302,0.001559522,0.000818,0.001559522,0.991123289,0.010955571,0.008876711,0.010955571,0.999915192,8.01e-05,8.48e-05,8.01e-05,0.999940343,4.85e-05,5.97e-05,4.85e-05,0.997058147,0.00261498,0.002941853,0.00261498,0.995195252,0.00640064,0.004804748,0.00640064,0.999982243,8.67e-06,1.78e-05,8.67e-06,AGN
4FGL J0917.3-0342,29.901297,-22.6888932,1.7222579,0.19526276,-0.003963086,0.053825244,-0.7304556,-0.7960629,0.000357,-0.49816054,-0.40403494,-0.4120083,-0.21835637,1.53052781,8.90620881,AGN,bll,PowerLaw,3FGL J0917.3-0344,NVSS J091714-034315,235.163498,0,0.999797891,0.000125,0.000202,0.000125,0.999031972,0.001655582,0.000968,0.001655582,0.999227743,0.002336876,0.000772,0.002336876,0.9985951,0.000678,0.0014049,0.000678,0.999902862,7.09e-05,9.71e-05,7.09e-05,0.99730782,0.002213788,0.00269218,0.002213788,0.998741298,0.003258262,0.001258702,0.003258262,0.999154762,0.000295,0.000845,0.000295,AGN
4FGL J0920.9+4441,44.805218,-19.4250031,2.3522234,0.04031312,0.13226548,7.9660397,-0.002846152,-0.48132983,0.000592,-0.66312915,-0.70345247,-0.8219124,-0.9027583,7.21541436,6.70169129,AGN,fsrq,LogParabola,3FGL J0920.9+4442,S4 0917+44,175.700531,0,0.988306083,0.010897331,0.011693917,0.010897331,0.991345669,0.016228413,0.008654331,0.016228413,0.971058715,0.023535049,0.028941285,0.023535049,0.990280229,0.004667175,0.009719771,0.004667175,0.998488707,0.001080782,0.001511293,0.001080782,0.991448458,0.007955299,0.008551542,0.007955299,0.984417228,0.016859488,0.015582772,0.016859488,0.998977899,0.000705,0.001022101,0.000705,AGN
4FGL J0920.9-2256,18.646564,-22.3944591,1.7726097,0.31326494,0.4016669,2.4544363,0.9649908,-0.9804002,0.001507016,0.6284148,-0.06513936,-0.4608211,-0.61975664,1.05130131,8.6256087,AGN,bll,PowerLaw,3FGL J0921.0-2258,NVSS J092057-225721,252.368927,0,0.998188413,0.001725408,0.001811587,0.001725408,0.993160331,0.015069763,0.006839669,0.015069763,0.990191146,0.010784193,0.009808854,0.010784193,0.986370423,0.009560761,0.013629577,0.009560761,0.997663472,0.001866682,0.002336528,0.001866682,0.966979927,0.025542262,0.033020073,0.025542262,0.988931491,0.012136136,0.011068509,0.012136136,0.98385368,0.005634033,0.01614632,0.005634033,AGN
4FGL J0921.6+6216,40.99907,-20.5980921,2.486051,0.045238204,0.103498414,4.143193,-0.29860055,-0.5938689,0.001102682,-0.68098843,-0.7861486,-0.73451555,-0.9999659,4.15688977,6.22407514,AGN,fsrq,LogParabola,3FGL J0921.8+6215,OK 630,152.188675,0,0.999841498,0.000198,0.000159,0.000198,0.998124917,0.002915561,0.001875083,0.002915561,0.996585321,0.006537926,0.003414679,0.006537926,0.985367296,0.005546078,0.014632704,0.005546078,0.99993872,5.01e-05,6.13e-05,5.01e-05,0.996238353,0.003085447,0.003761647,0.003085447,0.996482476,0.004897014,0.003517524,0.004897014,0.998096984,0.000649,0.001903016,0.000649,AGN
4FGL J0921.7+2336,42.84469,-21.644216,2.0437577,0.116306655,0.021761606,0.38637567,-0.62879765,-0.6824517,0.000627,-0.49250895,-0.4281079,-0.77464837,-0.18946867,2.61032237,7.72119896,AGN,bll,PowerLaw,2FGL J0921.9+2335,NVSS J092145+233548,204.976852,0,0.999123071,0.000659,0.000877,0.000659,0.999486289,0.000895,0.000514,0.000895,0.999002966,0.002991345,0.000997,0.002991345,0.996776403,0.001415565,0.003223597,0.001415565,0.999751832,0.000241,0.000248,0.000241,0.997777826,0.001407765,0.002222174,0.001407765,0.999224553,0.002122051,0.000775,0.002122051,0.998928873,0.000378,0.001071127,0.000378,AGN
4FGL J0922.4-0528,29.928005,-21.3072034,2.2092202,0.08907063,0.055507373,1.2614906,0.9999949,-0.39861518,0.000903,-0.59295416,-0.6127097,-0.54101413,-0.77824086,2.96115029,7.20051593,AGN,fsrq,PowerLaw,3FGL J0922.4-0529,TXS 0919-052,237.680679,0,0.999516949,0.000382,0.000483,0.000382,0.999322002,0.001409192,0.000678,0.001409192,0.99720761,0.005146,0.00279239,0.005146,0.996815609,0.001329424,0.003184391,0.001329424,0.99987829,0.000121,0.000122,0.000121,0.997010678,0.002435961,0.002989322,0.002435961,0.998312864,0.002127412,0.001687136,0.002127412,0.999048344,0.000296,0.000952,0.000296,AGN
4FGL J0922.6+0434,35.466442,-21.9915918,2.5639417,0.12986086,0.11658938,1.6442428,-0.18533722,-0.4840362,0.003345237,-0.71497804,-0.81285524,-0.73653924,-0.9994386,2.82319655,6.59734152,AGN,bcu,PowerLaw,2FGL J0922.7+0435,GB6 J0922+0433,227.698761,0,0.99989785,0.000118,0.000102,0.000118,0.998097481,0.00259836,0.001902519,0.00259836,0.997205746,0.003846495,0.002794254,0.003846495,0.989885198,0.004562303,0.010114802,0.004562303,0.999979488,1.55e-05,2.05e-05,1.55e-05,0.997155379,0.001954043,0.002844621,0.001954043,0.998448648,0.001429649,0.001551352,0.001429649,0.998543891,0.000516,0.001456109,0.000516,AGN
4FGL J0922.6+4454,45.09117,-22.1689204,2.9081974,0.09452141,-0.0942367,2.0186856,-0.5945372,-0.8805173,0.000334,-0.5989189,-0.69337267,-0.9998635,0.99797744,3.03636751,6.35266964,AGN,bcu,PowerLaw,,NVSS J092235+445749,175.363144,16,0.999661868,0.000315,0.000338,0.000315,0.999021355,0.002099243,0.000979,0.002099243,0.996033776,0.007270882,0.003966224,0.007270882,0.984566271,0.010331731,0.015433729,0.010331731,0.999595954,0.000413,0.000404,0.000413,0.997496302,0.001698251,0.002503698,0.001698251,0.994700397,0.00695072,0.005299603,0.00695072,0.998700969,0.000639,0.001299031,0.000639,AGN
4FGL J0922.7-3959,7.1938934,-21.3067761,2.5977454,0.094792604,0.14311282,2.4126077,-0.3459349,-0.6151321,0.002437848,-0.81835085,-0.6320513,-0.8061751,-0.9999992,5.25436003,6.61142203,AGN,bcu,PowerLaw,3FGL J0922.8-3959,PKS 0920-39,265.346161,0,0.999614645,0.000424,0.000385,0.000424,0.99771162,0.004681063,0.00228838,0.004681063,0.981060384,0.014556083,0.018939616,0.014556083,0.999489826,0.000291,0.00051,0.000291,0.99979203,0.000171,0.000208,0.000171,0.994735614,0.004134638,0.005264386,0.004134638,0.996289663,0.003166482,0.003710337,0.003166482,0.999921279,3.65e-05,7.87e-05,3.65e-05,AGN
4FGL J0923.5+3852,45.47978,-21.6868454,2.7298448,0.08952059,0.20099019,3.6848118,-0.48661217,-0.68459255,0.003605229,-0.7811332,-0.87530535,-0.9999346,-0.9625831,4.25518949,6.11441355,AGN,bcu,LogParabola,3FGL J0923.1+3853,B2 0920+39,183.935822,0,0.99388489,0.008662543,0.00611511,0.008662543,0.99790802,0.004556249,0.00209198,0.004556249,0.937603623,0.034963681,0.062396377,0.034963681,0.979687431,0.00856839,0.020312569,0.00856839,0.980078454,0.079912628,0.019921546,0.079912628,0.997036944,0.002001187,0.002963056,0.002001187,0.978872946,0.014559819,0.021127054,0.014559819,0.998128267,0.000687,0.001871733,0.000687,AGN
4FGL J0923.5+4125,45.46905,-21.0300867,2.3273625,0.07613156,0.1254571,3.005529,0.93625444,-0.35022172,0.00153614,-0.6633066,-0.67928594,-0.72778153,-0.813336,3.24747968,6.58831057,AGN,fsrq,LogParabola,3FGL J0923.3+4127,B3 0920+416,180.293335,0,0.99829377,0.001821755,0.00170623,0.001821755,0.996000637,0.006250651,0.003999363,0.006250651,0.986430953,0.013460138,0.013569047,0.013460138,0.975882377,0.007570121,0.024117623,0.007570121,0.999783114,0.000166,0.000217,0.000166,0.995281314,0.003883545,0.004718686,0.003883545,0.995937517,0.004339235,0.004062483,0.004339235,0.995730538,0.001126051,0.004269462,0.001126051,AGN
4FGL J0924.0+0534,36.275482,-22.5162021,2.109584,0.18891506,0.004088115,0.053945735,0.99304825,-0.70924973,0.000979,-0.72262734,-0.46594766,-0.20830148,-0.99911356,1.17070719,8.0103244,AGN,bll,PowerLaw,3FGL J0924.2+0534,RBS 0771,226.849442,0,0.999572322,0.000279,0.000428,0.000279,0.997830872,0.003396555,0.002169128,0.003396555,0.999102616,0.001991912,0.000897,0.001991912,0.995070943,0.002207443,0.004929057,0.002207443,0.999840906,9.61e-05,0.000159,9.61e-05,0.996441605,0.002549883,0.003558395,0.002549883,0.998352778,0.003755275,0.001647222,0.003755275,0.998126536,0.000626,0.001873464,0.000626,AGN
4FGL J0924.0+2816,44.43688,-21.6670115,2.4432895,0.07051532,-0.0330685,0.7099537,0.23407927,-0.6020203,0.00019,-0.77491623,-0.52821213,-0.7721973,-0.5137623,4.35744753,6.68323165,AGN,fsrq,PowerLaw,3FGL J0924.0+2816,B2 0920+28,198.863846,0,0.999870807,0.000108,0.000129,0.000108,0.99969179,0.00069,0.000308,0.00069,0.998650909,0.003364306,0.001349091,0.003364306,0.999744887,0.000133,0.000255,0.000133,0.999924447,6.68e-05,7.56e-05,6.68e-05,0.997958264,0.001266982,0.002041736,0.001266982,0.998602206,0.003404831,0.001397794,0.003404831,0.999931728,2.78e-05,6.83e-05,2.78e-05,AGN
4FGL J0925.7+3126,45.352036,-21.9601419,2.1558278,0.13518284,0.056943096,0.8449699,-0.73036605,-0.28846338,0.001333455,-0.6388198,-0.4038817,-0.7268356,-0.6145186,2.44684232,7.44605444,AGN,bll,PowerLaw,3FGL J0925.7+3129,B2 0922+31B,194.542877,0,0.999720397,0.000219,0.00028,0.000219,0.998985351,0.001602961,0.001014649,0.001602961,0.9988228,0.002719447,0.0011772,0.002719447,0.994593709,0.002146171,0.005406291,0.002146171,0.999927317,4.17e-05,7.27e-05,4.17e-05,0.997576576,0.0016409,0.002423424,0.0016409,0.99927857,0.000559,0.000721,0.000559,0.998693203,0.00036,0.001306797,0.00036,AGN
4FGL J0925.7+5959,42.253536,-22.5696087,1.8456953,0.17666979,0.08739711,1.0352929,0.93808043,0.19456849,0.000736,-0.4917323,-0.4636066,-0.22337903,-0.46073228,1.89669644,8.4159046,AGN,bll,PowerLaw,3FGL J0925.6+5959,NVSS J092542+595812,154.821793,0,0.999674208,0.000198,0.000326,0.000198,0.999033443,0.001370761,0.000967,0.001370761,0.999574312,0.001490165,0.000426,0.001490165,0.997088174,0.001453032,0.002911826,0.001453032,0.999873979,7.2e-05,0.000126,7.2e-05,0.996700904,0.00215891,0.003299096,0.00215891,0.99927738,0.000468,0.000723,0.000468,0.998655551,0.000379,0.001344449,0.000379,AGN
4FGL J0926.4+5412,44.075035,-22.4177982,1.9275352,0.14185162,0.054866754,0.87204856,0.9864332,-0.49140045,0.000572,-0.5082972,-0.46559536,-0.6331155,-0.2692721,2.14297669,8.06287833,AGN,bll,PowerLaw,3FGL J0926.3+5409,NVSS J092638+541126,162.348389,0,0.999810595,0.000116,0.000189,0.000116,0.998973352,0.001503821,0.001026648,0.001503821,0.999813662,0.000553,0.000186,0.000553,0.993728293,0.002102503,0.006271707,0.002102503,0.999891516,5.08e-05,0.000108,5.08e-05,0.997019469,0.001927308,0.002980531,0.001927308,0.999593862,0.000281,0.000406,0.000281,0.997284369,0.000663,0.002715631,0.000663,AGN
4FGL J0927.2+2454,44.39427,-22.7322141,2.2421541,0.27629048,0.105592296,0.72797966,-0.9995675,0.9999235,0.003613971,-0.78416586,-0.038593363,-0.99941903,-0.9955193,1.86724454,7.44906528,AGN,bcu,PowerLaw,,MG2 J092720+2456,203.696381,0,0.997378011,0.002978073,0.002621989,0.002978073,0.983501577,0.030084124,0.016498423,0.030084124,0.979701676,0.016027064,0.020298324,0.016027064,0.955079905,0.027750595,0.044920095,0.027750595,0.999320597,0.000573,0.000679,0.000573,0.99686486,0.002060691,0.00313514,0.002060691,0.987233827,0.009535575,0.012766173,0.009535575,0.995472965,0.001694835,0.004527035,0.001694835,AGN
4FGL J0928.1-2035,21.468882,-21.5907425,2.548427,0.09405901,0.1144598,2.084718,0.9796191,-0.6719423,0.002602924,-0.74018884,-0.74448556,-0.7713095,-0.99983597,4.50504083,6.46380778,AGN,fsrq,PowerLaw,3FGL J0927.9-2037,PKS 0925-203,251.706085,0,0.999864368,0.000115,0.000136,0.000115,0.999411246,0.001769258,0.000589,0.001769258,0.991577592,0.009102418,0.008422408,0.009102418,0.999073597,0.000405,0.000926,0.000405,0.999916325,6.96e-05,8.37e-05,6.96e-05,0.996806467,0.003469824,0.003193533,0.003469824,0.997003308,0.00380432,0.002996692,0.00380432,0.999791432,7.99e-05,0.000209,7.99e-05,AGN
4FGL J0928.2-3048,14.4567995,-22.295105,2.454541,0.18693125,0.14238942,1.5110428,0.96422476,-0.6821749,0.003150684,-0.68424743,-0.86904895,-0.20936318,-0.9997281,2.19953763,6.91481182,AGN,bcu,PowerLaw,,PKS 0926-306,259.520416,16,0.998546596,0.001405342,0.001453404,0.001405342,0.995374466,0.009796876,0.004625534,0.009796876,0.982530605,0.015725965,0.017469395,0.015725965,0.998169991,0.001100065,0.001830009,0.001100065,0.999787807,0.000166,0.000212,0.000166,0.993307406,0.005153607,0.006692594,0.005153607,0.996662888,0.003111235,0.003337112,0.003111235,0.999492246,0.000175,0.000508,0.000175,AGN
4FGL J0928.4-0415,31.860834,-22.3762481,2.654766,0.14099307,0.01526778,0.21793474,0.010394041,-0.6774302,0.002799241,-0.76209605,-0.6566005,-0.9998314,0.42055765,2.50957718,6.42865327,AGN,bcu,PowerLaw,,PKS B0926-039,237.549103,0,0.998635038,0.000992,0.001364962,0.000992,0.998381423,0.002572258,0.001618577,0.002572258,0.996860411,0.004477414,0.003139589,0.004477414,0.99474649,0.002966149,0.00525351,0.002966149,0.998848194,0.001018391,0.001151806,0.001018391,0.997189187,0.002059543,0.002810813,0.002059543,0.997643722,0.001998277,0.002356278,0.001998277,0.999263423,0.000308,0.000737,0.000308,AGN
4FGL J0928.5+4048,46.42992,-22.3124213,2.010752,0.22594415,0.1379906,1.2082242,-0.5510691,-0.8192395,0.001727799,-0.2516246,-0.44279402,-0.4809186,-0.9999989,2.45370843,7.91823422,AGN,bll,PowerLaw,3FGL J0928.5+4048,1RXS J092837.8+404858,181.133301,0,0.99968823,0.000301,0.000312,0.000301,0.999607459,0.00082,0.000393,0.00082,0.996295344,0.006614574,0.003704656,0.006614574,0.998597098,0.000642,0.001402902,0.000642,0.999920037,5.07e-05,8e-05,5.07e-05,0.997728014,0.001490387,0.002271986,0.001490387,0.996623931,0.007253716,0.003376069,0.007253716,0.999221416,0.000248,0.000779,0.000248,AGN
4FGL J0928.7-3529,11.2191515,-21.8016882,2.1644726,0.12959102,0.025083816,0.43591994,0.067696705,-0.8380115,0.000424,-0.44872317,-0.5093674,-0.77119786,-0.20640199,1.82652679,7.72640231,AGN,bcu,PowerLaw,3FGL J0928.9-3530,NVSS J092849-352947,262.990173,0,0.992574255,0.008031571,0.007425745,0.008031571,0.992252167,0.011752355,0.007747833,0.011752355,0.991635208,0.012787215,0.008364792,0.012787215,0.987119292,0.004963148,0.012880708,0.004963148,0.99973427,0.000263,0.000266,0.000263,0.992836903,0.007403972,0.007163097,0.007403972,0.997602846,0.003160898,0.002397154,0.003160898,0.996401029,0.001091481,0.003598971,0.001091481,AGN
4FGL J0929.3+5014,45.426548,-20.6805647,2.0996976,0.05165691,0.042683028,1.6496639,-0.6340706,-0.34363222,0.000397,-0.5786609,-0.55096906,-0.47367007,-0.8594813,3.74928181,7.37541548,AGN,bll,PowerLaw,3FGL J0929.4+5013,GB6 J0929+5013,167.647491,0,0.999752316,0.000204,0.000248,0.000204,0.999760687,0.000511,0.000239,0.000511,0.999324077,0.002266233,0.000676,0.002266233,0.998550959,0.000676,0.001449041,0.000676,0.999942438,3.76e-05,5.76e-05,3.76e-05,0.997781305,0.001479762,0.002218695,0.001479762,0.999206877,0.001701474,0.000793,0.001701474,0.999582765,0.000136,0.000417,0.000136,AGN
4FGL J0929.3-2414,19.186584,-22.527022,2.2205338,0.42321458,0.42886338,2.0576158,-0.18866858,-0.48134714,0.006179553,-0.3542448,-0.5768977,-0.7473356,-0.9999995,2.14835917,7.3629673,AGN,bcu,PowerLaw,,NVSS J092928-241632,254.760651,0,0.998259692,0.001788744,0.001740308,0.001788744,0.992550316,0.011151006,0.007449684,0.011151006,0.971149744,0.018848812,0.028850256,0.018848812,0.984706451,0.005253535,0.015293549,0.005253535,0.999826466,0.000138,0.000174,0.000138,0.994154135,0.004172373,0.005845865,0.004172373,0.987185967,0.010445735,0.012814033,0.010445735,0.995890439,0.001017715,0.004109561,0.001017715,AGN
4FGL J0929.6+4621,46.140934,-22.8416364,2.5458846,0.554248,0.6915047,1.3668897,0.9266236,-0.8086392,0.006243146,-0.46806428,-0.93007714,-0.2957872,-0.9999885,0.693225736,6.80498119,AGN,bcu,PowerLaw,,SDSS J092922.75+462046.4,173.119019,0,0.99742364,0.003663617,0.00257636,0.003663617,0.957876424,0.063236636,0.042123576,0.063236636,0.942864211,0.029894587,0.057135789,0.029894587,0.884542833,0.059443965,0.115457167,0.059443965,0.999656897,0.000543,0.000343,0.000543,0.971720082,0.019852253,0.028279918,0.019852253,0.956232193,0.025082285,0.043767807,0.025082285,0.97771056,0.008434884,0.02228944,0.008434884,AGN
4FGL J0930.3+8612,29.516201,-20.8287307,2.2186377,0.12619895,0.08242241,1.9437529,-0.24476787,-0.5014524,0.000774,-0.6152095,-0.5383038,-0.7816428,-0.5720285,3.81338516,7.37950888,AGN,bll,PowerLaw,3FGL J0930.2+8612,S5 0916+864,126.287338,0,0.999661526,0.000275,0.000338,0.000275,0.999587155,0.000999,0.000413,0.000999,0.995258029,0.008295766,0.004741971,0.008295766,0.988553074,0.003994545,0.011446926,0.003994545,0.999889262,7.2e-05,0.000111,7.2e-05,0.997832676,0.001279809,0.002167324,0.001279809,0.998344161,0.003538536,0.001655839,0.003538536,0.998049022,0.000571,0.001950978,0.000571,AGN
4FGL J0930.5+4951,45.69116,-22.4886065,1.785206,0.16928536,0.03700713,0.497957,0.8043681,-0.8654336,0.000405,-0.28042462,-0.46590582,-0.5350502,0.12114393,2.5128924,8.86959,AGN,bll,PowerLaw,3FGL J0930.0+4951,1ES 0927+500,168.119736,0,0.999879287,7.72e-05,0.000121,7.72e-05,0.999450304,0.001518399,0.00055,0.001518399,0.999645156,0.000972,0.000355,0.000972,0.998093515,0.000841,0.001906485,0.000841,0.999910317,6.06e-05,8.97e-05,6.06e-05,0.99758319,0.001550336,0.00241681,0.001550336,0.999619308,0.000332,0.000381,0.000332,0.998716425,0.000445,0.001283575,0.000445,AGN
4FGL J0930.5+5132,45.330406,-23.1104345,1.9273255,0.28643453,0.18546829,1.4079648,-0.05503245,-0.6423466,0.002442479,0.274429,-0.49016002,-0.5524034,-0.99992776,2.42565225,8.17215321,AGN,bcu,PowerLaw,3FGL J0930.7+5133,NVSS J093033+513216,165.769287,0,0.99955682,0.00036,0.000443,0.00036,0.999586873,0.000737,0.000413,0.000737,0.99573809,0.005255803,0.00426191,0.005255803,0.9993455,0.000313,0.000654,0.000313,0.999798774,0.000116,0.000201,0.000116,0.997508652,0.00167209,0.002491348,0.00167209,0.998084132,0.00157146,0.001915868,0.00157146,0.99927597,0.000211,0.000724,0.000211,AGN
