Source_Name_4FGL,GLAT,Ln_Flux1000,PL_Index,Unc_LP_Index,LP_beta,LP_SigCurv,HR12,HR23,Unc_PLEC_Expfactor,HR34,HR45,HR56,HR67,Ln_Variability_Index,Ln_Pivot_Energy,Category_4FGL,CLASS_4FGL,SpectrumType,ASSOC_FGL,ASSOC1,GLON,Flags,AGN_BDT_O,AGN_BDT_O_STD,PSR_BDT_O,PSR_BDT_O_STD,AGN_NN_O,AGN_NN_O_STD,PSR_NN_O,PSR_NN_O_STD,AGN_RF_O,AGN_RF_O_STD,PSR_RF_O,PSR_RF_O_STD,AGN_LR_O,AGN_LR_O_STD,PSR_LR_O,PSR_LR_O_STD,AGN_BDT,AGN_BDT_STD,PSR_BDT,PSR_BDT_STD,AGN_NN,AGN_NN_STD,PSR_NN,PSR_NN_STD,AGN_RF,AGN_RF_STD,PSR_RF,PSR_RF_STD,AGN_LR,AGN_LR_STD,PSR_LR,PSR_LR_STD,Category_Prob
4FGL J1536.4-4948,4.7866488,-18.2884025,2.129916,0.025301151,0.24656728,18.08593,0.8666172,-0.2536055,0.000398,-0.44107527,-0.49961296,-0.81321514,-0.9999976,2.04410843,7.29666083,PSR,PSR,PLSuperExpCutoff,3FGL J1536.3-4949,PSR J1536-49,328.199524,0,0.004402406,0.004287117,0.995597594,0.004287117,0.000671,0.001194176,0.999329479,0.001194176,0.090645116,0.063113231,0.909354884,0.063113231,4.93e-06,6.43e-06,0.999995069,6.43e-06,0.008757045,0.01065576,0.991242955,0.01065576,0.054298644,0.032184347,0.945701356,0.032184347,0.235705804,0.063093265,0.764294196,0.063093265,0.000585,0.000517,0.999414532,0.000517,PSR
4FGL J1536.8-3155,19.021564,-21.9753047,2.212515,0.1554609,0.07937768,1.2271502,0.1399591,0.9960484,0.001397976,-0.8068211,-0.29465163,-0.7505091,-0.54644364,2.81441874,7.67091963,AGN,bll,PowerLaw,,PKS 1533-317,339.314026,4,0.999856177,0.000125,0.000144,0.000125,0.986990805,0.027751469,0.013009195,0.027751469,0.997329897,0.004813971,0.002670103,0.004813971,0.991786162,0.005743404,0.008213838,0.005743404,0.999961773,4.01e-05,3.82e-05,4.01e-05,0.994906124,0.005707919,0.005093876,0.005707919,0.998749506,0.001530481,0.001250494,0.001530481,0.998983015,0.000377,0.001016985,0.000377,AGN
4FGL J1537.7-7957,-19.445322,-20.9454981,2.25794,0.06575434,0.019628812,0.5915958,0.3613895,-0.65784734,0.000513,-0.69474274,-0.43287283,-0.76388955,-0.3832666,3.15738847,7.42534799,AGN,bcu,PowerLaw,3FGL J1537.8-8000,PMN J1537-7958,309.981567,0,0.999612941,0.000336,0.000387,0.000336,0.999084651,0.001675166,0.000915,0.001675166,0.998811585,0.00349616,0.001188415,0.00349616,0.996689868,0.00153972,0.003310132,0.00153972,0.999889147,7.99e-05,0.000111,7.99e-05,0.996705616,0.002809079,0.003294384,0.002809079,0.999181925,0.001016068,0.000818,0.001016068,0.999275109,0.000256,0.000725,0.000256,AGN
4FGL J1537.9-1344,32.5461,-22.68558,1.702018,0.28072563,0.22836265,1.936912,-0.9996371,0.5255905,0.001255959,0.9936938,-0.053806357,-0.5774357,-0.23850732,2.50334748,8.97661516,AGN,bcu,PowerLaw,,1RXS J153757.1-134334,352.883942,0,0.999828652,0.000188,0.000171,0.000188,0.99825468,0.00344338,0.00174532,0.00344338,0.994211333,0.00751721,0.005788667,0.00751721,0.999790778,0.000168,0.000209,0.000168,0.999888494,0.000103,0.000112,0.000103,0.996122806,0.004341065,0.003877194,0.004341065,0.996159862,0.004165074,0.003840138,0.004165074,0.999640027,0.000157,0.00036,0.000157,AGN
4FGL J1539.6+2743,52.864212,-20.9886343,2.3166673,0.058515742,0.017017664,0.48098335,-0.5346641,-0.50583744,0.00059,-0.68388,-0.57150614,-0.7742784,-0.38266283,4.97931409,6.84564229,AGN,fsrq,PowerLaw,3FGL J1539.5+2746,MG2 J153938+2744,43.8489952,0,0.99977793,0.000183,0.000222,0.000183,0.999908927,0.000232,9.11e-05,0.000232,0.998491891,0.002864173,0.001508109,0.002864173,0.999688538,0.000163,0.000311,0.000163,0.999857319,9.8e-05,0.000143,9.8e-05,0.997951032,0.001823607,0.002048968,0.001823607,0.998604624,0.002458861,0.001395376,0.002458861,0.999915367,3.92e-05,8.46e-05,3.92e-05,AGN
4FGL J1539.7-1127,33.8401,-21.586916,1.8667933,0.11279701,0.021417212,0.39850065,-0.7407622,-0.50111926,0.000312,-0.44349855,-0.44418305,-0.46030238,-0.35913643,1.89828079,8.44029595,AGN,bll,PowerLaw,3FGL J1539.8-1128,PMN J1539-1128,355.171204,0,0.999706577,0.000309,0.000293,0.000309,0.997923787,0.002986272,0.002076213,0.002986272,0.998896091,0.002845569,0.001103909,0.002845569,0.997354481,0.0015226,0.002645519,0.0015226,0.999838444,0.000164,0.000162,0.000164,0.996764728,0.002858643,0.003235272,0.002858643,0.998096103,0.003429194,0.001903897,0.003429194,0.998936352,0.000432,0.001063648,0.000432,AGN
4FGL J1539.9+4220,52.663837,-22.3690512,2.3713768,0.23658134,0.35496116,2.9598765,0.99931896,-0.5109668,0.005129046,-0.65469253,-0.6845819,-0.99988604,0.059935357,2.74911557,6.88388063,AGN,bll,PowerLaw,,87GB 153741.6+422719,68.1079254,0,0.993129646,0.00850253,0.006870354,0.00850253,0.953188389,0.07121682,0.046811611,0.07121682,0.932068227,0.039844996,0.067931773,0.039844996,0.84303039,0.058258485,0.15696961,0.058258485,0.998489301,0.001525573,0.001510699,0.001525573,0.978215408,0.015781277,0.021784592,0.015781277,0.983118153,0.009461138,0.016881847,0.009461138,0.978209769,0.006237124,0.021790231,0.006237124,AGN
4FGL J1540.1+8155,32.96459,-21.2830499,1.757362,0.06901515,0.0897643,2.8193686,-0.70954055,0.9994652,0.000308,-0.45693654,-0.28585604,-0.45197895,-0.3229708,1.64875019,8.30714317,AGN,bll,PowerLaw,3FGL J1540.1+8155,1ES 1544+820,116.474037,0,0.998833622,0.000788,0.001166378,0.000788,0.943067281,0.074351643,0.056932719,0.074351643,0.993509193,0.008619084,0.006490807,0.008619084,0.897159753,0.043291242,0.102840247,0.043291242,0.999445045,0.000377,0.000555,0.000377,0.985288472,0.009950557,0.014711528,0.009950557,0.99564484,0.004927161,0.00435516,0.004927161,0.980086927,0.00578605,0.019913073,0.00578605,AGN
4FGL J1540.4+6606,43.14112,-22.8041925,2.7021825,0.14070648,-0.034233388,0.50716126,-0.5164195,-0.65208864,0.002665783,-0.78517264,-0.4813768,-0.9995543,-0.9999974,2.49672669,6.39199467,AGN,bcu,PowerLaw,,CRATES J1540+6605,101.013527,1,0.999014546,0.000804,0.000985,0.000804,0.999137479,0.001765204,0.000863,0.001765204,0.996404909,0.00522709,0.003595091,0.00522709,0.989512258,0.006056272,0.010487742,0.006056272,0.995709782,0.053519844,0.004290218,0.053519844,0.99801569,0.001358064,0.00198431,0.001358064,0.996968599,0.003707279,0.003031401,0.003707279,0.998554102,0.000659,0.001445898,0.000659,AGN
4FGL J1540.7+1449,48.82447,-21.7790167,2.168035,0.09538669,-0.03229307,0.66568226,0.39489856,-0.69644195,0.000236,-0.6593812,-0.5080723,-0.61817145,-0.7187387,2.81817744,7.70073644,AGN,bll,PowerLaw,3FGL J1540.8+1449,4C +14.60,24.3535194,0,0.999644286,0.0003,0.000356,0.0003,0.999473232,0.001494793,0.000527,0.001494793,0.999103399,0.002291577,0.000897,0.002291577,0.988828456,0.003793486,0.011171544,0.003793486,0.999935019,4.5e-05,6.5e-05,4.5e-05,0.997103027,0.001829577,0.002896973,0.001829577,0.999243451,0.000643,0.000757,0.000643,0.997209272,0.000805,0.002790728,0.000805,AGN
4FGL J1541.7+1413,48.351456,-22.2091568,1.927031,0.21429157,0.12569907,1.2310138,-0.99998504,0.999987,0.001339887,-0.4351295,-0.43151996,-0.42333892,-0.5959922,2.3457516,8.33968378,AGN,bll,PowerLaw,3FGL J1541.6+1414,WISE J154150.09+141437.6,23.6985168,0,0.998662472,0.001245395,0.001337528,0.001245395,0.998548429,0.003650477,0.001451571,0.003650477,0.988761691,0.01358337,0.011238309,0.01358337,0.986383555,0.006621595,0.013616445,0.006621595,0.999769597,0.000217,0.00023,0.000217,0.995706625,0.003017908,0.004293375,0.003017908,0.996341604,0.004741929,0.003658396,0.004741929,0.997216406,0.000871,0.002783594,0.000871,AGN
4FGL J1541.9-2915,20.388775,-21.5639283,1.8988385,0.11347551,0.09720105,1.9410784,0.86034685,0.9731335,0.000579,-0.26794058,-0.37840575,-0.54600054,-0.38578242,2.3426353,8.23362027,AGN,bcu,PowerLaw,,NVSS J154203-291509,342.019653,0,0.999072982,0.000578,0.000927,0.000578,0.991915233,0.014602416,0.008084767,0.014602416,0.998607857,0.002816482,0.001392143,0.002816482,0.990363994,0.005088401,0.009636006,0.005088401,0.999722624,0.000195,0.000277,0.000195,0.989082711,0.010164602,0.010917289,0.010164602,0.999009125,0.001170469,0.000991,0.001170469,0.997006308,0.001000874,0.002993692,0.001000874,AGN
4FGL J1542.3+1801,49.719833,-22.4617524,2.5097468,0.22787096,0.19300583,1.4440916,-0.64349043,-0.08673426,0.004863963,-0.80541754,-0.6410771,-0.9804012,-0.99057305,3.06868101,6.82270296,AGN,fsrq,PowerLaw,,OR 167,29.1138535,0,0.996896151,0.004178201,0.003103849,0.004178201,0.997682379,0.003925865,0.002317621,0.003925865,0.958705422,0.026467562,0.041294578,0.026467562,0.954361564,0.018005054,0.045638436,0.018005054,0.995743277,0.058087762,0.004256723,0.058087762,0.996268305,0.002492328,0.003731695,0.002492328,0.984406928,0.010372051,0.015593072,0.010372051,0.995316712,0.001644532,0.004683288,0.001644532,AGN
4FGL J1543.0+6130,45.38272,-18.9763408,1.9989814,0.020521367,0.06067482,6.1237025,-0.10442245,-0.4295745,0.000181,-0.494474,-0.49124756,-0.56288,-0.755753,5.50085742,6.79877282,AGN,bll,LogParabola,3FGL J1542.9+6129,GB6 J1542+6129,95.3921051,0,0.999739327,0.000282,0.000261,0.000282,0.995540515,0.0112292,0.004459485,0.0112292,0.997274026,0.006740296,0.002725974,0.006740296,0.993680467,0.00256549,0.006319533,0.00256549,0.999732579,0.000248,0.000267,0.000248,0.991752833,0.007386886,0.008247167,0.007386886,0.997391869,0.005563185,0.002608131,0.005563185,0.998535133,0.000819,0.001464867,0.000819,AGN
4FGL J1543.6+0452,43.37404,-21.5037506,1.8701808,0.11806718,0.06526226,1.3009729,-0.4835979,-0.6912601,0.000542,-0.56401175,-0.32182536,-0.40692517,-0.5226046,3.27668204,8.25993986,AGN,agn,PowerLaw,3FGL J1543.5+0451,CGCG 050-083,12.2693462,0,0.999784614,0.000186,0.000215,0.000186,0.999435248,0.001483572,0.000565,0.001483572,0.998752267,0.00388755,0.001247733,0.00388755,0.997737978,0.00095,0.002262022,0.00095,0.999895543,7.9e-05,0.000104,7.9e-05,0.995950523,0.003363083,0.004049477,0.003363083,0.998579833,0.002612694,0.001420167,0.002612694,0.999129371,0.00027,0.000871,0.00027,AGN
4FGL J1543.6-5148,2.4966497,-19.9967591,2.5803227,0.10468049,0.36104494,5.8887663,-0.9989054,0.9848547,0.002480932,-0.56126183,-0.7236062,-0.93276554,-0.99957985,1.91647789,7.35995186,PSR,PSR,PLSuperExpCutoff,3FGL J1542.9-5141,PSR J1543-5149,327.925323,0,0.001569613,0.001233903,0.998430387,0.001233903,0.024104286,0.032821767,0.975895714,0.032821767,0.010983902,0.005630026,0.989016098,0.005630026,0.00674294,0.004906271,0.99325706,0.004906271,0.032121181,0.035259855,0.967878819,0.035259855,0.332279686,0.138837987,0.667720314,0.138837987,0.141009801,0.057786861,0.858990199,0.057786861,0.284106101,0.064750703,0.715893899,0.064750703,PSR
4FGL J1544.0+4939,50.15999,-21.5687422,2.2198787,0.11947768,0.20275845,3.1753774,0.76315784,-0.08328755,0.002245134,-0.57933456,-0.62841874,-0.797474,-0.9167035,1.02346531,6.96847091,PSR,PSR,PLSuperExpCutoff,3FGL J1544.0+4938,PSR J1544+4937,79.2024765,0,0.573562844,0.193797529,0.426437156,0.193797529,0.575189927,0.25241241,0.424810073,0.25241241,0.561368655,0.130128763,0.438631345,0.130128763,0.288459955,0.074681047,0.711540045,0.074681047,0.952031349,0.05291275,0.047968651,0.05291275,0.757654115,0.125558085,0.242345885,0.125558085,0.946269701,0.029991828,0.053730299,0.029991828,0.776166813,0.039027454,0.223833187,0.039027454,MIXED
4FGL J1544.5-1126,32.99393,-20.6217813,2.4751658,0.08576969,0.19423853,4.0682464,0.98738724,-0.3893143,0.002097176,-0.6700146,-0.8253084,-0.83150405,-0.99905133,1.26613926,6.44846737,AGN,bcu,LogParabola,3FGL J1544.6-1125,1RXS J154439.4-112820,356.17688,0,0.518902318,0.246334635,0.481097682,0.246334635,0.313163276,0.22974794,0.686836724,0.22974794,0.4589125,0.080572064,0.5410875,0.080572064,0.200709022,0.069919075,0.799290978,0.069919075,0.930608145,0.08130441,0.069391855,0.08130441,0.720262338,0.160835956,0.279737662,0.160835956,0.839645035,0.051492118,0.160354965,0.051492118,0.772411623,0.049628464,0.227588377,0.049628464,MIXED
4FGL J1545.8-2336,24.077887,-22.4186714,1.7941903,0.41704056,0.18001978,0.9823306,0.37766188,-0.8812623,0.000853,-0.7651442,0.05053521,-0.35579318,-0.66809016,2.0857798,8.9597144,AGN,bcu,PowerLaw,,NVSS J154546-233929,346.718964,0,0.99966957,0.00031,0.00033,0.00031,0.999116821,0.001516724,0.000883,0.001516724,0.993822569,0.007185204,0.006177431,0.007185204,0.997887371,0.001247432,0.002112629,0.001247432,0.999756432,0.00039,0.000244,0.00039,0.996034835,0.004191818,0.003965165,0.004191818,0.996719027,0.004154349,0.003280973,0.004154349,0.999112395,0.000298,0.000888,0.000298,AGN
4FGL J1546.0+0819,44.674507,-21.1578586,1.8936092,0.087230526,0.08697888,2.3192925,-0.5537803,-0.55230004,0.000487,-0.4754481,-0.2771201,-0.5532812,-0.48428237,1.99084275,7.9761429,AGN,bll,PowerLaw,3FGL J1546.0+0818,RX J1546.0+0819,16.7948093,0,0.995554026,0.003859179,0.004445974,0.003859179,0.989670648,0.017749678,0.010329352,0.017749678,0.983632064,0.017512785,0.016367936,0.017512785,0.916430817,0.027819761,0.083569183,0.027819761,0.998204727,0.001674385,0.001795273,0.001674385,0.985538385,0.009053568,0.014461615,0.009053568,0.993064591,0.007815861,0.006935409,0.007815861,0.979756853,0.004482024,0.020243147,0.004482024,AGN
4FGL J1546.1-1003,33.653416,-21.9037129,2.0202098,0.17247425,0.0822092,0.99505556,0.9373308,-0.2957213,0.000964,-0.50017554,-0.46261397,-0.5884065,-0.37923965,3.09898201,8.12057369,AGN,bcu,PowerLaw,,PMN J1546-1003,357.715118,0,0.999984345,1.84e-05,1.57e-05,1.84e-05,0.999246071,0.001213793,0.000754,0.001213793,0.999716566,0.001315549,0.000283,0.001315549,0.998782578,0.000564,0.001217422,0.000564,0.999989673,7.71e-06,1.03e-05,7.71e-06,0.996745399,0.002794104,0.003254601,0.002794104,0.999535694,0.000482,0.000464,0.000482,0.999511793,0.000165,0.000488,0.000165,AGN
4FGL J1546.5+1816,48.87168,-22.5928261,2.2770567,0.21392876,0.11660064,0.9808221,0.85653234,-0.46651596,0.001850613,-0.42151418,-0.87670416,-0.013591789,-0.999917,2.0192295,7.54976626,AGN,bll,PowerLaw,3FGL J1546.6+1812,MG1 J154628+1817,30.0178165,0,0.997615094,0.002103832,0.002384906,0.002103832,0.999470978,0.00094,0.000529,0.00094,0.981922159,0.01723148,0.018077841,0.01723148,0.996868816,0.002254102,0.003131184,0.002254102,0.999618113,0.000263,0.000382,0.000263,0.995325566,0.003365339,0.004674434,0.003365339,0.992963072,0.006383224,0.007036928,0.006383224,0.998920008,0.000374,0.001079992,0.000374,AGN
4FGL J1547.3-1531,29.673843,-22.3836876,1.8578035,0.2949785,0.17921677,1.0751467,0.9926676,-0.48647806,0.001442639,-0.7028325,-0.31382757,-0.07076323,-0.578457,1.51061872,8.63111045,AGN,bcu,PowerLaw,,NVSS J154725-153236,353.278351,0,0.999748682,0.000333,0.000251,0.000333,0.998236127,0.002790181,0.001763873,0.002790181,0.992204386,0.008300484,0.007795614,0.008300484,0.99768075,0.001243511,0.00231925,0.001243511,0.999805633,0.000165,0.000194,0.000165,0.993109825,0.007095691,0.006890175,0.007095691,0.996060388,0.003914627,0.003939612,0.003914627,0.998993856,0.000327,0.001006144,0.000327,AGN
4FGL J1547.3-2802,20.544518,-21.9072026,1.9556229,0.13736944,0.028950443,0.53396696,0.9913353,-0.43801817,0.00059,-0.6455252,-0.45371127,-0.47683817,-0.29773232,1.3760154,8.17868379,AGN,bll,PowerLaw,3FGL J1547.1-2801,1RXS J154711.8-280222,343.816132,0,0.999702676,0.000171,0.000297,0.000171,0.99225356,0.012552452,0.00774644,0.012552452,0.999306286,0.001900903,0.000694,0.001900903,0.989907972,0.003961483,0.010092028,0.003961483,0.99988602,6.39e-05,0.000114,6.39e-05,0.990467805,0.007618072,0.009532195,0.007618072,0.998827661,0.002479016,0.001172339,0.002479016,0.996613414,0.000994,0.003386586,0.000994,AGN
4FGL J1547.9-6403,-7.498915,-22.2318693,2.726153,0.33347046,0.72328347,3.1691246,0.12928163,-0.45907497,0.002297984,-0.9048094,-0.68114364,-0.86602885,-0.9996404,2.30686165,6.38400592,AGN,bcu,LogParabola,,PMN J1548-6401,320.82959,0,0.79978699,0.21397348,0.20021301,0.21397348,0.814533006,0.170871189,0.185466994,0.170871189,0.716744347,0.117080015,0.283255653,0.117080015,0.786228596,0.079938903,0.213771404,0.079938903,0.922941833,0.113764878,0.077058167,0.113764878,0.962217186,0.030530692,0.037782814,0.030530692,0.925305638,0.034910073,0.074694362,0.034910073,0.982948857,0.005649313,0.017051143,0.005649313,AGN
4FGL J1548.3+1456,47.19209,-20.1974892,2.0553968,0.05587262,0.105135694,4.172489,-0.22164585,-0.027443001,0.000547,-0.47290424,-0.51831275,-0.6247278,-0.68225896,4.32500546,7.12254564,AGN,bll,LogParabola,3FGL J1548.4+1455,NVSS J154824+145702,25.653965,0,0.999361343,0.000567,0.000639,0.000567,0.997154527,0.005275233,0.002845473,0.005275233,0.992763456,0.010419062,0.007236544,0.010419062,0.984326141,0.005254528,0.015673859,0.005254528,0.999821395,0.000168,0.000179,0.000168,0.991236882,0.006327117,0.008763118,0.006327117,0.991375467,0.010715254,0.008624533,0.010715254,0.996923304,0.001051505,0.003076696,0.001051505,AGN
4FGL J1548.8-2250,24.174839,-20.5995061,1.7972555,0.058567714,0.037179716,1.3320813,0.88585585,-0.15767695,0.00015,-0.14895368,-0.42019832,-0.4594068,-0.3578994,2.78841869,8.3998712,AGN,bll,PowerLaw,3FGL J1548.8-2250,PMN J1548-2251,347.843689,0,0.999617844,0.000435,0.000382,0.000435,0.999099411,0.001712195,0.000901,0.001712195,0.996331156,0.007455315,0.003668844,0.007455315,0.996824803,0.001548911,0.003175197,0.001548911,0.99991818,0.000109,8.18e-05,0.000109,0.995682096,0.005173987,0.004317904,0.005173987,0.996819268,0.006950382,0.003180732,0.006950382,0.998363116,0.000628,0.001636884,0.000628,AGN
4FGL J1549.3+4234,50.90331,-22.7035923,2.1599991,0.1908353,0.11145906,1.2891685,-0.85734713,0.9963664,0.002089719,-0.6091735,-0.6797776,-0.3364776,-0.99999905,1.77952953,7.61109484,AGN,bcu,PowerLaw,,SDSS J154918.64+423500.6,68.0366821,0,0.998931018,0.001137852,0.001068982,0.001137852,0.99706165,0.005855705,0.00293835,0.005855705,0.990042526,0.01016233,0.009957474,0.01016233,0.986792698,0.008811051,0.013207302,0.008811051,0.999873252,7.94e-05,0.000127,7.94e-05,0.99554027,0.002880563,0.00445973,0.002880563,0.996027362,0.003361794,0.003972638,0.003361794,0.997817677,0.000776,0.002182323,0.000776,AGN
4FGL J1549.3+6310,43.906715,-23.0385761,2.0503383,0.15320145,-0.0905137,0.9999183,-0.63548464,-0.78355116,0.000457,-0.7475163,-0.11385326,-0.64981043,-0.42984444,3.01465094,8.12953976,AGN,bcu,PowerLaw,3FGL J1549.0+6309,WN B1549+6319,96.9072189,0,0.99996023,2.39e-05,3.98e-05,2.39e-05,0.999776961,0.000586,0.000223,0.000586,0.999866393,0.000356,0.000134,0.000356,0.999332596,0.000346,0.000667,0.000346,0.999978638,1.22e-05,2.14e-05,1.22e-05,0.998075905,0.001387301,0.001924095,0.001387301,0.999793799,0.000147,0.000206,0.000147,0.999739942,7.99e-05,0.00026,7.99e-05,AGN
4FGL J1549.4+7409,37.72655,-22.6819668,2.6154335,0.10881861,-0.06511703,1.1738973,-0.108909965,-0.63525385,0.00107107,-0.8673464,-0.24819817,-0.7740096,-0.9996823,1.69001198,6.62478568,AGN,bcu,PowerLaw,3FGL J1550.3+7409,WB J1549+7409,108.940842,0,0.984470272,0.025764429,0.015529728,0.025764429,0.995668861,0.008111591,0.004331139,0.008111591,0.988974354,0.011753315,0.011025646,0.011753315,0.969686913,0.015084545,0.030313087,0.015084545,0.99903988,0.00556338,0.00096,0.00556338,0.996535835,0.002146077,0.003464165,0.002146077,0.993467956,0.007243641,0.006532044,0.007243641,0.996017921,0.00137591,0.003982079,0.00137591,AGN
4FGL J1549.5+0236,40.889294,-20.6148096,2.4201117,0.054857247,0.06405261,2.1636481,-0.13236769,-0.654855,0.001082939,-0.6619061,-0.6622651,-0.8203489,-0.99993634,5.00725312,6.69381243,AGN,fsrq,PowerLaw,3FGL J1549.4+0237,PKS 1546+027,10.8456936,0,0.999164168,0.00112583,0.000836,0.00112583,0.998524626,0.003925011,0.001475374,0.003925011,0.992175083,0.010895844,0.007824917,0.010895844,0.99569609,0.001801626,0.00430391,0.001801626,0.999524068,0.000462,0.000476,0.000462,0.995931496,0.00319163,0.004068504,0.00319163,0.991273384,0.009550286,0.008726616,0.009550286,0.999308131,0.000299,0.000692,0.000299,AGN
4FGL J1549.6+1710,47.782024,-22.7462255,1.8984419,0.16899563,-0.027789187,0.3928684,0.99559724,-0.70149845,0.000432,-0.7069026,-0.49748316,-0.38384396,-0.019999959,3.13942218,8.64435932,AGN,bll,PowerLaw,3FGL J1549.5+1709,MG1 J154930+1708,28.870985,0,0.999889425,8.18e-05,0.000111,8.18e-05,0.999691517,0.001425561,0.000308,0.001425561,0.999363417,0.001958453,0.000637,0.001958453,0.998995368,0.000508,0.001004632,0.000508,0.999939517,4e-05,6.05e-05,4e-05,0.997563423,0.001805956,0.002436577,0.001805956,0.99926112,0.000888,0.000739,0.000888,0.999559169,0.00014,0.000441,0.00014,AGN
4FGL J1549.8-0659,34.979805,-20.7726753,1.9461403,0.066404425,0.026821671,0.9032993,0.60992676,-0.4597146,0.000312,-0.5624665,-0.40630865,-0.44659847,-0.47907192,2.62024241,7.95328358,AGN,bcu,PowerLaw,3FGL J1549.7-0658,NVSS J154952-065907,1.22326279,0,0.994041056,0.007722529,0.005958944,0.007722529,0.992295184,0.015267955,0.007704816,0.015267955,0.987397967,0.017500816,0.012602033,0.017500816,0.977368185,0.007463028,0.022631815,0.007463028,0.994369155,0.035748988,0.005630845,0.035748988,0.98756479,0.010368252,0.01243521,0.010368252,0.984119796,0.017473643,0.015880204,0.017473643,0.993841179,0.001640881,0.006158821,0.001640881,AGN
4FGL J1549.8-3044,18.152838,-22.2978691,1.8583916,0.17013797,0.075896956,1.0772982,-0.9487964,0.9979943,0.000557,-0.355204,-0.35588327,-0.42631492,-0.49907306,1.39888704,8.58122184,AGN,bcu,PowerLaw,3FGL J1549.9-3044,NVSS J154946-304501,342.348816,0,0.999755987,0.000171,0.000244,0.000171,0.974503237,0.037221933,0.025496763,0.037221933,0.999098055,0.002023892,0.000902,0.002023892,0.993430131,0.004078749,0.006569869,0.004078749,0.99990712,5.94e-05,9.29e-05,5.94e-05,0.991068958,0.007960839,0.008931042,0.007960839,0.999027417,0.00129847,0.000973,0.00129847,0.998181164,0.000638,0.001818836,0.000638,AGN
4FGL J1550.7+0528,42.199486,-20.8053901,2.3790917,0.07038031,0.14948215,3.6959817,0.99978304,-0.5036316,0.001897668,-0.66196233,-0.600742,-0.9016276,-0.80966747,3.33737231,6.55449786,AGN,fsrq,LogParabola,3FGL J1550.5+0526,4C +05.64,14.2742558,0,0.949233038,0.050648796,0.050766962,0.050648796,0.920635397,0.101236983,0.079364603,0.101236983,0.906512401,0.044160536,0.093487599,0.044160536,0.762513952,0.065054668,0.237486048,0.065054668,0.989092272,0.009350957,0.010907728,0.009350957,0.951518701,0.032953404,0.048481299,0.032953404,0.953365698,0.027476639,0.046634302,0.027476639,0.96765027,0.008891749,0.03234973,0.008891749,AGN
4FGL J1550.7+7006,40.057926,-23.1466437,2.7813463,0.304964,0.11671201,0.83346546,0.9636877,-0.57987124,0.005909982,-0.6754741,-0.9421754,-0.9975105,-0.9926074,1.96375086,6.14831987,AGN,bcu,PowerLaw,,4C +70.18,104.675346,4,0.99888685,0.001260912,0.00111315,0.001260912,0.988974319,0.0243159,0.011025681,0.0243159,0.974053029,0.020517666,0.025946971,0.020517666,0.94036517,0.025982079,0.05963483,0.025982079,0.999610395,0.000417,0.00039,0.000417,0.994711117,0.003396697,0.005288883,0.003396697,0.991139211,0.006032031,0.008860789,0.006032031,0.992568646,0.002928232,0.007431354,0.002928232,AGN
4FGL J1550.8-0822,33.901756,-22.5806106,1.8883088,0.3535866,0.09438758,0.7151192,-0.9985352,0.96902686,0.001138828,-0.5400208,-0.6071783,-0.16416717,-0.49789813,1.6441458,8.70794275,AGN,bcu,PowerLaw,,NVSS J155053-082247,0.155245274,0,0.998950887,0.003532317,0.001049113,0.003532317,0.977096569,0.042523297,0.022903431,0.042523297,0.97788354,0.020991635,0.02211646,0.020991635,0.984361651,0.011352732,0.015638349,0.011352732,0.991962261,0.064739245,0.008037739,0.064739245,0.982776624,0.015868249,0.017223376,0.015868249,0.961584266,0.029957744,0.038415734,0.029957744,0.997255063,0.001036811,0.002744937,0.001036811,AGN
4FGL J1550.8-1750,27.434074,-22.4197543,2.5627177,0.16343522,-0.041293357,0.50719595,0.79249597,-0.6860292,0.001936479,-0.71473676,-0.7013934,-0.9998064,0.99782234,1.36250935,6.76964232,AGN,bcu,PowerLaw,,TXS 1548-177,352.09491,0,0.996825391,0.003598171,0.003174609,0.003598171,0.951027813,0.086437546,0.048972187,0.086437546,0.985651242,0.013699192,0.014348758,0.013699192,0.969920399,0.017930383,0.030079601,0.017930383,0.998412753,0.002016119,0.001587247,0.002016119,0.987016832,0.012915495,0.012983168,0.012915495,0.988409991,0.0092059,0.011590009,0.0092059,0.995966047,0.001821381,0.004033953,0.001821381,AGN
4FGL J1552.0+0850,43.653217,-21.8158059,2.054212,0.1548444,0.13836338,2.006709,-0.99696285,0.9993261,0.001908981,-0.31283882,-0.53629744,-0.730097,-0.6044497,2.92421368,7.55908643,AGN,bll,PowerLaw,3FGL J1552.1+0852,TXS 1549+089,18.447979,0,0.997844188,0.00266246,0.002155812,0.00266246,0.996473833,0.007186888,0.003526167,0.007186888,0.975538158,0.021149332,0.024461842,0.021149332,0.982349489,0.008198557,0.017650511,0.008198557,0.996580461,0.057346867,0.003419539,0.057346867,0.992783023,0.005654235,0.007216977,0.005654235,0.993199028,0.008271134,0.006800972,0.008271134,0.996616054,0.001028459,0.003383946,0.001028459,AGN
