Source_Name,AGN_BDT_S,AGN_BDT_STD_S,AGN_NN_S,AGN_NN_STD_S,AGN_RF_S,AGN_RF_STD_S,AGN_LR_S,AGN_LR_STD_S,Category_3FGL,AGN_BDT,AGN_BDT_STD,AGN_NN,AGN_NN_STD,AGN_RF,AGN_RF_STD,AGN_LR,AGN_LR_STD,AGN_BDT_O,AGN_BDT_STD_O,AGN_NN_O,AGN_NN_STD_O,AGN_RF_O,AGN_RF_STD_O,AGN_LR_O,AGN_LR_STD_O,Category_Prob,diffRF,diffLR2,diffBDT,diffNN,diffNN2,diffLR,diffRF2,diffBDT2
3FGL J0012.4+7040,0.9999541951520756,3.818766453343203E-5,0.9947707122446953,0.011315304435552776,0.9913509979584044,0.007456846546499352,0.9999496921746175,5.9262870507669376E-5,AGN,0.999944111,4.75252585E-5,0.994224348,0.0110897212,0.996780722,0.00176485343,0.999994067,3.93975807E-6,0.999934541,6.67742707E-5,0.969856874,0.0667941858,0.991110398,0.00867493143,0.999892714,1.01683545E-4,AGN,0.021032638450861715,0.5603480348513857,0.2555052467761453,0.3677544893636547,0.37299411537546256,0.48412562732097797,0.02773508474918509,0.29433720308097566
3FGL J0013.2-3954,0.999919971374934,1.3678812955300018E-4,0.9988248309700092,0.002187425862124314,0.9921516549293196,0.008106567091960212,0.9999803818385807,2.4127515402100445E-5,AGN,0.999791323,2.94749734E-4,0.995938598,0.00940492224,0.995614566,0.00516663362,0.999996973,2.65655306E-6,0.999823247,1.88355967E-4,0.984593489,0.0367792341,0.99012125,0.0113563553,0.999933194,7.43419247E-5,AGN,0.14551855757590307,0.6347406093012946,0.415509074535901,0.38625706173464125,0.38693959562385755,0.6037401284065869,0.17879019066263335,0.5135190377803149
3FGL J0013.9-1853,0.9607109329485766,0.05632838893534545,0.9117083473822524,0.13981071184326366,0.8276790626446666,0.06379927964384934,0.8739506659682874,0.06564839730680873,AGN,0.969100084,0.0659667671,0.979748107,0.0375509497,0.896728742,0.0449222535,0.946338114,0.0165297705,0.970123647,0.0319919445,0.908528608,0.142846552,0.882954982,0.0484042256,0.784418973,0.0798498806,AGN,-0.690231247503838,1.1212501796563417,-0.1453041036363477,0.015908210367222484,0.022259825930221654,0.866113869240742,-0.8664035027339425,-0.16710426535059367
3FGL J0014.0-5025,0.997478082930572,0.004260410270091983,0.9971144890947128,0.004924914162136234,0.9696867146788843,0.023196146081027498,0.9639126630084637,0.019877749163189882,AGN,0.999676453,2.93818334E-4,0.992789761,0.0183287924,0.992808001,0.00745849856,0.995115892,0.00157536355,0.999295694,5.91953744E-4,0.966085994,0.0752063702,0.990706596,0.00969715629,0.950616032,0.023387279,AGN,-0.8360624669634511,0.5685411718252336,-0.42256880311938927,0.4116962171400279,0.4125780171572865,0.4332070163884107,-0.9061798993544083,-0.42662817761648625
3FGL J0014.6+6119,0.9932829691961813,0.007548483396928199,0.5859480961824681,0.36901453045921767,0.9580850715975242,0.022761945816127387,0.9410884918885853,0.026781899361959113,AGN,0.998645405,0.00118099314,0.975731144,0.037438545,0.989514705,0.00744584984,0.97401425,0.00663823089,0.995413607,0.00372189189,0.881472308,0.155534167,0.973259637,0.0204510073,0.927833856,0.0281267176,AGN,-0.49590351078405404,0.47124716353625745,-0.2531597326085135,-0.737974783271034,-0.8008470871045883,0.3412809736897295,-0.6666638048019692,-0.28226038156032407
3FGL J0014.7+5802,0.9983018153581444,0.0021643765770921137,0.9455295532365932,0.09268764833696827,0.9739735314203835,0.016471889469238516,0.9896362406321544,0.01109164620170316,AGN,0.99979282,1.88359705E-4,0.991015125,0.0138675007,0.994219783,0.00530412902,0.998427077,7.20796945E-4,0.999333261,5.74486825E-4,0.95102727,0.0890952949,0.988467059,0.00995331346,0.98707206,0.0103736652,AGN,-0.7530842100009565,0.23118124988161065,-0.4606063091361188,-0.042762141206106566,-0.05931444871078977,0.16884321460879234,-0.8798946597282232,-0.4765555369487976
3FGL J0015.7+5552,0.9989129429547388,0.001277274144896055,0.914046878698571,0.12768864412522044,0.9899738196384916,0.007941857297041749,0.9560933946774063,0.020936132511291155,AGN,0.999887177,1.11094009E-4,0.988816595,0.0212568006,0.996868237,0.00191129934,0.995102011,0.00166552039,0.999600997,3.72657768E-4,0.930127359,0.0937515364,0.993044599,0.0075393706,0.937523525,0.0303858086,AGN,-0.2804216132709932,0.6111362683106698,-0.5171288215636896,-0.10151175023870884,-0.12593508539145656,0.50324683593205,-0.3866575848261813,-0.5386894019664684
3FGL J0016.3-0013,0.9998722465015283,1.8562531200474048E-4,0.9980842121659615,0.0031057532049235076,0.9759460413875599,0.016587827552801332,0.971410337363577,0.024067618106002303,AGN,0.999936346,7.05109139E-5,0.993786891,0.0122976113,0.985680997,0.0125658323,0.993542708,0.00240736777,0.999909626,1.24996133E-4,0.968579174,0.066341289,0.983610731,0.015871897,0.964441382,0.0271869032,AGN,-0.3338559580608647,0.2563350195610731,-0.16703130943146927,0.4442596711825811,0.4447462298473204,0.19193214545915807,-0.4620671144574108,-0.20137069706720712
3FGL J0017.2-0643,0.971388595777349,0.032512812782175965,0.9864918145521049,0.023543463930742067,0.8783920636179727,0.05046363049575262,0.9377575545434904,0.02982798452776434,AGN,0.997562042,0.00309987338,0.993794409,0.0124900993,0.98021651,0.0117503209,0.990002844,0.00346194499,0.991417342,0.0111561373,0.956054836,0.0869661565,0.937354826,0.036780731,0.884783983,0.0483976296,AGN,-0.9442324431350355,1.094548885581999,-0.582678655294505,0.33782584796819815,0.34998647493528035,0.9317962193990211,-1.1684209360836606,-0.6160262526910933
3FGL J0017.6-0512,0.999912403002966,8.363453442023816E-5,0.9985626542205426,0.0025200181228281085,0.9826624302156132,0.011644246004419587,0.9995997257467514,3.440831588644662E-4,AGN,0.999960878,4.43146126E-5,0.993751011,0.0203913683,0.992966364,0.00794760785,0.999740433,9.59870889E-5,0.999936634,6.70026805E-5,0.976856764,0.0498386078,0.984771643,0.0123613829,0.999076395,6.26164916E-4,AGN,-0.12420200326625104,0.8357714291858719,-0.22611163214331756,0.4349679258090891,0.4355236066715048,0.7324680826829594,-0.17062919265989282,-0.2897247793861798
3FGL J0018.4+2947,0.99998903912381,1.6653660886051506E-5,0.9979338259481313,0.0036579130079712457,0.9923134466156637,0.009166061731184613,0.9999997926739391,3.8003241249972176E-7,AGN,0.999970513,2.36276485E-5,0.995773335,0.00686243343,0.997373673,0.00235563181,0.999999949,4.44309795E-8,0.999985933,2.36817494E-5,0.975015715,0.0774708007,0.997382857,0.0030393724,0.999999475,1.04791222E-6,AGN,-0.5249556518005354,0.3031493793956918,0.10728840540501973,0.29549980642286805,0.2958290186889903,0.28498735162977024,-0.5530630856531572,0.13116107925444243
3FGL J0018.9-8152,0.9999895015543487,1.1154567187951271E-5,0.9980158181514257,0.0033455322661510895,0.9978631368539879,0.002961450170159683,0.9999749921354196,2.568898599472728E-5,AGN,0.999979764,1.80830943E-5,0.993478947,0.0195514991,0.998589747,0.0014913233,0.999995833,2.4815592E-6,0.999983984,1.95667228E-5,0.973763271,0.0743740074,0.998720857,0.00246191754,0.999950476,4.52918789E-5,AGN,-0.2227189127654434,0.5412920818272771,0.2449753107092841,0.3257596102728832,0.326089019527885,0.47083090605839173,-0.28962842416014867,0.2819866364511493
3FGL J0019.1-5645,0.999537650951109,6.707209990768717E-4,0.9984922346181728,0.0026471390170490572,0.9782942944065646,0.02009882186315091,0.9997157647965362,2.3862679203925086E-4,AGN,0.999894581,8.3550997E-5,0.993789004,0.0167553532,0.99430413,0.00607666471,0.999945247,2.66881024E-5,0.999806514,2.62815111E-4,0.977062346,0.0618372297,0.984744868,0.0137821182,0.99937441,4.15906594E-4,AGN,-0.26469042220233907,0.8207487004550504,-0.37322712356125737,0.3462360798619629,0.3465531803759452,0.7118961616102246,-0.32094287104767744,-0.40085676348436555
3FGL J0019.4+2021,0.9999867550989109,1.7599334577213535E-5,0.9981337479341036,0.0025681700687616746,0.9899247878716088,0.008602544693220901,0.9996807419644766,2.3392702724132366E-4,AGN,0.999963292,2.7107017E-5,0.995040263,0.00992647806,0.995958266,0.00423093073,0.999874267,5.18889601E-5,0.999977699,1.93124048E-5,0.983567127,0.0241526775,0.991591009,0.01051969,0.9991539,5.14775927E-4,AGN,-0.12261319874973396,1.0234393973061795,0.34659671195324887,0.5997250641448924,0.603105843404051,0.931747209946216,-0.15839070622719964,0.4689265270002402
3FGL J0021.6-6835,0.9997636439929818,3.2194025882965427E-4,0.9959702232103602,0.006066803624143872,0.9829680573188337,0.010060239319336113,0.9918560562548783,0.00561661221668842,AGN,0.998716512,0.00165069704,0.99366763,0.0174539128,0.975193431,0.0116355356,0.998515422,6.6880682E-4,0.999318436,9.54609453E-4,0.972645367,0.0689449131,0.972294817,0.0188505181,0.971327233,0.0156304035,AGN,0.4995188730371348,1.3133904863606534,0.4419224185046422,0.3370092551477598,0.33831148900759406,1.2360127744770912,0.5662040832094565,0.46637710488056044
3FGL J0021.6-2553,0.999903696656036,9.261116016363619E-5,0.9986722081917222,0.0023715380382860773,0.9949019977213621,0.006196213320089534,0.9999799546585899,2.9475842321032444E-5,AGN,0.99992674,6.1153355E-5,0.995819979,0.00766402078,0.997943011,0.00209602414,0.999996895,2.92962035E-6,0.999895216,8.95592787E-5,0.984262803,0.0313952595,0.995084399,0.00598230668,0.99996417,3.73218387E-5,AGN,-0.021177826319490937,0.422933572934283,0.06582723396138418,0.4576636874596444,0.4589675454576886,0.33190468342212237,-0.029437540190313135,0.09157272213193401
3FGL J0022.1-1855,0.9994798648146919,5.157378901664563E-4,0.9963324315082996,0.0053979267410827645,0.9755902997334576,0.017753623431112902,0.9642670103492292,0.020564219306331826,AGN,0.999402902,4.4021604E-4,0.991121102,0.0199175039,0.9939934,0.00495396202,0.977077715,0.00594581789,0.998625557,0.00131163791,0.965423142,0.0599758018,0.984850507,0.0158520332,0.949222552,0.0176666034,AGN,-0.3890712537385618,0.7315842203937652,0.6061543947260299,0.5132879687607049,0.5153626726220712,0.5549247193467832,-0.521595340943983,0.6513290048866215
3FGL J0022.1-5141,0.9951121508097186,0.005281832608646638,0.9980660535102158,0.0031003962719590105,0.9223839572508726,0.039844385020175614,0.9780533137744571,0.014708771026360224,AGN,0.999003521,0.00106073952,0.994429376,0.0126741925,0.981996313,0.0146542142,0.994557028,0.00198651043,0.995939895,0.00449087872,0.964853058,0.0752163096,0.951048834,0.0305591259,0.954000725,0.0258977812,AGN,-0.5708554788848272,0.9287509454461353,-0.1193928423447381,0.44119175810972355,0.4415664061005173,0.8075873094341137,-0.7194207348064869,-0.1567153394687973
3FGL J0022.5+0608,0.9999242282071342,9.571241495734182E-5,0.9958837065185617,0.005005668098317301,0.9784994628077189,0.01682724625681334,0.9319506664379265,0.02792863743854666,AGN,0.999958931,2.49273188E-5,0.992984099,0.0127662519,0.994806718,0.00563243094,0.982622237,0.00385849429,0.99993861,4.48118301E-5,0.969132873,0.0523801735,0.991924516,0.0100678911,0.92724133,0.023300365,AGN,-0.6846321852874363,0.16862034348395136,-0.1360838336774601,0.5083891658415218,0.5107053247649471,0.12947729461779822,-0.797816409612788,-0.15026047427739767
3FGL J0023.4+0923,0.2856100666230811,0.22414303538667002,0.2679571152911626,0.27698448119592756,0.4236592417144999,0.11445038477919972,0.046324855138106344,0.03372654058280932,PSR,0.875446703,0.133079185,0.272369198,0.234533473,0.665128003,0.0840852303,0.306325313,0.0578540509,0.530474802,0.232333931,0.104412017,0.17522782,0.623411817,0.0925465107,0.0422776362,0.0277191556,MIXED,-1.3571429573847744,0.12000101012937092,-0.7584945567303057,0.4989815220585385,0.5904485969214913,0.09270741907462644,-1.7453202596991466,-1.0539344568526192
3FGL J0023.5+4454,0.9995503005468505,4.1713840545185905E-4,0.9946751090178384,0.008769918248709709,0.992785466958367,0.006455483910654031,0.9997091286423315,3.1332861459671096E-4,AGN,0.999872914,1.28153325E-4,0.992633189,0.0189705815,0.996605927,0.0018670509,0.999971983,1.97444559E-5,0.999649916,3.77367894E-4,0.97533244,0.0399468506,0.992292548,0.0070153893,0.999362117,5.6564158E-4,AGN,0.05170350155287439,0.6134832632557342,-0.1770928161616663,0.47294676712168654,0.48421011236962025,0.5366496680849997,0.07026252390113343,-0.23880671702143627
3FGL J0024.4+0350,0.9993322868624893,8.711110211830531E-4,0.9960664372066511,0.006768592427801806,0.93902105726709,0.031506756444363564,0.8746128638104996,0.059134501057764466,AGN,0.999640402,7.09795748E-4,0.991325848,0.0156198105,0.9895333,0.00969866003,0.975142486,0.00609891062,0.999341388,8.58174411E-4,0.93500444,0.105387618,0.963003706,0.0264413989,0.855176732,0.0494354315,AGN,-0.5830685926287938,0.3286766855699654,-0.007442722712079723,0.5782125844814078,0.5794039030908836,0.25216752564328376,-0.7611906600179533,-0.010447735465883732
3FGL J0026.7-4603,0.9999679227770921,4.739126918396096E-5,0.9983256246007294,0.0029283647984049005,0.9895103316355462,0.010976822134016417,0.999784146863938,1.870196596811841E-4,AGN,0.999909389,8.74259805E-5,0.994394123,0.0138578561,0.996502771,0.00241476591,0.999942967,2.66506306E-5,0.99996046,3.87152581E-5,0.975696182,0.0728612034,0.994283331,0.00551453879,0.999298907,4.83141777E-4,AGN,-0.3885488785330439,1.0043425905973824,0.12195116308413437,0.3103323414941373,0.31058288286149016,0.9366197939086275,-0.4348252441535468,0.15747156006947977
3FGL J0028.6+7507,0.7825575303248852,0.17689632507758418,0.9538043580154747,0.06620793573186892,0.7975843357247971,0.07618620536870585,0.985424010481743,0.015234126342771732,AGN,0.957133299,0.0478573197,0.994040304,0.0110615983,0.923271529,0.0310156469,0.998877923,5.96477606E-4,0.859621851,0.118811131,0.962746723,0.0861951638,0.802087952,0.0749994958,0.978203255,0.0160388085,AGN,-0.04212619956284907,0.45020523075282964,-0.3616473442133043,-0.08227549547903229,-0.10374555358203606,0.32642639957429476,-0.059113277179346224,-0.4356468153949242
3FGL J0028.8+1951,0.9294249046645351,0.09311169922405826,0.9905467951867406,0.0295553046118734,0.8674373710497955,0.05339715604095189,0.8459104084021326,0.11092802682060574,AGN,0.999173691,0.00160118325,0.992982694,0.0172390101,0.979207219,0.012838091,0.990857616,0.00545287067,0.991485866,0.0134760841,0.948159341,0.077928875,0.901406998,0.0478348945,0.85202822,0.119225429,AGN,-0.47384156719666504,-0.05131297617614272,-0.6596486493107372,0.5085769107618454,0.5439248826155981,-0.037567435456777716,-0.6361692170300648,-0.6665216278152676
3FGL J0029.1-7045,0.9996246241258838,4.3827915971101375E-4,0.9979669252754028,0.0031339712063035504,0.9864967387349994,0.012627966096993255,0.998289009699079,0.0013274658687460151,AGN,0.999753246,2.20152246E-4,0.994767598,0.011827935,0.996505282,0.00332555052,0.999630061,1.71268739E-4,0.999370415,6.85935616E-4,0.974076964,0.0619947626,0.98935153,0.0124009833,0.996311817,0.00216663619,AGN,-0.1612979614552458,0.9125633127539157,0.31229615483547335,0.3848630589093643,0.3853545085662248,0.7781282092345749,-0.22606896811991573,0.37060202146407956
3FGL J0030.2-1646,0.9999358039649577,7.018237139731739E-5,0.9984797880315298,0.002569667420792399,0.9903126246614546,0.011748568861301245,0.9949417727010353,0.004582036080333589,AGN,0.999961264,2.63446095E-5,0.994939647,0.0122990661,0.997396109,0.00327956233,0.998541925,6.61809082E-4,0.999964914,3.84929087E-5,0.980869472,0.028382321,0.996800571,0.00570624289,0.994621692,0.00310718563,AGN,-0.49674140921821286,0.06985556102650631,-0.3636689646280826,0.6179403141280351,0.6204677916062555,0.05781581857816911,-0.5522329072706081,-0.4147770225295982
3FGL J0030.3-4223,0.9999158015974755,9.350736960557263E-5,0.9981176398045815,0.0032826184684363797,0.9834773156571994,0.012749226687173995,0.9930579467691064,0.005119661634166956,AGN,0.999876047,1.12577812E-4,0.993655224,0.0165432643,0.993909446,0.00376390024,0.9978214,8.36600659E-4,0.999741254,2.53440036E-4,0.973914996,0.0699318886,0.986765174,0.0103017321,0.983960307,0.00915269233,AGN,-0.20058790864551584,0.9939850965258417,0.6461381668981618,0.3457081512451536,0.3460888056808676,0.8674940884326394,-0.25788688392435605,0.6887135917053093
3FGL J0030.4+0451,0.001396152845571225,9.580943133633561E-4,0.012966053439440184,0.05175681501510419,0.043073727015133026,0.0390967851617087,1.6825161088583374E-4,1.839700261129964E-4,PSR,0.00106952368,0.00134693664,0.0794947491,0.171072254,0.0485738838,0.0309798208,7.63477062E-4,3.95498533E-4,0.00153238398,0.0011850309,0.0578289944,0.152545789,0.027910246,0.0294352062,1.26759394E-4,1.16055445E-4,PSR,0.309846833358894,0.2255379192061905,-0.08939691805465205,-0.2785015055053653,-0.29409491572762997,0.19075351766777152,0.38784470263770193,-0.11495998494956974
3FGL J0030.7-0209,0.9996117504550993,5.198549957604969E-4,0.9983830265956186,0.0025106759728904934,0.9537281840428334,0.026211820995515767,0.9973563082183668,0.0019095625037707496,AGN,0.999573528,4.25823913E-4,0.99464534,0.0103797806,0.974893354,0.0122350354,0.997518957,7.92340764E-4,0.999454602,6.08524274E-4,0.977352301,0.054622607,0.95557236,0.0283396655,0.994578935,0.00312255915,AGN,-0.04777279268583938,0.8894541576151718,0.1963510627334638,0.38461263844467125,0.3850187083823843,0.7588110243076919,-0.06507401991623972,0.2582451708397871
3FGL J0031.3+0724,0.9983607428088292,0.001860083801470086,0.9978276058408874,0.004706818514892664,0.9646315113978408,0.018810606408238114,0.9896214371263625,0.011608307990880007,AGN,0.999452986,0.00152639014,0.992934242,0.0187997158,0.984215514,0.0106791503,0.999101623,5.20789347E-4,0.998468761,0.00138319528,0.969202154,0.085157249,0.96865534,0.0187792275,0.985925926,0.0141170025,AGN,-0.1513853722530464,0.2617773232215955,-0.04659966392777871,0.33563585819868075,0.33614815153184885,0.20219648588895303,-0.2139127529879622,-0.0580716799347527
3FGL J0032.3-2852,0.9994286952084314,8.281211235088909E-4,0.9987295033129854,0.002509496818375784,0.9540196078042735,0.030684125603978193,0.9999999017730056,3.8254559767072146E-7,AGN,0.999644876,6.3614123E-4,0.995330637,0.0153429807,0.97836142,0.0198863698,0.999999997,9.50310922E-9,0.998317533,0.00219860755,0.986377971,0.0279107168,0.946890896,0.0377907638,0.999999798,5.84969744E-7,AGN,0.14644288554205093,0.17739892804097057,0.4729566197809879,0.4407592828190217,0.44253726629426293,0.14846991126738587,0.1886363515170219,0.505393610802131
3FGL J0033.6-1921,0.9992978703180208,7.859389556373458E-4,0.9978017332544235,0.003306133296019339,0.9665497895478605,0.025369907929182565,0.969473902453732,0.023179510885092194,AGN,0.999034504,8.66890136E-4,0.993604566,0.013326072,0.98192937,0.0169699365,0.990441234,0.00368734543,0.99823262,0.00191372033,0.970612096,0.0508009908,0.975444589,0.02383724,0.965507193,0.0150405751,AGN,-0.25551264691665915,0.17112998947200314,0.5149066396956729,0.5340887911869672,0.5352186409408273,0.14355668389394188,-0.3506043252883828,0.5566384498934275
3FGL J0034.3-0534,0.0018927546994030175,0.0017145340048054104,0.09443195867027995,0.21022411390920726,0.15394210422457968,0.06215355544160618,0.008631847951349934,0.006005128151381346,PSR,0.00206391502,0.00335870235,0.117915341,0.208483922,0.209547637,0.0647927828,0.0471887226,0.0144529267,0.00254219338,0.00288644672,0.0892292575,0.194392783,0.185436113,0.068074392,0.00616238355,0.00340472778,PSR,-0.34165701994173725,0.4112259287558899,-0.19344301135579495,0.01817053389401967,0.024748355807207342,0.3577291211341692,-0.46264105855576837,-0.2249959010492259
3FGL J0035.2+1513,0.9977001381494832,0.00188735557744525,0.997079857267127,0.0041081482156168575,0.9754155328347922,0.015776596660628365,0.970072431660326,0.012370579160245828,AGN,0.999684793,2.25742304E-4,0.994846114,0.00941894693,0.995343699,0.00294349158,0.99442729,0.00144879727,0.99890782,8.43859026E-4,0.968900082,0.0738273523,0.986105353,0.0133082788,0.969957221,0.0104864957,AGN,-0.5179166183031559,0.0093132794215633,-0.5841503694585832,0.3811087281706827,0.3816983054277433,0.007104223088189126,-0.677574536204315,-0.6398804045984374
