Source_Name_3FGL,Ln_Flux_Density,Ln_Unc_Energy_Flux100,Spectral_Index,Ln_Signif_Curve,Ln_Variability_Index,HR12,HR23,HR34,HR45,GLAT,Category_3FGL,CLASS_3FGL,Pivot_Energy,SpectrumType,ASSOC1,AGN_BDT,PSR_BDT,AGN_NN,PSR_NN,AGN_LR,PSR_LR,AGN_RF,PSR_RF,Times in Testing,Flags
3FGL J0001.2-0748,-28.353826052025752,-27.686984878942162,2.1493483,0.6419789836105418,3.906773510910414,-0.32466768297282894,-0.5991181563942726,-0.42514678541356277,-0.9088875391495517,-67.32425,AGN,bll,1263.8359,PowerLaw,PMN J0001-0746,0.8457101324783592,0.15428986752164012,0.9521907910572746,0.04780920894272543,0.7522789014205746,0.24772109857942562,0.8201649173540916,0.17983508264590856,214,0
3FGL J0002.2-4152,-30.245040628153227,-28.02967273863602,2.0889208,-1.6080757406115354,4.0316009625820435,-0.8073907957081463,-0.7380671086874941,0.06745562131471436,-0.5806243152750442,-72.14272,AGN,bcu,1956.0415,PowerLaw,1RXS J000135.5-415519,0.9999749503091409,2.5049690858374963E-5,0.9977645830701604,0.002235416929840177,0.99998256707183,1.7432928170657844E-5,0.9992751894340224,7.248105659772258E-4,204,0
3FGL J0003.2-5246,-31.54365876020846,-27.907395033912433,1.8952075,-0.0954506696725643,3.812875084908427,-0.9997487737079693,0.991051088555087,-0.3971292560211149,-0.4543910915669077,-62.824707,AGN,bcu,3676.2268,PowerLaw,RBS 0006,0.999853867492413,1.4613250758725415E-4,0.9934228296859059,0.0065771703140948545,0.991422129451251,0.008577870548749538,0.9960129384248401,0.003987061575159693,209,0
3FGL J0003.8-1151,-30.751142925081226,-27.97315838860841,2.0235214,0.5819362512239435,3.881391535684466,0.7961203941053213,-0.38962400691509436,-0.6645561355471007,-0.4490346613946677,-71.08423,AGN,bcu,2315.8784,PowerLaw,PMN J0004-1148,0.9992175752751602,7.824247248396239E-4,0.9917904592446752,0.008209540755325224,0.9053015873976533,0.0946984126023467,0.9678715599718911,0.032128440028109065,219,0
3FGL J0004.7-4740,-26.87682869614172,-27.845742731513365,2.4035163,0.6075822115632094,4.726791667598244,-0.5321414324985754,-0.6983471242049015,-0.6358005037263156,-0.9999927145669273,-67.51865,AGN,fsrq,722.59973,PowerLaw,PKS 0002-478,0.9990133786375048,9.866213624954297E-4,0.9887824381200196,0.011217561879980107,0.9329908805395087,0.06700911946049097,0.9397345343987025,0.06026546560129789,216,0
3FGL J0006.4+3825,-25.8193488947493,-27.59842798986845,2.6171293,0.8233172678218296,4.387791237378734,-0.7274684208776793,-0.714511877219373,-0.884553713410013,-0.6399088615045486,-23.613312,AGN,fsrq,496.52658,PowerLaw,S4 0003+38,0.9996708081100465,3.291918899533166E-4,0.8887049331100835,0.11129506688991635,0.8001746824588992,0.19982531754110075,0.9803222345691806,0.01967776543081896,215,0
3FGL J0008.0+4713,-28.196298173653947,-27.237142944515924,2.0209966,0.9218680695704783,3.603143826646084,-0.12863138602416413,-0.5190584664401893,-0.418792940636835,-0.6331874013196694,-15.002618,AGN,bll,1875.706,PowerLaw,MG4 J000800+4712,0.8348753409653678,0.16512465903463233,0.5245000308096488,0.47549996919035115,0.5694021831748667,0.4305978168251332,0.8544796396356755,0.14552036036432414,199,0
3FGL J0008.6-2340,-32.76020458520079,-27.684863762417628,1.5989343,-0.1639293000735365,3.8575459957616287,0.032599993121025315,0.9995702073175866,-0.7395764568911064,0.416237882001124,-79.75257,AGN,bll,7424.89,PowerLaw,RBS 0016,0.9981762447753967,0.0018237552246034002,0.9966542074763834,0.003345792523616737,0.9984789754826493,0.001521024517350755,0.9831369167290461,0.01686308327095413,216,0
3FGL J0009.1+0630,-29.01520690165684,-27.710919559008723,2.1793637,-0.9968615122868939,4.116717136009044,-0.513312783326616,-0.5993156472970991,-0.5418718931079535,-0.5171100659118245,-54.84626,AGN,bll,1548.9703,PowerLaw,CRATES J000903.95+062821.5,0.9999168712605228,8.312873947741021E-5,0.9971530486759653,0.0028469513240343375,0.9993761971532874,6.238028467121171E-4,0.9944144881492166,0.005585511850783526,231,0
3FGL J0009.3+5030,-27.535807940829027,-26.978527819020282,1.9286355,0.7596332726993131,4.599523674403958,-0.5314424675012004,-0.47112913835755854,-0.4031814383500992,-0.5631493005140553,-11.803292,AGN,bll,1656.9579,PowerLaw,NVSS J000922+503028,0.999634594888088,3.6540511191220706E-4,0.9655941391619407,0.0344058608380593,0.9738445694702702,0.026155430529729653,0.9876945958882843,0.012305404111715596,207,0
3FGL J0009.6-3211,-28.80027714873859,-28.024800375313824,2.3097298,0.027075916605227002,3.750293364360291,-0.5967407354081553,-0.6235795769814494,-0.7032602851345198,-0.6370210658328215,-79.601845,AGN,bcu,1069.8146,PowerLaw,IC 1531,0.997939300151788,0.0020606998482123216,0.9812872136074898,0.018712786392509943,0.9173667612803144,0.08263323871968549,0.9357717161191884,0.06422828388081123,235,1
3FGL J0012.4+7040,-28.227607626146195,-27.2959121653024,2.4837499,-1.5660769358584117,3.9430543152311106,-0.5953408796219369,-0.869545041824204,-0.5685733155906002,-0.44183559838977843,8.046483,AGN,bcu,1066.8414,PowerLaw,TXS 0008+704,0.9997857572709744,2.142427290255304E-4,0.9975208985331823,0.002479101466817307,0.9997934702373507,2.0652976264907632E-4,0.9850401246631086,0.014959875336891942,209,8
3FGL J0013.2-3954,-28.223898020144944,-27.858863564790475,2.2117834,-1.8850229170180788,4.0114713928463255,-0.5646003048995901,-0.6268517078408645,-0.5862699322477437,-0.3508119073529838,-74.96217,AGN,bll,1139.5116,PowerLaw,PKS 0010-401,0.9998263599891604,1.7364001083929411E-4,0.9973976056963654,0.002602394303634655,0.9999658515502277,3.4148449772496156E-5,0.9867296728931055,0.013270327106894023,221,0
3FGL J0013.9-1853,-31.145815641329445,-27.99473261560349,1.9351506,0.4864007093412677,3.5961829930688416,0.9991154095328826,0.3421744318186921,-0.42061920128164326,-0.836871205837758,-78.0784,AGN,bll,2844.402,PowerLaw,RBS 0030,0.9810181674336899,0.018981832566310034,0.9620988906977473,0.03790110930225297,0.8548345188309986,0.14516548116900205,0.8889680092438347,0.11103199075616527,220,0
3FGL J0014.0-5025,-31.16218343472785,-28.00855233348241,1.9238772,0.37149796807471713,3.836813004725503,-0.7391924626457075,-0.278573800519205,-0.630847603841834,-0.44887751875515375,-65.633064,AGN,bll,2914.0332,PowerLaw,RBS 0032,0.9994812045857538,5.187954142458371E-4,0.9823886369942009,0.01761136300579944,0.8596776521506773,0.14032234784932232,0.9941107351257097,0.005889264874290272,211,0
3FGL J0014.6+6119,-31.241105138355884,-27.319719811631497,1.8874854,0.888861568341458,3.9276093645878487,0.9552377683739157,-0.08437427121086265,-0.27752874859668053,-0.4584520914547665,-1.2385842,AGN,bcu,5187.997,PowerLaw,4C +60.01,0.993404604846426,0.006595395153574161,0.8421409855149582,0.15785901448504241,0.9418800355824246,0.05811996441757543,0.9806982480374744,0.01930175196252495,231,0
3FGL J0014.7+5802,-32.022464267159805,-27.57167373296391,1.9128166,-0.3954288997544556,3.676555576125096,0.9238889661963638,0.8299244102293584,-0.5388312610909588,-0.5392009173989567,-4.4827323,AGN,bll,5677.0996,PowerLaw,1RXS J001442.2+580201,0.9980449933212473,0.0019550066787527207,0.9534862265622189,0.04651377343778167,0.9918187733915417,0.008181226608458159,0.9958407363543943,0.004159263645606411,213,0
