Source_Name,AGN_BDT_MEAN_O,AGN_BDT_STD_O,PSR_BDT_MEAN_O,PSR_BDT_STD_O,AGN_NN_MEAN_O,AGN_NN_STD_O,PSR_NN_MEAN_O,PSR_NN_STD_O,AGN_RF_MEAN_O,AGN_RF_STD_O,PSR_RF_MEAN_O,PSR_RF_STD_O,AGN_LR_MEAN_O,AGN_LR_STD_O,PSR_LR_MEAN_O,PSR_LR_STD_O
4FGL J0001.2+4741,0.9997618336519101,0.0002090291678135471,0.00023816634808995066,0.00020902916781354776,0.9951179148593227,0.008008937195991083,0.004882085140677366,0.008008937195991083,0.9910466952734509,0.011171416313693453,0.008953304726549023,0.011171416313693451,0.997331828271709,0.0016460755535698903,0.002668171728291079,0.0016460755535698892
4FGL J0001.2-0747,0.9995166540974166,0.00041132105287539105,0.0004833459025834585,0.00041132105287538975,0.9977831634636857,0.0050031294786842305,0.002216836536314235,0.005003129478684231,0.9964871154975845,0.007868093701508799,0.003512884502415527,0.0078680937015088,0.9901016735635984,0.004256379471487089,0.009898326436401629,0.004256379471487092
4FGL J0001.5+2113,0.997242844168712,0.0027076948388226,0.0027571558312879598,0.0027076948388225983,0.9978500032782289,0.004269649381439058,0.002149996721771213,0.00426964938143906,0.9677502775328334,0.026586369229746307,0.03224972246716656,0.026586369229746314,0.9992358279052393,0.0004279071099655907,0.000764172094760785,0.0004279071099655907
4FGL J0001.6-4156,0.9999503186619618,3.653332944341088e-05,4.968133803833055e-05,3.6533329443411527e-05,0.9990896086366264,0.0015746760738330316,0.0009103913633736689,0.0015746760738330294,0.9997745201548635,0.0005141274456425303,0.0002254798451366065,0.0005141274456425273,0.9999242671088455,4.3181239389412724e-05,7.573289115459727e-05,4.3181239389412467e-05
4FGL J0002.1-6728,0.9998386318384389,0.00020732072561227313,0.0001613681615612649,0.00020732072561227685,0.998834096284913,0.0022087445348799636,0.0011659037150868908,0.0022087445348799636,0.9979376437051795,0.0039752152462964865,0.002062356294820582,0.003975215246296482,0.9997917181294876,0.00013550475981083336,0.00020828187051227288,0.00013550475981083442
4FGL J0002.8+6217,0.003527383107626736,0.056367533675155554,0.9964726168923731,0.05636753367515555,0.0002923296749845478,0.0004979247545102448,0.9997076703250154,0.0004979247545102448,0.007832900017491653,0.0021342268130099345,0.9921670999825083,0.0021342268130099223,5.722283648202869e-05,3.48536179869785e-05,0.999942777163518,3.4853617986978505e-05
4FGL J0003.1-5248,0.9998217950361382,0.00010458773468520314,0.00017820496386171123,0.0001045877346852044,0.9982169817447961,0.0027430078442240336,0.0017830182552037567,0.002743007844224031,0.9996551599146265,0.0008363036931014801,0.00034484008537339733,0.0008363036931014786,0.9980336944938217,0.000866377211251099,0.001966305506178376,0.0008663772112510979
4FGL J0003.2+2207,0.9592123181544051,0.040273507587152146,0.04078768184559477,0.040273507587152146,0.9411235376363833,0.10584170118483181,0.05887646236361679,0.10584170118483181,0.9403552112994848,0.03320353397429692,0.05964478870051497,0.03320353397429692,0.5849309328502142,0.20733936351589452,0.4150690671497858,0.20733936351589452
4FGL J0003.3-1928,0.989777913153676,0.012920064356057616,0.010222086846323879,0.012920064356057616,0.9815459360463389,0.04576518964884519,0.018454063953661136,0.04576518964884519,0.7628300965581445,0.07392131402271193,0.23716990344185562,0.07392131402271193,0.9809764712125135,0.009311589404934857,0.019023528787486338,0.009311589404934857
4FGL J0003.3-5905,0.9964271891139861,0.0025289116040445735,0.0035728108860139784,0.0025289116040445743,0.9933949683569411,0.0074276299382131875,0.006605031643058924,0.007427629938213189,0.9883054936329256,0.010916720703568555,0.011694506367074222,0.010916720703568548,0.9888400240223534,0.005677059081304112,0.011159975977646624,0.005677059081304111
4FGL J0003.9-1149,0.9922546475612143,0.007773831923834086,0.007745352438785809,0.007773831923834087,0.8758318523190838,0.1532990091848279,0.12416814768091625,0.1532990091848279,0.9318855632051638,0.03669461324751411,0.06811443679483609,0.036694613247514114,0.8659099651349229,0.052394255892419306,0.13409003486507726,0.052394255892419306
4FGL J0004.0+0840,0.9968332114606026,0.0032782351743156084,0.0031667885393974913,0.003278235174315608,0.9959481312461897,0.007585726989022731,0.004051868753810179,0.007585726989022734,0.9738750283263528,0.019651152729648645,0.026124971673647246,0.01965115272964864,0.9738753523605449,0.012405653431544907,0.02612464763945518,0.012405653431544905
4FGL J0004.4-4737,0.999837016649348,0.00014098470391240737,0.0001629833506518354,0.00014098470391240995,0.9992715474219983,0.001291994568492416,0.0007284525780017892,0.0012919945684924134,0.9963845244862592,0.005610415750716819,0.0036154755137407578,0.00561041575071682,0.9998914866238949,7.500100478487452e-05,0.00010851337610512893,7.50010047848725e-05
4FGL J0005.9+3824,0.9987576317900896,0.0017532423744564376,0.0012423682099103675,0.0017532423744564347,0.9914329934135863,0.01671368835694361,0.008567006586413784,0.01671368835694361,0.9698416821673191,0.019241432577018654,0.030158317832680952,0.01924143257701867,0.9334372038007105,0.026229595866282564,0.06656279619928952,0.026229595866282568
4FGL J0006.3-0620,0.9999399071614127,8.591106288667528e-05,6.0092838587194267e-05,8.591106288667515e-05,0.9982329695383013,0.003418955402153228,0.0017670304616987553,0.0034189554021532317,0.9889233206231961,0.011293666622948608,0.01107667937680384,0.011293666622948608,0.9981507437633006,0.0009609961084877461,0.0018492562366995053,0.0009609961084877424
4FGL J0006.4+0135,0.9976422426058446,0.0026935033486922746,0.0023577573941553453,0.0026935033486922754,0.9668455358956259,0.05768193362501532,0.033154464104373976,0.05768193362501532,0.9768112537702051,0.019165268136561296,0.023188746229795013,0.019165268136561303,0.9195939057612538,0.03040778041493965,0.080406094238746,0.030407780414939654
4FGL J0007.0+7303,0.24285513998496147,0.30390475477892986,0.7571448600150386,0.30390475477892986,0.00010540179812038883,0.00028910696133400987,0.9998945982018798,0.00028910696133400987,0.14611325186233845,0.06613826672320973,0.8538867481376616,0.06613826672320973,0.0,0.0,1.0,0.0
4FGL J0007.7+4008,0.9906802054221449,0.008181944111240735,0.009319794577855207,0.008181944111240735,0.99595116521258,0.007156158425322941,0.004048834787420071,0.007156158425322942,0.8692963235836677,0.058668435437375134,0.1307036764163323,0.05866843543737513,0.9699118499801344,0.010518760078229147,0.030088150019865496,0.010518760078229147
4FGL J0008.0+4711,0.9784200166216084,0.017021417528060048,0.02157998337839161,0.017021417528060048,0.9393534501375154,0.06980299813767635,0.06064654986248464,0.06980299813767635,0.9516115117540782,0.03340212052871027,0.048388488245921714,0.03340212052871027,0.7709946338308817,0.055045844951732543,0.2290053661691183,0.05504584495173254
4FGL J0008.0-3937,0.9899913037684539,0.014767218393508154,0.010008696231546118,0.014767218393508154,0.8944914295283253,0.11830993593426592,0.10550857047167476,0.1183099359342659,0.8359488388873779,0.06457100404305903,0.16405116111262197,0.06457100404305902,0.30595591406303324,0.1620485474729893,0.6940440859369668,0.1620485474729893
4FGL J0008.4+1455,0.9997966502036559,0.00014618405777731388,0.00020334979634399963,0.00014618405777731475,0.9982016322585137,0.003429628553537534,0.001798367741486213,0.0034296285535375354,0.9979750399172929,0.003719365741907801,0.002024960082707119,0.003719365741907804,0.9958923707460143,0.0017558413162842934,0.004107629253985786,0.0017558413162842928
4FGL J0008.4-2339,0.9983485642512445,0.001242861697379205,0.0016514357487553537,0.001242861697379204,0.9988206294928839,0.003543245313739963,0.001179370507116077,0.0035432453137399624,0.991759886451597,0.01053680548510178,0.008240113548403104,0.010536805485101773,0.9997734348123514,0.00019433594300202395,0.00022656518764856693,0.0001943359430020237
4FGL J0009.1+0628,0.9991025982211281,0.0006339875924367393,0.0008974017788718706,0.0006339875924367413,0.9978952263072167,0.0035752350012579473,0.002104773692783339,0.0035752350012579473,0.9978769583118989,0.0043845460156792734,0.002123041688101134,0.004384546015679273,0.9893745048320305,0.00549908324143349,0.010625495167969555,0.005499083241433488
4FGL J0009.3+5030,0.9997960249157177,0.00014347797498441453,0.00020397508428230136,0.0001434779749844149,0.9958673380352179,0.006477203020495338,0.004132661964782194,0.0064772030204953415,0.9982916627233788,0.005065564807007565,0.0017083372766211564,0.005065564807007565,0.9969571261912415,0.0010805096417998738,0.003042873808758484,0.001080509641799875
4FGL J0009.7-3217,0.9991471510373967,0.001919421135997151,0.0008528489626033368,0.001919421135997147,0.9973831931154009,0.004475323501175065,0.0026168068845991033,0.0044753235011750665,0.9732027317569658,0.0241058268268861,0.02679726824303425,0.024105826826886105,0.9995903903295416,0.0003594689367341398,0.0004096096704583496,0.00035946893673414023
4FGL J0009.8-4317,0.9998746510642528,7.645325031166352e-05,0.00012534893574720407,7.645325031166413e-05,0.998983176229467,0.0015618265362391027,0.0010168237705330124,0.0015618265362391012,0.9994403991423827,0.001520333960364179,0.0005596008576172962,0.0015203339603641823,0.9999160364635764,5.1661630957221345e-05,8.396353642360606e-05,5.166163095721864e-05
