Source_Name_3FGL,GLON,GLAT,ln(Energy_Flux100),ln(Unc_Energy_Flux100),ln(Signif_Curve),ln(Variability_Index),500MeV_Index,HR12,HR23,HR34,HR45,Category_3FGL,CLASS_3FGL,ASSOC1,Flags_3FGL,Missing_Values_Flag,AGN_BDT_S,AGN_BDT_STD_S,PSR_BDT_S,PSR_BDT_STD_S,AGN_NN_S,AGN_NN_STD_S,PSR_NN_S,PSR_NN_STD_S,AGN_RF_S,AGN_RF_STD_S,PSR_RF_S,PSR_RF_STD_S,AGN_LR_S,AGN_LR_STD_S,PSR_LR_S,PSR_LR_STD_S
3FGL J0137.6-2430,201.376923,-79.2784424,-24.900865,-27.7533022,0.990188192,5.13509521,2.51763654,-0.601661131,-0.736273414,-0.794154518,-0.742052035,AGN,fsrq,PKS 0135-247,0,0,0.9998311344649269,1.6269015821804834E-4,1.68865535073158E-4,1.626901582180481E-4,0.9980523738206841,0.003245441323302975,0.0019476261793157704,0.003245441323302976,0.9820655325868803,0.011622255576546465,0.017934467413119652,0.011622255576546461,0.9824409908969791,0.014827469530375535,0.017559009103021102,0.014827469530375533
3FGL J0137.8+5813,129.024292,-4.09025574,-25.0775944,-27.3099764,-0.747338834,3.85772975,2.05723643,-0.408124623,-0.652984571,-0.470444117,-0.442364506,AGN,bcu,1RXS J013748.0+581422,0,0,0.9966444859940882,0.0029037436837339487,0.0033555140059117676,0.0029037436837339465,0.9755385866948049,0.04506580818674475,0.024461413305195037,0.04506580818674476,0.970264038293753,0.020200775383389942,0.02973596170624693,0.02020077538338995,0.9970969616046909,0.0026720624710954415,0.0029030383953092243,0.002672062471095438
3FGL J0139.9+8735,123.487259,24.7807446,-26.3571725,-27.8276579,0.237405135,3.73843227,1.89124906,-0.960845577,0.428014858,-0.611845536,-0.169327523,AGN,bcu,NVSS J013913+873754,0,0,0.9956729199800092,0.005329010210872179,0.004327080019990851,0.00532901021087218,0.9907733383550936,0.01117958351694697,0.009226661644906514,0.011179583516946975,0.9839086233175022,0.011498830386580887,0.016091376682497962,0.011498830386580877,0.9696655765619309,0.01934276666963987,0.030334423438069028,0.019342766669639872
3FGL J0141.4-0929,159.08075,-68.7691116,-24.492232,-27.3207413,0.451257563,4.58987714,2.12288404,-0.389798668,-0.631020097,-0.544007447,-0.619313045,AGN,bll,PKS 0139-09,0,0,0.9998980190606953,1.1940257143576301E-4,1.019809393044477E-4,1.1940257143576238E-4,0.9979146340856622,0.003090303893762547,0.0020853659143377375,0.0030903038937625505,0.9907843058601756,0.00882549294970928,0.00921569413982439,0.008825492949709276,0.985101076703429,0.007835194715829621,0.014898923296571094,0.00783519471582962
3FGL J0143.7-5845,290.471985,-57.0794601,-25.1624451,-27.4081978,-1.67435782,4.25147878,1.83841991,-0.40154658,-0.408103978,-0.564689805,-0.041231364,AGN,bll,SUMSS J014347-584550,0,0,0.999888642824696,9.496827614937803E-5,1.1135717530396118E-4,9.496827614937838E-5,0.9986658453334164,0.0020614843483010158,0.0013341546665836103,0.0020614843483010158,0.9844064583069678,0.014280707267740422,0.01559354169303206,0.01428070726774043,0.9999914158474722,1.2387233774270546E-5,8.584152527907247E-6,1.2387233774269576E-5
3FGL J0144.6+2705,137.283768,-34.2962456,-23.8491727,-27.0014878,1.15787578,5.13990868,2.05270374,-0.509199606,-0.605412813,-0.588532007,-0.644603281,AGN,bll,TXS 0141+268,0,0,0.9998630876132653,1.3151973190803136E-4,1.369123867347897E-4,1.3151973190803185E-4,0.9955218340670615,0.006227292896288198,0.004478165932938455,0.006227292896288196,0.9785469220970863,0.016888087161777577,0.02145307790291371,0.016888087161777574,0.969153621873779,0.01906816157773066,0.0308463781262209,0.019068161577730655
3FGL J0145.1-2732,217.96492,-78.0655746,-24.5485891,-27.6716951,1.11789694,5.74759141,2.56961322,-0.639100421,-0.748461159,-0.779149018,-0.879884862,AGN,fsrq,PKS 0142-278,0,0,0.998174497061892,0.0014217918674293388,0.001825502938108019,0.0014217918674293373,0.9982189814375881,0.00292252844156453,0.0017810185624119092,0.0029225284415645312,0.9710744424505464,0.019438588303764468,0.028925557549453418,0.01943858830376448,0.9931713433822215,0.004923392184757571,0.006828656617778532,0.004923392184757572
3FGL J0145.6+8600,123.951263,23.2381382,-26.2518603,-27.8534693,0.232901467,3.54960838,2.51888132,-0.66553711,-0.533527801,-0.705181595,-0.707809043,AGN,bcu,NVSS J014929+860114,0,0,0.9616855099523655,0.05531975521573699,0.03831449004763445,0.055319755215736996,0.9297935782586015,0.08323552619476765,0.07020642174139857,0.08323552619476765,0.9359664904261287,0.036003128761333984,0.06403350957387126,0.03600312876133399,0.7690867542780989,0.08475780251112451,0.23091324572190103,0.08475780251112451
3FGL J0146.4-6746,295.123596,-48.5175095,-26.2063367,-27.9685894,-0.764943498,3.71988034,2.39070392,-0.615921525,-0.664908727,-0.788752533,-0.349770761,AGN,bcu,SUMSS J014554-674646,0,0,0.9987402260517885,0.0015080863447091977,0.001259773948211644,0.0015080863447091992,0.9979721651386774,0.0034539672713344055,0.0020278348613226183,0.0034539672713344047,0.9700528915395795,0.0174771752223577,0.0299471084604205,0.017477175222357703,0.998301762003182,0.0015008773698748038,0.0016982379968180567,0.0015008773698748069
3FGL J0147.0-5204,283.975891,-62.9544983,-26.2402846,-27.9941588,-0.931010528,3.90333409,2.19957757,-0.160145133,-0.591889716,-0.735158573,-0.126710234,AGN,bcu,PKS 0144-522,0,0,0.9947773150878161,0.010996977756251351,0.0052226849121840705,0.010996977756251351,0.9988138657037539,0.0020763546421808427,0.0011861342962462495,0.00207635464218084,0.934784503027584,0.04282813681520631,0.06521549697241616,0.04282813681520631,0.9997580935553197,2.3613676013502132E-4,2.4190644468013878E-4,2.361367601350205E-4
3FGL J0148.3+5200,131.764633,-9.88324833,-25.722635,-27.4966585,0.351796404,4.09717284,1.77025199,0.999746457,-0.124244847,-0.613546083,0.042308625,AGN,bcu,GB6 J0148+5202,0,0,0.9990052690397838,0.0010937000822184024,9.947309602160296E-4,0.0010937000822184046,0.9749368705057094,0.04755717594896772,0.025063129494290546,0.04755717594896772,0.9698602368509103,0.019237549646860534,0.030139763149089713,0.01923754964686053,0.9964759183460379,0.002738046232668213,0.003524081653962116,0.0027380462326682155
3FGL J0148.6+0128,150.924301,-58.2541122,-25.7513537,-27.6232683,-0.39602123,4.13179877,2.02075434,-0.417228675,-0.690623909,-0.444728983,-0.140841077,AGN,bll,PMN J0148+0129,0,0,0.9999758856731668,1.9869301868424096E-5,2.4114326833123506E-5,1.9869301868422124E-5,0.9985216159085774,0.0023648773357090127,0.0014783840914225745,0.0023648773357090127,0.9954273897498717,0.005199109271855614,0.004572610250128342,0.005199109271855613,0.9998032697881098,1.4631817744918923E-4,1.9673021189022696E-4,1.4631817744918966E-4
3FGL J0150.5-5447,285.667572,-60.3163223,-26.806174,-28.1646716,-1.93563253,3.78292921,2.1181767,-0.935525981,-0.463217487,0.002107084,-0.756181653,AGN,bcu,PMN J0150-5450,0,0,0.9940768734781312,0.013003426268166708,0.0059231265218686385,0.01300342626816671,0.9986279234906031,0.0026935932778497287,0.001372076509396803,0.002693593277849729,0.9207962507247769,0.0642042354430683,0.07920374927522293,0.06420423544306832,0.9999820382539435,3.332308892457147E-5,1.7961746056458676E-5,3.3323088924570926E-5
3FGL J0151.0-3609,252.124954,-74.4613495,-26.4275657,-28.0445471,-3.11233983,3.52100597,2.45916271,-0.742883362,-0.662771811,-0.675647474,-0.351851745,AGN,bcu,PMN J0151-3605,1,0,0.9995693285798618,6.604209781306775E-4,4.30671420138199E-4,6.604209781306787E-4,0.9987697816227915,0.0022539277811929946,0.0012302183772085237,0.002253927781192992,0.9756577546820158,0.015049311794971472,0.024342245317984294,0.015049311794971472,0.9999973862556326,4.752918724090945E-6,2.6137443671842205E-6,4.752918724091069E-6
3FGL J0151.0+0537,148.886368,-54.2132301,-26.4360668,-27.8264551,-0.477824796,3.68346502,2.35918617,-0.851114284,-0.570525479,-0.49099435,-0.53021839,AGN,bcu,PMN J0151+0540,0,0,0.9997515774191927,2.6110410083203945E-4,2.4842258080716315E-4,2.611041008320401E-4,0.99818035109497,0.002957540844589181,0.0018196489050299508,0.0029575408445891792,0.9785140315972851,0.017099132800491853,0.021485968402714738,0.017099132800491836,0.9970296205302602,0.001915551220255986,0.002970379469739833,0.0019155512202559887
3FGL J0151.6+2205,140.890427,-38.6702766,-25.7388219,-27.7290498,0.55520863,3.95051455,2.6539824,-0.714578285,-0.745814685,-0.706647815,-0.999945431,AGN,fsrq,PKS 0149+21,0,0,0.9952203998086792,0.007098386118690184,0.0047796001913206305,0.007098386118690186,0.8434706822803211,0.15262853099978102,0.15652931771967896,0.15262853099978102,0.9566739559680733,0.025792754065370925,0.04332604403192679,0.025792754065370925,0.6298066349172986,0.09227175507499566,0.3701933650827014,0.09227175507499566
3FGL J0152.2+3707,136.188293,-24.168026,-26.244406,-27.884565,-0.145800577,3.87507384,2.4064765,-0.475750589,-0.646276399,-0.67286172,-0.674595753,AGN,bcu,B2 0149+37,0,0,0.9915746093355057,0.011257492620148624,0.00842539066449442,0.01125749262014862,0.9921436771529609,0.014705492845881579,0.007856322847039025,0.014705492845881582,0.9274296080007801,0.04320221397875141,0.07257039199921975,0.04320221397875141,0.9822929921978065,0.008874187748382398,0.017707007802193617,0.008874187748382398
3FGL J0152.6+0148,152.357361,-57.5247154,-25.4449471,-27.4485491,0.0182057998,3.94658025,1.88661253,-0.609128946,-0.236990241,-0.693596058,-0.022783463,AGN,bll,PMN J0152+0146,0,0,0.9942683799592733,0.006066759275933964,0.0057316200407267785,0.006066759275933963,0.9982204694713059,0.0027857238213118553,0.0017795305286941808,0.0027857238213118574,0.9433256240189891,0.03193262017396193,0.05667437598101085,0.031932620173961916,0.9949829861700132,0.003867188231229368,0.0050170138299868855,0.0038671882312293657
3FGL J0152.8+7517,126.888,12.8922329,-26.0569856,-27.6936541,0.988878032,3.89925623,1.77029288,0.977139321,0.037274711,-0.296031397,-0.427422229,AGN,bll,1RXS J015308.4+751756,0,0,0.9964282051348372,0.004365232239859998,0.003571794865162714,0.004365232239859998,0.9873511672044294,0.017408134810849674,0.01264883279557075,0.017408134810849678,0.9535590483576815,0.028955444037739766,0.04644095164231849,0.02895544403773977,0.9168274925552892,0.034745826830919146,0.08317250744471073,0.034745826830919146
3FGL J0153.4+7114,127.923515,8.97331047,-26.2771567,-27.6344971,-2.07570215,3.60079012,1.56701553,0.390649873,-0.666755913,-0.227299303,-0.259856466,AGN,bcu,TXS 0149+710,0,0,0.9993911108141442,5.816399523471704E-4,6.088891858556178E-4,5.816399523471704E-4,0.9950357213948683,0.012626295969966004,0.004964278605131759,0.012626295969966003,0.9855815996363001,0.010663888131734156,0.014418400363699855,0.010663888131734153,0.9999872434440907,1.7425087699069578E-5,1.275655590918035E-5,1.7425087699071184E-5
3FGL J0154.0+0824,148.235077,-51.3602028,-24.5631282,-27.0546097,1.15763637,4.17180438,1.85941362,-0.180904215,-0.478338069,-0.300647865,-0.53887269,AGN,bll,GB6 J0154+0823,0,0,0.9919782842047237,0.010300598911738843,0.008021715795276364,0.010300598911738842,0.9894786855589986,0.019044981583479732,0.010521314441001364,0.01904498158347973,0.9384722566091611,0.03577113364912379,0.06152774339083876,0.03577113364912379,0.8017005090626763,0.0670356896320076,0.19829949093732369,0.0670356896320076
3FGL J0154.9+4433,134.686554,-16.8637199,-26.0209866,-27.8234228,-1.44966093,4.34978638,2.18334985,-0.476203197,-0.588507588,-0.766230553,-0.095245973,AGN,bll,GB6 J0154+4433,0,0,0.9974776077805125,0.004290398965303384,0.002522392219487304,0.004290398965303384,0.9948111096405491,0.008926049620587748,0.005188890359451051,0.008926049620587748,0.9529347431376096,0.03191629579067493,0.047065256862390645,0.03191629579067493,0.9999797855303084,2.5296270102028396E-5,2.0214469691728453E-5,2.529627010202922E-5
3FGL J0156.3+3913,136.432129,-21.9323177,-25.5128818,-27.7936277,-3.09032327,4.78974826,2.49524164,-0.673138002,-0.761635261,-0.521376116,-0.999990247,AGN,bcu,MG4 J015630+3913,0,0,0.999939545342404,7.830226991421306E-5,6.045465759598487E-5,7.830226991421631E-5,0.9970152581974012,0.005809576604261372,0.0029847418025987795,0.0058095766042613696,0.9924124380351629,0.007208093297391809,0.007587561964837189,0.007208093297391809,0.9999993666676945,1.9608636853008356E-6,6.33332305378951E-7,1.960863685299659E-6
3FGL J0156.9-4742,275.398621,-65.7631378,-26.9596185,-28.1486614,-1.42036836,3.44058426,2.00910544,0.01658889,-0.981634271,0.629928475,-0.036554664,AGN,bcu,2MASS J01564603-4744174,0,0,0.9998183926622016,4.2550831534556623E-4,1.8160733779829452E-4,4.255083153455646E-4,0.9984313322865643,0.002742809172271934,0.00156866771343563,0.002742809172271928,0.9716718239259678,0.022423873722151905,0.028328176074032214,0.022423873722151908,0.9999985178278166,2.5469093378112064E-6,1.4821721835393368E-6,2.5469093378134375E-6
3FGL J0157.0-5301,282.179504,-61.3794136,-25.617508,-27.5513925,1.16572206,4.13688938,1.82276356,0.426581021,-0.11901987,-0.219671932,-0.688903392,AGN,bll,1RXS J015658.6-530208,0,0,0.9799825798396373,0.025161266538780504,0.020017420160362648,0.025161266538780504,0.9924333878808332,0.011192015544220743,0.0075666121191667384,0.011192015544220741,0.8673120024304867,0.05263582684292947,0.13268799756951333,0.05263582684292948,0.9067514919579941,0.0455182037188168,0.09324850804200596,0.0455182037188168
3FGL J0157.9-4615,272.812805,-66.7884369,-25.7555338,-27.9027317,1.05030827,4.32086761,2.44939375,-0.483691148,-0.737912759,-0.715868964,-0.999990356,AGN,fsrq,PMN J0157-4614,0,0,0.9927559661975943,0.01710391841280106,0.007244033802405722,0.01710391841280106,0.9248283329441648,0.09859825712796756,0.07517166705583529,0.09859825712796756,0.8554624686817909,0.061979276217264144,0.14453753131820912,0.06197927621726415,0.5916349431009251,0.1090610737889072,0.4083650568990749,0.1090610737889072
3FGL J0158.6-3931,258.800354,-71.3242416,-25.3458687,-27.5654859,0.481866595,4.23014521,2.02260017,0.00435575,-0.545729634,-0.581759004,-0.40204901,AGN,bll,PMN J0158-3932,0,0,0.9997674386006228,1.9606659657565962E-4,2.3256139937726016E-4,1.9606659657565932E-4,0.9981526680404584,0.002984090141408337,0.0018473319595414296,0.0029840901414083425,0.9825815086767719,0.013220878052958044,0.017418491323228053,0.013220878052958044,0.9869645214096087,0.006413306311818739,0.013035478590391385,0.0064133063118187415
3FGL J0159.4+1046,148.708954,-48.6574783,-25.3020161,-27.5026717,-0.250584121,4.19740018,2.11341858,-0.694949128,-0.551941899,-0.656873173,-0.185649509,AGN,bll,RX J0159.5+1047,0,0,0.9993281623983651,6.066002689148759E-4,6.718376016347793E-4,6.066002689148791E-4,0.9984986886987924,0.0024578488547831014,0.0015013113012075825,0.0024578488547831036,0.9797694182865578,0.01556684923293981,0.02023058171344229,0.015566849232939817,0.998500195808872,0.0011227705051274344,0.0014998041911281612,0.0011227705051274361
3FGL J0159.8-2741,219.018311,-74.821991,-25.9922138,-27.8465324,0.941537996,4.1896559,2.03627348,-0.302998702,-0.307108116,-0.5367725,-0.796647477,AGN,bll,PMN J0159-2739,0,0,0.9820536760967328,0.026958687342710074,0.01794632390326721,0.026958687342710074,0.9923112318473052,0.013164770774928527,0.007688768152694723,0.013164770774928527,0.7995916840793252,0.07995714235300515,0.2004083159206747,0.07995714235300515,0.8927585085024653,0.03919449873328567,0.10724149149753459,0.03919449873328567
3FGL J0200.9-6635,292.48587,-49.1024208,-26.1859868,-27.9451087,-0.973765835,4.23248344,2.33061147,-0.615933395,-0.650971834,-0.724090852,-0.47120637,AGN,bcu,PMN J0201-6638,0,0,0.9998132709004783,2.764786511512807E-4,1.8672909952169582E-4,2.7647865115128044E-4,0.9984434654455833,0.0025805886704285074,0.0015565345544167617,0.002580588670428506,0.9882005051781013,0.00984358266399999,0.011799494821898782,0.009843582663999983,0.9997567444258765,2.158025824639372E-4,2.4325557412337452E-4,2.1580258246393225E-4
3FGL J0202.3+0851,150.923508,-50.1186523,-26.5014081,-27.8336417,0.974096857,3.65496935,2.04758286,0.999950221,-0.511065926,-0.503745795,-0.794860358,AGN,fsrq,TXS 0159+085,0,0,0.9837208878147583,0.04114833501651134,0.016279112185241806,0.041148335016511335,0.9628293489601907,0.046051520575088586,0.037170651039809495,0.04605152057508859,0.7429768020762944,0.09816325020921556,0.25702319792370554,0.09816325020921556,0.671780678515926,0.09408112426784486,0.328219321484074,0.09408112426784486
3FGL J0202.5+4206,136.77594,-18.8398342,-25.9083196,-27.8265377,-3.10530606,4.11930417,2.27553296,-0.716926723,-0.716103035,-0.470913261,-0.68522076,AGN,bll,B3 0159+418,0,0,0.9999024282428015,8.324209077497346E-5,9.757175719844777E-5,8.324209077497353E-5,0.9958626149695496,0.007385365687556754,0.00413738503045036,0.007385365687556755,0.9947747864805677,0.005582956664308684,0.005225213519432197,0.005582956664308672,0.9999987389605143,2.7408864536332263E-6,1.2610394857394785E-6,2.7408864536333293E-6
3FGL J0203.1-0227,160.826477,-59.9397926,-26.4095611,-27.93866,-1.38555828,3.85623087,2.31255841,-0.620839176,-0.594330816,-0.602811862,-0.908298292,AGN,bcu,RX J0202.9-0223,0,0,0.947497270891012,0.0586987643222487,0.05250272910898803,0.05869876432224871,0.9982198211158231,0.002550932555741034,0.001780178884177073,0.002550932555741033,0.8959416318982274,0.04750857352065043,0.10405836810177259,0.04750857352065044,0.9992515273385909,8.090140397733514E-4,7.4847266140912E-4,8.090140397733526E-4
3FGL J0203.6+3043,140.791992,-29.636385,-24.2968391,-27.2015533,1.48520977,6.88163355,1.95309083,-0.31816955,-0.630317437,-0.633039872,-0.702515923,AGN,bll,NVSS J020344+304238,0,0,0.9984918973266003,0.0018962234677179423,0.0015081026733996916,0.0018962234677179415,0.9977178893811655,0.003282660221386652,0.0022821106188345357,0.003282660221386651,0.9436304627569155,0.03296515056620695,0.05636953724308445,0.032965150566206955,0.9998979790279422,1.1289229009543838E-4,1.0202097205759477E-4,1.1289229009543967E-4
3FGL J0204.0+7234,128.372894,10.4776392,-25.1784575,-27.3823674,-0.105431209,4.04323764,2.22157478,-0.39735836,-0.767065309,-0.447861155,-0.591079305,AGN,bll,S5 0159+723,4,0,0.9985538683014702,0.0018841205724922116,0.0014461316985298974,0.001884120572492209,0.9897595747712269,0.015243862831022628,0.010240425228773184,0.015243862831022628,0.9743463878408458,0.018312807360151003,0.02565361215915415,0.018312807360151007,0.9873392291108263,0.007793995952465565,0.012660770889173813,0.0077939959524655645
3FGL J0204.2+2420,143.424332,-35.6138802,-26.5071074,-27.7835968,-0.204576676,3.62549749,1.79236805,0.341546796,-0.409060378,-0.589242102,0.078551248,AGN,bcu,B2 0201+24,0,0,0.9994871503424579,6.512109629496302E-4,5.128496575422045E-4,6.512109629496285E-4,0.9980743089447539,0.0029668967808197276,0.0019256910552460258,0.002966896780819727,0.9795473821238436,0.01352194786803654,0.02045261787615634,0.013521947868036545,0.9986098102616302,0.0012045520129652567,0.001390189738369756,0.0012045520129652565
3FGL J0204.8+3212,140.530762,-28.1473961,-25.2735886,-27.5542839,0.468985675,4.28309069,2.94462442,-0.779317769,-0.764954372,-0.999990534,0.99919982,AGN,fsrq,B2 0202+31,0,0,0.9991764115550669,0.00403712462228252,8.235884449329894E-4,0.004037124622282518,0.9968462708793728,0.007028946835692419,0.003153729120627089,0.007028946835692419,0.9822278570580985,0.012574871214554124,0.01777214294190147,0.012574871214554124,0.9982275618746678,0.002898492722541892,0.0017724381253321911,0.0028984927225418917
3FGL J0205.0+1510,148.022766,-44.0768318,-25.3034341,-27.648457,-1.09136222,4.67334415,2.53006101,-0.689524445,-0.702508093,-0.755190638,-0.70168938,AGN,bcu,4C +15.05,0,0,0.999904733171502,9.680357592609691E-5,9.526682849808962E-5,9.680357592609696E-5,0.9984701589108445,0.0025381366751064615,0.0015298410891556537,0.0025381366751064606,0.9918434600466266,0.005999937851244476,0.008156539953373466,0.00599993785124448,0.999840873118125,1.6935690881723534E-4,1.5912688187493085E-4,1.69356908817235E-4
3FGL J0205.2-1700,186.083069,-70.1562119,-24.7284222,-27.7231333,0.868400074,5.81887472,2.7594676,-0.710406951,-0.806039699,-0.898621408,-0.9997739,AGN,fsrq,PKS 0202-17,0,0,0.999635248990092,3.9240580479062284E-4,3.647510099079521E-4,3.9240580479062484E-4,0.9983180917105579,0.0029864405824908437,0.0016819082894420432,0.0029864405824908432,0.9808270801694754,0.014199630424816543,0.019172919830524427,0.014199630424816539,0.9952746715883338,0.003755286466912696,0.004725328411666091,0.003755286466912697
3FGL J0205.5+6448,130.718506,3.07013702,-23.6322579,-27.0770831,1.58808782,3.62236174,2.95643215,-0.516030073,-0.642092031,-0.747092109,-0.907864519,PSR,PSR,PSR J0205+6449,0,0,0.002738489281455532,0.0039565151561371135,0.9972615107185443,0.0039565151561371135,0.0016225623204031237,0.007492512299862652,0.9983774376795969,0.007492512299862653,0.0896936299825184,0.04623944733075012,0.9103063700174816,0.04623944733075012,0.003837040660509953,0.0031734587126400733,0.9961629593394901,0.0031734587126400733
3FGL J0206.4-1150,175.604446,-66.6995392,-25.3521483,-27.7666239,0.0718468615,5.57002808,2.33105683,-0.611051021,-0.666363452,-0.495663856,-0.853215777,AGN,fsrq,PMN J0206-1150,0,0,0.9998099034857444,2.1683785043797967E-4,1.9009651425550084E-4,2.1683785043797714E-4,0.9987065699142459,0.002257728609268237,0.0012934300857539971,0.0022577286092682366,0.9846323673675804,0.012530493727745624,0.015367632632419442,0.012530493727745623,0.999945898948573,4.851289268261349E-5,5.4101051427050656E-5,4.851289268261049E-5
3FGL J0207.9-3846,253.861618,-70.2395248,-26.1737148,-27.9852077,-0.327988497,3.99600025,2.54414988,-0.604905673,-0.785999046,-0.613975286,-0.876148716,AGN,bcu,PKS 0205-391,0,0,0.9992694057842092,0.0011532526852148742,7.305942157908655E-4,0.0011532526852148736,0.9976516856073713,0.003438919104583207,0.0023483143926288047,0.0034389191045832053,0.9794464401301098,0.01476622104184958,0.02055355986989013,0.014766221041849584,0.9905699596091326,0.006189410403856684,0.009430040390867287,0.0061894104038566836
3FGL J0208.0-6838,292.847107,-46.9511299,-26.0370813,-27.8857072,-0.465623758,3.60856767,2.42054892,-0.597641997,-0.729795477,-0.566664004,-0.696772223,AGN,bll,PKS 0206-688,0,0,0.9991498768274191,0.0011606470299931591,8.501231725810301E-4,0.00116064702999316,0.99337483644316,0.013524865733859729,0.0066251635568398025,0.013524865733859729,0.9793295517765767,0.015059744178152154,0.020670448223423434,0.015059744178152144,0.9820029200119008,0.012285217939576322,0.01799707998809931,0.01228521793957632
3FGL J0208.6+3522,140.22171,-24.8822861,-26.4634795,-27.7451487,-0.0889358133,3.63978212,1.6951369,-0.999987847,0.999584996,-0.174040213,-0.460748416,AGN,bll,MS 0205.7+3509,0,0,0.9995782255326229,4.172508398380444E-4,4.2177446737717465E-4,4.1725083983804647E-4,0.9933157963268316,0.010495306731693467,0.006684203673168201,0.01049530673169347,0.99116529885543,0.006490211756944942,0.008834701144569876,0.006490211756944938,0.9925195784240753,0.005746477457960521,0.007480421575924542,0.005746477457960519
3FGL J0209.4-5229,278.345795,-60.7444496,-24.5802406,-27.081095,-0.0976254407,4.47860206,1.7995075,0.061665963,-0.535582505,-0.25257452,-0.451221306,AGN,bll,1RXS J020922.2-522920,0,0,0.9999503302046313,4.9435561504917666E-5,4.966979536867959E-5,4.94355615049164E-5,0.9982798295974584,0.002927465456056984,0.0017201704025416637,0.0029274654560569836,0.9957840355991533,0.004811396286286491,0.004215964400846705,0.004811396286286496,0.9992846472606014,5.636908671482721E-4,7.153527393985623E-4,5.636908671482706E-4
3FGL J0209.5+4449,137.201797,-15.8796139,-26.2602209,-27.8236158,-0.645679456,3.87834287,1.97296596,-0.485354308,-0.795846573,-0.339030198,-0.170337018,AGN,bll,1RXS J020917.6+444951,0,0,0.9999443738452387,5.116347946774968E-5,5.562615476161512E-5,5.116347946774793E-5,0.9951125626744751,0.008569886785273356,0.0048874373255247735,0.008569886785273356,0.9940179006068228,0.00625632854158056,0.0059820993931773425,0.006256328541580572,0.9998217200174174,1.4404178346247545E-4,1.7827998258246848E-4,1.4404178346247377E-4
3FGL J0210.7-5101,276.111725,-61.7677078,-23.6977852,-27.210122,1.55735989,7.27536885,2.21630951,-0.576720058,-0.620530139,-0.716050653,-0.75834166,AGN,BCU,PKS 0208-512,0,0,0.9985387563298437,0.0013792321108898266,0.001461243670156534,0.0013792321108898288,0.9986608215592807,0.002210944389797867,0.0013391784407191687,0.0022109443897978683,0.9325502774035759,0.03831668675744009,0.06744972259642405,0.03831668675744009,0.9999324997082424,9.552194361231956E-5,6.750029175770624E-5,9.552194361231817E-5
3FGL J0211.2+1051,152.595474,-47.3637009,-23.7759918,-26.9225145,1.52494152,6.3016943,1.95840967,-0.427526911,-0.631099895,-0.530194974,-0.693223442,AGN,BLL,MG1 J021114+1051,0,0,0.9996295186979273,4.079927718945734E-4,3.7048130207250577E-4,4.079927718945736E-4,0.9983399291424156,0.0027439072643572777,0.001660070857584313,0.002743907264357277,0.9716484701151735,0.021193429267369154,0.02835152988482649,0.02119342926736916,0.9989779001908268,9.321883027912677E-4,0.0010220998091732922,9.321883027912631E-4
3FGL J0211.2-0649,169.60112,-62.2288055,-26.4685372,-27.9481839,0.285726381,3.49973121,2.09947157,-0.311286696,-0.524274634,-0.302366784,-0.954520802,AGN,bcu,NVSS J021116-064422,0,0,0.82426949986157,0.17790487320203155,0.17573050013843,0.17790487320203155,0.9228074551268247,0.12506336043530902,0.07719254487317545,0.12506336043530902,0.7799973946690723,0.08746725942786991,0.2200026053309276,0.0874672594278699,0.892311416407954,0.062338390484995704,0.10768858359204614,0.06233839048499571
3FGL J0211.7+5402,134.643616,-6.98883629,-25.7123822,-27.266675,-1.77296159,3.71671573,2.69127822,-0.702390678,-0.803299784,-0.699775008,-0.735851307,AGN,bcu,TXS 0207+538,16,0,0.9917298358203612,0.00862129833145897,0.008270164179638696,0.008621298331458966,0.9783907717312382,0.06435941578137386,0.02160922826876175,0.06435941578137386,0.9430938601141186,0.030449632625778322,0.05690613988588143,0.030449632625778326,0.9995322990613787,6.91260884995862E-4,4.677009386210688E-4,6.912608849958612E-4
3FGL J0212.8-3504,242.494202,-70.9018555,-26.1031294,-27.9153576,-0.785631341,4.02778204,2.11128163,-0.215559053,-0.773112661,-0.230531463,-0.490495514,AGN,bll,RBS 0292,0,0,0.9998077984872856,3.744003648557812E-4,1.9220151271438126E-4,3.744003648557794E-4,0.9987118757045743,0.0021616735533978746,0.0012881242954255363,0.0021616735533978746,0.9869419908535281,0.013369361639757125,0.013058009146472033,0.013369361639757132,0.9998235433635885,1.4989520261603052E-4,1.764566364114619E-4,1.4989520261603104E-4
3FGL J0213.0+2245,146.459808,-36.3499832,-25.2978153,-27.5123701,-1.51394048,3.86826304,2.09858823,-0.387299624,-0.573850429,-0.692303296,-0.330348831,AGN,bll,MG3 J021252+2246,0,0,0.9829467977278161,0.024227707069671946,0.017053202272183814,0.024227707069671946,0.9976724513062267,0.003992666733668346,0.0023275486937731336,0.003992666733668343,0.907603748880395,0.046561772080881345,0.09239625111960485,0.04656177208088135,0.9997322626934649,2.896876574106616E-4,2.67737306535154E-4,2.896876574106603E-4
