flux_density,unc_energy,spec:_ind,signif_curv,variability,hr12,hr23,hr34,hr45,glat,class,name,pro_agn_nn,pro_psr_nn,pro_agn_lr,pro_psr_lr,pro_agn_rf,pro_psr_rf,pro_agn_bdt,pro_psr_bdt,pro_total_agn,pro_total_psr
5.0041677E-12,4.2144825E-12,2.614499,2.5318159191992655,3.6853580111050794,0.5610597299669302,-0.498365909186253,-0.7704698360459722,-0.9814898107795468,0.41072208,PSR,3FGL J2017.9+3627,0.07081849531910515,0.9291815046808947,0.1268935896431459,0.8731064103568539,0.2746403511180652,0.725359648881936,3.074088966426025E-5,0.9999692591103425,0.4723831769699805,3.527616823030027
4.948235E-13,5.6200503E-13,1.8367444,1.677781559887395,4.078730342288933,0.9885686428872265,-0.04988038683709089,-0.6846197132466173,-0.999935775431332,-57.93874,PSR,3FGL J2310.1-0557,0.3602227099178417,0.6397772900821577,0.5108827885363404,0.4891172114636598,0.24501688407402683,0.7549831159259719,0.4582295643541406,0.5417704356458571,1.5743519468823495,2.4256480531176465
1.005343E-12,2.0731739E-12,2.410956,1.2227793474596678,3.707542142711125,-0.44527157427518593,-0.6975439794146356,-0.910687938432753,-0.3411646902546724,3.4029577,AGN,3FGL J0000.1+6545,0.7827965244000069,0.2172034755999935,0.8133417213287758,0.18665827867122278,0.8026918033965691,0.1973081966034296,0.9142300712361161,0.08576992876390405,3.3130601203614676,0.68693987963855
1.9419782E-14,6.7043945E-13,1.8667319,0.40310004688774054,3.803219190636362,0.15227417333511517,0.038811723602553985,-0.3213200255739348,-0.6481892737318573,-74.946754,AGN,3FGL J0000.2-3738,0.9787375275798366,0.021262472420163245,0.9609777789760954,0.03902222102390389,0.9996550000000003,3.450000000000002E-4,0.999990813987324,9.186012676196335E-6,3.939361120543256,0.06063887945674332
4.8296846E-14,7.6071994E-13,1.9460614,0.3138621879170869,3.8313551023606913,0.09151793144612758,-0.5227559458577041,-0.4222493439699922,-0.49795186771472183,-49.061836,AGN,3FGL J0002.0-6722,0.9813729787116446,0.018627021288354934,0.9706678910322922,0.029332108967709363,0.9997550000000002,2.4500000000000015E-4,0.9999935421893961,6.457810586721257E-6,3.951789411933333,0.048210588066651024
3.5369545E-14,7.950982E-13,2.0504425,-0.23529942296034895,3.8140060375761227,-0.7551261770419344,-0.4776703196090242,5.80084168077114E-4,-0.8706377580490783,-52.363342,AGN,3FGL J0004.2+0843,0.9840764416914378,0.01592355830856185,0.9912229075316502,0.008777092468352402,0.9638277453626637,0.03617225463734958,0.9992894965729201,7.105034270880329E-4,3.938416591158672,0.06158340884135186
9.7641947E-14,7.660343E-13,2.1869004,-1.7786281042231946,3.8191673986930605,-0.6114317251042083,-0.5631399832009076,-0.6454714127750065,-0.3951725265506454,-59.296867,AGN,3FGL J0006.2+0135,0.9855600616537524,0.01443993834624736,0.9997725774626677,2.274225373317439E-4,0.9990007156935213,9.992843064794293E-4,0.9999588421776716,4.115782231023333E-5,3.984292196987613,0.015707803012368765
1.5143469E-13,8.350763E-13,2.2756045,-0.020848936486780684,3.793004914905388,-0.23640781773404712,-0.7857580082559009,-0.4598722314558544,-0.5895593077013017,-22.007206,AGN,3FGL J0007.9+4006,0.9831662997405161,0.01683370025948402,0.9863693473735381,0.01363065262646218,0.9951611093033157,0.004838890696687989,0.9999904090738014,9.59092620499842E-6,3.9646871654911715,0.03531283450883919
3.8262763E-13,8.3414796E-13,2.2695491,0.4497952458916993,3.5392097654663734,-0.49492585804791145,-0.5450800398095748,-0.6665679906146269,-0.6761528719520202,-46.658096,AGN,3FGL J0008.3+1456,0.9714863044807951,0.028513695519203953,0.9463415326271508,0.05365846737284805,0.8812510362298226,0.11874896377017502,0.9998611072188911,1.3889278108503053E-4,3.7989399805566597,0.20106001944331206
7.25317E-13,1.1998666E-12,2.504053,0.061235917290220446,3.9960422270490206,-0.5965988060456026,-0.8271707467049291,-0.512704790395914,-0.7306166513081951,-66.09583,AGN,3FGL J0014.3-0455,0.9831965488979029,0.016803451102096596,0.9874390944836247,0.012560905516374551,0.9995750000000003,4.2500000000000025E-4,0.9999959259047217,4.0740952900365556E-6,3.9702065692862494,0.029793430713761185
6.511207E-15,9.067579E-13,1.6399021,0.43271269786526106,3.9966331434162568,-0.9988298584244456,0.9996047432273832,-0.20042441311169254,-0.47608342748093824,-58.60079,AGN,3FGL J0020.9+0323,0.9809057641405837,0.01909423585941662,0.9715469623515017,0.028453037648498398,0.9998450000000001,1.5500000000000005E-4,0.9999993975213842,6.0247860072019E-7,3.9522971240134694,0.047702875986515736
2.881012E-12,9.060715E-13,2.784271,-1.6638638980526095,3.641846414047368,-0.8458418114467575,-0.5667570782584171,-0.7428607909288512,-0.9999917679566133,-15.7352295,AGN,3FGL J0022.7+4651,0.9860919980768443,0.013908001923156551,0.99954728346903,4.527165309698158E-4,0.9633740190820052,0.03662598091800776,0.994825424995383,0.00517457500462221,3.9438387256232628,0.05616127437675633
1.6956164E-13,6.7528025E-13,2.1874866,-0.39339708056426326,3.942383311622283,-0.4091772424736397,-0.4580052167558509,-0.6541771928705498,-0.5462664480616305,-68.35451,AGN,3FGL J0026.2-4812,0.9846303005849573,0.015369699415041911,0.9948415872613919,0.0051584127386094395,0.997555000000002,0.0024449999999999815,0.9998746882571132,1.253117429034363E-4,3.9769015761034643,0.023098423896554768
