Source_Name_3FGL,Flux_Density_log,Unc_Energy_Flux100_log,Spec_index,signif_curv_log,variability_index__log,hr12,hr23,hr34,hr45,GLAT_3FGL,Category_3FGL,Class_3FGL,Pivot_Energy,Spectrum Type,Assoc1,AGN_BDT,PSR_BDT,AGN_NN,PSR_NN,AGN_LR,PSR_LR,AGN_RF,PSR_RF,TimesinTraining,GLON_3FGL,Flags_3FGL,Category_Prob
3FGL J0447.8-2119,-27.4294856,-27.7868163,2.5471833,0.159449218,3.78488689,-0.635895068,-0.744945147,-0.681288502,-0.999936628,-36.26434,AGN,fsrq,674.2341,PowerLaw,PKS 0446-212,0.999322011,0.000678,0.981624274,0.018375726,0.974231547,0.025768453,0.965297671,0.034702329,286,220.45918,0,AGN
3FGL J0448.6-1632,-29.7510207,-27.3628548,1.8570904,-0.524582315,4.02749393,-0.167955382,-0.461448643,-0.339589625,-0.510783032,-34.42772,AGN,bll,2759.4548,PowerLaw,RBS 0589,0.999724996,0.000275,0.991532367,0.008467633,0.999501417,0.000499,0.998147652,0.001852348,288,215.02295,0,AGN
3FGL J0449.4-4350,-25.9354897,-26.3004367,1.8489653,0.680357996,5.43883268,-0.441810256,-0.460198558,-0.383387386,-0.440131787,-39.912205,AGN,bll,1306.8417,PowerLaw,PKS 0447-439,0.993698934,0.006301066,0.990483879,0.009516121,0.999329529,0.00067,0.968021049,0.031978951,288,248.80647,0,AGN
3FGL J0453.2+6321,-28.1466092,-27.552178,2.3468823,0.570973219,4.26076726,-0.739284694,-0.746419274,-0.479644378,-0.433626697,12.173876,AGN,bcu,1212.3392,PowerLaw,NVSS J045312+632117,0.999853012,0.000147,0.984149485,0.015850515,0.995106648,0.004893352,0.990553137,0.009446863,308,146.4472,0,AGN
3FGL J0453.2-2808,-24.2964067,-27.6249434,2.630128,1.26959503,5.45681632,-0.668024459,-0.78093381,-0.793778744,-0.90254395,-37.01785,AGN,fsrq,388.18542,PowerLaw,PKS 0451-28,0.999596158,0.000404,0.977410069,0.022589931,0.989962182,0.010037818,0.987056708,0.012943292,316,229.0441,0,AGN
3FGL J0455.7-4617,-24.792612,-27.6296561,2.545942,0.974368188,4.96820548,-0.667766432,-0.758111748,-0.733290202,-0.801056571,-38.825905,AGN,fsrq,451.94397,PowerLaw,PKS 0454-46,0.999948743,5.13e-05,0.981564566,0.018435434,0.990766508,0.009233492,0.991823388,0.008176612,320,251.99173,0,AGN
3FGL J0456.3+2702,-26.0121197,-27.1773798,2.4601622,1.08437962,4.57980561,-0.515761753,-0.758033759,-0.6660197,-0.881936239,-10.030918,AGN,bcu,631.65533,PowerLaw,MG2 J045613+2702,0.999146949,0.000853,0.908483846,0.091516154,0.947815656,0.052184344,0.959288215,0.040711785,292,175.37967,0,AGN
3FGL J0456.3-3131,-26.6891989,-27.8995403,2.537786,0.542105023,4.472388,-0.595059824,-0.739471395,-0.756018892,-0.999986618,-37.12298,AGN,fsrq,571.27985,PowerLaw,PMN J0456-3135,0.999979728,2.03e-05,0.981752872,0.018247128,0.983470215,0.016529785,0.995437992,0.004562008,297,233.35432,0,AGN
3FGL J0457.0+0643,-27.7990743,-27.4458551,2.5474758,-1.9445872,4.03105953,-0.782180905,-0.608050718,-0.898892327,-0.089687705,-21.689022,AGN,fsrq,853.1485,PowerLaw,4C +06.21,0.999648753,0.000351,0.991555399,0.008444601,0.999995072,4.93e-06,0.967956207,0.032043793,290,192.72716,256,AGN
3FGL J0501.2-0157,-25.0521429,-27.3532124,2.4137006,1.24980417,6.17546261,-0.623960764,-0.695327701,-0.676395111,-0.810740149,-25.271975,AGN,fsrq,562.6283,PowerLaw,S3 0458-02,0.99921085,0.000789,0.985958119,0.014041881,0.998545462,0.001454538,0.982001958,0.017998042,293,201.43883,0,AGN
3FGL J0501.8+3046,-30.3939132,-27.3410897,2.1242943,-0.190159554,3.97059922,-0.350001699,-0.810234828,-0.897405329,0.712131298,-6.802189,AGN,bcu,2949.8982,PowerLaw,1RXS J050140.8+304831,0.998623847,0.001376153,0.984174938,0.015825062,0.999847087,0.000153,0.962481129,0.037518871,293,173.12991,4,AGN
3FGL J0502.5+0612,-27.1778279,-27.154507,2.705921,0.056507736,3.83868161,-0.541465552,-0.88142272,-0.554903263,-0.999369163,-20.825176,AGN,fsrq,751.1349,PowerLaw,PKS 0459+060,0.99606981,0.00393019,0.984116421,0.015883579,0.987389385,0.012610615,0.922358672,0.077641328,298,193.96642,0,AGN
3FGL J0502.7+3438,-27.8308962,-27.2394379,2.2862785,0.884593026,4.97731909,-0.562419346,-0.509195616,-0.757170027,-0.655727942,-4.3071413,AGN,bcu,1189.9481,PowerLaw,MG2 J050234+3436,0.99585843,0.00414157,0.934848105,0.065151895,0.990974308,0.009025692,0.947647621,0.052352379,290,170.14798,4,AGN
3FGL J0503.4+4522,-27.740897,-27.2001711,2.359912,0.028727777,4.19895004,-0.406280936,-0.92014379,-0.101405136,-0.534949832,2.3356676,AGN,bcu,1128.3516,PowerLaw,1RXS J050339.8+451715,0.99978673,0.000213,0.973596525,0.026403475,0.999437226,0.000563,0.990558849,0.009441151,283,161.72127,0,AGN
3FGL J0503.5+6538,-30.4756752,-27.7785776,2.2101598,0.163092355,3.77249141,-0.795143047,-0.421636249,-0.886113437,0.400589014,14.408977,AGN,bll,2344.0974,PowerLaw,1E 0458.1+6530,0.998848498,0.001151502,0.989039392,0.010960608,0.998740638,0.001259362,0.974642147,0.025357853,308,145.24391,0,AGN
3FGL J0505.3-0422,-28.7853674,-27.4410136,2.2568252,1.20972936,3.72977792,-0.412466457,-0.648870346,-0.744129987,-0.831178056,-25.522902,AGN,fsrq,1384.595,PowerLaw,S3 0503-04,0.553460109,0.446539891,0.74126606,0.25873394,0.50900918,0.49099082,0.35806951,0.64193049,288,204.32666,0,MIXED
3FGL J0505.5+0416,-31.2222491,-27.4622545,1.9056259,0.285628089,3.52944811,0.454884927,-0.266354978,-0.043510139,-0.633826159,-21.205393,AGN,bll,4526.425,PowerLaw,MG1 J050533+0415,0.999050335,0.00095,0.981568858,0.018431142,0.991559313,0.008440687,0.995354481,0.004645519,297,196.15804,0,AGN
3FGL J0505.5-1558,-30.0284546,-27.8035537,2.1020408,-0.5188667,3.64948015,-0.367340903,-0.543269372,-0.722727581,-0.255596494,-30.460451,AGN,bcu,2045.3723,PowerLaw,TXS 0503-160,0.999430573,0.000569,0.990445977,0.009554023,0.998994702,0.001005298,0.982185054,0.017814946,306,216.22345,0,AGN
3FGL J0505.9+6114,-31.1038688,-27.6157338,2.0084147,-1.11891356,3.89455106,0.891892547,-0.802297865,-0.094351145,-0.662803298,12.0951395,AGN,bll,3798.0825,PowerLaw,NVSS J050558+611336,0.999873787,0.000126,0.989460207,0.010539793,0.999926654,7.33e-05,0.997921167,0.002078833,318,149.08505,0,AGN
3FGL J0506.9-5435,-31.2488038,-27.3126154,1.6029693,0.742802827,3.76559588,-0.948729976,0.179893654,0.071645499,-0.382926541,-36.772804,AGN,bcu,5260.4155,PowerLaw,1ES 0505-546,0.999727937,0.000272,0.981853959,0.018146041,0.98622807,0.01377193,0.996765526,0.003234474,303,262.4201,0,AGN
3FGL J0507.1-6102,-25.8674573,-27.6648493,2.5184681,-0.014370868,4.99645388,-0.739778674,-0.658324063,-0.718868288,-0.811568457,-36.04263,AGN,fsrq,592.63165,PowerLaw,PKS 0506-61,0.999968723,3.13e-05,0.990728167,0.009271833,0.99951564,0.000484,0.993647452,0.006352548,328,270.4057,0,AGN
3FGL J0508.0+6736,-30.3085889,-26.7482394,1.5228131,-0.243377764,4.35599639,-0.034928125,-0.554265721,-0.149060761,-0.031364971,15.89094,AGN,bll,6613.703,PowerLaw,1ES 0502+675,0.999856427,0.000144,0.990435454,0.009564546,0.999815551,0.000184,0.992644872,0.007355128,290,143.80742,0,AGN
3FGL J0508.2-1936,-28.5989262,-27.9381258,2.3746915,0.790507984,3.79184945,0.318622916,-0.560792815,-0.664955621,-0.999926747,-31.19087,AGN,bcu,969.7004,PowerLaw,PMN J0508-1936,0.98097572,0.01902428,0.918114529,0.081885471,0.874730752,0.125269248,0.773679923,0.226320077,318,220.44243,0,AGN
3FGL J0509.3+1012,-26.3455108,-27.337558,2.5599635,-0.085206708,4.26185249,-0.742470842,-0.718902313,-0.693797564,-0.712673472,-17.249186,AGN,fsrq,648.478,PowerLaw,PKS 0506+101,0.99986342,0.000137,0.987132812,0.012867188,0.99793926,0.00206074,0.992081169,0.007918831,289,191.37468,0,AGN
3FGL J0509.4+0541,-26.4542032,-26.6752779,2.037097,0.369783974,5.65353085,-0.438790616,-0.5847832,-0.442293862,-0.568036271,-19.627876,AGN,bll,1438.3403,PowerLaw,TXS 0506+056,0.999694419,0.000306,0.989561596,0.010438404,0.999806714,0.000193,0.993733512,0.006266488,276,195.4037,0,AGN
3FGL J0509.7-0400,-33.3020716,-27.6701945,1.6488994,-0.112808259,3.2640512,0.6738541,-0.504476361,-0.022233488,-0.080539977,-24.40263,AGN,bll,9047.918,PowerLaw,1H 0506-039,0.999704629,0.000295,0.986939098,0.013060902,0.998689968,0.001310032,0.996691852,0.003308148,285,204.52818,0,AGN
3FGL J0509.7-6418,-30.6066031,-27.8911501,2.0002272,-0.409478913,3.9566758,-0.783459147,-0.626055985,-0.573758194,0.082122479,-35.207222,AGN,bcu,2825.913,PowerLaw,RBS 0625,0.99995034,4.97e-05,0.991098484,0.008901516,0.999794396,0.000206,0.9985996,0.0014004,313,274.29474,0,AGN
3FGL J0510.0+1802,-26.7861781,-27.215433,2.4094994,0.665711902,4.74309827,-0.648391577,-0.685413217,-0.544462179,-0.86220873,-12.764258,AGN,fsrq,915.7959,PowerLaw,PKS 0507+17,0.999120209,0.00088,0.976848998,0.023151002,0.992254074,0.007745926,0.971009817,0.028990183,295,184.71823,0,AGN
3FGL J0512.2+2918,-27.190967,-27.2239963,2.568894,-0.427868321,4.12069547,-0.570357548,-0.599942746,-0.845644195,-0.671717734,-5.8674216,AGN,bcu,727.6304,PowerLaw,B2 0509+29,0.999204031,0.000796,0.979110009,0.020889991,0.998478019,0.001521981,0.959476703,0.040523297,276,175.6581,256,AGN
3FGL J0512.9+4038,-29.6743615,-27.3569522,2.1003633,0.752101373,4.03353614,-0.639977211,-0.344716247,-0.564739241,-0.621689973,0.90628535,AGN,bcu,2377.0662,PowerLaw,B3 0509+406,0.999459276,0.000541,0.872984489,0.127015511,0.956273126,0.043726874,0.985788191,0.014211809,313,166.55453,0,AGN
3FGL J0514.4+5603,-25.5076309,-27.4895265,2.7147546,-0.866739357,4.1525143,-0.769771835,-0.8007675,-0.703548824,-0.608499286,10.028776,AGN,fsrq,409.60596,PowerLaw,TXS 0510+559,0.999923995,7.6e-05,0.989729266,0.010270734,0.999829542,0.00017,0.994895733,0.005104267,302,154.06358,9,AGN
3FGL J0515.3-4557,-28.9312648,-27.6087312,2.4372258,-0.050577309,3.77334936,-0.784040942,-0.344655845,-0.740426844,-0.99509387,-35.42929,AGN,fsrq,1236.1932,PowerLaw,PKS 0514-459,0.968505702,0.031494298,0.98571916,0.01428084,0.97997689,0.02002311,0.816074364,0.183925636,304,251.73697,0,AGN
3FGL J0515.5-0123,-32.3934327,-27.7188562,1.7548279,0.751516225,3.50653725,0.319431767,0.694070481,-0.251150591,-0.639860174,-21.870901,AGN,bcu,5499.3774,PowerLaw,NVSS J051536-012427,0.999530847,0.000469,0.933585807,0.066414193,0.949614782,0.050385218,0.993817109,0.006182891,322,202.7867,0,AGN
3FGL J0515.8+1526,-28.6855079,-27.1826239,2.0687575,-1.16842469,4.03545008,-0.588754512,-0.607965425,-0.500843439,-0.405773458,-13.068071,AGN,bll,2109.3472,PowerLaw,GB6 J0515+1527,0.999155091,0.000845,0.990034657,0.009965343,0.999903564,9.64e-05,0.98625129,0.01374871,310,187.719,0,AGN
3FGL J0516.3+7351,-30.7992562,-27.8163067,1.966228,1.1800703,3.94321436,-0.66572805,-0.779816494,-0.229719499,-0.356095031,19.77397,AGN,bll,3399.9883,PowerLaw,GB6 J0516+7350,0.998552639,0.001447361,0.954098102,0.045901898,0.94080269,0.05919731,0.973629452,0.026370548,349,138.61847,0,AGN
3FGL J0516.7-6207,-26.6428686,-27.290573,2.1453886,0.684052297,4.90342878,-0.430499669,-0.60650275,-0.503001453,-0.698941246,-34.759983,AGN,bll,1086.864,PowerLaw,PKS 0516-621,0.99995675,4.32e-05,0.98788365,0.01211635,0.996358893,0.003641107,0.995719727,0.004280273,305,271.51337,0,AGN
3FGL J0517.4+4540,-27.8949082,-27.3349936,2.4610782,-0.632667322,5.00528326,-0.740540335,-0.769802751,-0.529134655,-0.756262461,4.4915237,AGN,fsrq,935.2042,PowerLaw,4C +45.08,0.9999861,1.39e-05,0.987372362,0.012627638,0.999935805,6.42e-05,0.99688133,0.00311867,297,162.94067,8,AGN
3FGL J0517.5+0902,-30.4049257,-26.97297,2.2982082,-0.645098129,3.59917201,0.989079161,-0.904536868,-0.432491484,-0.559141602,-16.163143,AGN,fsrq,2839.4448,PowerLaw,PMN J0517+0858,0.999143426,0.000857,0.987988458,0.012011542,0.999136813,0.000863,0.967204039,0.032795961,295,193.52737,16,AGN
3FGL J0519.2-4542,-29.0691468,-27.4446685,2.4852939,-3.0459083,3.91510724,-0.603204448,-0.757303513,-0.839324642,-0.260905552,-34.731323,AGN,rdg,1328.4275,PowerLaw,Pictor A,0.99991863,8.14e-05,0.992858958,0.007141042,0.999999486,5.14e-07,0.980471226,0.019528774,293,251.49973,0,AGN
3FGL J0519.3+2746,-29.7875568,-27.0914602,2.3303103,-1.25393562,3.60816423,-0.885213577,-0.592557012,-0.404134531,-0.581725195,-5.470224,AGN,bcu,2101.0125,PowerLaw,4C +27.15,0.998885963,0.001114037,0.983835125,0.016164875,0.999791557,0.000208,0.965273078,0.034726922,276,177.83058,0,AGN
3FGL J0521.4-1740,-27.2638858,-27.7576233,2.4291754,-1.537872,3.85324917,-0.57066608,-0.744344149,-0.731644081,-0.451642624,-27.5838,AGN,fsrq,729.0466,PowerLaw,TXS 0519-176,0.999338329,0.000662,0.990914133,0.009085867,0.9999509,4.91e-05,0.971622038,0.028377962,273,219.66583,0,AGN
3FGL J0521.7+0103,-32.3870797,-27.6021001,1.6986098,0.242419844,3.93005615,0.965155347,-0.304971734,-0.151568298,-0.179756812,-19.33019,AGN,bcu,6792.6963,PowerLaw,NVSS J052140+010257,0.999745467,0.000255,0.985225444,0.014774556,0.998997125,0.001002875,0.999098364,0.000902,286,201.29529,0,AGN
3FGL J0521.7+2113,-27.0272972,-26.4245977,1.9230083,0.171979933,5.47976779,-0.437673965,-0.501704191,-0.42316334,-0.439045894,-8.702377,AGN,bll,2071.781,PowerLaw,TXS 0518+211,0.999690755,0.000309,0.983681351,0.016318649,0.999843451,0.000157,0.992904232,0.007095768,288,183.59862,0,AGN
3FGL J0521.9-3847,-27.4854572,-27.7783099,2.6267188,-3.08441596,4.59212628,-0.913793947,-0.555500087,-0.653868782,-0.518005935,-33.353504,AGN,bcu,649.92395,PowerLaw,PKS 0520-388,0.999992879,7.12e-06,0.993089177,0.006910823,0.999999886,1.14e-07,0.991877521,0.008122479,309,243.28886,0,AGN
3FGL J0525.3-4558,-30.0622897,-27.8480482,2.2016373,0.58614031,3.85223988,-0.682678044,-0.563715593,-0.366422155,-0.907654139,-33.69881,AGN,fsrq,1953.1871,PowerLaw,PKS 0524-460,0.983878732,0.016121268,0.971640737,0.028359263,0.953014283,0.046985717,0.903122724,0.096877276,282,251.93274,0,AGN
3FGL J0525.6-6013,-31.1121214,-27.4789263,1.7262084,1.11297235,4.06781125,-0.295344241,-0.439221112,-0.010063903,-0.539616214,-33.87329,AGN,bcu,4675.131,PowerLaw,SUMSS J052542-601341,0.997004815,0.002995185,0.966916236,0.033083764,0.965421731,0.034578269,0.979820993,0.020179007,300,269.11267,0,AGN
3FGL J0525.8-2014,-30.1427728,-27.8719789,2.0626645,0.021791237,3.93505043,-0.370050898,-0.553889117,-0.367158907,-0.780849258,-27.554468,AGN,bcu,2014.0297,PowerLaw,PMN J0525-2010,0.999370448,0.00063,0.987341602,0.012658398,0.994992671,0.005007329,0.988131826,0.011868174,291,222.79509,0,AGN
3FGL J0526.0+4253,-26.820125,-27.3274701,2.435518,1.15168204,3.99383775,-0.397321981,-0.813121071,-0.681158929,-0.999984884,4.1912527,AGN,bcu,721.27893,PowerLaw,NVSS J052520+425520,0.848732438,0.151267562,0.50071478,0.49928522,0.671644637,0.328355363,0.577087068,0.422912932,307,166.11186,0,AGN
3FGL J0526.2-4829,-27.4575967,-27.3622887,2.2882428,0.30834962,5.3267536,-0.588346401,-0.619095542,-0.595522229,-0.735036942,-33.75338,AGN,fsrq,1208.0867,PowerLaw,PKS 0524-485,0.99996695,3.31e-05,0.991113772,0.008886228,0.999464464,0.000536,0.992503238,0.007496762,291,254.97916,0,AGN
3FGL J0526.6+6321,-27.0767806,-27.8030532,2.5399,0.751659927,3.92597731,-0.71511813,-0.594034348,-0.884114719,-0.999978306,15.263661,AGN,bcu,621.1527,PowerLaw,GB6 J0526+6317,0.996930727,0.003069273,0.892098751,0.107901249,0.82017089,0.17982911,0.85053332,0.14946668,321,148.6125,0,AGN
3FGL J0528.3+1815,-33.3441841,-27.5985698,1.6458695,0.69400831,3.55534806,0.035932836,-0.121944381,-0.420185246,-0.176800468,-9.032013,AGN,bcu,10329.59,PowerLaw,1RXS J052829.6+181657,0.999078806,0.000921,0.932073522,0.067926478,0.967177067,0.032822933,0.996229087,0.003770913,298,186.95988,0,AGN
3FGL J0529.1+0933,-28.4961072,-27.2659952,2.3168018,-0.690434802,4.09194185,-0.547006778,-0.73789168,-0.885879791,0.362332324,-13.454439,AGN,bcu,1451.7008,PowerLaw,GB6 J0529+0934,0.997350412,0.002649588,0.989820776,0.010179224,0.999950058,4.99e-05,0.952823528,0.047176472,312,194.60828,0,AGN
3FGL J0529.2-5917,-29.2011825,-27.8530323,2.3749325,-0.42696063,3.69884983,-0.750242677,-0.67058353,-0.542506547,-0.376606809,-33.479774,AGN,bll,1289.3419,PowerLaw,1RXS J052846.9-592000,0.999944035,5.6e-05,0.991033859,0.008966141,0.999251271,0.000749,0.992620531,0.007379469,285,267.9635,0,AGN
3FGL J0529.8-7242,-27.6083109,-27.6643956,2.4750051,-1.65060413,4.54638882,-0.688888042,-0.859451465,-0.323009678,-0.753172015,-31.842892,AGN,bcu,873.61554,PowerLaw,PKS 0530-727,0.999995337,4.66e-06,0.992469959,0.007530041,0.999995307,4.69e-06,0.998238226,0.001761774,318,283.79666,0,AGN
3FGL J0533.0-3939,-27.7345596,-27.745769,2.487667,-2.45024427,4.01489658,-0.369544445,-0.776403087,-0.692659984,-0.542859619,-31.391539,AGN,bcu,826.60834,PowerLaw,PKS 0531-397,0.999884502,0.000115,0.992598534,0.007401466,0.999996678,3.32e-06,0.979117151,0.020882849,316,244.77101,0,AGN
3FGL J0533.2+4822,-24.9310237,-27.2354328,2.385924,0.864298499,5.60032478,-0.590536253,-0.677875482,-0.674511509,-0.732221131,8.223187,AGN,fsrq,576.37305,PowerLaw,TXS 0529+483,0.999840479,0.00016,0.97726086,0.02273914,0.99835522,0.00164478,0.986600665,0.013399335,318,162.16064,0,AGN
3FGL J0533.6-8323,-27.4516672,-27.6041976,2.2959795,-0.212297211,4.97528828,-0.38109935,-0.667550991,-0.746714243,-0.305078178,-29.149279,AGN,fsrq,946.08844,PowerLaw,PKS 0541-834,0.999898617,0.000101,0.99111476,0.00888524,0.999915678,8.43e-05,0.982172216,0.017827784,303,295.7872,0,AGN
3FGL J0535.6-2749,-29.3466512,-27.7789658,2.414992,-0.708779897,3.6971385,-0.819973981,-0.688226418,-0.650312646,-0.357482022,-27.920958,AGN,bcu,1316.5565,PowerLaw,PMN J0535-2751,0.999536138,0.000464,0.991044152,0.008955848,0.999598036,0.000402,0.985702129,0.014297871,297,231.70934,0,AGN
3FGL J0537.4-5717,-30.039743,-27.8582363,2.0546618,0.362500473,4.03420683,-0.989800034,0.661575675,-0.404856481,-0.486563382,-32.42884,AGN,bll,2230.3325,PowerLaw,SUMSS J053748-571828,0.999939208,6.08e-05,0.98640767,0.01359233,0.996570526,0.003429474,0.996680586,0.003319414,291,265.55185,512,AGN
3FGL J0538.4-3909,-30.7606017,-27.8690848,2.0408134,-2.55012726,3.96540831,-0.782453553,-0.334177291,-0.529385874,-0.456125925,-30.269903,AGN,bcu,2761.1833,PowerLaw,NVSS J053810-390844,0.999905145,9.49e-05,0.991635317,0.008364683,0.999997244,2.76e-06,0.999193107,0.000807,302,244.44107,0,AGN
3FGL J0539.8+1434,-27.8392435,-27.2624944,2.3213658,1.13873023,5.69968298,0.228033355,-0.694907682,-0.771167035,-0.677245157,-8.630076,AGN,fsrq,1120.7017,PowerLaw,TXS 0536+145,0.999434858,0.000565,0.962867914,0.037132086,0.997053796,0.002946204,0.951190386,0.048809614,261,191.60628,0,AGN
3FGL J0540.0-2837,-24.5546671,-27.5666262,2.7786882,0.922512934,5.19183155,-0.691396469,-0.868091422,-0.744683576,-0.648693915,-27.250954,AGN,fsrq,373.64697,PowerLaw,PKS 0537-286,0.999986054,1.39e-05,0.987107515,0.012892485,0.997877419,0.002122581,0.991466354,0.008533646,303,232.90938,0,AGN
3FGL J0540.4+5823,-29.861753,-27.5031396,2.004103,0.937577551,3.93661036,-0.828013628,-0.452584847,-0.406213829,-0.460756054,14.254968,AGN,bll,2922.5398,PowerLaw,GB6 J0540+5823,0.999116408,0.000884,0.956825556,0.043174444,0.949114152,0.050885848,0.981762795,0.018237205,289,153.93478,0,AGN
3FGL J0540.5-5416,-25.3314091,-27.6971082,2.6283643,0.780726326,5.53185618,-0.704900709,-0.683791467,-0.819852296,-0.999986094,-31.88816,AGN,fsrq,435.6417,PowerLaw,PKS 0539-543,0.999979615,2.04e-05,0.98679778,0.01320222,0.997245947,0.002754053,0.991332439,0.008667561,304,261.9977,0,AGN
3FGL J0542.2-8737,-30.3274454,-27.7174407,2.0389495,-1.17772725,3.91232376,-0.890182442,-0.164692305,-0.207605972,-0.736078332,-27.81301,AGN,bcu,2499.957,PowerLaw,SUMSS J054923-874001,0.999836778,0.000163,0.99156632,0.00843368,0.999879558,0.00012,0.996558745,0.003441255,335,300.36136,256,AGN
3FGL J0542.5-0907c,-25.1523466,-27.0401843,2.5674772,1.03263444,4.15974139,-0.688208071,-0.701961748,-0.792906629,-0.999725577,-19.417597,AGN,bcu,426.1331,PowerLaw,PMN J0542-0913,0.980316253,0.019683747,0.864469648,0.135530352,0.801882562,0.198117438,0.78790801,0.21209199,276,213.4056,41,AGN
3FGL J0543.9-5531,-29.4687482,-27.0483782,1.7672648,0.175637602,4.26558509,0.833610233,-0.336476389,-0.434417609,-0.232073898,-31.48002,AGN,bll,3241.1973,PowerLaw,1RXS J054357.3-553206,0.999830944,0.000169,0.989956455,0.010043545,0.998956322,0.001043678,0.99741606,0.00258394,321,263.5107,0,AGN
3FGL J0550.6-3217,-32.462371,-27.6087162,1.6148446,-0.647315101,3.88029536,-0.759137025,-0.341061222,0.143531073,-0.50451646,-26.154074,AGN,bll,6764.737,PowerLaw,PKS 0548-322,0.999819316,0.000181,0.990090148,0.009909852,0.99975703,0.000243,0.999165613,0.000834,317,237.57825,0,AGN
3FGL J0553.5-2036,-29.3946289,-27.5452143,1.9851698,1.16104008,4.13759597,0.996067944,-0.28659621,-0.569585887,-0.748187799,-21.635277,AGN,bcu,1955.145,PowerLaw,NVSS J055333-203417,0.993757887,0.006242113,0.880998963,0.119001037,0.908016576,0.091983424,0.850363521,0.149636479,315,225.76399,0,AGN
3FGL J0556.0-4353,-29.223972,-27.78978,2.2015233,-0.318466419,4.02249339,-0.161967486,-0.518806411,-0.768216575,-0.320117784,-28.010475,AGN,bll,1578.648,PowerLaw,SUMSS J055618-435146,0.999285605,0.000714,0.989861259,0.010138741,0.999256058,0.000744,0.984280994,0.015719006,299,250.50371,0,AGN
3FGL J0558.1-3838,-30.0454953,-27.5889564,1.9603971,-1.34026668,3.62688888,0.352280138,-0.718820589,-0.233849736,-0.416963994,-26.417288,AGN,bll,2770.7761,PowerLaw,EXO 0556.4-3838,0.999771092,0.000229,0.990788727,0.009211273,0.999944679,5.53e-05,0.997433794,0.002566206,286,244.86888,0,AGN
3FGL J0558.6-7459,-29.5877274,-27.6522957,2.0544698,0.582854913,3.9068531,0.919029499,-0.506170266,-0.574753304,-0.513625898,-29.538883,AGN,bll,2113.328,PowerLaw,PKS 0600-749,0.999772972,0.000227,0.979838558,0.020161442,0.985571604,0.014428396,0.995549993,0.004450007,299,286.09204,0,AGN
3FGL J0600.9-3943,-25.6742236,-27.4802681,2.8105955,0.202880026,3.80031215,-0.758893956,-0.866622187,-0.869907223,-0.999890777,-26.164331,AGN,fsrq,395.30252,PowerLaw,PKS 0558-396,0.99657629,0.00342371,0.976209486,0.023790514,0.962934836,0.037065164,0.948659235,0.051340765,297,246.17899,0,AGN
3FGL J0601.0+3837,-31.6934727,-27.4727013,1.8898512,-0.465812903,3.50450339,0.074149384,-0.63851163,-0.177933319,-0.527066582,7.6455064,AGN,bll,5506.6855,PowerLaw,B2 0557+38,0.998281526,0.001718474,0.983597319,0.016402681,0.998305512,0.001694488,0.996951346,0.003048654,281,173.22304,0,AGN
3FGL J0602.2+5314,-30.4985103,-27.6396214,2.033428,-2.20777113,3.95885552,-0.922148812,-0.148671725,-0.384813545,-0.538591697,14.586056,AGN,bcu,3115.6838,PowerLaw,GB6 J0601+5315,0.999841606,0.000158,0.991522136,0.008477864,0.999993902,6.1e-06,0.998637047,0.001362953,295,160.10918,0,AGN
3FGL J0602.8-4016,-29.8002037,-27.338802,1.9229039,0.625456871,3.90481126,-0.078331157,-0.460528248,-0.208970987,-0.594689366,-25.951681,AGN,bcu,3068.7917,PowerLaw,SUMSS J060251-401845,0.999399313,0.000601,0.979418702,0.020581298,0.984149059,0.015850941,0.993749361,0.006250639,307,246.87927,0,AGN
3FGL J0603.8+2155,-30.5047105,-26.9952986,2.1009274,-1.90636324,4.69692286,-0.463980027,-0.686309129,-0.552030974,-0.421253997,0.004727002,AGN,bcu,3801.993,PowerLaw,4C +22.12,0.999961467,3.85e-05,0.986047492,0.013952508,0.999996581,3.42e-06,0.993164513,0.006835487,310,188.1261,0,AGN
3FGL J0604.1-4817,-33.5220734,-27.6419664,1.4375709,-0.00807814,3.7761209,-0.991927622,0.976986584,0.540765639,0.024009981,-27.502537,AGN,bll,12209.607,PowerLaw,1ES 0602-482,0.999858867,0.000141,0.989836947,0.010163053,0.999884934,0.000115,0.997605767,0.002394233,304,255.69469,0,AGN
3FGL J0604.7-4849,-29.1346462,-27.7733679,2.3986256,0.086018601,3.60500408,-0.538059375,-0.921437529,-0.00745849,-0.783796565,-27.502825,AGN,bcu,1264.2731,PowerLaw,1RXS J060432.7-485007,0.999680745,0.000319,0.987432715,0.012567285,0.995836422,0.004163578,0.976441093,0.023558907,296,256.3055,17,AGN
3FGL J0606.4-4729,-29.1139248,-27.7756401,2.3274436,0.18737029,3.59935901,-0.894125807,-0.099680084,-0.748815374,-0.413160373,-26.968685,AGN,bcu,1384.5354,PowerLaw,ESO 254- G 017,0.998298421,0.001701579,0.985297155,0.014702845,0.989575705,0.010424295,0.928782005,0.071217995,300,254.89671,0,AGN
3FGL J0607.4+4739,-26.6439641,-27.247884,2.14758,-2.5809472,4.08930865,-0.653050146,-0.511312737,-0.491425669,-0.64583574,12.863453,AGN,bll,1046.3114,PowerLaw,TXS 0603+476,0.99898699,0.00101301,0.991603414,0.008396586,0.999990303,9.7e-06,0.983507079,0.016492921,324,165.63974,0,AGN
