Source_Name_3FGL,Flux_Density_log,Unc_Energy_Flux100_log,Spec_index,signif_curv_log,variability_index__log,hr12,hr23,hr34,hr45,GLAT_3FGL,Category_3FGL,Class_3FGL,Pivot_Energy,Spectrum_Type,Assoc1,AGN_BDT,PSR_BDT,AGN_NN,PSR_NN,AGN_LR,PSR_LR,AGN_RF,PSR_RF,Times_in_Testing,GLON_3FGL,Flags_3FGL,Category_Prob
3FGL J1330.9+5201,-30.2565137,-27.9549819,2.248749,0.373852659,3.8701301,-0.812989049,-0.610133329,-0.844297358,0.421295735,64.01455,AGN,bcu,1979.0381,PowerLaw,87GB 132842.6+521750,0.92153164,0.07846836,0.915193439,0.0848065613,0.918344011,0.081655989,0.9143338,0.0856662,298,108.98202,0,AGN
3FGL J1331.1-1328,-28.9999206,-27.2805838,2.3737974,0.877096662,4.40156311,-0.274271953,-0.557778826,-0.723305922,-0.963227167,48.261967,AGN,bcu,1526.141,PowerLaw,PMN J1331-1326,0.928243057,0.071756943,0.922618138,0.0773818615,0.917011719,0.0829882808,0.915385078,0.0846149217,322,317.51895,16,AGN
3FGL J1331.5+1711,-25.7325874,-27.7568735,2.7634869,0.722007486,3.98171557,-0.761833797,-0.81497032,-0.380438931,-0.865996928,76.41885,AGN,bll,423.52438,PowerLaw,TXS 1329+174,0.937063704,0.0629362965,0.928241493,0.0717585075,0.933885285,0.0661147154,0.926052014,0.0739479864,298,348.01855,0,AGN
3FGL J1331.8+4718,-26.9113479,-27.9782815,2.5287473,0.616248749,4.31128862,-0.580448277,-0.794516828,-0.733052602,-0.778794172,68.321075,AGN,fsrq,596.7878,PowerLaw,B3 1330+476,0.899134113,0.100865887,0.900497463,0.0995025368,0.895927637,0.104072363,0.901632442,0.0983675583,282,104.1292,0,AGN
3FGL J1332.6-1256,-26.7674933,-27.021086,2.4170647,0.648060323,5.69261006,-0.502554494,-0.749128015,-0.650514838,-0.603831908,48.70471,AGN,fsrq,1056.5782,PowerLaw,PMN J1332-1256,0.938315072,0.061684928,0.919691125,0.080308875,0.920063775,0.0799362254,0.922864866,0.077135134,296,318.24097,0,AGN
3FGL J1332.8+2723,-27.7868506,-27.9169546,2.379495,-1.29967346,4.80813768,-0.588259984,-0.53578383,-0.677120413,-0.896152788,80.79877,AGN,fsrq,878.44244,PowerLaw,MG2 J133305+2725,0.920583096,0.0794169039,0.917501064,0.0824989363,0.91682642,0.0831735802,0.91517827,0.0848217302,326,36.960537,0,AGN
3FGL J1333.7+5057,-26.7804279,-27.7810272,2.4962182,-2.32250988,5.1170454,-0.623529932,-0.761983831,-0.560437371,-0.75209448,64.85982,AGN,fsrq,721.3809,PowerLaw,CLASS J1333+5057,0.937385166,0.0626148337,0.925215292,0.0747847077,0.926883918,0.0731160818,0.929877475,0.0701225252,288,107.15443,0,AGN
3FGL J1335.4-2949,-30.183196,-27.7344035,2.0467932,-0.497217963,3.92653369,0.46285019,-0.76299184,-0.167747552,-0.669629692,32.079266,AGN,bll,2311.7385,PowerLaw,1ES 1332-295,0.909927312,0.0900726883,0.908970389,0.0910296105,0.904194125,0.0958058749,0.908163459,0.0918365414,296,314.19138,0,AGN
3FGL J1338.6-2403,-26.4278448,-27.6516281,2.5763092,0.289201143,3.96795155,-0.732338071,-0.662940153,-0.815939413,-0.747979666,37.564434,AGN,bcu,549.3538,PowerLaw,PKS 1336-237,0.927884163,0.0721158372,0.919960309,0.0800396915,0.916788774,0.0832112264,0.927315065,0.0726849347,302,316.56595,0,AGN
3FGL J1338.9+6532,-25.024451,-28.1417905,3.019881,0.25145373,4.07381782,-0.796651629,-0.828800543,-0.83549503,-0.999462509,50.863766,AGN,fsrq,274.06076,PowerLaw,87GB 133543.8+654752,0.904484813,0.0955151866,0.894766711,0.105233289,0.893495221,0.106504779,0.893965929,0.106034071,301,115.16887,0,AGN
3FGL J1339.0+1153,-29.8936313,-27.5984686,1.965404,-0.382536108,3.83322977,-0.278913568,-0.736950917,-0.403180038,-0.109309932,71.11093,AGN,bll,2535.2686,PowerLaw,SDSS J133859.05+115316.7,0.929772548,0.0702274524,0.920046123,0.0799538768,0.920472566,0.0795274343,0.918990855,0.0810091448,317,341.47125,0,AGN
3FGL J1339.8-0133,-27.6112081,-27.7763199,2.4687686,0.956499726,4.24186502,-0.478724004,-0.689960702,-0.832683605,-0.999978302,59.03432,AGN,fsrq,723.634,PowerLaw,PKS 1337-013,0.926086519,0.0739134806,0.920112997,0.0798870033,0.918754849,0.081245151,0.918358382,0.081641618,313,326.99017,0,AGN
3FGL J1340.6+4412,-32.2728144,-27.8831365,1.9342177,0.708413653,3.72444187,-0.760565957,-0.769276016,-0.487171634,0.0595632623,70.25745,AGN,bll,5278.5347,PowerLaw,RX J1340.4+4410,0.913228523,0.0867714771,0.909433399,0.0905666009,0.905303241,0.0946967591,0.909334775,0.0906652253,293,96.04692,0,AGN
3FGL J1340.6-0408,-30.2620132,-27.6830016,1.9813797,0.338587284,3.94361923,0.424024603,-0.286646976,-0.619729546,-0.579150158,56.550713,AGN,bcu,2449.1772,PowerLaw,NVSS J134042-041006,0.903634621,0.0963653788,0.905950352,0.0940496478,0.903353244,0.0966467557,0.906912792,0.0930872081,312,325.6187,0,AGN
3FGL J1341.0+3955,-28.0215291,-28.0588966,2.541214,0.360626935,3.82806306,-0.779886513,-0.775847723,-0.333082206,-0.671387869,73.58802,AGN,bll,752.6211,PowerLaw,SDSS J134105.10+395945.4,0.896269552,0.103730448,0.888781705,0.111218295,0.888216647,0.111783353,0.897998045,0.102001955,291,87.265915,0,AGN
3FGL J1341.5+5517,-28.1218563,-28.0038161,2.563019,-0.185476605,3.68116956,-0.625023795,-0.895164193,-0.304910253,-0.583433791,60.40405,AGN,bll,797.314,PowerLaw,SBS 1339+554,0.944836976,0.0551630243,0.931997283,0.0680027167,0.932496639,0.067503361,0.930583383,0.0694166169,319,108.452774,0,AGN
3FGL J1341.9-2053,-25.2197566,-27.5593445,2.6484118,0.868452976,5.54472863,-0.600419407,-0.780905161,-0.831080416,-0.999889122,40.444176,AGN,fsrq,421.20206,PowerLaw,PKS B1339-206,0.914780914,0.0852190864,0.908014663,0.0919853372,0.906296165,0.0937038354,0.908387702,0.0916122981,312,318.50363,0,AGN
3FGL J1342.7+0945,-31.2816581,-27.7486095,1.8699266,0.613791533,3.1624005,-0.999661491,0.996214235,-0.601207712,-0.439129228,68.84018,AGN,bcu,3445.0256,PowerLaw,NVSS J134240+094752,0.925974596,0.0740254036,0.914079337,0.0859206628,0.91065654,0.0893434595,0.915554231,0.0844457686,300,340.21478,0,AGN
3FGL J1343.6+5753,-29.5284902,-28.1072218,2.4078097,-0.146359841,3.71939639,-0.848441151,-0.844277572,-0.0572245667,-0.519893725,57.886726,AGN,fsrq,1239.0055,PowerLaw,1RXS J134357.9+575426,0.940037163,0.059962837,0.932305561,0.0676944387,0.938035985,0.061964015,0.927912352,0.0720876477,306,109.88442,0,AGN
3FGL J1344.5-3655,-30.2041575,-27.6316819,2.1818755,-0.950538757,3.7385008,-0.436182547,-0.56795048,-0.823772908,0.0327476942,24.738537,AGN,bcu,2271.6868,PowerLaw,PKS 1341-366,0.914604229,0.0853957714,0.910847788,0.0891522117,0.905508471,0.0944915291,0.909674119,0.0903258805,312,314.58493,0,AGN
3FGL J1345.8+0704,-26.8031149,-27.599496,2.3098857,0.834920577,5.24258629,-0.415100185,-0.615637599,-0.739901047,-0.797655896,66.15323,AGN,fsrq,794.9964,PowerLaw,TXS 1343+073,0.914927277,0.0850727228,0.90443067,0.0955693303,0.904376782,0.0956232182,0.912036847,0.0879631532,332,338.19168,0,AGN
3FGL J1345.9-3357,-27.5100445,-27.6897074,2.4660408,-0.660748531,4.04495122,-0.733187379,-0.766243495,-0.473416127,-0.690800895,27.553875,AGN,bcu,777.3213,PowerLaw,NVSS J134543-335643,0.912153671,0.0878463288,0.90531216,0.0946878405,0.903721774,0.0962782258,0.901169627,0.098830373,317,315.67545,0,AGN
3FGL J1346.6-6027,-28.0128152,-26.5330417,2.317999,-0.355967537,3.81323992,-0.802004238,-0.56924556,-0.58792017,-0.66364428,1.6924622,AGN,rdg,1802.6875,PowerLaw,Cen B,0.917358549,0.0826414506,0.91155365,0.0884463495,0.908270061,0.0917299385,0.909078546,0.0909214544,304,309.68677,0,AGN
3FGL J1346.9-2958,-31.2369207,-27.3734567,1.744025,-0.786091541,3.82649348,0.722204122,-0.553350278,-0.244795309,-0.354004734,31.374763,AGN,bcu,4641.7085,PowerLaw,NVSS J134706-295840,0.936168523,0.0638314769,0.933906945,0.0660930555,0.930051887,0.0699481134,0.930012246,0.0699877545,280,317.02475,0,AGN
3FGL J1347.6-3754,-26.5785184,-27.4246116,2.4929364,-1.12150332,5.11139526,-0.645940399,-0.732924815,-0.593230509,-0.917625743,23.644827,AGN,fsrq,748.23114,PowerLaw,PMN J1347-3750,0.925564502,0.0744354982,0.924046709,0.0759532913,0.925920585,0.0740794147,0.919742046,0.0802579541,312,315.01526,0,AGN
3FGL J1349.6-1133,-26.3788965,-27.4290564,2.391943,0.790373614,6.46474919,-0.61946556,-0.634969097,-0.718049782,-0.825215072,48.81679,AGN,fsrq,770.66473,PowerLaw,PKS 1346-112,0.930197219,0.0698027814,0.919333029,0.0806669707,0.919217513,0.0807824868,0.923024712,0.0769752883,322,324.8779,0,AGN
3FGL J1350.8+3035,-26.2172213,-27.7592477,2.3711505,0.90521482,5.66754285,-0.426807008,-0.736111123,-0.600256601,-0.829826577,76.55563,AGN,fsrq,639.77856,PowerLaw,B2 1348+30B,0.919629975,0.0803700247,0.919149901,0.0808500991,0.918890939,0.0811090613,0.914821346,0.0851786539,311,51.39499,0,AGN
3FGL J1351.1+0030,-28.3664667,-27.7324365,2.3126726,-0.135340995,5.1276938,-0.685821985,-0.454893807,-0.673488096,-0.948090151,59.766438,AGN,fsrq,1111.8579,PowerLaw,PKS 1348+007,0.922936286,0.0770637139,0.911847513,0.088152487,0.911293579,0.0887064209,0.913129482,0.0868705182,289,333.71732,0,AGN
3FGL J1351.4+1115,-30.7489311,-27.2800611,1.7105751,0.597106764,3.82528872,0.998684745,-0.265133272,-0.42904104,-0.0508429012,68.78262,AGN,bll,4074.529,PowerLaw,RX J1351.3+1115,0.941506545,0.058493455,0.927790801,0.0722091992,0.929573253,0.0704267468,0.930789481,0.0692105187,314,347.44,0,AGN
3FGL J1351.7-2913,-27.4752068,-27.5506769,2.3962493,0.402553607,4.4889319,-0.613447165,-0.683978636,-0.61796527,-0.878452758,31.826267,AGN,bcu,897.7326,PowerLaw,PKS 1348-289,0.918449291,0.081550709,0.908747962,0.0912520383,0.909552263,0.090447737,0.914561725,0.0854382747,299,318.41873,0,AGN
3FGL J1353.1-4414,-26.2806646,-27.5312104,2.5934155,0.465199546,3.60512946,-0.797976298,-0.715559086,-0.46758384,-0.787575579,17.243704,AGN,bll,579.8954,PowerLaw,PKS 1349-439,0.90954417,0.0904558301,0.91175005,0.0882499495,0.91030452,0.0896954798,0.907297249,0.0927027513,281,314.4395,0,AGN
3FGL J1353.2+1435,-27.7330936,-27.7567427,2.342583,-0.952277663,4.27816354,-0.599477011,-0.754592047,-0.57643988,-0.481486942,70.915085,AGN,bll,951.3587,PowerLaw,OP 186,0.907479294,0.0925207064,0.906685459,0.0933145406,0.902359711,0.0976402892,0.904914413,0.0950855866,285,355.0083,0,AGN
3FGL J1353.5-6640,-30.8593196,-27.2609945,1.9051212,0.121469034,3.87773979,0.0892735599,-0.305995654,-0.500972521,-0.455565389,-4.5343924,AGN,bll,4733.987,PowerLaw,1RXS J135341.1-664002,0.888873179,0.111126821,0.890603481,0.109396519,0.890398689,0.109601311,0.896150192,0.103849808,323,309.03912,0,AGN
3FGL J1354.5+3705,-28.4998876,-27.9876171,2.2628415,-0.0668657818,3.6447439,-0.43974836,-0.531947002,-0.766472373,-0.499216307,73.37553,AGN,bll,1066.5105,PowerLaw,FIRST J135426.6+370654,0.918999652,0.0810003482,0.914956164,0.0850438363,0.911670327,0.0883296734,0.910395756,0.0896042443,297,73.65007,0,AGN
3FGL J1355.0-1044,-27.1513221,-27.5262903,2.3867111,0.875695837,5.27399363,-0.511349599,-0.683396957,-0.78996882,-0.560753738,49.114418,AGN,fsrq,866.84015,PowerLaw,PKS 1352-104,0.933198682,0.0668013177,0.915732848,0.0842671524,0.920733977,0.0792660234,0.923449437,0.0765505629,267,327.20224,0,AGN
3FGL J1356.3-4029,-30.6149934,-27.6804627,2.0602117,-0.555438998,3.79354866,-0.779060917,-0.584070266,-0.749896754,0.315819215,20.723246,AGN,bcu,2776.0151,PowerLaw,SUMSS J135625-402820,0.921146525,0.078853475,0.923399554,0.076600446,0.918243577,0.0817564233,0.917413918,0.0825860823,309,316.06174,0,AGN
3FGL J1357.5+0125,-30.2402322,-27.6389385,2.1422958,-1.95198822,3.8806007,-0.796189995,-0.496093025,-0.735395455,-0.16033588,59.802837,AGN,bll,2379.283,PowerLaw,RX J1357.6+0128,0.91650753,0.0834924701,0.91068899,0.0893110103,0.909475614,0.0905243863,0.91559595,0.0844040502,297,337.3905,0,AGN
3FGL J1357.6+7643,-26.9677823,-28.0004503,2.4841075,1.15110233,4.63711275,-0.659966097,-0.650033065,-0.535222141,-0.97273971,39.771904,AGN,fsrq,689.88916,PowerLaw,S5 1357+76,0.922562295,0.0774377047,0.916833948,0.0831660518,0.91713822,0.0828617799,0.913214947,0.0867850529,322,118.050156,0,AGN
3FGL J1359.0+5544,-25.8580151,-27.9539196,2.5925956,-1.01120214,4.952563,-0.696437192,-0.626597469,-0.852805397,-0.703764485,58.891346,AGN,fsrq,500.8146,PowerLaw,87GB 135720.6+555936,0.948556432,0.0514435677,0.935292757,0.0647072426,0.940116383,0.0598836166,0.939632058,0.0603679422,311,104.46293,0,AGN
3FGL J1359.2+0204,-29.2135389,-27.5776888,2.332943,-0.140215625,3.73920004,-0.00418738517,-0.638088343,-0.587255333,-0.997377906,60.13988,AGN,fsrq,1451.2013,PowerLaw,PKS 1356+022,0.915608003,0.0843919972,0.916988832,0.0830111676,0.910302381,0.0896976191,0.912465626,0.0875343741,290,338.7444,0,AGN
3FGL J1359.9-3746,-29.6961011,-27.4498128,2.0236564,0.768424397,3.79395313,-0.66303767,-0.706174484,-0.314265422,-0.473649677,23.138094,AGN,bll,2563.7778,PowerLaw,PMN J1359-3746,0.906304005,0.0936959949,0.904499361,0.0955006386,0.907004711,0.0929952888,0.904424912,0.0955750882,295,317.59103,0,AGN
3FGL J1400.7-5605,-26.6379796,-27.130868,2.4968183,0.724608831,4.72696251,-0.632258459,-0.763252358,-0.640481134,-0.921817972,5.483977,AGN,bcu,768.0807,PowerLaw,PMN J1400-5605,0.91596903,0.0840309704,0.911598469,0.0884015315,0.909801832,0.0901981681,0.911398335,0.0886016654,319,312.53455,0,AGN
3FGL J1404.8+0401,-29.8164944,-27.6025545,1.9820073,-1.93512616,3.69597388,-0.687059246,-0.507348265,-0.371370165,-0.662372179,60.99879,AGN,bll,2354.988,PowerLaw,MS 1402.3+0416,0.92985866,0.0701413395,0.922455128,0.0775448721,0.917305461,0.0826945394,0.929523238,0.0704767615,288,343.33282,0,AGN
3FGL J1404.8+6554,-30.1402204,-28.2031163,2.09328,-0.00229793824,3.95841517,-0.674512526,-0.458461809,-0.531121953,-0.66644519,49.555595,AGN,bll,1879.2035,PowerLaw,NVSS J140450+655428,0.90489098,0.0951090203,0.90391316,0.0960868401,0.904905846,0.0950941538,0.904053742,0.0959462575,307,111.50424,0,AGN
3FGL J1406.0-2508,-30.4957443,-27.5147815,1.8929456,0.0105915114,3.82256523,-0.150797753,-0.581128596,-0.174748946,-0.633117224,34.715218,AGN,bcu,3234.6687,PowerLaw,NVSS J140609-250808,0.940820015,0.0591799853,0.92857778,0.0714222201,0.929396245,0.070603755,0.928519422,0.0714805775,293,323.56595,0,AGN
3FGL J1406.6+1644,-32.9937998,-27.7710412,1.6473371,-0.474959409,3.59460641,0.956781428,-0.564403048,-0.453718698,-0.035031406,69.74636,AGN,bll,7539.444,PowerLaw,RBS 1350,0.947563463,0.0524365374,0.941115619,0.0588843806,0.939420933,0.0605790667,0.937269887,0.0627301131,326,5.9464083,0,AGN
3FGL J1407.7-4256,-29.4332199,-27.5973327,2.1371021,-1.2043226,3.85495166,-0.577804033,-0.690799327,-0.165218196,-0.885071057,17.760483,AGN,bcu,1932.5299,PowerLaw,SUMSS J140739-430231,0.919637522,0.0803624782,0.90644805,0.0935519496,0.900374454,0.0996255456,0.907456502,0.0925434978,277,317.4924,0,AGN
3FGL J1408.8-0751,-25.7932478,-27.3271571,2.3798296,0.968761125,4.86486882,-0.585258524,-0.724364432,-0.656691488,-0.635304909,50.311714,AGN,fsrq,675.8474,PowerLaw,PKS B1406-076,0.923999801,0.0760001992,0.915676516,0.0843234835,0.914574049,0.0854259514,0.917553259,0.0824467407,277,333.85178,0,AGN
3FGL J1410.4+2821,-30.6306698,-27.9013017,1.9746119,-1.48975357,3.63991004,-0.895353857,0.0687626771,-0.642940634,-0.207366461,72.487595,AGN,bll,2629.3242,PowerLaw,RX J1410.4+2821,0.900707787,0.0992922134,0.904078615,0.0959213852,0.896396231,0.103603769,0.906933738,0.0930662623,288,41.54233,0,AGN
3FGL J1412.0+5249,-28.6966569,-27.9839431,2.5621574,0.681526471,3.86382101,-0.699802774,-0.846320769,-0.647478677,0.17583099,60.25075,AGN,bcu,906.88654,PowerLaw,SBS 1410+530,0.896560031,0.103439969,0.897898016,0.102101984,0.888835936,0.111164064,0.892196866,0.107803134,302,98.11207,0,AGN
3FGL J1413.2-6518,-27.7306578,-26.9342933,2.4270964,0.633979438,4.01489795,-0.323134545,-0.77797443,-0.677189123,-0.600325849,-3.7777483,AGN,sey,1185.9615,PowerLaw,Circinus galaxy,0.926726931,0.0732730688,0.919760512,0.0802394882,0.922485455,0.0775145451,0.927651038,0.0723489617,292,311.34775,12,AGN
3FGL J1415.0-1001,-28.0380699,-27.6342206,2.4943163,1.11116139,3.78595031,-0.698018483,-0.817149777,-0.784036714,-0.554135341,47.683987,AGN,fsrq,839.4247,PowerLaw,PKS B1412-096,0.91831435,0.0816856497,0.906618013,0.093381987,0.904452756,0.0955472438,0.908605941,0.091394059,309,334.38208,0,AGN
3FGL J1415.2+4832,-26.9935186,-28.057027,2.6685138,0.296251996,3.98779401,-0.885824466,-0.597107215,-0.483925557,-0.80222047,63.12834,AGN,bll,541.85297,PowerLaw,RX J1415.5+4830,0.939865432,0.0601345682,0.927088249,0.0729117507,0.927628784,0.0723712163,0.92953672,0.0704632801,305,91.34381,0,AGN
3FGL J1416.0+1325,-27.7544935,-27.7655551,2.3634403,-0.642070414,4.42206504,-0.66260986,-0.596948055,-0.607422847,-0.735395734,65.957886,AGN,bcu,919.2734,PowerLaw,PKS B1413+135,0.939289846,0.0607101536,0.925738303,0.0742616966,0.926234041,0.0737659594,0.931072349,0.068927651,316,2.3950636,0,AGN
3FGL J1416.1-2417,-31.0676779,-27.5425993,1.8527557,0.135082751,3.72916006,-0.709584865,-0.326229425,-0.277271908,-0.448307232,34.66075,AGN,bll,3934.3303,PowerLaw,NVSS J141612-241812,0.950309119,0.0496908805,0.941867202,0.0581327984,0.945274484,0.0547255164,0.940639096,0.0593609042,298,326.53146,0,AGN
3FGL J1417.8+2540,-29.7711437,-27.8918406,2.1636906,-0.142537725,3.80823192,-0.632541095,-0.723057193,-0.264189228,-0.381967043,70.6188,AGN,bll,1781.7678,PowerLaw,1E 1415.6+2557,0.903696043,0.0963039571,0.900578287,0.0994217133,0.892665966,0.107334034,0.899664476,0.100335524,287,33.523113,0,AGN
3FGL J1418.5+3543,-27.0568138,-27.2372245,2.058425,0.819172599,6.80897451,-0.538079178,-0.541166535,-0.462716733,-0.668990165,69.57845,AGN,BCU,1220.9785,PowerLaw,NVSS J141828+354250,0.919874502,0.0801254976,0.908726804,0.091273196,0.909143385,0.0908566147,0.912483961,0.0875160386,307,63.1902,0,AGN
3FGL J1418.9+7731,-30.5179601,-27.8780297,1.9062907,0.833258062,4.1275493,-0.763928169,-0.343889249,-0.433372222,-0.522966118,38.58736,AGN,bcu,2910.3738,PowerLaw,1RXS J141901.8+773229,0.921043083,0.0789569169,0.914211272,0.0857887276,0.91195349,0.0880465103,0.91215548,0.0878445199,292,117.01521,0,AGN
3FGL J1419.1-5156,-26.2038629,-27.1015724,2.6621451,0.433160557,3.63133789,-0.696694369,-0.790067817,-0.936716826,0.0977032852,8.624169,AGN,bcu,586.93024,PowerLaw,PMN J1419-5155,0.903574644,0.0964253564,0.892982937,0.107017063,0.890607978,0.109392022,0.89602679,0.10397321,311,316.39014,257,AGN
3FGL J1419.5+0449,-32.402935,-27.742322,1.7505931,0.242703796,3.63190849,0.899103519,-0.324347744,-0.625150617,0.32431651,59.36187,AGN,bll,5570.692,PowerLaw,SDSS J141927.49+044513.7,0.900661646,0.0993383544,0.894518954,0.105481046,0.889302946,0.110697054,0.902474464,0.0975255359,324,350.126,0,AGN
3FGL J1419.5-0836,-27.2504386,-27.4937919,2.2704804,1.21496577,5.25025359,-0.340868464,-0.636090641,-0.725134178,-0.730971036,48.37615,AGN,bcu,981.7131,PowerLaw,NVSS J141922-083830,0.927759994,0.0722400057,0.918985334,0.0810146657,0.916498627,0.0835013729,0.922718904,0.0772810965,283,336.84924,0,AGN
3FGL J1419.8+3819,-27.2840085,-27.8891365,2.36463,0.418591578,3.68047516,-0.453230568,-0.696390032,-0.753852726,-0.621623249,68.38593,AGN,fsrq,793.40564,PowerLaw,B3 1417+385,0.930610938,0.0693890621,0.918798418,0.0812015823,0.920783269,0.0792167311,0.926189401,0.0738105987,330,69.69265,0,AGN
3FGL J1419.9+5425,-27.1513178,-27.8348943,2.3074877,-0.130659783,4.66566614,-0.629517261,-0.660178145,-0.539531285,-0.649644081,58.272434,AGN,bll,899.1107,PowerLaw,OQ 530,0.928766314,0.0712336858,0.919112784,0.0808872159,0.917644787,0.0823552133,0.91690447,0.0830955299,305,98.30575,0,AGN
3FGL J1421.0-1122,-29.9986206,-27.6599402,2.0642009,0.582691317,4.26383456,0.998081666,-0.509213691,-0.445590091,-0.799797197,45.78471,AGN,bcu,2202.0547,PowerLaw,PMN J1420-1118,0.905890729,0.0941092708,0.902552224,0.0974477762,0.902068402,0.0979315976,0.904169571,0.095830429,296,335.32956,0,AGN
3FGL J1422.4+3227,-27.7975874,-27.9990313,2.5597107,-0.394063257,3.95983141,-0.817937473,-0.557645271,-0.638611721,-0.999712329,69.59217,AGN,fsrq,683.617,PowerLaw,OQ 334,0.92896451,0.0710354899,0.919337849,0.0806621509,0.91950183,0.0804981696,0.92025686,0.0797431403,298,53.539806,0,AGN
3FGL J1422.8+5801,-31.1736065,-28.1316787,2.0180576,0.803421563,3.66710625,-0.898273101,-0.886586578,0.568345765,-0.329309357,55.190254,AGN,bll,3062.855,PowerLaw,1ES 1421+582,0.917132547,0.0828674533,0.90792443,0.0920755701,0.914817333,0.085182667,0.919726542,0.0802734583,298,101.807915,512,AGN
3FGL J1422.8-7828,-30.5822683,-27.7108848,2.0451438,0.976625768,4.14436904,0.227686907,-0.392259346,-0.511238192,-0.755067013,-16.439571,AGN,fsrq,2518.8608,PowerLaw,PKS 1418-782,0.918550566,0.0814494343,0.918482703,0.081517297,0.916108115,0.0838918851,0.91990179,0.0800982103,315,307.5724,0,AGN
3FGL J1424.3+0434,-28.52155,-27.7896781,2.3612013,-0.389769285,3.84244611,-0.468237657,-0.74822419,-0.669014227,-0.55424769,58.389145,AGN,bll,1082.2433,PowerLaw,TXS 1421+048,0.928031829,0.0719681709,0.921457608,0.0785423924,0.923094854,0.0769051465,0.926196696,0.073803304,307,351.5379,0,AGN
3FGL J1424.6-6807,-25.2255616,-27.1838557,2.5360053,1.00591909,4.87040916,-0.599760842,-0.724328629,-0.743217424,-0.831266831,-6.8181944,AGN,bcu,553.3872,PowerLaw,PKS 1420-679,0.904146576,0.0958534237,0.910327688,0.0896723116,0.901852189,0.0981478112,0.906303559,0.0936964411,311,311.46497,0,AGN
3FGL J1424.9+3615,-28.7076511,-27.649753,2.0961063,-4.80099835,3.91696651,-0.363746225,-0.675273069,-0.543188776,-0.336683277,68.18568,AGN,bll,1634.2489,PowerLaw,FBQS J142455.5+361536,0.935972108,0.064027892,0.923364953,0.076635047,0.926037721,0.0739622791,0.928831025,0.0711689752,277,63.469635,0,AGN
3FGL J1426.2+3402,-30.7387006,-27.8825734,1.9292352,0.617819627,3.66594534,0.401343655,-0.494189124,-0.303091053,-0.693604815,68.513626,AGN,bll,2705.677,PowerLaw,RGB J1426+340,0.904591902,0.0954080981,0.908773494,0.0912265056,0.90319243,0.0968075696,0.906925888,0.0930741121,301,57.50014,0,AGN
3FGL J1427.6-3305,-25.9145497,-27.3585656,2.4183807,-0.325854718,5.432824,-0.633080945,-0.698659515,-0.712641279,-0.546425866,25.590624,AGN,bll,688.11334,PowerLaw,PKS B1424-328,0.903342015,0.0966579846,0.898804341,0.101195659,0.900769038,0.0992309622,0.902875902,0.0971240976,303,325.17722,0,AGN
3FGL J1427.8-3215,-31.2963523,-27.6920881,2.036008,-0.216290636,3.5856913,0.98428717,-0.511546205,-0.58181513,-0.364749239,26.342134,AGN,bcu,3500.1208,PowerLaw,NVSS J142750-321515,0.920924602,0.0790753983,0.916046336,0.0839536645,0.912635777,0.0873642231,0.917657809,0.0823421907,312,325.59778,0,AGN
3FGL J1428.5+4240,-31.3382427,-27.2439959,1.5746367,-3.02349767,4.08531823,0.256667609,-0.26527727,-0.548834505,0.251238904,64.89093,AGN,bll,5962.5464,PowerLaw,H 1426+428,0.924692228,0.0753077721,0.922811567,0.077188433,0.925003801,0.0749961993,0.927617652,0.0723823477,309,77.47242,0,AGN
3FGL J1434.1+4203,-28.0199944,-28.0201339,2.3920538,-0.39980175,4.35739103,-0.65043299,-0.598271952,-0.69013254,-0.727372956,64.28703,AGN,fsrq,886.3269,PowerLaw,B3 1432+422,0.930221269,0.0697787311,0.922405631,0.0775943689,0.921428029,0.0785719711,0.923648291,0.0763517094,287,75.06442,0,AGN
3FGL J1434.6+1951,-30.4241586,-27.4440945,2.2475863,-1.5910937,3.81314616,-0.704762791,-0.713843812,-0.311016,-0.814736666,65.30667,AGN,fsrq,2431.5142,PowerLaw,OQ 253,0.913232894,0.0867671064,0.91098803,0.08901197,0.902131735,0.0978682647,0.906234713,0.0937652869,281,21.375013,16,AGN
3FGL J1434.6+6640,-33.6337739,-27.9589827,1.5165963,-1.00994797,3.66546445,0.26009998,-0.130719407,-0.301384443,-0.181376067,47.385105,AGN,bcu,10310.276,PowerLaw,1RXS J143442.0+664031,0.915212125,0.0847878748,0.902378509,0.0976214913,0.899786897,0.100213103,0.901853418,0.0981465821,299,108.19347,0,AGN
3FGL J1435.2+2023,-28.2241822,-27.2596718,2.5543625,-1.12240157,3.65011563,-0.718825436,-0.690742925,-0.431720635,-0.999959672,65.3547,AGN,bll,1081.3639,PowerLaw,TXS 1433+205,0.894018542,0.105981458,0.885142352,0.114857648,0.884366664,0.115633336,0.890527856,0.109472144,287,22.674326,0,AGN
3FGL J1436.8+2322,-28.0654635,-27.7209399,2.4075882,-0.319850148,4.25286767,-0.630161776,-0.724318866,-0.603055243,-0.520478009,65.91238,AGN,fsrq,990.846,PowerLaw,PKS B1434+235,0.933246764,0.0667532362,0.93352072,0.0664792802,0.930348692,0.0696513081,0.930945474,0.0690545255,313,29.829456,0,AGN
