flux,unc,signif_curv,Spectral_Index,var,CLASS
-29.09071645,-27.58486714,-2.742465772,2.238869,3.817378421,AGN
-27.58486362,-27.09385698,0.72678327,2.120055,5.813075251,AGN
-27.34354751,-27.81269716,0.7998427,2.5441246,3.901685717,AGN
-27.31366753,-28.08214631,0.017153006,2.52532,4.210330307,AGN
-29.83259369,-27.65458647,-0.892452438,1.9835832,4.211663962,AGN
-27.7173929,-27.90486728,0.584451966,2.549106,4.472919276,AGN
-26.65197713,-27.566092,1.029969474,2.5334585,4.161036901,AGN
-28.06192177,-27.326661,1.119845242,2.3508673,4.105535574,AGN
-30.30615497,-28.15135238,-1.069700463,2.0904164,4.024202466,AGN
-28.7226226,-28.06220632,0.87343638,2.2870944,3.673581687,AGN
-28.48747068,-27.97338486,0.836057279,2.3267236,3.546587769,AGN
-29.26853168,-27.65182171,-0.710525923,2.3359692,3.789883733,AGN
-30.07315875,-27.44078193,0.763694588,1.8746132,3.772172776,AGN
-26.22871298,-27.8926926,0.575643667,2.7259672,4.623354896,AGN
-32.43244375,-27.85996529,-0.202335036,1.745848,3.673775634,AGN
-29.83721775,-27.08564749,0.171263224,1.788906,3.964055414,AGN
-25.65376095,-27.46041719,1.223992187,2.4562008,5.662526464,AGN
-26.78695503,-27.72559032,0.98087622,2.5491667,3.708320068,AGN
-27.11508291,-27.89049299,-0.105438296,2.5747607,3.848269576,AGN
-29.31376639,-27.49089182,-0.670491596,2.0133607,3.730410944,AGN
-28.02458379,-27.53410271,-0.464313633,2.5728714,3.83801556,AGN
-28.40795082,-27.11786406,0.495536524,1.9198825,5.025870715,AGN
-30.69622918,-27.82739705,0.370150825,2.0935972,3.83021571,AGN
-30.97120584,-28.08657566,-0.448117824,1.9959518,3.440255187,AGN
-29.56195494,-27.92313212,-1.622896185,2.2365062,3.847461128,AGN
-28.69829856,-27.83445074,-0.441270958,2.402981,4.434798218,AGN
-30.25328556,-27.49388411,-0.082684395,1.8894984,3.963341332,AGN
-30.3248426,-27.33250105,-1.127096572,1.7052106,3.860311774,AGN
-27.37047944,-27.10187284,0.180818928,2.629664,4.758976219,AGN
-30.61415585,-28.30239166,-0.18672788,2.1496267,3.907015908,AGN
-26.90417692,-27.79129785,-0.910390904,2.3251786,3.790244093,AGN
-26.38445877,-27.71663918,0.348426401,2.321686,4.718874957,AGN
-25.56403615,-26.81902958,1.654590877,2.1193478,7.225091376,AGN
-25.84253196,-27.94233304,-2.661858016,2.9433396,4.216978282,AGN
-27.38620339,-27.52781678,0.989973997,2.4917061,4.451859684,AGN
-26.35466201,-27.77265837,0.328303079,2.7553384,3.486428095,AGN
-26.69226971,-26.90653244,1.32379989,1.7208492,4.907948609,AGN
-26.72537709,-27.50004983,0.295841442,2.4930315,4.458621433,AGN
-23.37029771,-27.16177083,1.673434153,2.3197148,6.818561858,AGN
-26.92910004,-27.47130298,0.795046109,2.226272,4.827685305,AGN
-32.29235093,-27.84319555,0.468977023,1.759999,3.573426948,AGN
-30.38297065,-27.84151527,0.393144099,2.1068716,4.11294616,AGN
-31.15619717,-28.08736421,0.572968419,1.9693346,3.370903215,AGN
-31.85089611,-27.80767521,1.150807201,1.9437125,3.725185438,AGN
-31.80748278,-27.89214914,-1.695668156,1.9761198,3.797968495,AGN
-27.89348074,-27.69781307,0.661838491,2.2423387,3.946979271,AGN
-27.77285214,-27.36299715,0.943786657,2.759832,4.650072565,AGN
-26.78733409,-27.57438745,0.580538737,2.4557536,5.903110494,AGN
-31.74575906,-27.78847808,0.221422501,1.8462131,3.548616383,AGN
-29.95860009,-27.69831323,-1.307225499,2.0622196,4.486718955,AGN
-26.17875522,-26.75830882,1.402333049,2.6033165,4.481628058,AGN
-25.40907702,-27.4175493,1.032353895,2.3918102,5.102481098,AGN
-28.31898399,-27.7396136,0.920744757,2.288313,3.905971253,AGN
-28.44922533,-27.79581771,0.329360595,2.332293,4.449111559,AGN
-32.08787264,-27.71987075,0.476081277,1.6643764,3.699115695,AGN
-26.6138321,-26.94442485,-0.047837322,2.59589,3.872566535,AGN
-30.49210002,-27.74502708,-1.29910944,2.0651522,3.468046963,AGN
-30.90128416,-27.73809497,-1.715545132,1.9962262,3.566617677,AGN
-30.47678892,-27.5665724,-2.195341355,1.7958455,4.106902895,AGN
-27.49429614,-27.51050294,-1.163700659,2.2006807,4.429838032,AGN
-27.94149909,-27.71868769,1.275371104,2.3168337,4.190380889,AGN
-31.68732953,-27.79810284,-0.593848183,1.8858231,3.810253295,AGN
-25.87096427,-27.87771577,-0.61419508,2.7030575,4.316259739,AGN
-27.4485256,-27.45713903,0.392685624,2.6661139,5.076575592,AGN
-24.97702253,-26.70756973,1.181812098,2.1708403,6.203364893,AGN
-24.60068619,-27.16582195,1.400007558,2.128322,5.708042897,AGN
-26.80983045,-27.03202278,-2.140930607,1.9451904,5.190010876,AGN
-26.41415183,-27.20454613,0.4757159,2.1354709,4.956490595,AGN
-28.63875148,-27.71029383,0.831035347,2.5685577,4.022857176,AGN
-31.51268767,-27.72444428,-0.829757409,1.8353884,3.969769884,AGN
-32.15796996,-27.81276314,-1.501158314,1.7683309,3.911264203,AGN
-26.73718747,-27.75351164,-1.488842146,2.51743,5.318318862,AGN
-31.99419366,-27.42342258,-0.897980302,1.6447697,3.597668584,AGN
-25.59334291,-26.84180778,1.220801961,2.108794,5.209084925,AGN
-28.35211051,-27.67725515,0.034618597,2.1930904,4.126794142,AGN
-24.75545662,-25.69743618,-0.522157207,1.7716422,6.626855412,AGN
-25.93121614,-27.75673858,-0.420105909,2.4671597,5.180933326,AGN
-27.65419203,-27.62974215,-1.184064919,2.2920713,4.136067396,AGN
-24.80949248,-27.38287473,0.682259992,2.7139904,5.019062212,AGN
-29.77387416,-27.70343047,-0.215430714,2.1162207,3.931797059,AGN
-29.5641478,-27.6714661,0.273900618,1.9905468,3.892087447,AGN
-31.23473976,-27.83421239,-0.862830075,1.8868785,3.701213243,AGN
-27.38165748,-27.48034082,0.699558284,2.494549,3.796531473,AGN
-33.34516419,-27.92914753,0.399018196,1.6594394,3.349533123,AGN
-30.83859222,-28.08175725,0.58496774,2.0307293,3.814149599,AGN
-28.81577594,-27.46059803,0.673953917,2.020141,4.024873241,AGN
-24.89979338,-27.67901731,1.299123101,2.1698198,5.115817022,AGN
-34.24318288,-27.82421385,0.585250825,1.4669276,3.494062591,AGN
-28.58466417,-27.11164003,-2.301619502,1.866652,4.559995541,AGN
-30.18748335,-28.04183922,-0.641307235,2.1468997,3.670422509,AGN
-27.38425999,-27.45702159,1.342745256,2.4302998,4.188786117,AGN
-29.51408656,-27.70799402,0.760949587,1.9303896,3.968151451,AGN
-26.09004072,-27.53510862,1.148248549,2.5653841,5.899581844,AGN
-33.70601974,-27.7639892,-0.359445985,1.5393492,3.564647103,AGN
-30.26527241,-27.02929642,0.34450109,1.6163507,3.624743175,AGN
-25.85941471,-27.30590053,1.107009087,2.366495,6.700078729,AGN
-23.45444454,-26.88010208,1.509456251,2.2408412,5.350827236,AGN
-34.41387746,-28.16463094,1.085846086,1.5933715,3.190798319,AGN
-27.09830257,-27.85709891,-1.389156735,2.4591012,4.085608239,AGN
-31.71889693,-27.92778153,-0.330948568,1.8031048,4.109648533,AGN
-31.40476866,-27.57808609,-0.018299159,1.7843589,3.74603639,AGN
-29.98785951,-27.35267629,0.309184802,1.8834124,4.351568292,AGN
-31.21703622,-27.80571415,0.018347314,1.9536538,3.759538367,AGN
-28.95473058,-27.96866674,0.474328801,2.3122506,3.946321375,AGN
-28.87774728,-27.71067828,0.445024251,2.2598445,3.87353788,AGN
-23.39186821,-26.89922185,1.524167365,2.1169708,6.984880084,AGN
-27.32330278,-27.63357159,0.661650774,2.3492336,5.283323778,AGN
-27.39130284,-27.97989475,-0.797670297,2.7186213,3.729348298,AGN
-30.39742563,-27.7552639,0.345803507,2.082203,4.52365413,AGN
-27.39660038,-27.74721987,0.478443116,2.483256,4.030335754,AGN
-24.11454906,-27.5847042,0.777816812,2.7866495,5.739626573,AGN
-29.00293092,-28.01830172,-0.400241286,2.2838454,3.880454404,AGN
-27.59800949,-27.49705747,0.591868895,2.5719006,4.038162212,AGN
-26.03230942,-27.61750987,-0.924650318,2.6582828,4.038125222,AGN
-27.14023611,-27.22408583,0.595563798,2.0747688,4.194293849,AGN
-26.4035446,-27.78383518,-1.454416401,2.7206,4.263391951,AGN
-26.25908586,-27.46219479,0.797482722,2.4838717,3.685199902,AGN
-25.74143252,-27.89819786,-1.157180926,2.8284357,4.184957429,AGN
-30.88275182,-27.57825927,0.294408315,1.7190907,3.925694609,AGN
-29.0919109,-27.36844442,-0.920932755,1.8235112,3.762059207,AGN
-26.0771694,-27.14369507,-0.270942765,2.7106607,3.773728088,AGN
-32.76757251,-27.74997632,0.574941213,1.6790425,3.811283095,AGN
-26.25018748,-28.03434743,-4.08719311,2.8504896,4.047988729,AGN
-34.73168876,-27.63700492,-3.273041845,1.2578474,3.18806167,AGN
-32.83827802,-27.94735147,0.730519552,1.6111397,3.836048245,AGN
-29.41017483,-27.74743435,-0.503146969,2.1757276,3.762768323,AGN
-27.64891919,-27.70564889,-1.966851264,2.2962801,4.049139226,AGN
-28.78370545,-27.72992284,0.885803484,2.02133,3.811506003,AGN
-31.38477265,-27.96034467,0.060197958,1.9768596,3.720974515,AGN
-31.86733189,-28.05570291,-0.045732313,1.8501762,3.439917193,AGN
-24.85632401,-27.35608521,0.942312302,2.3207545,6.737604981,AGN
-26.44900319,-27.42446758,0.818881622,2.2538736,4.857847414,AGN
-26.9681124,-27.40321407,0.452768434,2.3170598,5.232220666,AGN
-31.13573702,-27.5660855,-1.598405806,2.1111226,3.790183511,AGN
-27.99046281,-27.31845622,0.116575909,2.2124767,4.12986358,AGN
-28.73399541,-26.93195117,0.776626484,1.7588654,3.857460276,AGN
-29.71145498,-27.6477363,-0.745749823,1.9172732,4.078910438,AGN
-30.93032593,-27.74705743,-0.330917946,1.9792616,3.863970721,AGN
-26.74286121,-27.51831882,-0.461032814,2.4444537,4.39364294,AGN
-32.01848019,-27.84896538,0.233972802,1.7671217,3.481618905,AGN
-24.9578297,-27.58776333,0.789469931,2.378542,7.571773437,AGN
-31.14949385,-27.8755003,-0.205265408,2.0147583,3.691881307,AGN
-28.16722194,-27.41045026,0.989922257,2.0531118,3.786004129,AGN
-31.74829764,-27.44782819,-2.935772331,1.6835986,4.171118077,AGN
-26.4808024,-27.76315846,0.567944527,2.6571546,4.870871724,AGN
-34.05057013,-27.60422307,0.418207242,1.3353549,3.425423872,AGN
-32.89752802,-27.96868239,0.533808699,1.6460009,3.52748209,AGN
-31.66027441,-27.63530725,0.511833245,1.8900131,3.648083228,AGN
-29.35758703,-27.59681141,-2.2737751,2.0401046,4.167228576,AGN
-31.90300196,-27.93846559,-0.12072262,1.8694817,3.589335298,AGN
-27.48293162,-27.24467553,0.372205962,2.3607934,5.065950772,AGN
-26.96434163,-27.11251694,1.085906213,2.3717415,5.28798717,AGN
-23.45551307,-26.84664683,1.439635962,2.094657,7.567857243,AGN
-29.05482825,-27.82061899,-0.159366792,2.2483926,3.785127176,AGN
-27.38846306,-27.82861802,-1.555261845,2.5241935,4.058267452,AGN
-28.47073969,-27.82867404,-1.512817836,2.2084932,3.962025,AGN
-28.87618704,-28.00953957,-1.800989364,2.4282866,3.55022753,AGN
-32.64156383,-27.59364263,-0.116278101,1.6386292,3.689625045,AGN
-30.8388265,-27.60795553,-0.286261233,1.877337,4.036875516,AGN
-29.70191781,-27.26156796,0.374822634,1.8612009,3.873635002,AGN
-27.07676211,-27.80302397,0.027348415,2.6412308,3.891060807,AGN
-26.53197337,-27.46342094,0.287981839,2.5406163,4.373038994,AGN
-27.05662834,-27.54906005,-0.532274521,2.5748293,3.813448899,AGN
-29.70067011,-27.7033645,1.343047533,2.1127815,3.535151671,AGN
-30.42058249,-27.6282413,-1.224813222,2.1456325,3.524040632,AGN
-24.63201947,-27.76479187,0.742751111,2.54326,6.276839081,AGN
-30.37629334,-27.83600272,-1.484840725,1.9448726,4.081513753,AGN
-27.68609187,-27.67548692,0.324097658,2.297483,5.203461666,AGN
-29.61221764,-28.08583403,-0.047716031,2.1911163,3.97153502,AGN
-31.57734056,-27.63669629,-0.892042136,1.8864332,3.797160344,AGN
-26.67671116,-27.7563292,0.965196783,2.5197062,3.806001142,AGN
-30.47160101,-27.83117664,0.323625376,1.9194432,3.790454854,AGN
-28.06602896,-27.75159523,0.760116566,2.3162777,4.069778456,AGN
-26.4528279,-26.68196114,0.667812341,1.9744782,5.329622959,AGN
-27.9540979,-27.45310446,0.502045454,2.388361,4.429410185,AGN
-28.31596847,-27.37673792,0.471688291,2.1951928,4.080981866,AGN
-25.59472119,-28.07395892,-0.002652823,3.0190105,4.025029433,AGN
-28.29985098,-27.52212858,0.150440381,2.336172,3.971354354,AGN
-29.89656279,-27.58983918,0.643014111,2.0012238,3.594303115,AGN
-28.70179802,-27.91037394,-0.838617905,2.188202,3.92199003,AGN
-26.88340935,-28.03315456,0.282363918,2.4622767,5.031719536,AGN
-29.32465667,-26.53346424,0.399181516,1.6603782,4.526712322,AGN
-26.11878291,-27.04350763,0.871628835,2.1023622,5.319300357,AGN
-22.914638,-27.28661049,1.355914694,2.5085156,5.238543842,AGN
-27.09897016,-27.77995845,0.372652569,2.2854576,4.470175757,AGN
-32.11640283,-27.73809057,0.141280013,1.8866004,3.64049635,AGN
-30.09289267,-27.53365487,0.240138513,1.886941,3.992513048,AGN
-28.12805291,-27.88178881,-0.145689488,2.463239,4.07484608,AGN
-26.08852372,-27.99851624,-0.522820147,2.6359198,4.169806199,AGN
-25.9719423,-27.48292498,0.098117105,2.6945176,4.034972252,AGN
-21.38301003,-26.39646167,1.608243676,2.1854215,9.801867104,AGN
-29.14781842,-27.44966699,-1.166305576,2.309412,3.780512536,AGN
-33.29476734,-27.71791714,-0.320431789,1.5644562,3.318098394,AGN
-29.40895266,-27.32320778,0.953596818,1.9827486,4.073772241,AGN
-29.00373267,-27.66332325,-0.145203626,2.364791,4.220374276,AGN
-20.99134259,-26.85964356,1.977327423,2.5162845,8.971196572,AGN
-30.48788434,-27.55815305,0.063812325,2.1464994,4.052503312,AGN
-27.31020375,-27.62162471,0.802291076,2.235399,4.557511107,AGN
-28.49672836,-27.3888233,0.116995308,2.0400608,3.994174647,AGN
-31.60034837,-28.0988863,0.360293579,1.9383467,3.524637266,AGN
-27.56329621,-27.05157179,0.622627099,1.9484909,5.066073774,AGN
-30.46131524,-27.73817939,-2.319518343,2.0650592,3.775799219,AGN
-27.82326566,-27.48343981,0.391898475,2.2213907,3.623266442,AGN
-28.40329491,-27.12814454,-1.052810496,2.1645067,3.7819989,AGN
-28.43895632,-28.03140722,0.161179939,2.4920497,3.773720466,AGN
-32.20865168,-28.17008469,-0.189309527,1.8364382,3.393372787,AGN
-28.04819447,-27.70534894,0.356267499,2.34868,4.040943134,AGN
-29.44268901,-27.66061746,-0.987504874,2.1532178,4.121470037,AGN
-28.01291036,-27.65439412,-1.09736822,2.3975885,3.801780069,AGN
-23.5161971,-27.03372394,1.716199795,2.2043166,7.137000878,AGN
-30.88223568,-27.77507945,0.580231627,1.9594221,3.590877055,AGN
-32.33707255,-27.784395,0.541558441,1.781682,3.754175889,AGN
-28.83217891,-26.97388746,0.213421226,1.7688341,4.063402318,AGN
-29.8984375,-27.81338923,-0.184991544,2.1859462,3.932005431,AGN
-28.22046214,-27.85310476,-1.912342012,2.426364,4.100442418,AGN
-30.02317728,-27.54124563,-0.150376146,2.1882248,3.804264496,AGN
-30.333763,-28.02234485,-0.384447887,2.0701852,3.519648529,AGN
-22.7577867,-26.80949655,1.714910993,2.1395473,7.019102392,AGN
-30.88295158,-28.09519782,0.927636174,2.0585437,4.126188631,AGN
-30.16643226,-28.08468218,-0.840704621,2.1634374,3.987796971,AGN
-26.94198184,-26.99934823,0.578724338,1.9474294,4.177061023,AGN
-31.23743462,-27.42828817,1.07349659,1.6543219,3.948741892,AGN
-28.78832215,-27.69643377,-0.121648916,2.3279395,3.788126963,AGN
-27.99672347,-27.6961574,0.422875608,2.385729,4.537783048,AGN
-28.00792986,-27.76299,0.275871982,2.4387345,4.24911728,AGN
-26.62239119,-26.8580814,1.253972177,1.8971763,4.279013533,AGN
-30.33475979,-27.36910003,-1.087024741,1.8417941,4.147136862,AGN
-31.15561939,-28.09961974,0.399139449,1.9022397,3.804301204,AGN
-28.74405886,-27.51805103,0.349175198,2.2956543,3.834418538,AGN
-30.03182965,-27.66588594,0.639697878,1.9956964,3.715553187,AGN
-30.45314968,-27.6288846,0.551607205,2.1947687,3.683064239,AGN
-21.713669,-26.48959325,1.805532594,2.2329435,8.342468525,AGN
-28.48366308,-27.10102691,-0.199127835,2.2929733,3.776270258,AGN
-30.29561624,-27.48677141,-0.030338071,1.9070129,4.084917446,AGN
-27.27130235,-27.50946098,0.060485712,2.6386323,4.150735345,AGN
-28.78003647,-27.75724056,0.144935983,2.0790012,4.179769558,AGN
-30.99841933,-28.26373847,-0.842233809,2.0963461,3.724648206,AGN
-27.28554004,-27.76731174,-2.215041753,2.466713,4.875023637,AGN
-25.41409562,-27.46615171,0.704653919,2.4464836,5.510608295,AGN
-30.5887949,-28.10083915,-1.904835754,2.1587615,3.710477005,AGN
-27.03164701,-27.22324723,0.931149052,2.3389885,4.90550951,AGN
-30.20536373,-27.50041646,0.627314004,2.0285833,3.83154646,AGN
-28.48946795,-27.62444811,0.396868319,2.2416842,3.804675348,AGN
-24.86291781,-27.68121386,0.474177454,2.855092,4.386885512,AGN
-29.54893739,-28.14247997,-0.052136284,2.272023,3.903839434,AGN
-26.73296777,-27.42811078,0.869431614,2.181003,5.93294725,AGN
-27.48158272,-27.54998524,-0.734841171,2.3898275,4.292507351,AGN
-30.09419974,-27.4737713,0.834982851,1.9572623,3.964318647,AGN
-28.11526285,-26.85499801,0.646900923,1.9074937,4.566939937,AGN
-25.72802508,-27.17701837,1.328908442,2.6958919,3.946702811,AGN
-29.47853861,-27.79111288,-0.219851706,2.2805178,4.297895157,AGN
-30.47608622,-27.59893229,0.275188164,2.1478825,3.456019668,AGN
-28.04666422,-28.08846442,-0.991084383,2.3769987,3.732009787,AGN
-30.644405,-27.58256459,0.323745257,2.1466398,3.582412276,AGN
-29.24029169,-26.97116377,-0.346916995,1.8374112,4.064297362,AGN
-26.07238426,-27.0577497,-0.744396318,2.4501936,4.894649501,AGN
-27.62821135,-27.87313315,0.374286319,2.356576,5.11967069,AGN
-28.08284262,-27.26520066,-1.477994333,1.935799,4.011419935,AGN
-29.32554297,-27.68302938,0.492977198,2.1431704,3.83890933,AGN
-32.0226091,-27.65483404,0.136864571,1.7975471,3.720440005,AGN
-30.76922389,-27.93181643,0.075521034,2.2018642,3.666812348,AGN
-24.50591169,-27.19572558,1.263351893,2.152751,6.321562424,AGN
-27.72689893,-28.09005173,-1.196780766,2.5272124,4.437417733,AGN
-33.8789842,-27.67871432,0.987140945,1.5451941,3.432860311,AGN
-27.76784585,-27.22601792,1.08894368,2.0747743,4.139317233,AGN
-24.37727896,-27.02339598,1.046453336,2.041123,8.211716954,AGN
-31.08838827,-27.40369359,-0.944209649,1.8013538,4.018020693,AGN
-26.06009089,-27.57629896,0.499821361,2.487212,5.96162651,AGN
-31.10666087,-27.56579648,0.236260764,2.082091,3.807193524,AGN
-28.19635044,-27.42364954,0.677909197,2.047936,3.984846655,AGN
-25.2291793,-27.21679877,1.665058436,2.2808414,5.066149415,AGN
-31.59717457,-27.84347165,-0.153640664,1.9621423,3.896121642,AGN
-26.30665622,-27.21255907,0.612397555,2.3227463,6.06490401,AGN
-27.40359746,-27.94510657,0.205453749,2.583639,4.27403242,AGN
-27.91729003,-27.65855423,-0.986573008,2.3475225,4.150320081,AGN
-32.30671755,-27.99129556,0.603582617,1.8653837,3.501115141,AGN
-31.72546169,-27.89396407,-0.01231582,1.7854246,3.949091455,AGN
-26.55356128,-27.47867295,0.311812796,2.4217606,5.087694853,AGN
-26.45507492,-27.89507987,-1.663862144,2.5717869,4.936748307,AGN
-28.6233857,-27.78349625,-0.912204387,2.2525718,4.30204415,AGN
-28.57770381,-27.70581748,-1.422312686,2.3564265,3.678453897,AGN
-25.52062147,-27.59014887,0.497403124,2.6293957,5.185391823,AGN
-32.10814968,-27.70080556,0.78293164,1.7395787,3.704024408,AGN
-28.24439928,-27.51863484,-0.492173403,2.1451643,3.772466505,AGN
-30.01537119,-27.816683,0.485487715,2.0760326,3.880679813,AGN
-24.97670996,-26.20408122,0.307669029,2.5279326,4.827366634,AGN
-23.89101465,-26.90423919,0.818496371,2.7029896,4.083073511,AGN
-31.91173582,-27.81682764,-1.253209462,2.0694585,3.940221814,AGN
-26.19598911,-27.08394407,0.692129868,2.3716311,5.8960386,AGN
-25.14783448,-27.40042261,1.323600134,2.333554,5.145309286,AGN
-33.68424566,-27.98012945,-0.060134628,1.6783624,3.47212154,AGN
-32.11036286,-27.08280844,-1.168765181,1.6994323,3.916368333,AGN
-24.07536939,-26.77247766,1.791379835,2.219383,6.669831869,AGN
-30.33016616,-28.01966385,0.482281619,2.0257196,3.806064081,AGN
-25.92870171,-27.45973985,0.627742666,2.780691,3.640306251,AGN
-24.96850907,-26.95107323,1.466506442,2.2233799,6.72202859,AGN
-30.89074237,-27.91419132,-1.501106031,1.843277,3.865864659,AGN
-30.25651377,-27.95498185,0.373852663,2.248749,3.870130097,AGN
-28.9999206,-27.28058388,0.877096645,2.3737974,4.401563114,AGN
-25.7325874,-27.75687352,0.722007469,2.7634869,3.981715563,AGN
-26.91134783,-27.97828146,0.616248756,2.5287473,4.311288618,AGN
-23.91558088,-26.92324894,2.048199147,2.4544137,7.536347792,AGN
-26.76749327,-27.02108601,0.64806031,2.4170647,5.692610066,AGN
-27.78685059,-27.9169546,-1.299673471,2.379495,4.808137686,AGN
-26.78042792,-27.78102721,-2.322509913,2.4962182,5.117045399,AGN
-30.18319604,-27.73440351,-0.497217965,2.0467932,3.926533685,AGN
-25.83090559,-27.27811791,1.439251291,2.3662615,4.606031174,AGN
-26.42784478,-27.65162811,0.289201135,2.5763092,3.967951559,AGN
-25.02445102,-28.14179049,0.251453761,3.019881,4.0738178,AGN
-29.89363127,-27.59846863,-0.382536103,1.965404,3.833229803,AGN
-27.61120812,-27.77631989,0.956499715,2.4687686,4.241865056,AGN
-32.27281445,-27.88313654,0.708413654,1.9342177,3.724441883,AGN
-30.26201321,-27.68300162,0.338587309,1.9813797,3.943619223,AGN
-28.0215291,-28.05889665,0.360626935,2.541214,3.828063054,AGN
-28.12185629,-28.0038161,-0.18547661,2.563019,3.681169584,AGN
-25.21975657,-27.55934452,0.868452997,2.6484118,5.54472864,AGN
-31.28165814,-27.74860955,0.613791543,1.8699266,3.162400493,AGN
-29.52849013,-28.10722178,-0.146359865,2.4078097,3.719396397,AGN
-25.39072869,-27.17121597,1.493479843,2.0442808,5.607950797,AGN
-30.20415742,-27.63168194,-0.950538747,2.1818755,3.738500786,AGN
-23.2039362,-27.01207144,1.295911074,2.1950743,8.002177323,AGN
-26.80311491,-27.59949597,0.834920575,2.3098857,5.2425863,AGN
-27.5100445,-27.68970733,-0.660748548,2.4660408,4.044951189,AGN
-28.01281522,-26.5330417,-0.355967534,2.317999,3.813239898,AGN
-31.23692071,-27.37345666,-0.786091526,1.744025,3.82649349,AGN
-26.57851842,-27.4246116,-1.12150332,2.4929364,5.111395278,AGN
-26.37889649,-27.42905642,0.790373622,2.391943,6.46474915,AGN
-26.21722133,-27.75924776,0.905214776,2.3711505,5.66754286,AGN
-28.3664667,-27.73243652,-0.135340991,2.3126726,5.127693783,AGN
-30.74893112,-27.28006112,0.597106762,1.7105751,3.825288717,AGN
-27.47520683,-27.55067695,0.402553598,2.3962493,4.488931901,AGN
-26.28066464,-27.53121043,0.465199537,2.5934155,3.605129452,AGN
-27.73309364,-27.7567427,-0.952277668,2.342583,4.278163538,AGN
-30.85931956,-27.26099453,0.121469073,1.9051212,3.877739832,AGN
-28.49988762,-27.98761714,-0.066865776,2.2628415,3.644743858,AGN
-27.15132208,-27.52629029,0.875695845,2.3867111,5.273993624,AGN
-30.61499344,-27.68046265,-0.55543901,2.0602117,3.79354867,AGN
-30.24023218,-27.63893843,-1.951988215,2.1422958,3.880600693,AGN
-26.96778224,-28.00045028,1.15110232,2.4841075,4.637112738,AGN
-25.85801515,-27.95391962,-1.011202162,2.5925956,4.952563018,AGN
-29.21353896,-27.57768884,-0.140215643,2.332943,3.739200048,AGN
-29.69610108,-27.44981279,0.768424448,2.0236564,3.79395313,AGN
-26.63797964,-27.13086795,0.72460883,2.4968183,4.726962508,AGN
-29.81649438,-27.6025545,-1.935126153,1.9820073,3.695973885,AGN
-30.14022041,-28.20311628,-0.002297954,2.09328,3.958415175,AGN
-30.4957443,-27.51478149,0.010591485,1.8929456,3.822565235,AGN
-32.9937998,-27.77104119,-0.474959451,1.6473371,3.594606439,AGN
-29.43321992,-27.59733269,-1.204322606,2.1371021,3.854951653,AGN
-25.79324779,-27.3271571,0.968761111,2.3798296,4.864868829,AGN
-30.63066982,-27.90130174,-1.489753602,1.9746119,3.639910021,AGN
-28.69665694,-27.98394309,0.681526454,2.5621574,3.863821017,AGN
-27.73065784,-26.93429327,0.633979419,2.4270964,4.014897967,AGN
-28.0380699,-27.63422062,1.111161376,2.4943163,3.7859503,AGN
-26.99351856,-28.05702701,0.296252037,2.6685138,3.987794001,AGN
-27.75449349,-27.76555513,-0.642070406,2.3634403,4.422065028,AGN
-31.06767793,-27.54259931,0.135082756,1.8527557,3.729160073,AGN
-29.7711437,-27.89184061,-0.142537729,2.1636906,3.808231896,AGN
-28.18345505,-26.65387558,1.236474353,1.5323377,4.436644537,AGN
-27.05681381,-27.2372245,0.819172564,2.058425,6.808974496,AGN
-30.51796011,-27.87802975,0.833258065,1.9062907,4.127549301,AGN
-26.20386294,-27.10157244,0.433160554,2.6621451,3.631337882,AGN
-32.40293505,-27.74232198,0.242703785,1.7505931,3.631908459,AGN
-27.25043857,-27.49379185,1.21496577,2.2704804,5.250253554,AGN
-27.28400847,-27.88913651,0.418591577,2.36463,3.680475173,AGN
-27.15131779,-27.83489426,-0.130659783,2.3074877,4.665666123,AGN
-29.9986206,-27.65994014,0.582691324,2.0642009,4.26383458,AGN
-27.79758742,-27.99903134,-0.394063258,2.5597107,3.959831402,AGN
-31.17360651,-28.13167869,0.803421581,2.0180576,3.667106253,AGN
-30.58226831,-27.71088482,0.976625754,2.0451438,4.144369018,AGN
-28.52154996,-27.78967809,-0.389769325,2.3612013,3.842446097,AGN
-25.2255616,-27.18385571,1.005919108,2.5360053,4.870409178,AGN
-28.70765112,-27.649753,-4.800998346,2.0961063,3.916966516,AGN
-30.7387006,-27.88257343,0.617819605,1.9292352,3.665945336,AGN
-24.93951711,-26.03028915,0.807533719,1.7598388,5.348313483,AGN
-25.91454972,-27.35856553,-0.325854719,2.4183807,5.432823997,AGN
-31.29635226,-27.69208816,-0.216290633,2.036008,3.585691273,AGN
-22.53717623,-26.50266161,1.904423453,2.078681,8.054134531,AGN
-31.33824274,-27.24399589,-3.023497666,1.5746367,4.085318237,AGN
-28.01999437,-28.02013387,-0.399801747,2.3920538,4.357391033,AGN
-30.42415851,-27.4440945,-1.591093686,2.2475863,3.813146162,AGN
-33.63377395,-27.95898268,-1.009947959,1.5165963,3.665464445,AGN
-28.22418218,-27.25967176,-1.122401572,2.5543625,3.650115614,AGN
-28.06546353,-27.7209399,-0.319850147,2.4075882,4.252867666,AGN
-30.28971024,-27.92457974,0.781477324,1.9849513,3.617141311,AGN
-25.77325939,-27.64389044,0.961561738,2.364636,6.153729214,AGN
-31.03098901,-27.62287452,-1.766306352,1.7709154,3.851807078,AGN
