flux,unc,signif_curv,Spectral_Index_1,var,GLAT,CLASS
-30.1174765858,-27.5537432769,0.5709813543,1.9280758,3.9568565231,-50.26893,AGN
-23.4219435883,-27.2556109987,1.5024640686,2.2525651,6.548291328,-42.449394,AGN
-28.3759736291,-27.7762813428,-0.3059040376,2.2174878,4.2830106662,-51.186028,AGN
-28.014762815,-27.4512230084,-0.910678772,2.3692975,4.8051235721,-12.815943,AGN
-32.1362174568,-28.0244075154,-0.7008818703,1.8455938,3.6086652214,-52.526928,AGN
-26.3042843904,-27.7556072688,1.330434338,2.5599031,5.715910174,-51.654236,AGN
-28.0238658567,-27.469723178,-2.0434229734,2.4263618,3.4840184901,-14.699806,AGN
-28.2643405148,-27.7044281592,-0.3492345033,2.1540487,4.4500650586,-43.661,AGN
-26.9846548687,-27.6666584071,0.7160319706,2.4078777,4.1209490834,-50.85536,AGN
-28.2300939085,-27.8242001686,-0.0275886376,2.383405,3.9391616968,-50.895897,AGN
-26.5202815594,-27.7657748144,0.7329136637,2.466377,4.2134673259,-47.586735,AGN
-31.7408898512,-27.6432594767,-0.3002652488,1.7343884,3.7900088958,-45.73578,AGN
-24.302734403,-27.6220546464,1.7285718791,2.2044783,6.2316175817,-49.024826,AGN
-28.4596923343,-27.5302011708,-0.0044443876,2.4307458,3.7008923519,-38.193787,AGN
-31.6235030381,-27.4165829836,0.7516471166,1.8330698,3.7343526025,2.3426483,AGN
-32.8287027994,-27.6804325731,0.0874267847,1.5533344,3.8497243242,-50.671646,AGN
-32.7902343219,-27.6778206819,0.0637375014,1.6136938,3.7384878993,-40.776127,AGN
-28.1527836285,-27.34785983,-0.0174304781,2.3803182,3.9266476737,-5.4175377,AGN
-27.3900865469,-27.850080377,-0.5643281004,2.3731678,5.8246034259,20.096273,AGN
-27.5566096714,-27.874037007,-2.3820430117,2.5295923,3.7916196957,-39.822937,AGN
-28.5207786551,-27.5970982205,-0.4881816157,2.4113765,3.7063402026,-22.439209,AGN
-29.6148964654,-27.973285928,-2.3789563622,2.0974197,3.9172491174,-48.05769,AGN
-25.8360515708,-27.451875658,0.4446363421,2.633197,4.7112213963,-33.557957,AGN
-26.1113588908,-27.3047009635,0.4562878164,2.5178394,5.290954896,5.2270784,AGN
-30.5000112866,-27.8562743944,0.3084282098,2.1934605,3.6685659198,-48.259003,AGN
-28.1232911351,-27.5457133998,0.9505371077,2.3513367,3.6102972647,-23.333141,AGN
-27.8173179453,-27.94810776,0.073820398,2.5363905,3.8115105584,-48.61352,AGN
-29.7270941693,-27.7150401647,0.6810719806,2.1269226,3.8163855244,-47.655937,AGN
-29.165605798,-27.9617099563,0.1099112359,2.3683486,3.4930578713,-46.955822,AGN
-22.1640937266,-27.243344664,2.3193865147,2.2728863,7.8186306908,-48.4669,AGN
-27.7326922599,-27.7828556557,-1.2616867545,2.3458185,4.4910015973,-42.642185,AGN
-25.7620577403,-27.5630009037,1.0393854615,2.3974936,5.4894614321,-47.85084,AGN
-26.3645607809,-27.4308910848,-1.1146655046,2.5652943,3.7836713077,-31.162647,AGN
-28.8840009388,-27.5292024308,-2.9382990348,2.37288,3.5408916523,-14.402971,AGN
-28.8237598228,-27.5278885611,0.8451043897,2.0645688,4.0854067668,-37.373795,AGN
-27.2630182389,-27.7373077079,0.2856103653,2.351506,5.4310095266,-44.64554,AGN
-26.4622881969,-27.6696144157,-0.0551586943,2.3402746,4.9390356606,-42.36867,AGN
-31.2307498343,-27.3433942891,-2.7524381298,1.7450352,4.022644909,-33.16262,AGN
-26.7669563257,-27.5284787375,0.9931504135,2.460699,4.810392324,-35.03147,AGN
-23.9689813722,-27.2053433964,1.0003365413,2.786726,4.204086867,-8.653742,AGN
-27.1918955411,-27.72397824,0.7061248439,2.4148078,3.9793921941,-36.092636,AGN
-24.0199300195,-26.9333449813,1.3192695109,2.2044618,6.2863805993,-33.126644,AGN
-28.5058051362,-26.8540921621,0.5504480465,1.8914869,3.9589087316,-5.3903956,AGN
-27.2120143454,-27.2889919244,0.28021798,2.197874,4.7466213746,-31.79482,AGN
-27.4226744956,-27.8305350146,-1.3686151125,2.3352206,4.2128303854,-43.0061,AGN
-31.505746788,-27.4456933833,0.402235446,1.9642084,3.8498509041,9.761593,AGN
-28.1990044815,-27.6394052847,-1.107253116,2.3778424,3.8909028709,13.345094,AGN
-26.6310650151,-27.3286483166,0.0181081682,2.555271,4.1727143297,-28.932026,AGN
-25.5226231801,-27.2550191631,0.7054853263,2.6719878,5.1866662528,-43.926224,AGN
-23.8785834185,-26.2021701756,1.5998385532,1.9498187,7.99008418,-43.617825,AGN
-30.7908981072,-27.3420593426,1.1264647224,1.9632007,4.088186201,-13.477219,AGN
-29.0135884428,-27.8111223555,0.0721187506,2.1933286,4.1695166772,-41.251045,AGN
-27.4803576076,-27.30617714,-0.5525044311,2.4016232,4.2051740663,-21.004158,AGN
-30.1433734267,-27.7490487273,-2.0501612696,1.9883561,3.7116907689,17.36119,AGN
-31.16307768,-27.5077513439,-0.4266190335,1.9683125,3.9247998433,-10.435278,AGN
-27.5484760712,-26.8166495029,0.6881297913,2.0210693,5.3344018874,-12.6002655,AGN
-26.06763208,-27.785417971,0.6234881373,2.5090756,5.7251674723,-40.145065,AGN
-28.4114952498,-27.7697418733,1.0298393171,2.1983056,4.1071312802,-38.942085,AGN
-29.849084898,-27.8499244954,-0.0526836887,1.998678,4.1424311214,-40.887493,AGN
-28.0546251424,-27.8150723901,0.6534417547,2.3456328,3.9353081398,-39.9216,AGN
-29.6149123303,-27.5368786371,-2.0396505426,2.1147006,3.8937396611,-24.792973,AGN
-30.1402660722,-27.7502963716,-0.3058415583,2.1059592,3.8723854879,-35.328613,AGN
-26.8849654426,-27.7425605564,0.8452280858,2.3914285,4.0921803695,-41.79668,AGN
-31.9814163188,-27.7771807176,-1.587944211,1.7706273,3.5963183779,-40.70688,AGN
-30.3743281457,-27.6649036347,-1.3221568585,1.9193248,4.0997605359,-37.251114,AGN
-27.159059997,-27.2868686746,0.5637368986,2.3947365,3.7653146175,-20.478565,AGN
-32.5103084792,-27.9264053151,0.8414170036,1.7243263,3.5592078341,-39.008392,AGN
-31.1016659594,-27.434924533,-0.2268944043,1.9492637,3.8996653933,-12.203599,AGN
-23.9676681628,-27.2716730952,0.7444095933,2.4959984,6.6829191645,-28.463106,AGN
-30.0031558746,-27.3085953983,0.5062471539,2.1834877,4.0016116566,-7.3684907,AGN
-30.7971386887,-27.9371879083,-1.1487875044,1.9750352,3.7962214286,-38.90137,AGN
-27.4294855658,-27.7868163138,0.1594491969,2.5471833,3.7848868735,-36.26434,AGN
-29.7510206561,-27.3628547737,-0.5245823521,1.8570904,4.0274939355,-34.42772,AGN
-22.8682422573,-27.2286696231,1.8438585043,2.233381,5.7741643143,-20.760412,AGN
-25.9354896529,-26.3004367204,0.6803579763,1.8489653,5.4388326766,-39.912205,AGN
-28.1466092573,-27.5521779254,0.5709732049,2.3468823,4.2607672619,12.173876,AGN
-24.2964066396,-27.6249433749,1.2695950285,2.630128,5.4568163364,-37.01785,AGN
-24.7926119992,-27.6296560657,0.974368203,2.545942,4.9682054904,-38.825905,AGN
-26.0121196752,-27.177379722,1.0843796191,2.4601622,4.5798055833,-10.030918,AGN
-26.6891988915,-27.8995403186,0.5421049938,2.537786,4.4723880243,-37.12298,AGN
-27.7990743326,-27.4458550881,-1.9445872054,2.5474758,4.0310595276,-21.689022,AGN
-22.2237830364,-26.6395667374,2.198695121,2.038745,8.4043842148,-34.895226,AGN
-25.0521428811,-27.3532123981,1.2498041807,2.4137006,6.1754625924,-25.271975,AGN
-30.3939131738,-27.3410896642,-0.1901595198,2.1242943,3.9705992014,-6.802189,AGN
-27.1778278901,-27.1545069677,0.0565077301,2.705921,3.8386816109,-20.825176,AGN
-27.830896159,-27.2394378399,0.8845930261,2.2862785,4.9773190876,-4.3071413,AGN
-27.7408970119,-27.2001710506,0.0287277836,2.359912,4.1989500169,2.3356676,AGN
-30.4756751634,-27.7785776339,0.1630923227,2.2101598,3.7724914175,14.408977,AGN
-25.9264289678,-26.956900046,1.7112024929,2.4631412,6.487680767,-20.860706,AGN
-28.7853674431,-27.4410135778,1.2097293663,2.2568252,3.7297779228,-25.522902,AGN
-31.2222490872,-27.4622544956,0.2856281044,1.9056259,3.5294481262,-21.205393,AGN
-30.0284546428,-27.8035537354,-0.5188667045,2.1020408,3.6494801438,-30.460451,AGN
-31.1038688139,-27.6157337907,-1.1189135723,2.0084147,3.8945510813,12.0951395,AGN
-31.2488038454,-27.3126153708,0.7428028382,1.6029693,3.7655958832,-36.772804,AGN
-25.8674573469,-27.6648492402,-0.0143708683,2.5184681,4.9964538925,-36.04263,AGN
-30.3085889102,-26.7482394458,-0.2433777602,1.5228131,4.3559963983,15.89094,AGN
-28.59892621,-27.938125788,0.7905079537,2.3746915,3.7918494385,-31.19087,AGN
-26.3455107803,-27.3375580457,-0.0852067039,2.5599635,4.261852444,-17.249186,AGN
-26.4542032476,-26.6752778993,0.3697839797,2.037097,5.6535308396,-19.627876,AGN
-33.3020716202,-27.6701944676,-0.1128082576,1.6488994,3.2640511959,-24.40263,AGN
-30.6066030518,-27.8911500858,-0.4094789126,2.0002272,3.9566758122,-35.207222,AGN
-26.7861781471,-27.2154329807,0.6657118949,2.4094994,4.7430982654,-12.764258,AGN
-27.1909669558,-27.2239962668,-0.427868319,2.568894,4.1206954715,-5.8674216,AGN
-29.6743614801,-27.3569521553,0.7521013657,2.1003633,4.0335361227,0.90628535,AGN
-25.5076308328,-27.4895265028,-0.8667393684,2.7147546,4.1525142953,10.028776,AGN
-28.9312647619,-27.6087311592,-0.0505773037,2.4372258,3.7733493683,-35.42929,AGN
-32.3934326952,-27.7188562384,0.751516233,1.7548279,3.5065372596,-21.870901,AGN
-28.6855078744,-27.1826238897,-1.168424683,2.0687575,4.035450077,-13.068071,AGN
-30.799256232,-27.816306655,1.1800702741,1.966228,3.9432143499,19.77397,AGN
-26.6428686157,-27.290573036,0.6840522997,2.1453886,4.9034287967,-34.759983,AGN
-27.8949082048,-27.3349936537,-0.6326673033,2.4610782,5.0052832697,4.4915237,AGN
-30.4049257364,-26.9729699406,-0.645098137,2.2982082,3.599171998,-16.163143,AGN
-29.0691468442,-27.4446684496,-3.0459083041,2.4852939,3.9151072336,-34.731323,AGN
-29.7875567605,-27.0914601802,-1.2539356172,2.3303103,3.6081642435,-5.470224,AGN
-26.8990926206,-27.0079808138,1.6094609911,2.7853086,3.9388200826,-15.843969,AGN
-27.263885769,-27.7576233077,-1.5378720029,2.4291754,3.8532491679,-27.5838,AGN
-32.387079685,-27.6021001119,0.2424198176,1.6986098,3.9300561429,-19.33019,AGN
-27.0272972411,-26.4245977278,0.1719799482,1.9230083,5.4797677758,-8.702377,AGN
-27.4854571571,-27.7783098906,-3.0844159613,2.6267188,4.5921262695,-33.353504,AGN
-22.8878876951,-27.1426838735,1.0220580499,2.341233,6.5204117524,-32.718346,AGN
-30.0622896564,-27.8480481322,0.5861403282,2.2016373,3.8522398426,-33.69881,AGN
-31.1121213705,-27.4789263097,1.1129723508,1.7262084,4.0678112467,-33.87329,AGN
-30.1427727662,-27.8719789241,0.0217911915,2.0626645,3.9350504289,-27.554468,AGN
-26.8201249723,-27.3274700684,1.1516820465,2.435518,3.9938377533,4.1912527,AGN
-27.4575967226,-27.3622886892,0.3083496553,2.2882428,5.3267535735,-33.75338,AGN
-27.0767806061,-27.8030531361,0.7516599342,2.5399,3.9259773136,15.263661,AGN
-33.3441841217,-27.5985698073,0.6940083352,1.6458695,3.5553480615,-9.032013,AGN
-28.4961071542,-27.2659951966,-0.6904347979,2.3168018,4.091941852,-13.454439,AGN
-29.2011825474,-27.8530323349,-0.4269606228,2.3749325,3.6988498403,-33.479774,AGN
-27.6083109435,-27.6643955817,-1.6506041588,2.4750051,4.5463888236,-31.842892,AGN
-23.0810899938,-27.0305604121,1.8621629317,2.2459385,6.2330879015,-11.034267,AGN
-24.8700694764,-26.6428962229,1.4161006668,2.0313282,7.7570219032,-32.80546,AGN
-23.7726210465,-26.8694831692,1.500005086,2.2030172,6.6978395121,-13.726471,AGN
-27.7345595841,-27.745769009,-2.4502442959,2.487667,4.0148965903,-31.391539,AGN
-24.9310237209,-27.235432848,0.8642985014,2.385924,5.6003247834,8.223187,AGN
-27.4516672133,-27.60419763,-0.2122972307,2.2959795,4.9752882697,-29.149279,AGN
-29.3466511666,-27.7789658067,-0.7087798923,2.414992,3.6971385013,-27.920958,AGN
-30.0397429631,-27.8582362813,0.3625004733,2.0546618,4.0342068117,-32.42884,AGN
-30.7606017176,-27.8690847586,-2.5501272806,2.0408134,3.9654082797,-30.269903,AGN
-22.4242573247,-26.0490246689,1.6014304552,1.9323838,7.913304357,-31.090015,AGN
-27.8392434883,-27.2624944519,1.1387302238,2.3213658,5.6996829985,-8.630076,AGN
-24.5546670355,-27.5666261778,0.9225129414,2.7786882,5.1918315605,-27.250954,AGN
-29.8617529921,-27.5031395243,0.9375775395,2.004103,3.9366103641,14.254968,AGN
-25.3314091614,-27.6971082418,0.7807263293,2.6283643,5.5318561625,-31.88816,AGN
-30.3274453804,-27.7174406583,-1.1777272037,2.0389495,3.9123237872,-27.81301,AGN
-25.1523466173,-27.0401842876,1.0326344218,2.5674772,4.1597413794,-19.417597,AGN
-29.4687481551,-27.0483782025,0.1756375954,1.7672648,4.2655851384,-31.48002,AGN
-32.4623709849,-27.608716209,-0.6473150982,1.6148446,3.8802953345,-26.154074,AGN
-29.394628914,-27.5452143573,1.1610400844,1.9851698,4.1375959764,-21.635277,AGN
-29.2239719743,-27.7897799967,-0.3184664046,2.2015233,4.0224933987,-28.010475,AGN
-30.0454952905,-27.5889563268,-1.340266671,1.9603971,3.6268888521,-26.417288,AGN
-29.587727371,-27.6522957216,0.5828549287,2.0544698,3.9068531093,-29.538883,AGN
-25.674223544,-27.4802680856,0.2028800405,2.8105955,3.8003121757,-26.164331,AGN
-31.69347272,-27.4727012785,-0.4658129177,1.8898512,3.5045033666,7.6455064,AGN
-24.5380583197,-27.3669016223,1.6337084002,2.15232,6.3912266769,-29.623981,AGN
-30.4985103371,-27.6396213502,-2.2077711149,2.033428,3.9588555138,14.586056,AGN
-29.800203642,-27.3388019947,0.6254568905,1.9229039,3.9048112415,-25.951681,AGN
-30.5047104343,-26.995298656,-1.9063632047,2.1009274,4.6969228396,0.004727002,AGN
-33.5220734297,-27.6419664083,-0.0080781544,1.4375709,3.7761209024,-27.502537,AGN
-29.1346462085,-27.7733679643,0.0860185862,2.3986256,3.6050040724,-27.502825,AGN
-29.1139248094,-27.7756400893,0.1873702581,2.3274436,3.5993590228,-26.968685,AGN
-26.6439641267,-27.2478839351,-2.5809471995,2.14758,4.0893086463,12.863453,AGN
-25.8450787297,-27.115773071,0.6349749811,2.3726776,5.3532137278,-13.516102,AGN
-23.6847635641,-27.3766505672,1.4739348857,2.2470074,5.5773907127,-16.388102,AGN
-30.359831794,-27.2270138079,0.2726150426,1.8982692,4.0754337224,-10.628022,AGN
-25.7656232896,-27.8256259902,-1.9290040321,2.704762,4.3833064093,-28.308992,AGN
-29.8911828553,-27.6437877585,0.3328054393,2.1679258,3.7610859344,11.562526,AGN
-28.9473914967,-27.2659285911,0.0109615545,2.2772093,4.0040846589,4.506941,AGN
-26.5337319269,-26.8755241189,0.7295494033,2.0253396,4.6573834253,10.918007,AGN
-28.2142006344,-27.7791914775,-2.1443694921,2.3306127,4.057376097,-20.834377,AGN
-28.4153333745,-27.516272426,-1.6453693171,2.0410295,4.0774913432,18.085638,AGN
-29.6073548454,-27.3161915959,-0.7305731595,1.9361923,4.1696799045,-15.09729,AGN
-28.8948886441,-28.0237360275,0.6768296057,2.371977,3.9702033079,24.861248,AGN
-27.8220521165,-27.7764393223,0.7876941514,2.4167824,3.4747194536,-17.810516,AGN
-27.3341352935,-27.2998446339,-2.6399629851,2.46949,3.233128703,-12.423253,AGN
-32.9143233613,-27.5150879011,0.2876686911,1.6500192,3.463573972,5.6323915,AGN
-29.1610100474,-27.3190526225,-0.4562746051,1.9393938,4.520631142,-17.551538,AGN
-24.0132684469,-26.742652212,1.0893440227,2.0951297,8.071574048,9.156562,AGN
-31.4846857338,-27.5607860042,0.7230299666,1.8931121,3.7948524035,8.007792,AGN
-29.3198227823,-27.5732095551,0.0217600482,2.046281,3.9663009123,14.391164,AGN
-24.947412138,-27.7557256602,0.2778214998,2.9208062,4.2218255869,-25.380417,AGN
-31.7262495076,-27.6482056265,1.2971338906,1.739764,3.8767784102,-22.406641,AGN
-29.0168459149,-27.1669553165,-0.2628985005,1.8684875,4.0598247727,-19.971743,AGN
-26.9031910808,-27.4400904328,0.6190139541,2.723457,3.9638570929,-12.014472,AGN
-28.5514089088,-27.8090109916,0.2269253394,2.229073,3.8826990679,-26.435104,AGN
-25.9860010665,-27.071307201,0.9077960442,2.1824293,5.8265834621,-13.652313,AGN
-29.0395172812,-27.9796814576,-1.3045360354,2.3929586,3.3476845506,23.382828,AGN
-28.288814384,-26.6882840595,0.7507144781,1.8093637,4.1479118328,-14.99012,AGN
-28.2676969285,-27.0218551315,-0.6459461916,2.4604046,4.1127480623,4.867735,AGN
-26.9215796916,-27.5075001626,0.7085726052,2.5362647,4.0619647056,-13.99607,AGN
-24.4072268924,-27.584640641,0.7115924536,2.709976,5.8487245381,-27.160284,AGN
-26.1551653668,-27.8644689951,-0.2731807737,2.6405773,4.7956033872,25.010445,AGN
-32.9797545818,-27.3323559539,0.5070198585,1.5125129,3.7552887043,-8.312401,AGN
-27.3504873648,-27.0495474471,0.7458854273,2.4544868,4.6685861749,-3.6364286,AGN
-25.6683066302,-26.6164377424,1.6101157451,2.3637207,5.2129714997,2.2783487,AGN
-28.1666144695,-27.7780966644,-1.1844706989,2.4435904,4.2128086991,-22.775002,AGN
-26.1968004676,-27.0855374576,0.8833742022,2.095214,6.3275973271,-25.53596,AGN
-30.5475341302,-27.7659223951,-0.3669341921,2.111158,3.9240943986,-14.0907755,AGN
-25.3511071833,-27.7564406047,-2.4948954466,2.8945181,3.9736655344,-17.75279,AGN
-28.7387066363,-28.4654264982,1.3988865737,2.1886067,3.8912789317,-22.594234,AGN
-29.7010008477,-27.8536477218,0.1644026042,2.1893964,3.6254326627,-21.577398,AGN
-29.3961435455,-27.8488163454,0.1132413011,2.3444579,3.5456672811,-19.28539,AGN
-27.1895955994,-27.678841464,-0.0090107356,2.336734,4.4058035799,-23.944826,AGN
-33.0773523777,-27.693627206,-0.9068140697,1.7746266,3.5409982442,6.563655,AGN
-25.4228713521,-27.4484500832,-0.1127320635,2.5566463,6.0061334991,-14.129471,AGN
-29.8456052368,-27.0775509733,-0.7771521581,1.8308774,3.58459474,6.3348174,AGN
-27.2559436317,-27.1177563945,0.1987266819,2.5196798,4.9363995155,-8.512161,AGN
-31.5428990527,-27.3773812301,0.2319176596,1.7286855,3.8401825809,-14.195758,AGN
-27.4673342167,-27.0889728874,1.0613742558,2.4325619,4.0146576336,-7.707025,AGN
-32.457088819,-27.3297223055,-0.0638917577,1.5582567,3.8337837154,9.193716,AGN
-29.3667212973,-26.8153781333,-0.4806180829,1.7208239,4.1564679693,11.003785,AGN
-29.9522059803,-27.7960838485,-2.6777933122,2.1201143,3.9963369036,17.112017,AGN
-31.1715322353,-27.8410759663,0.8352111289,2.0442283,3.6372002989,-19.753023,AGN
-28.4464143088,-27.7139347741,-1.8934017747,2.2499437,4.0243248739,12.926086,AGN
-25.3281073509,-27.3394242665,0.8967485859,2.2872922,7.0844040376,19.38799,AGN
-26.4895013599,-27.4740626158,1.4093440024,1.940565,5.5275753045,21.115099,AGN
-26.7881511722,-27.3660029672,0.3175960969,2.6658497,3.8742929653,4.9780703,AGN
-25.3989584829,-26.8278763577,1.7361977175,2.2609017,5.2402362231,-0.48351276,AGN
-29.2747619147,-27.622016609,-0.04806444,2.0762699,3.7801393373,18.815279,AGN
-28.6617377877,-27.8417797403,-1.6927195085,2.4019325,3.5472710969,-22.023773,AGN
-27.7124689736,-27.3481928278,-0.4655185583,2.4806616,3.6109651313,4.5937295,AGN
-25.9365135111,-27.4901212998,0.9408978358,2.6873162,4.0548067924,9.591072,AGN
-31.8846582553,-27.6123554719,0.154090869,1.8048596,3.4074466335,7.8545384,AGN
-31.301639612,-27.9104079128,0.3482514638,1.9936056,4.1096650004,-23.0389,AGN
-26.9127532696,-27.1351131624,1.1801972183,2.0668576,4.7313605031,-23.747164,AGN
-24.9664754875,-27.3812597759,1.4119587607,2.269024,6.1171077106,-17.732328,AGN
-29.5039021583,-27.2652009606,0.3185913975,2.062933,4.1305305831,-6.5345864,AGN
-28.0693674885,-27.5974748521,1.0057918004,2.2879305,4.1024896304,-14.615442,AGN
-27.5442928682,-27.4468486827,0.0469449877,2.4119742,4.0209399489,-17.796688,AGN
-29.3426198522,-27.3536382913,-1.1786069189,1.8899137,3.8720471183,18.991184,AGN
-27.8337512443,-27.59258362,0.7793790423,2.0523002,4.9922822748,27.283714,AGN
-25.7136131198,-27.9771698308,-0.440168744,2.8132002,3.9218773977,25.3816,AGN
-29.7259048523,-27.6958628299,0.5448698564,2.0765007,4.0359305719,13.792381,AGN
-26.2326102341,-27.0847725313,0.4422085145,2.3173745,5.526325835,2.7339134,AGN
-31.2632699166,-27.4235046028,0.1320413292,1.6610328,4.0171433342,25.408178,AGN
-25.5882353083,-27.7726032827,0.5247756106,2.647554,4.4935418487,22.724035,AGN
-28.5151852542,-27.7529324642,-1.7149931158,2.3832674,3.7605664091,-22.167242,AGN
-27.5129004003,-27.5390450124,-0.1331859497,2.1360989,4.5689509028,23.858881,AGN
-24.8015985623,-27.2401198942,1.4419396464,2.1315968,6.5908513031,13.593086,AGN
-28.3698917139,-26.9501690412,1.1946530484,1.8662682,3.6408530249,-13.644322,AGN
-24.2588381382,-26.9577223037,1.6228083827,1.9952662,6.6027275925,19.85402,AGN
-29.4497939915,-27.4956279348,-0.274855904,2.2281916,3.5698708042,-12.092091,AGN
-26.192848665,-27.4569355926,0.5184430267,2.528745,4.7484359686,8.530733,AGN
-22.8014120608,-26.3448443247,1.408437859,1.9477677,7.5055152382,28.023354,AGN
-32.5812621256,-27.5462246441,-0.8842509994,1.7982008,3.6296507044,3.594586,AGN
-28.552839265,-27.7023364374,0.0895087205,2.4001029,3.9745448814,16.202332,AGN
-26.3199409119,-27.7660922732,-0.9394442151,2.5944273,4.751385762,19.358355,AGN
-23.5059561754,-26.8997700441,1.5304327646,2.0947242,7.8057286823,13.916228,AGN
-28.2009091635,-27.4213131716,0.1086090154,2.1885626,3.8933538755,7.2370853,AGN
-26.0992463156,-27.3299533526,1.0190308013,2.4639533,4.5336393392,-14.117166,AGN
-29.4091539807,-27.902602779,-1.6629575766,2.3710895,3.6025983943,25.804045,AGN
-26.7942857572,-27.3192256512,-0.8512468156,2.6541553,3.948520943,-6.4430737,AGN
-22.1921374981,-26.4225111981,1.5355177525,2.176237,7.1068070333,3.1366432,AGN
-27.5259753543,-27.9954217139,-0.5699000295,2.6152203,3.9554091901,28.601164,AGN
-29.5991795597,-27.7990723446,-0.9519930939,2.117182,3.7746751352,22.064043,AGN
-29.8689065703,-27.5393224457,-0.5035319035,2.100549,3.8458139002,6.0661306,AGN
-31.3423220838,-27.5300464056,-0.9760408136,1.7891129,3.7164136038,-20.832094,AGN
-25.7010284826,-27.4253066831,1.6789094647,2.353876,4.6507255648,-12.89898,AGN
-32.3500661581,-27.840665532,-0.2485487435,1.7407517,3.6742112234,27.33829,AGN
-29.2999676725,-27.9161835033,0.0325334208,2.2220733,3.644627137,25.052475,AGN
-27.214367922,-27.8239583242,-1.1033688281,2.5037823,4.7327089462,27.096636,AGN
-26.665489442,-27.4299679221,0.7854561782,2.2903166,4.8205154038,-24.06703,AGN
-26.2485284669,-26.770571795,0.6406151496,2.006392,4.8690561193,18.07255,AGN
-23.3127308278,-27.3309903523,1.6887553006,2.2453916,5.6242624982,11.407635,AGN
-34.593479713,-27.7325678635,-0.0628010381,1.4638817,3.2325387741,-24.972677,AGN
-24.0645907444,-27.2021761946,1.4842359478,2.1306543,7.6955263688,29.08808,AGN
-25.9617327709,-27.6387167236,0.6071605216,2.6788862,4.0544228944,-15.69374,AGN
-26.0982992316,-27.2512529028,-0.0380843885,2.6805177,3.6335096883,-6.976343,AGN
-29.952451291,-27.8290690732,0.3991466466,1.9691865,4.2130982638,29.588667,AGN
-27.7756851322,-27.3207908569,0.6841078159,2.3395307,3.6758720785,-8.019239,AGN
-24.4598432495,-27.6587651106,-1.2911100959,2.9641626,4.4969774468,22.843996,AGN
-30.0303273519,-27.418066416,0.3316868817,2.1912892,3.9661891871,8.87028,AGN
-28.052751563,-27.3418569036,0.7182947551,2.254269,4.2768250521,-11.318307,AGN
-31.5624157752,-27.8156283999,-2.4225067692,1.7873349,3.6171280932,28.179735,AGN
-25.8608438567,-26.8439273536,0.235743698,2.3094358,5.2678973278,-4.0115724,AGN
-30.07104128,-27.8769503449,0.5792130817,2.0662885,3.5356106612,16.534782,AGN
-26.0486581541,-27.2649891355,1.314596599,2.604667,4.2144426696,4.4520016,AGN
-29.2299324257,-27.7024559065,-1.03918356,2.1562622,4.8395577806,22.675907,AGN
-28.8232169565,-28.1613166359,1.0885457466,2.3437176,4.1600373166,29.280521,AGN
-28.6670532178,-27.8830577172,0.35204475,2.3390694,3.7098648541,29.345413,AGN
-29.3945606103,-27.7463177111,0.3125878492,2.203019,4.1495511264,17.795288,AGN
-27.2132405953,-27.4385288257,0.8453386621,2.4112446,4.8342520641,18.730917,AGN
-28.5184486845,-27.6584968375,-0.1045893568,2.105947,4.2706324936,30.52248,AGN
-27.7811541933,-27.2647928407,0.8366472479,2.1101863,3.8238787015,8.23748,AGN
-27.9502670525,-27.6176387681,0.130274333,2.1426964,4.0326147287,30.157907,AGN
-29.1968242186,-27.7010599647,-0.4758761128,2.2169576,3.7975860157,-17.759228,AGN
-27.021210324,-27.3406415078,0.8680696682,2.1818593,4.7839780901,19.055567,AGN
-29.953509447,-27.8215165943,0.722449217,2.1646845,3.7850010549,19.958426,AGN
-29.8286296056,-27.9814280578,-0.3022903035,2.1555884,3.8830329105,28.876797,AGN
-29.1506359412,-27.8273234226,0.7926306321,2.132376,3.5656358417,25.948471,AGN
-27.8603317663,-27.8979690925,0.556449213,2.378098,4.013078024,30.536345,AGN
-30.1520120436,-27.829012904,0.2988149941,2.1457658,3.7624749198,20.213179,AGN
-28.9098005278,-27.4212279911,0.3016854879,1.9962784,4.2417599425,14.177804,AGN
-31.0206290319,-27.1051464111,1.2708526394,1.8285054,4.0608564251,-2.7608292,AGN
-27.4042173302,-27.8051851742,-0.0742162934,2.5662808,4.0964891091,18.184084,AGN
-31.2121760821,-27.4513392274,-0.0988970859,1.8950008,4.0397091005,13.20677,AGN
-27.5065606848,-27.7201136878,0.5081719164,2.3398216,4.8124241253,15.79523,AGN
-24.6044729453,-27.8882698839,1.2679072511,2.7484026,5.842900333,32.3665,AGN
-28.7148690416,-27.4511366003,-1.66070926,1.9177074,4.558550322,30.791399,AGN
-31.5010084528,-27.9366142848,-2.5621949048,1.8798909,3.7699993215,32.58277,AGN
-28.0222852072,-28.0908904987,-0.8075503088,2.4361255,4.4484134854,30.457012,AGN
-28.1798782307,-27.2614949018,1.0189205576,2.0682082,4.5491876499,14.001584,AGN
-26.9721365133,-27.9478942228,0.5470492706,2.5718997,4.079659589,32.451023,AGN
-24.0911459507,-26.6592813419,1.7833476702,1.958395,7.6673952847,13.169774,AGN
-27.1426043048,-27.8231977964,-1.0474531107,2.6499283,4.2077590291,31.542915,AGN
-27.8541126444,-27.9093469217,0.130524516,2.4068167,4.4849696894,32.93562,AGN
