spec_ind,signif_curv,var,hr45,class,source_name,pro_agn,pro_psr
0.0,1.0,2.0,3.0,4,5,6.0,7.0
2.4333627,0.8235445422359445,3.867632923682284,-0.932233611675554,PSR,3FGL J1151.8-6108,0.7998330419067325,0.2001669580932674
2.368808,0.3841058138343895,4.006981414277414,-0.9639237828129406,PSR,3FGL J1417.5-4402,0.9430195474949767,0.05698045250502319
2.2550774,-0.6673139504284745,4.029878927317152,-0.8019788167563282,PSR,3FGL J1553.1+5437,0.9764937835181651,0.023506216481834936
2.6649535,-0.8153665672857328,3.6816623987078168,-0.7955605752366117,PSR,3FGL J1719.2-2433,0.9781812012709308,0.02181879872906909
2.086256,1.9800005543256032,3.871690682665771,-0.9999771816775467,PSR,3FGL J0002.6+6218,0.10767748272447164,0.8923225172755282
2.0204341,1.8251888616763319,3.515441808264368,-0.999988362289768,PSR,3FGL J0359.5+5413,0.10767748272447164,0.8923225172755282
2.2817585,1.4368438339407559,4.0732542161718985,0.99282432214382,PSR,3FGL J0514.6-4406,0.9487765184477872,0.05122348155221266
2.5418246,2.220550836837008,3.575437566399782,-0.9999547563714714,PSR,3FGL J1056.7-5853,0.10767748272447164,0.8923225172755282
2.5581317,2.150100474515493,3.7633902736851685,-0.9841617898796063,PSR,3FGL J1104.9-6036,0.10767748272447164,0.8923225172755282
2.3879848,1.7572167292764778,4.1657371964182675,-0.9266376299454638,PSR,3FGL J1208.4-6239,0.5145797507459513,0.4854202492540487
2.1646054,1.8208090317967216,4.064596407721215,-0.9999935569892606,PSR,3FGL J1350.4-6224,0.10767748272447164,0.8923225172755282
2.284116,1.8431790939689239,4.230030746198678,-0.9999732615184538,PSR,3FGL J1528.3-5836,0.10767748272447164,0.8923225172755282
2.1264415,2.0157864968288015,3.995425993338665,-0.7500811057255069,PSR,3FGL J1622.9-5004,0.10767748272447164,0.8923225172755282
2.0572636,1.9904773956408415,3.9278058583637927,-0.9592020022608071,PSR,3FGL J1624.2-4041,0.10767748272447164,0.8923225172755282
2.4938385,1.937004367185144,4.00835375518284,-0.8783023622113785,PSR,3FGL J1650.3-4600,0.10767748272447164,0.8923225172755282
2.4792907,1.3827083892011565,3.688897453951938,-0.928155068987998,PSR,3FGL J1827.3-1446,0.3737073442310359,0.6262926557689641
2.2825232,1.7458009895531237,3.801825923528608,-0.8892539053494454,PSR,3FGL J1844.3-0344,0.14918993266629454,0.8508100673337053
1.8963063,1.9256608954650285,3.6809872675779696,-0.9059312038438698,PSR,3FGL J1946.4-5403,0.10767748272447164,0.8923225172755282
2.614499,2.5318159191992655,3.6853580111050794,-0.9814898107795468,PSR,3FGL J2017.9+3627,0.10767748272447164,0.8923225172755282
1.8367444,1.677781559887395,4.078730342288933,-0.999935775431332,PSR,3FGL J2310.1-0557,0.14456935051658715,0.8554306494834127
2.410956,1.2227793474596678,3.707542142711125,-0.3411646902546724,AGN,3FGL J0000.1+6545,0.9007215061940206,0.09927849380597953
1.8667319,0.40310004688774054,3.803219190636362,-0.6481892737318573,AGN,3FGL J0000.2-3738,0.9831144865736356,0.016885513426364337
1.9460614,0.3138621879170869,3.8313551023606913,-0.49795186771472183,AGN,3FGL J0002.0-6722,0.9844502707110894,0.015549729288910581
2.0504425,-0.23529942296034895,3.8140060375761227,-0.8706377580490783,AGN,3FGL J0004.2+0843,0.9814986800506129,0.01850131994938694
2.1869004,-1.7786281042231946,3.8191673986930605,-0.3951725265506454,AGN,3FGL J0006.2+0135,0.9821481503915275,0.017851849608472498
2.2756045,-0.020848936486780684,3.793004914905388,-0.5895593077013017,AGN,3FGL J0007.9+4006,0.9759289064918548,0.024071093508145215
2.2695491,0.4497952458916993,3.5392097654663734,-0.6761528719520202,AGN,3FGL J0008.3+1456,0.9738805249451721,0.02611947505482793
2.504053,0.061235917290220446,3.9960422270490206,-0.7306166513081951,AGN,3FGL J0014.3-0455,0.9776559466506018,0.02234405334939818
1.6399021,0.43271269786526106,3.9966331434162568,-0.47608342748093824,AGN,3FGL J0020.9+0323,0.9831144865736356,0.016885513426364337
2.784271,-1.6638638980526095,3.641846414047368,-0.9999917679566133,AGN,3FGL J0022.7+4651,0.9309161930721268,0.06908380692787305
2.1874866,-0.39339708056426326,3.942383311622283,-0.5462664480616305,AGN,3FGL J0026.2-4812,0.9821481503915275,0.017851849608472498
2.1391132,0.5911794584191239,3.5117344358953235,-0.9991398106993409,AGN,3FGL J0031.2-2320,0.9382210996432436,0.06177890035675637
2.2745852,0.31779642423059534,6.235901809578529,-0.6243560767805013,AGN,3FGL J0032.3-5522,0.9816306950351432,0.018369304964856642
1.7653672,-0.4755638587112215,3.572518094896527,-0.2857654268078691,AGN,3FGL J0049.0+4224,0.9844478955304732,0.015552104469526876
2.0650234,-0.7310816812392441,3.7314903755498383,-0.29987821906091255,AGN,3FGL J0102.1+0943,0.9844478955304732,0.015552104469526876
2.1721509,-3.0862578836884484,3.678476783470549,-0.4059362319461393,AGN,3FGL J0112.9-7506,0.9844478955304732,0.015552104469526876
2.759096,0.6454817186757151,3.9244713028722398,-0.9997503281674898,AGN,3FGL J0116.8+6913,0.9753726098707027,0.024627390129297322
2.5585058,0.34558154913681804,3.789087732261582,-0.2902053765254937,AGN,3FGL J0158.6+0102,0.9776559466506018,0.02234405334939818
1.8781707,-0.6872598648626577,3.846288548110567,-0.6231220575817921,AGN,3FGL J0200.3-4108,0.9844478955304732,0.015552104469526876
2.0137677,-0.839875302520031,3.6270176141336483,-0.6005503627197641,AGN,3FGL J0216.0+0300,0.9844478955304732,0.015552104469526876
